elapsed_s,TSE_FE_OUTPUT_VISIBLE_PRIM,TSE_FE_CINVOCATION,TSE_FE_CPRIMITIVES,TSE_FE_CLIP_PLANES
0.001096,0,0,0,0
0.002569,0,0,0,0
0.004036,0,0,0,0
0.005454,0,0,0,0
0.006894,0,0,0,0
0.008306,0,0,0,0
0.009698,0,0,0,0
0.011115,0,0,0,0
0.012459,0,0,0,0
0.013853,0,0,0,0
0.015199,0,0,0,0
0.016616,0,0,0,0
0.018032,0,0,0,0
0.019504,0,0,0,0
0.020913,0,0,0,0
0.022382,0,0,0,0
0.023777,0,0,0,0
0.025168,0,0,0,0
0.026562,0,0,0,0
0.027965,0,0,0,0
0.029302,0,0,0,0
0.030632,0,0,0,0
0.031941,0,0,0,0
0.033246,0,0,0,0
0.034673,0,0,0,0
0.035979,0,0,0,0
0.037287,0,0,0,0
0.038634,0,0,0,0
0.040016,0,0,0,0
0.041360,0,0,0,0
0.042890,0,0,0,0
0.044284,0,0,0,0
0.045671,0,0,0,0
0.047050,0,0,0,0
0.048431,0,0,0,0
0.049790,0,0,0,0
0.051094,0,0,0,0
0.052441,0,0,0,0
0.053848,0,0,0,0
0.055238,0,0,0,0
0.056629,0,0,0,0
0.058023,0,0,0,0
0.059533,0,0,0,0
0.061000,0,0,0,0
0.062257,0,0,0,0
0.063761,0,0,0,0
0.065155,0,0,0,0
0.066956,0,0,0,0
0.068340,0,0,0,0
0.069721,0,0,0,0
0.071105,0,0,0,0
0.072487,0,0,0,0
0.073726,0,0,0,0
0.075011,0,0,0,0
0.076250,0,0,0,0
0.077488,0,0,0,0
0.078744,0,0,0,0
0.079984,0,0,0,0
0.081223,0,0,0,0
0.082596,0,0,0,0
0.085207,0,0,0,0
0.086573,0,0,0,0
0.087823,0,0,0,0
0.089061,0,0,0,0
0.090648,0,0,0,0
0.092033,0,0,0,0
0.093247,0,0,0,0
0.094449,0,0,0,0
0.095644,0,0,0,0
0.096838,0,0,0,0
0.098033,0,0,0,0
0.099252,0,0,0,0
0.100465,0,0,0,0
0.101707,0,0,0,0
0.102952,0,0,0,0
0.104194,0,0,0,0
0.105436,0,0,0,0
0.106715,0,0,0,0
0.107957,0,0,0,0
0.109199,0,0,0,0
0.110563,0,0,0,0
0.112078,0,0,0,0
0.113546,0,0,0,0
0.114950,0,0,0,0
0.116344,0,0,0,0
0.117736,0,0,0,0
0.119129,0,0,0,0
0.120522,0,0,0,0
0.121931,0,0,0,0
0.123357,0,0,0,0
0.124871,0,0,0,0
0.126416,0,0,0,0
0.131579,0,0,0,0
0.132978,0,0,0,0
0.134350,0,0,0,0
0.135742,0,0,0,0
0.137132,0,0,0,0
0.138624,0,0,0,0
0.140050,0,0,0,0
0.141434,0,0,0,0
0.142814,0,0,0,0
0.145445,0,0,0,0
0.146946,0,0,0,0
0.148319,0,0,0,0
0.149654,0,0,0,0
0.150990,0,0,0,0
0.152329,0,0,0,0
0.153667,0,0,0,0
0.155039,0,0,0,0
0.156470,0,0,0,0
0.158010,0,0,0,0
0.159553,0,0,0,0
0.160942,0,0,0,0
0.162374,0,0,0,0
0.163768,0,0,0,0
0.165161,0,0,0,0
0.166542,0,0,0,0
0.167923,0,0,0,0
0.169303,0,0,0,0
0.170803,0,0,0,0
0.172519,0,0,0,0
0.173906,0,0,0,0
0.175307,0,0,0,0
0.176694,0,0,0,0
0.178081,0,0,0,0
0.179505,0,0,0,0
0.180891,0,0,0,0
0.182408,0,0,0,0
0.183959,0,0,0,0
0.185523,0,0,0,0
0.187120,0,0,0,0
0.188671,0,0,0,0
0.190221,0,0,0,0
0.191770,0,0,0,0
0.193310,0,0,0,0
0.194773,0,0,0,0
0.196303,0,0,0,0
0.197853,0,0,0,0
0.199405,0,0,0,0
0.200957,0,0,0,0
0.202510,0,0,0,0
0.204106,0,0,0,0
0.205657,0,0,0,0
0.207291,0,0,0,0
0.208659,0,0,0,0
0.210063,0,0,0,0
0.211507,0,0,0,0
0.213031,0,0,0,0
0.214466,0,0,0,0
0.215896,0,0,0,0
0.217800,0,0,0,0
0.219202,0,0,0,0
0.220833,0,0,0,0
0.222230,0,0,0,0
0.223666,0,0,0,0
0.225046,0,0,0,0
0.226428,0,0,0,0
0.227874,0,0,0,0
0.229261,0,0,0,0
0.230650,0,0,0,0
0.232166,0,0,0,0
0.233715,0,0,0,0
0.235309,0,0,0,0
0.236861,0,0,0,0
0.238429,0,0,0,0
0.240177,0,0,0,0
0.241733,0,0,0,0
0.243155,0,0,0,0
0.244676,0,0,0,0
0.246226,0,0,0,0
0.247783,0,0,0,0
0.249345,0,0,0,0
0.250941,0,0,0,0
0.252492,0,0,0,0
0.254042,0,0,0,0
0.255598,0,0,0,0
0.257147,0,0,0,0
0.258743,0,0,0,0
0.260309,0,0,0,0
0.261858,0,0,0,0
0.263410,0,0,0,0
0.264961,0,0,0,0
0.266514,0,0,0,0
0.268109,0,0,0,0
0.269658,0,0,0,0
0.271224,0,0,0,0
0.272774,0,0,0,0
0.274327,0,0,0,0
0.275879,0,0,0,0
0.277429,0,0,0,0
0.278982,0,0,0,0
0.280532,0,0,0,0
