elapsed_s,TSE_NEVER_COUNT,TSE_BE_BUSY_CYCLES,TSE_BE_CLIPPING_CYCLES,TSE_BE_STALL_CYCLES_RAS
0.001095,0,0,0,0
0.002543,0,0,0,0
0.003962,0,0,0,0
0.005380,0,0,0,0
0.006862,0,0,0,0
0.008256,0,0,0,0
0.009672,0,0,0,0
0.011123,0,0,0,0
0.012518,0,0,0,0
0.013913,0,0,0,0
0.015326,0,0,0,0
0.016712,0,0,0,0
0.018088,0,0,0,0
0.019465,0,0,0,0
0.020848,0,0,0,0
0.022235,0,0,0,0
0.023597,0,0,0,0
0.024933,0,0,0,0
0.026270,0,0,0,0
0.027607,0,0,0,0
0.028947,0,0,0,0
0.030283,0,0,0,0
0.031606,0,0,0,0
0.032909,0,0,0,0
0.034232,0,0,0,0
0.035614,0,0,0,0
0.036996,0,0,0,0
0.038433,0,0,0,0
0.039854,0,0,0,0
0.041276,0,0,0,0
0.042709,0,0,0,0
0.044128,0,0,0,0
0.045543,0,0,0,0
0.047004,0,0,0,0
0.048395,0,0,0,0
0.049788,0,0,0,0
0.051189,0,0,0,0
0.052604,0,0,0,0
0.054084,0,0,0,0
0.056721,0,0,0,0
0.058122,0,1299,0,66
0.059708,0,0,0,0
0.061095,0,0,0,0
0.062613,0,0,0,0
0.066144,0,0,0,0
0.067527,0,0,0,0
0.068913,0,3396,0,126
0.070267,0,3405,0,114
0.071562,0,2820,0,96
0.072763,0,2637,0,96
0.073957,0,3048,0,96
0.075200,0,3003,0,102
0.076558,0,2829,0,102
0.077772,0,2820,0,90
0.079023,0,2847,0,102
0.080219,0,2838,0,90
0.081465,0,3048,0,102
0.082720,0,2967,0,102
0.083961,0,2847,0,96
0.085200,0,2793,0,96
0.086483,0,3066,0,102
0.087726,0,2994,0,102
0.088969,0,2820,0,96
0.090213,0,2856,0,96
0.091451,0,3048,0,102
0.092690,0,2967,0,102
0.093929,0,2784,0,96
0.095237,0,3045,0,102
0.096481,0,3003,0,102
0.097724,0,2838,0,96
0.098969,0,2838,0,96
0.100211,0,3012,0,102
0.101454,0,2985,0,102
0.102690,0,2838,0,96
0.103931,0,2838,0,96
0.105173,0,2820,0,96
0.106416,0,3066,0,102
0.107659,0,1317,0,48
0.109048,0,0,0,0
0.110515,0,0,0,0
0.111899,0,0,0,0
0.113282,0,0,0,0
0.114667,0,0,0,0
0.116056,0,0,0,0
0.117445,0,0,0,0
0.118891,0,0,0,0
0.120277,0,0,0,0
0.121662,0,0,0,0
0.123049,0,0,0,0
0.124646,0,0,0,0
0.126053,0,0,0,0
0.127523,0,0,0,0
0.128914,0,0,0,0
0.134070,0,0,0,0
0.135481,0,0,0,0
0.136862,0,0,0,0
0.138376,0,0,0,0
0.139778,0,0,0,0
0.141121,0,0,0,0
0.142474,0,0,0,0
0.143854,0,0,0,0
0.145233,0,0,0,0
0.146613,0,0,0,0
0.147998,0,0,0,0
0.149380,0,0,0,0
0.150804,0,0,0,0
0.152186,0,0,0,0
0.153565,0,0,0,0
0.154944,0,0,0,0
0.156324,0,0,0,0
0.157702,0,0,0,0
0.159342,0,0,0,0
0.160883,0,0,0,0
0.162318,0,0,0,0
0.164069,0,0,0,0
0.165643,0,0,0,0
0.167257,0,0,0,0
0.168807,0,0,0,0
0.170360,0,0,0,0
0.171910,0,0,0,0
0.173472,0,0,0,0
0.175067,0,0,0,0
0.176619,0,0,0,0
0.178172,0,0,0,0
0.179722,0,0,0,0
0.181271,0,0,0,0
0.182865,0,0,0,0
0.184431,0,0,0,0
0.185980,0,0,0,0
0.187675,0,0,0,0
0.189224,0,0,0,0
0.190820,0,0,0,0
0.192370,0,0,0,0
0.193920,0,0,0,0
0.195489,0,0,0,0
0.197039,0,0,0,0
0.198633,0,0,0,0
0.200185,0,0,0,0
0.201734,0,0,0,0
0.203165,0,0,0,0
0.204576,0,0,0,0
0.205980,0,0,0,0
0.207371,0,0,0,0
0.208757,0,0,0,0
0.210144,0,0,0,0
0.211529,0,0,0,0
0.212913,0,0,0,0
0.214471,0,0,0,0
0.216019,0,0,0,0
0.217579,0,0,0,0
0.219128,0,0,0,0
0.220676,0,0,0,0
0.223371,0,0,0,0
0.224914,0,0,0,0
0.226331,0,0,0,0
0.227733,0,0,0,0
0.229113,0,0,0,0
0.230535,0,0,0,0
0.231918,0,0,0,0
0.233298,0,0,0,0
0.234678,0,0,0,0
0.236184,0,0,0,0
0.237723,0,0,0,0
0.239280,0,0,0,0
0.240667,0,0,0,0
0.242204,0,0,0,0
0.243615,0,0,0,0
0.244996,0,0,0,0
0.246421,0,0,0,0
0.247938,0,0,0,0
0.249501,0,0,0,0
0.251051,0,0,0,0
0.252601,0,0,0,0
0.254153,0,0,0,0
0.255746,0,0,0,0
0.257295,0,0,0,0
0.258847,0,0,0,0
0.260412,0,0,0,0
0.261961,0,0,0,0
0.263557,0,0,0,0
0.265106,0,0,0,0
0.266659,0,0,0,0
0.268199,0,0,0,0
0.269740,0,0,0,0
0.271337,0,0,0,0
0.272884,0,0,0,0
0.274434,0,0,0,0
0.275983,0,0,0,0
0.277530,0,0,0,0
0.279122,0,0,0,0
0.280672,0,0,0,0
0.282235,0,0,0,0
0.283657,0,0,0,0
0.285171,0,0,0,0
0.286623,0,0,0,0
0.288152,0,0,0,0
0.289699,0,0,0,0
0.291302,0,0,0,0
0.292864,0,0,0,0
0.294458,0,0,0,0
0.296008,0,0,0,0
0.297557,0,0,0,0
0.299107,0,0,0,0
0.300657,0,0,0,0
0.302208,0,0,0,0
0.303774,0,0,0,0
0.305322,0,0,0,0
0.306873,0,0,0,0
0.308422,0,0,0,0
0.309971,0,0,0,0
0.311711,0,0,0,0
0.313260,0,0,0,0
0.314822,0,0,0,0
0.316372,0,0,0,0
0.317920,0,0,0,0
0.319475,0,0,0,0
0.321022,0,0,0,0
0.322574,0,0,0,0
0.324124,0,0,0,0
0.325686,0,0,0,0
0.327183,0,0,0,0
0.328703,0,0,0,0
0.330255,0,0,0,0
0.331805,0,0,0,0
0.333353,0,0,0,0
0.334948,0,0,0,0
0.336511,0,0,0,0
0.338063,0,0,0,0
0.339612,0,0,0,0
0.341161,0,0,0,0
0.342755,0,0,0,0
0.344305,0,0,0,0
0.345854,0,0,0,0
0.347467,0,0,0,0
0.348857,0,0,0,0
0.350384,0,0,0,0
0.351935,0,0,0,0
0.353484,0,0,0,0
0.355034,0,0,0,0
0.356584,0,0,0,0
0.358149,0,0,0,0
0.359742,0,0,0,0
0.361289,0,0,0,0
0.362840,0,0,0,0
0.364391,0,0,0,0
0.365939,0,0,0,0
0.367490,0,0,0,0
0.369050,0,0,0,0
0.370601,0,0,0,0
0.372150,0,0,0,0
0.373697,0,0,0,0
0.375207,0,0,0,0
0.376726,0,0,0,0
0.378276,0,0,0,0
0.379963,0,0,0,0
0.381744,0,0,0,0
0.383195,0,0,0,0
0.384585,0,0,0,0
0.385971,0,0,0,0
0.387384,0,0,0,0
0.388770,0,0,0,0
0.390168,0,0,0,0
0.391717,0,0,0,0
0.393266,0,0,0,0
0.394817,0,0,0,0
0.396367,0,0,0,0
0.397917,0,0,0,0
0.399471,0,0,0,0
0.401033,0,0,0,0
0.402584,0,0,0,0
0.404131,0,0,0,0
0.405553,0,0,0,0
0.406987,0,0,0,0
0.408503,0,0,0,0
0.410053,0,0,0,0
0.411616,0,0,0,0
0.413165,0,0,0,0
0.414759,0,0,0,0
0.416309,0,0,0,0
0.417855,0,0,0,0
0.419408,0,0,0,0
0.420956,0,0,0,0
0.422565,0,0,0,0
0.424115,0,0,0,0
0.425662,0,0,0,0
0.427159,0,0,0,0
0.428677,0,0,0,0
0.430227,0,0,0,0
0.431820,0,0,0,0
0.433257,0,0,0,0
0.434780,0,0,0,0
0.436328,0,0,0,0
0.437876,0,0,0,0
0.439429,0,0,0,0
0.440976,0,0,0,0
0.442527,0,0,0,0
0.444089,0,0,0,0
0.445637,0,0,0,0
0.447101,0,0,0,0
0.448620,0,0,0,0
0.450170,0,0,0,0
0.451719,0,0,0,0
0.453266,0,0,0,0
0.454872,0,0,0,0
0.456422,0,0,0,0
0.457970,0,0,0,0
0.459541,0,0,0,0
0.461088,0,0,0,0
0.462682,0,0,0,0
0.464231,0,0,0,0
0.465791,0,0,0,0
0.467345,0,0,0,0
0.468892,0,0,0,0
0.470485,0,0,0,0
0.472047,0,0,0,0
0.473491,0,0,0,0
0.474895,0,0,0,0
0.476427,0,0,0,0
0.477976,0,0,0,0
0.479589,0,0,0,0
0.480981,0,0,0,0
0.482499,0,0,0,0
0.484050,0,0,0,0
0.485599,0,0,0,0
0.487076,0,0,0,0
0.488598,0,0,0,0
0.490151,0,0,0,0
0.491701,0,0,0,0
0.493250,0,0,0,0
0.494844,0,0,0,0
0.496394,0,0,0,0
0.497956,0,0,0,0
0.499545,0,0,0,0
0.501094,0,0,0,0
0.502688,0,0,0,0
0.504238,0,0,0,0
0.505787,0,0,0,0
0.507337,0,0,0,0
0.508891,0,0,0,0
0.510307,0,0,0,0
0.511733,0,0,0,0
0.513120,0,0,0,0
0.514509,0,0,0,0
0.515894,0,0,0,0
0.517280,0,0,0,0
0.518702,0,0,0,0
0.520225,0,0,0,0
0.521773,0,0,0,0
0.523325,0,0,0,0
0.524873,0,0,0,0
0.526465,0,0,0,0
0.528015,0,0,0,0
0.529562,0,0,0,0
0.531125,0,0,0,0
0.532673,0,0,0,0
0.534224,0,0,0,0
0.535817,0,0,0,0
0.537364,0,0,0,0
0.538913,0,0,0,0
0.540463,0,0,0,0
0.542027,0,0,0,0
0.543575,0,0,0,0
0.545123,0,0,0,0
0.546672,0,0,0,0
0.548108,0,0,0,0
0.549557,0,0,0,0
0.550952,0,0,0,0
0.552351,0,0,0,0
0.553740,0,0,0,0
0.555226,0,0,0,0
0.558144,0,0,0,0
0.559565,0,0,0,0
0.560945,0,0,0,0
0.562328,0,0,0,0
0.563734,0,0,0,0
0.565121,0,0,0,0
0.566543,0,0,0,0
0.567931,0,0,0,0
0.569317,0,0,0,0
0.570705,0,0,0,0
0.572091,0,0,0,0
0.573477,0,0,0,0
0.574913,0,0,0,0
0.576428,0,0,0,0
0.577977,0,0,0,0
0.579548,0,0,0,0
0.581097,0,0,0,0
0.582694,0,0,0,0
0.584244,0,0,0,0
0.585807,0,0,0,0
0.587362,0,0,0,0
0.588912,0,0,0,0
0.590507,0,0,0,0
0.592058,0,0,0,0
0.593607,0,0,0,0
0.595158,0,0,0,0
0.596724,0,0,0,0
0.598275,0,0,0,0
0.599870,0,0,0,0
0.601420,0,0,0,0
0.602970,0,0,0,0
0.604521,0,0,0,0
0.606071,0,0,0,0
0.607660,0,0,0,0
0.609053,0,0,0,0
0.610572,0,0,0,0
0.612123,0,0,0,0
0.613672,0,0,0,0
0.615294,0,0,0,0
0.616844,0,0,0,0
0.618410,0,0,0,0
0.619962,0,0,0,0
0.621512,0,0,0,0
0.623105,0,0,0,0
0.624656,0,0,0,0
0.626209,0,0,0,0
0.627760,0,0,0,0
0.629322,0,0,0,0
0.630917,0,0,0,0
0.632468,0,0,0,0
0.634021,0,0,0,0
0.635573,0,0,0,0
0.637122,0,0,0,0
0.638718,0,0,0,0
0.640283,0,0,0,0
0.641832,0,0,0,0
0.643405,0,0,0,0
0.644955,0,0,0,0
0.646551,0,0,0,0
0.648102,0,0,0,0
0.649651,0,0,0,0
0.651152,0,0,0,0
0.652673,0,0,0,0
0.654225,0,0,0,0
0.655820,0,0,0,0
0.657370,0,0,0,0
0.658920,0,0,0,0
0.660470,0,0,0,0
0.662036,0,0,0,0
0.663588,0,0,0,0
0.665136,0,0,0,0
0.666688,0,0,0,0
0.668229,0,0,0,0
0.669768,0,0,0,0
0.671348,0,0,0,0
0.672909,0,0,0,0
0.674460,0,0,0,0
0.676010,0,0,0,0
0.677557,0,0,0,0
0.679150,0,0,0,0
0.680700,0,0,0,0
0.682251,0,0,0,0
0.683814,0,0,0,0
0.685363,0,0,0,0
0.686956,0,0,0,0
0.688506,0,0,0,0
0.690058,0,0,0,0
0.691607,0,0,0,0
0.693155,0,0,0,0
0.694762,0,0,0,0
0.696313,0,0,0,0
0.697861,0,0,0,0
0.699415,0,0,0,0
0.700964,0,0,0,0
0.702558,0,0,0,0
0.704107,0,0,0,0
0.705668,0,0,0,0
0.707292,0,0,0,0
0.708839,0,0,0,0
0.710389,0,0,0,0
0.711938,0,0,0,0
0.713485,0,0,0,0
0.715035,0,0,0,0
0.716598,0,0,0,0
0.718184,0,0,0,0
0.719776,0,0,0,0
0.721325,0,0,0,0
0.722874,0,0,0,0
0.724423,0,0,0,0
0.725970,0,0,0,0
0.727571,0,0,0,0
0.729119,0,0,0,0
0.730669,0,0,0,0
0.732219,0,0,0,0
0.733765,0,0,0,0
0.735319,0,0,0,0
0.736867,0,0,0,0
0.738431,0,0,0,0
0.739981,0,0,0,0
0.741528,0,0,0,0
0.743121,0,0,0,0
0.744670,0,0,0,0
0.746221,0,0,0,0
0.747770,0,0,0,0
0.749172,0,0,0,0
0.750742,0,0,0,0
0.752292,0,0,0,0
0.753840,0,0,0,0
0.755394,0,0,0,0
0.756941,0,0,0,0
0.758537,0,0,0,0
0.759975,0,0,0,0
0.761495,0,0,0,0
0.763045,0,0,0,0
0.764595,0,0,0,0
0.766147,0,0,0,0
0.767739,0,0,0,0
0.769289,0,0,0,0
0.770852,0,0,0,0
0.772403,0,0,0,0
0.773952,0,0,0,0
0.776241,0,0,0,0
0.777631,0,0,0,0
0.779014,0,0,0,0
0.780528,0,0,0,0
0.782092,0,0,0,0
0.783685,0,0,0,0
0.785231,0,0,0,0
0.786783,0,0,0,0
0.788332,0,0,0,0
0.789881,0,0,0,0
0.791435,0,0,0,0
0.792994,0,0,0,0
0.794545,0,0,0,0
0.796094,0,0,0,0
0.797642,0,0,0,0
0.799118,0,0,0,0
0.800533,0,0,0,0
0.802112,0,0,0,0
0.803668,0,0,0,0
0.805208,0,0,0,0
0.806669,0,0,0,0
