elapsed_s,TSE_BE_CLIP_PLANES,TSE_BE_EMPTY_BBOX_KILLED_PRIM,TSE_BE_ST1_VP_PARAMS_CACHE_MISS,TSE_BE_ST2_VPORT_VP_PARAMS_CACHE_MISS
0.001099,0,0,0,0
0.002614,0,0,0,0
0.004033,0,0,0,0
0.005413,0,0,0,0
0.006836,0,0,0,0
0.008210,0,0,0,0
0.009606,0,0,0,0
0.011021,0,0,0,0
0.012438,0,0,0,0
0.013807,0,0,0,0
0.015220,0,0,0,0
0.016793,0,0,0,0
0.018225,0,0,0,0
0.019711,0,0,0,0
0.021121,0,0,0,0
0.022642,0,0,0,0
0.024037,0,0,0,0
0.025431,0,0,0,0
0.026824,0,0,0,0
0.028216,0,0,0,0
0.029609,0,0,0,0
0.031009,0,0,0,0
0.032400,0,0,0,0
0.033791,0,0,0,0
0.035236,0,0,0,0
0.036580,0,0,0,0
0.037919,0,0,0,0
0.039309,0,0,0,0
0.040650,0,0,0,0
0.041994,0,0,0,0
0.043365,0,0,0,0
0.044706,0,0,0,0
0.046045,0,0,0,0
0.047410,0,0,0,0
0.048715,0,0,0,0
0.050019,0,0,0,0
0.051431,0,0,0,0
0.052738,0,0,0,0
0.054149,0,0,0,0
0.055588,0,0,0,0
0.056949,0,0,0,0
0.058316,0,0,0,0
0.059715,0,0,0,0
0.061063,0,0,0,0
0.062411,0,0,0,0
0.063872,0,0,0,0
0.065264,0,0,0,0
0.066664,0,0,0,0
0.068094,0,0,0,0
0.069618,0,0,0,0
0.073323,0,0,0,0
0.075041,0,0,0,0
0.076464,0,0,0,0
0.077881,0,0,0,0
0.079449,0,0,0,0
0.080832,0,0,0,0
0.082235,0,0,0,0
0.083632,0,0,0,0
0.084873,0,0,0,0
0.086112,0,0,0,0
0.087358,0,0,0,0
0.088601,0,0,0,0
0.089844,0,0,0,0
0.091085,0,0,0,0
0.092324,0,0,0,0
0.093562,0,0,0,0
0.094800,0,0,0,0
0.096057,0,0,0,0
0.097289,0,0,0,0
0.098487,0,0,0,0
0.099862,0,0,0,0
0.101105,0,0,0,0
0.102447,0,0,0,0
0.103761,0,0,0,0
0.105004,0,0,0,0
0.106247,0,0,0,0
0.107488,0,0,0,0
0.108729,0,0,0,0
0.109974,0,0,0,0
0.111219,0,0,0,0
0.112590,0,0,0,0
0.113865,0,0,0,0
0.115286,0,0,0,0
0.116562,0,0,0,0
0.117809,0,0,0,0
0.119142,0,0,0,0
0.120390,0,0,0,0
0.121632,0,0,0,0
0.122876,0,0,0,0
0.124264,0,0,0,0
0.125664,0,0,0,0
0.127045,0,0,0,0
0.128426,0,0,0,0
0.129805,0,0,0,0
0.131221,0,0,0,0
0.132600,0,0,0,0
0.133991,0,0,0,0
0.135480,0,0,0,0
0.136860,0,0,0,0
0.138275,0,0,0,0
0.139707,0,0,0,0
0.141087,0,0,0,0
0.142566,0,0,0,0
0.143958,0,0,0,0
0.145345,0,0,0,0
0.146775,0,0,0,0
0.148132,0,0,0,0
0.149487,0,0,0,0
0.151104,0,0,0,0
0.152460,0,0,0,0
0.153816,0,0,0,0
0.155171,0,0,0,0
0.156534,0,0,0,0
0.157889,0,0,0,0
0.159319,0,0,0,0
0.160674,0,0,0,0
0.162028,0,0,0,0
0.163421,0,0,0,0
0.164747,0,0,0,0
0.166071,0,0,0,0
0.167449,0,0,0,0
0.168786,0,0,0,0
0.170132,0,0,0,0
0.171536,0,0,0,0
0.172862,0,0,0,0
0.174227,0,0,0,0
0.176558,0,0,0,0
0.177891,0,0,0,0
0.179336,0,0,0,0
0.180692,0,0,0,0
0.182048,0,0,0,0
0.183490,0,0,0,0
0.184851,0,0,0,0
0.186212,0,0,0,0
0.187553,0,0,0,0
0.188891,0,0,0,0
0.190207,0,0,0,0
0.191518,0,0,0,0
0.192830,0,0,0,0
0.194142,0,0,0,0
0.195586,0,0,0,0
0.197139,0,0,0,0
0.198558,0,0,0,0
0.200092,0,0,0,0
0.201640,0,0,0,0
0.203191,0,0,0,0
0.204742,0,0,0,0
0.206293,0,0,0,0
0.207842,0,0,0,0
0.209390,0,0,0,0
0.210996,0,0,0,0
0.212548,0,0,0,0
0.214095,0,0,0,0
0.215651,0,0,0,0
0.217199,0,0,0,0
0.218750,0,0,0,0
0.220300,0,0,0,0
0.221863,0,0,0,0
0.223362,0,0,0,0
0.224881,0,0,0,0
0.226433,0,0,0,0
0.228028,0,0,0,0
0.229577,0,0,0,0
0.231126,0,0,0,0
0.232690,0,0,0,0
0.234242,0,0,0,0
0.235792,0,0,0,0
0.237340,0,0,0,0
0.238892,0,0,0,0
0.240442,0,0,0,0
0.241991,0,0,0,0
0.243434,0,0,0,0
0.244954,0,0,0,0
0.246506,0,0,0,0
0.248056,0,0,0,0
0.249605,0,0,0,0
0.251154,0,0,0,0
0.252703,0,0,0,0
0.254268,0,0,0,0
0.255809,0,0,0,0
0.257349,0,0,0,0
0.258814,0,0,0,0
0.260336,0,0,0,0
0.261883,0,0,0,0
0.263372,0,0,0,0
0.264900,0,0,0,0
0.266451,0,0,0,0
0.267999,0,0,0,0
0.269544,0,0,0,0
0.271093,0,0,0,0
0.272641,0,0,0,0
0.274254,0,0,0,0
0.275769,0,0,0,0
0.277315,0,0,0,0
0.278864,0,0,0,0
0.280289,0,0,0,0
0.281707,0,0,0,0
0.283122,0,0,0,0
0.284820,0,0,0,0
0.286350,0,0,0,0
0.287821,0,0,0,0
0.290447,0,0,0,0
0.291917,0,0,0,0
0.293299,0,0,0,0
0.294682,0,0,0,0
0.296068,0,0,0,0
