elapsed_s,TSE_BE_INPUT_NULL_PRIM,TSE_BE_TRIVAL_REJ_PRIM,TSE_BE_CLIPPED_PRIM,TSE_BE_ZERO_AREA_PRIM
0.001096,0,0,0,0
0.002543,0,0,0,0
0.003960,0,0,0,0
0.005430,0,0,0,0
0.006846,0,0,0,0
0.008261,0,0,0,0
0.009677,0,0,0,0
0.011102,0,0,0,0
0.012517,0,0,0,0
0.013933,0,0,0,0
0.015348,0,0,0,0
0.016925,0,0,0,0
0.018389,0,0,0,0
0.019977,0,0,0,0
0.021385,0,0,0,0
0.022739,0,0,0,0
0.024136,0,0,0,0
0.025488,0,0,0,0
0.026836,0,0,0,0
0.028185,0,0,0,0
0.029532,0,0,0,0
0.030880,0,0,0,0
0.032282,0,0,0,0
0.033628,0,0,0,0
0.034974,0,0,0,0
0.036411,0,0,0,0
0.037704,0,0,0,0
0.038993,0,0,0,0
0.040333,0,0,0,0
0.041623,0,0,0,0
0.042964,0,0,0,0
0.044304,0,0,0,0
0.045592,0,0,0,0
0.046881,0,0,0,0
0.048219,0,0,0,0
0.049509,0,0,0,0
0.050798,0,0,0,0
0.052150,0,0,0,0
0.053574,0,0,0,0
0.054935,0,0,0,0
0.056372,0,0,0,0
0.057705,0,0,0,0
0.059035,0,0,0,0
0.060374,0,0,0,0
0.061718,0,0,0,0
0.063059,0,0,0,0
0.064421,0,0,0,0
0.065762,0,0,0,0
0.067100,0,0,0,0
0.068460,0,0,0,0
0.069870,0,0,0,0
0.071403,0,0,0,0
0.073536,0,0,0,0
0.074942,0,0,0,0
0.076330,0,0,0,0
0.077714,0,0,0,0
0.079097,0,0,0,0
0.080547,0,0,0,0
0.081932,0,0,0,0
0.083567,0,0,0,0
0.084841,0,0,0,0
0.086096,0,0,0,0
0.087338,0,0,0,0
0.088980,0,0,0,0
0.090312,0,0,0,0
0.091552,0,0,0,0
0.092820,0,0,0,0
0.094062,0,0,0,0
0.095436,0,0,0,0
0.096679,0,0,0,0
0.097921,0,0,0,0
0.099163,0,0,0,0
0.100456,0,0,0,0
0.101699,0,0,0,0
0.102940,0,0,0,0
0.104183,0,0,0,0
0.105423,0,0,0,0
0.106666,0,0,0,0
0.107909,0,0,0,0
0.109150,0,0,0,0
0.110391,0,0,0,0
0.111634,0,0,0,0
0.112875,0,0,0,0
0.114116,0,0,0,0
0.115357,0,0,0,0
0.116635,0,0,0,0
0.117877,0,0,0,0
0.119117,0,0,0,0
0.120360,0,0,0,0
0.121699,0,0,0,0
0.123086,0,0,0,0
0.124505,0,0,0,0
0.125900,0,0,0,0
0.127507,0,0,0,0
0.128934,0,0,0,0
0.130319,0,0,0,0
0.131727,0,0,0,0
0.133175,0,0,0,0
0.134559,0,0,0,0
0.135986,0,0,0,0
0.137377,0,0,0,0
0.138756,0,0,0,0
0.140136,0,0,0,0
0.141516,0,0,0,0
0.142895,0,0,0,0
0.144283,0,0,0,0
0.145663,0,0,0,0
0.147044,0,0,0,0
0.150374,0,0,0,0
0.151757,0,0,0,0
0.153140,0,0,0,0
0.154531,0,0,0,0
0.155909,0,0,0,0
0.157299,0,0,0,0
0.158679,0,0,0,0
0.160060,0,0,0,0
0.161439,0,0,0,0
0.162817,0,0,0,0
0.164240,0,0,0,0
0.165762,0,0,0,0
0.167310,0,0,0,0
0.168798,0,0,0,0
0.170320,0,0,0,0
0.171866,0,0,0,0
0.173412,0,0,0,0
0.174959,0,0,0,0
0.176397,0,0,0,0
0.177795,0,0,0,0
0.179314,0,0,0,0
0.180927,0,0,0,0
0.182477,0,0,0,0
0.184029,0,0,0,0
0.185580,0,0,0,0
0.187141,0,0,0,0
0.188691,0,0,0,0
0.190242,0,0,0,0
0.191793,0,0,0,0
0.193342,0,0,0,0
0.194890,0,0,0,0
0.196484,0,0,0,0
0.198046,0,0,0,0
0.199594,0,0,0,0
0.201188,0,0,0,0
0.202735,0,0,0,0
0.204286,0,0,0,0
0.205835,0,0,0,0
0.207382,0,0,0,0
0.208947,0,0,0,0
0.210493,0,0,0,0
0.212087,0,0,0,0
0.213637,0,0,0,0
0.215184,0,0,0,0
0.216733,0,0,0,0
0.218282,0,0,0,0
0.219846,0,0,0,0
0.221396,0,0,0,0
0.222944,0,0,0,0
0.224493,0,0,0,0
0.226043,0,0,0,0
0.227590,0,0,0,0
0.229002,0,0,0,0
0.230404,0,0,0,0
0.231921,0,0,0,0
0.233470,0,0,0,0
0.235017,0,0,0,0
0.236566,0,0,0,0
0.238116,0,0,0,0
0.239668,0,0,0,0
0.241231,0,0,0,0
0.242779,0,0,0,0
0.244373,0,0,0,0
0.245923,0,0,0,0
0.247470,0,0,0,0
0.249025,0,0,0,0
0.250572,0,0,0,0
0.252135,0,0,0,0
0.253566,0,0,0,0
0.254957,0,0,0,0
0.256347,0,0,0,0
0.257732,0,0,0,0
0.259118,0,0,0,0
0.260547,0,0,0,0
0.262165,0,0,0,0
0.263715,0,0,0,0
0.265261,0,0,0,0
0.266807,0,0,0,0
0.268252,0,0,0,0
0.269776,0,0,0,0
0.271325,0,0,0,0
0.272937,0,0,0,0
0.274477,0,0,0,0
0.275923,0,0,0,0
