elapsed_s,TSE_FE_STARVE_CYCLES_PC,TSE_FE_INPUT_PRIM,TSE_FE_INPUT_NULL_PRIM,TSE_FE_TRIVAL_REJ_PRIM
0.001114,0,0,0,0
0.002567,0,0,0,0
0.003987,0,0,0,0
0.005447,0,0,0,0
0.006864,0,0,0,0
0.008278,0,0,0,0
0.009715,0,0,0,0
0.011130,0,0,0,0
0.012546,0,0,0,0
0.014208,0,0,0,0
0.015690,0,0,0,0
0.017120,0,0,0,0
0.018536,0,0,0,0
0.019901,0,0,0,0
0.021310,0,0,0,0
0.022602,0,0,0,0
0.023890,0,0,0,0
0.025225,0,0,0,0
0.026481,0,0,0,0
0.027737,0,0,0,0
0.029042,0,0,0,0
0.030316,0,0,0,0
0.031572,0,0,0,0
0.032862,0,0,0,0
0.034254,0,0,0,0
0.035655,0,0,0,0
0.037031,0,0,0,0
0.038514,0,0,0,0
0.039948,0,0,0,0
0.041397,0,0,0,0
0.042787,0,0,0,0
0.044168,0,0,0,0
0.045590,0,0,0,0
0.046983,0,0,0,0
0.048504,0,0,0,0
0.050417,0,0,0,0
0.051835,0,0,0,0
0.053268,0,0,0,0
0.054660,0,0,0,0
0.056086,0,0,0,0
0.057544,525,0,0,0
0.058926,0,0,0,0
0.060310,0,0,0,0
0.061731,0,0,0,0
0.063123,0,0,0,0
0.064507,0,0,0,0
0.065888,0,0,0,0
0.067270,0,0,0,0
0.068670,1692,0,0,0
0.070037,1992,0,0,0
0.071276,1732,0,0,0
0.072515,1866,0,0,0
0.073755,1761,0,0,0
0.074993,1869,0,0,0
0.076233,1773,0,0,0
0.077516,1867,0,0,0
0.078758,1749,0,0,0
0.079997,1824,0,0,0
0.081361,2208,0,0,0
0.082770,1759,0,0,0
0.084014,1869,0,0,0
0.085295,1869,0,0,0
0.086538,1770,0,0,0
0.087779,1854,0,0,0
0.089023,1872,0,0,0
0.090572,2169,0,0,0
0.091817,1773,0,0,0
0.093061,1869,0,0,0
0.094302,1875,0,0,0
0.095543,1746,0,0,0
0.096785,1776,0,0,0
0.098178,2170,0,0,0
0.099576,1998,0,0,0
0.100913,1781,0,0,0
0.102280,2217,0,0,0
0.103681,1980,0,0,0
0.105086,2124,0,0,0
0.106365,1917,0,0,0
0.107829,0,0,0,0
0.109268,0,0,0,0
0.110669,0,0,0,0
0.112095,0,0,0,0
0.113489,0,0,0,0
0.114875,0,0,0,0
0.116258,0,0,0,0
0.117692,0,0,0,0
0.119091,0,0,0,0
