elapsed_s,TSE_SETUP_FMUL_3_WORKING_CYCLE_L3,TSE_SETUP_FMUL_4_WORKING_CYCLE_L3,TSE_SETUP_FMUL_5_WORKING_CYCLE_L3,TSE_EDGE_SETUP_WORKING_CYCLE_L1
0.001406,0,0,0,0
0.002898,0,0,0,0
0.004283,0,0,0,0
0.005748,0,0,0,0
0.007165,0,0,0,0
0.008580,0,0,0,0
0.010106,0,0,0,0
0.011663,0,0,0,0
0.013172,0,0,0,0
0.014591,0,0,0,0
0.015999,0,0,0,0
0.017392,0,0,0,0
0.018815,0,0,0,0
0.020205,0,0,0,0
0.021606,0,0,0,0
0.022940,0,0,0,0
0.024272,0,0,0,0
0.025652,0,0,0,0
0.026984,0,0,0,0
0.028314,0,0,0,0
0.029682,0,0,0,0
0.030976,0,0,0,0
0.032266,0,0,0,0
0.033604,0,0,0,0
0.034860,0,0,0,0
0.036117,0,0,0,0
0.037388,0,0,0,0
0.038644,0,0,0,0
0.040008,0,0,0,0
0.041338,0,0,0,0
0.042674,0,0,0,0
0.044012,0,0,0,0
0.045375,0,0,0,0
0.046808,0,0,0,0
0.048205,0,0,0,0
0.049789,0,0,0,0
0.051173,0,0,0,0
0.052574,0,0,0,0
0.054095,0,0,0,0
0.055560,0,0,0,0
0.057080,0,0,0,0
0.058467,0,0,0,0
0.059857,0,0,0,0
0.061243,0,0,0,0
0.062780,99,99,93,0
0.064040,0,0,0,0
0.065853,0,0,0,0
0.067728,0,0,0,0
0.069115,0,0,0,0
0.070549,0,0,0,0
0.071929,0,0,0,0
0.073465,0,0,144,0
0.074878,882,882,942,0
0.076117,504,504,720,0
0.077403,504,567,795,0
0.078642,567,504,735,0
0.079881,504,504,720,0
0.081166,504,504,795,0
0.082405,567,567,720,0
0.083644,504,504,735,0
0.084882,504,504,720,0
0.086592,693,756,1065,0
0.087832,567,504,735,0
0.089137,567,567,810,0
0.090435,504,504,720,0
0.091675,504,504,720,0
0.092913,567,567,795,0
0.094198,504,504,735,0
0.095442,504,504,720,0
0.096686,567,567,795,0
0.097931,504,504,735,0
0.099174,504,504,720,0
0.100418,567,567,795,0
0.101661,504,504,735,0
0.102902,504,504,720,0
0.104145,504,504,720,0
0.105388,567,567,795,0
0.106631,504,504,735,0
0.107873,504,504,720,0
0.109117,504,567,795,0
0.110394,567,504,735,0
0.111636,504,504,720,0
0.112879,357,357,450,0
0.114264,0,0,0,0
0.115723,0,0,0,0
0.117162,0,0,0,0
0.118555,0,0,0,0
0.119939,0,0,0,0
0.121425,0,0,0,0
0.122811,0,0,0,0
0.124205,0,0,0,0
0.125625,0,0,0,0
0.127008,0,0,0,0
0.128386,0,0,0,0
0.133102,0,0,0,0
0.134597,0,0,0,0
0.135943,0,0,0,0
0.137323,0,0,0,0
0.138656,0,0,0,0
0.139988,0,0,0,0
0.141408,0,0,0,0
0.142788,0,0,0,0
0.144167,0,0,0,0
0.145557,0,0,0,0
0.146936,0,0,0,0
0.148316,0,0,0,0
0.149729,0,0,0,0
0.151110,0,0,0,0
0.152616,0,0,0,0
0.154300,0,0,0,0
0.155863,0,0,0,0
0.157458,0,0,0,0
0.159008,0,0,0,0
0.160555,0,0,0,0
0.162104,0,0,0,0
0.163654,0,0,0,0
0.165206,0,0,0,0
0.166688,0,0,0,0
0.168207,0,0,0,0
0.169758,0,0,0,0
0.171307,0,0,0,0
0.172855,0,0,0,0
0.174435,0,0,0,0
0.175827,0,0,0,0
0.177358,0,0,0,0
0.180077,0,0,0,0
0.181548,0,0,0,0
0.182941,0,0,0,0
0.184328,0,0,0,0
0.185717,0,0,0,0
0.187102,0,0,0,0
0.188507,0,0,0,0
0.189929,0,0,0,0
0.191314,0,0,0,0
0.192700,0,0,0,0
0.194087,0,0,0,0
0.195744,0,0,0,0
0.197135,0,0,0,0
0.198566,0,0,0,0
0.199951,0,0,0,0
0.201337,0,0,0,0
0.202722,0,0,0,0
0.204105,0,0,0,0
0.205665,0,0,0,0
0.207216,0,0,0,0
0.208779,0,0,0,0
0.210334,0,0,0,0
0.211883,0,0,0,0
0.213479,0,0,0,0
0.215029,0,0,0,0
0.216577,0,0,0,0
0.217999,0,0,0,0
0.219529,0,0,0,0
0.221080,0,0,0,0
0.222674,0,0,0,0
0.224222,0,0,0,0
0.225773,0,0,0,0
0.227323,0,0,0,0
0.228872,0,0,0,0
0.230442,0,0,0,0
0.231991,0,0,0,0
0.233543,0,0,0,0
0.235093,0,0,0,0
0.236642,0,0,0,0
0.238286,0,0,0,0
0.239835,0,0,0,0
0.241282,0,0,0,0
0.242803,0,0,0,0
0.244353,0,0,0,0
0.245946,0,0,0,0
0.247497,0,0,0,0
0.249049,0,0,0,0
0.250600,0,0,0,0
0.252163,0,0,0,0
0.253757,0,0,0,0
0.255308,0,0,0,0
0.256857,0,0,0,0
0.258412,0,0,0,0
0.259961,0,0,0,0
0.261555,0,0,0,0
0.263119,0,0,0,0
0.264668,0,0,0,0
0.266219,0,0,0,0
0.267766,0,0,0,0
0.269195,0,0,0,0
0.270766,0,0,0,0
