elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001098,0,0,0,0
0.002548,0,0,0,0
0.004018,0,0,0,0
0.005435,0,0,0,0
0.006849,0,0,0,0
0.008265,0,0,0,0
0.009679,0,0,0,0
0.011104,0,0,0,0
0.012520,0,0,0,0
0.013935,0,0,0,0
0.015438,0,0,0,0
0.016996,0,0,0,0
0.018465,0,0,0,0
0.019887,0,0,0,0
0.021253,0,0,0,0
0.022648,0,0,0,0
0.023993,0,0,0,0
0.025336,0,0,0,0
0.026727,0,0,0,0
0.028071,0,0,0,0
0.029414,0,0,0,0
0.030806,0,0,0,0
0.032158,0,0,0,0
0.033499,0,0,0,0
0.034931,0,0,0,0
0.036224,0,0,0,0
0.037513,0,0,0,0
0.038864,0,0,0,0
0.040154,0,0,0,0
0.041554,0,0,0,0
0.042897,0,0,0,0
0.044186,0,0,0,0
0.045476,0,0,0,0
0.046812,0,0,0,0
0.048065,0,0,0,0
0.049318,0,0,0,0
0.050635,0,0,0,0
0.051889,0,0,0,0
0.053195,0,0,0,0
0.054471,0,0,0,0
0.055808,0,0,0,0
0.057147,0,0,0,0
0.058669,0,0,0,0
0.060067,0,0,0,0
0.061416,0,0,0,0
0.062764,0,0,0,0
0.064125,0,0,0,0
0.065470,0,0,0,0
0.066831,0,0,0,0
0.068339,0,0,0,0
0.069965,0,0,0,0
0.071565,0,0,0,0
0.072956,0,0,0,0
0.074357,0,0,0,0
0.075768,0,0,0,0
0.077161,0,0,0,0
0.078574,0,0,0,0
0.079958,0,0,0,0
0.081344,0,0,0,0
0.082678,0,0,0,0
0.084832,0,0,0,0
0.086072,0,0,0,0
0.087410,0,0,0,0
0.088650,0,0,0,0
0.089889,0,0,0,0
0.091822,0,0,0,0
0.093065,0,0,0,0
0.094579,0,0,0,0
0.095834,0,0,0,0
0.097076,0,0,0,0
0.098321,0,0,0,0
0.099614,0,0,0,0
0.100857,0,0,0,0
0.102098,0,0,0,0
0.103342,0,0,0,0
0.104583,0,0,0,0
0.105822,0,0,0,0
0.107064,0,0,0,0
0.108304,0,0,0,0
0.109545,0,0,0,0
0.110786,0,0,0,0
0.112027,0,0,0,0
0.113268,0,0,0,0
0.114511,0,0,0,0
0.115786,0,0,0,0
0.117130,0,0,0,0
0.118566,0,0,0,0
0.120068,0,0,0,0
0.121468,0,0,0,0
0.122856,0,0,0,0
0.124242,0,0,0,0
0.125624,0,0,0,0
0.127009,0,0,0,0
0.128395,0,0,0,0
0.129786,0,0,0,0
0.131219,0,0,0,0
0.132602,0,0,0,0
0.133982,0,0,0,0
0.135770,0,0,0,0
0.137154,0,0,0,0
0.138535,0,0,0,0
0.139928,0,0,0,0
0.141308,0,0,0,0
0.145244,0,0,0,0
0.146680,0,0,0,0
0.148062,0,0,0,0
0.149441,0,0,0,0
0.150828,0,0,0,0
0.152206,0,0,0,0
0.153584,0,0,0,0
0.154963,0,0,0,0
0.156342,0,0,0,0
0.157721,0,0,0,0
0.159100,0,0,0,0
0.160480,0,0,0,0
0.161874,0,0,0,0
0.163296,0,0,0,0
0.164674,0,0,0,0
0.166053,0,0,0,0
0.167507,0,0,0,0
0.168888,0,0,0,0
0.170303,0,0,0,0
0.171685,0,0,0,0
0.173073,0,0,0,0
0.174452,0,0,0,0
0.175832,0,0,0,0
0.177394,0,0,0,0
0.178829,0,0,0,0
0.180375,0,0,0,0
0.181913,0,0,0,0
0.183504,0,0,0,0
0.185016,0,0,0,0
0.186436,0,0,0,0
0.187955,0,0,0,0
0.189504,0,0,0,0
0.192991,0,0,0,0
0.194809,0,0,0,0
0.196260,0,0,0,0
0.197649,0,0,0,0
0.199038,0,0,0,0
0.200425,0,0,0,0
0.201809,0,0,0,0
0.203197,0,0,0,0
0.204594,0,0,0,0
0.205979,0,0,0,0
0.207470,0,0,0,0
0.208856,0,0,0,0
0.210243,0,0,0,0
0.211664,0,0,0,0
0.213050,0,0,0,0
0.214438,0,0,0,0
0.215833,0,0,0,0
0.217344,0,0,0,0
0.218765,0,0,0,0
0.220154,0,0,0,0
0.221538,0,0,0,0
0.222928,0,0,0,0
0.224316,0,0,0,0
0.225696,0,0,0,0
0.227130,0,0,0,0
0.228512,0,0,0,0
0.229891,0,0,0,0
0.231272,0,0,0,0
0.232788,0,0,0,0
0.234339,0,0,0,0
0.235889,0,0,0,0
0.237452,0,0,0,0
0.239004,0,0,0,0
0.240546,0,0,0,0
0.242087,0,0,0,0
0.243608,0,0,0,0
0.245125,0,0,0,0
0.246868,0,0,0,0
0.248343,0,0,0,0
0.249732,0,0,0,0
0.251183,0,0,0,0
0.254120,0,0,0,0
0.255672,0,0,0,0
0.257219,0,0,0,0
0.258825,0,0,0,0
0.260378,0,0,0,0
0.261925,0,0,0,0
0.263436,0,0,0,0
0.264953,0,0,0,0
0.266504,0,0,0,0
0.268052,0,0,0,0
0.269612,0,0,0,0
0.271161,0,0,0,0
0.272710,0,0,0,0
0.274260,0,0,0,0
0.275808,0,0,0,0
0.277356,0,0,0,0
0.278905,0,0,0,0
0.280468,0,0,0,0
0.282014,0,0,0,0
0.283567,0,0,0,0
0.285113,0,0,0,0
0.286664,0,0,0,0
0.288211,0,0,0,0
0.289759,0,0,0,0
0.291363,0,0,0,0
0.292911,0,0,0,0
0.294459,0,0,0,0
0.296008,0,0,0,0
0.297554,0,0,0,0
0.299102,0,0,0,0
0.300650,0,0,0,0
0.302305,0,0,0,0
