elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001095,0,0,0,0
0.002542,0,0,0,0
0.003955,0,0,0,0
0.005372,0,0,0,0
0.006947,0,0,0,0
0.008361,0,0,0,0
0.009785,0,0,0,0
0.011244,0,0,0,0
0.012659,0,0,0,0
0.014071,0,0,0,0
0.015487,0,0,0,0
0.017080,0,0,0,0
0.018559,0,0,0,0
0.020045,0,0,0,0
0.021441,0,0,0,0
0.022819,0,0,0,0
0.024196,0,0,0,0
0.025574,0,0,0,0
0.027068,0,0,0,0
0.028443,0,0,0,0
0.029817,0,0,0,0
0.031204,0,0,0,0
0.032580,0,0,0,0
0.033953,0,0,0,0
0.035327,0,0,0,0
0.036699,0,0,0,0
0.038071,0,0,0,0
0.039442,0,0,0,0
0.040816,0,0,0,0
0.042198,0,0,0,0
0.043613,0,0,0,0
0.044962,0,0,0,0
0.046311,0,0,0,0
0.047802,0,0,0,0
0.049150,0,0,0,0
0.050495,0,0,0,0
0.051879,0,0,0,0
0.053237,0,0,0,0
0.054585,0,0,0,0
0.055935,0,0,0,0
0.057283,0,0,0,0
0.058633,0,0,0,0
0.059967,0,0,0,0
0.061271,0,0,0,0
0.062560,0,0,0,0
0.063857,0,0,0,0
0.065147,0,0,0,0
0.066436,0,0,0,0
0.067751,0,0,0,0
0.069043,0,0,0,0
0.070333,0,0,0,0
0.071640,0,0,0,0
0.072930,0,0,0,0
0.074225,0,0,0,0
0.075513,0,0,0,0
0.076883,0,0,0,0
0.078259,0,0,0,0
0.079694,0,0,0,0
0.081031,0,0,0,0
0.082370,0,0,0,0
0.083718,0,0,0,0
0.085125,0,0,0,0
0.086469,0,0,0,0
0.087814,0,0,0,0
0.089158,0,0,0,0
0.090500,0,0,0,0
0.091781,0,0,0,0
0.093200,0,0,0,0
0.094591,0,0,0,0
0.096104,0,0,0,0
0.097490,0,0,0,0
0.099005,0,0,0,0
0.100389,0,0,0,0
0.101779,0,0,0,0
0.103780,0,0,0,0
0.105021,0,0,0,0
0.106260,0,0,0,0
0.108473,0,0,0,0
0.109714,0,0,0,0
0.110971,0,0,0,0
0.112211,0,0,0,0
0.113450,0,0,0,0
0.114706,0,0,0,0
0.115952,0,0,0,0
0.117196,0,0,0,0
0.118439,0,0,0,0
0.119721,0,0,0,0
0.120963,0,0,0,0
0.122206,0,0,0,0
0.123450,0,0,0,0
0.124752,0,0,0,0
0.126126,0,0,0,0
0.127533,0,0,0,0
0.128812,0,0,0,0
0.130061,0,0,0,0
0.131308,0,0,0,0
0.132553,0,0,0,0
0.133796,0,0,0,0
0.135041,0,0,0,0
0.136283,0,0,0,0
0.137812,0,0,0,0
0.139264,0,0,0,0
0.140786,0,0,0,0
0.142423,0,0,0,0
0.143918,0,0,0,0
0.145301,0,0,0,0
0.146704,0,0,0,0
0.148087,0,0,0,0
0.149465,0,0,0,0
0.150844,0,0,0,0
0.152234,0,0,0,0
0.153615,0,0,0,0
0.155057,0,0,0,0
0.156418,0,0,0,0
0.157846,0,0,0,0
0.159202,0,0,0,0
0.160558,0,0,0,0
0.161913,0,0,0,0
0.163276,0,0,0,0
0.164632,0,0,0,0
0.165988,0,0,0,0
0.167343,0,0,0,0
0.168703,0,0,0,0
0.170062,0,0,0,0
0.171465,0,0,0,0
0.172772,0,0,0,0
0.174066,0,0,0,0
0.175405,0,0,0,0
0.176707,0,0,0,0
0.177990,0,0,0,0
0.179268,0,0,0,0
0.180556,0,0,0,0
0.181890,0,0,0,0
0.183384,0,0,0,0
0.184720,0,0,0,0
0.186046,0,0,0,0
0.187374,0,0,0,0
0.188707,0,0,0,0
0.190040,0,0,0,0
0.191515,0,0,0,0
0.192916,0,0,0,0
0.194332,0,0,0,0
0.195776,0,0,0,0
0.197116,0,0,0,0
0.198449,0,0,0,0
0.199862,0,0,0,0
0.201196,0,0,0,0
0.202528,0,0,0,0
0.203945,0,0,0,0
0.205452,0,0,0,0
0.207030,0,0,0,0
0.208433,0,0,0,0
0.209949,0,0,0,0
0.211501,0,0,0,0
0.213054,0,0,0,0
0.214658,0,0,0,0
0.216198,0,0,0,0
0.217752,0,0,0,0
0.219213,0,0,0,0
0.220735,0,0,0,0
0.222285,0,0,0,0
0.223890,0,0,0,0
0.225440,0,0,0,0
0.226994,0,0,0,0
0.228561,0,0,0,0
0.230111,0,0,0,0
0.231662,0,0,0,0
0.233214,0,0,0,0
0.234768,0,0,0,0
0.236364,0,0,0,0
0.237914,0,0,0,0
0.239480,0,0,0,0
0.241034,0,0,0,0
0.242584,0,0,0,0
0.244288,0,0,0,0
0.245838,0,0,0,0
0.247391,0,0,0,0
0.248944,0,0,0,0
0.250508,0,0,0,0
0.252066,0,0,0,0
0.253617,0,0,0,0
0.255170,0,0,0,0
0.256723,0,0,0,0
0.258273,0,0,0,0
0.259774,0,0,0,0
0.261303,0,0,0,0
0.262857,0,0,0,0
0.264409,0,0,0,0
0.265958,0,0,0,0
0.267552,0,0,0,0
0.269105,0,0,0,0
0.270657,0,0,0,0
0.272223,0,0,0,0
0.273774,0,0,0,0
0.275328,0,0,0,0
0.276880,0,0,0,0
0.278430,0,0,0,0
0.280003,0,0,0,0
0.281544,0,0,0,0
0.282977,0,0,0,0
0.284499,0,0,0,0
0.286050,0,0,0,0
0.287602,0,0,0,0
0.289154,0,0,0,0
0.290707,0,0,0,0
0.292258,0,0,0,0
0.293820,0,0,0,0
0.295372,0,0,0,0
0.296923,0,0,0,0
0.298471,0,0,0,0
0.300027,0,0,0,0
0.301575,0,0,0,0
0.303127,0,0,0,0
0.304690,0,0,0,0
0.306239,0,0,0,0
0.307788,0,0,0,0
0.309339,0,0,0,0
0.310786,0,0,0,0
0.312338,0,0,0,0
0.313885,0,0,0,0
0.315491,0,0,0,0
0.317043,0,0,0,0
0.318591,0,0,0,0
0.320205,0,0,0,0
0.321595,0,0,0,0
0.323139,0,0,0,0
0.324574,0,0,0,0
0.325988,0,0,0,0
0.327381,0,0,0,0
0.328769,0,0,0,0
0.330154,0,0,0,0
0.331584,0,0,0,0
0.333150,0,0,0,0
0.334702,0,0,0,0
0.336267,0,0,0,0
0.337815,0,0,0,0
0.339367,0,0,0,0
0.340917,0,0,0,0
0.342466,0,0,0,0
0.344020,0,0,0,0
0.345568,0,0,0,0
0.347220,0,0,0,0
0.348771,0,0,0,0
0.350321,0,0,0,0
0.351875,0,0,0,0
0.353424,0,0,0,0
0.354976,0,0,0,0
0.356527,0,0,0,0
0.358089,0,0,0,0
0.359639,0,0,0,0
0.361189,0,0,0,0
0.362737,0,0,0,0
0.364330,0,0,0,0
0.365879,0,0,0,0
0.367429,0,0,0,0
0.368870,0,0,0,0
0.370393,0,0,0,0
0.372549,0,0,0,0
0.374542,0,0,0,0
0.375955,0,0,0,0
0.378982,0,0,0,0
0.380400,0,0,0,0
0.381759,0,0,0,0
0.383105,0,0,0,0
0.384446,0,0,0,0
0.385786,0,0,0,0
0.387124,0,0,0,0
0.388462,0,0,0,0
0.389801,0,0,0,0
0.391158,0,0,0,0
0.392498,0,0,0,0
0.393838,0,0,0,0
0.395309,0,0,0,0
0.396871,0,0,0,0
0.398422,0,0,0,0
0.400000,0,0,0,0
0.401564,0,0,0,0
0.403118,0,0,0,0
