elapsed_s,TSE_BE_FACENESS_CULLED_PRIM,TSE_BE_ZERO_PIXEL_PRIM,TSE_BE_OUTPUT_NULL_PRIM,TSE_BE_OUTPUT_VISIBLE_PRIM
0.001095,0,0,0,0
0.002597,0,0,0,0
0.004030,0,0,0,0
0.005452,0,0,0,0
0.006869,0,0,0,0
0.008283,0,0,0,0
0.009699,0,0,0,0
0.011123,0,0,0,0
0.012539,0,0,0,0
0.013952,0,0,0,0
0.015519,0,0,0,0
0.016938,0,0,0,0
0.018363,0,0,0,0
0.019902,0,0,0,0
0.021313,0,0,0,0
0.022669,0,0,0,0
0.024020,0,0,0,0
0.025371,0,0,0,0
0.026719,0,0,0,0
0.028071,0,0,0,0
0.029418,0,0,0,0
0.030863,0,0,0,0
0.032200,0,0,0,0
0.033527,0,0,0,0
0.034904,0,0,0,0
0.036235,0,0,0,0
0.037563,0,0,0,0
0.038939,0,0,0,0
0.040268,0,0,0,0
0.041597,0,0,0,0
0.042981,0,0,0,0
0.044308,0,0,0,0
0.045637,0,0,0,0
0.047005,0,0,0,0
0.048294,0,0,0,0
0.049582,0,0,0,0
0.050920,0,0,0,0
0.052209,0,0,0,0
0.053559,0,0,0,0
0.055007,0,0,0,0
0.056306,0,0,0,0
0.057596,0,0,0,0
0.058935,0,0,0,0
0.060225,0,0,0,0
0.061513,0,0,0,0
0.062874,0,0,0,0
0.064206,0,0,0,0
0.065570,0,0,0,0
0.066946,0,0,0,0
0.068297,0,0,0,0
0.069635,0,0,0,0
0.070974,0,0,0,0
0.072342,0,0,0,0
0.073686,0,0,0,0
0.075044,0,0,0,0
0.076437,0,0,0,0
0.077782,0,0,0,0
0.079144,0,0,0,0
0.080422,0,0,0,0
0.081816,0,0,0,0
0.083206,0,0,0,0
0.084594,0,0,0,0
0.085987,0,0,0,0
0.087362,0,0,0,0
0.088745,0,0,0,0
0.090126,0,0,0,0
0.091389,0,0,0,0
0.092630,0,0,0,0
0.093869,0,0,0,0
0.095108,0,0,0,0
0.096347,0,0,0,0
0.097587,0,0,0,0
0.098950,0,0,0,0
0.100277,0,0,0,0
0.101529,0,0,0,0
0.102954,0,0,0,0
0.104196,0,0,0,0
0.105435,0,0,0,0
0.106674,0,0,0,0
0.107913,0,0,0,0
0.109278,0,0,0,0
0.110556,0,0,0,0
0.111804,0,0,0,0
0.113176,0,0,0,0
0.114920,0,0,0,0
0.116170,0,0,0,0
0.117414,0,0,0,0
0.118659,0,0,0,0
0.119901,0,0,0,0
0.121143,0,0,0,0
0.122386,0,0,0,0
0.123626,0,0,0,0
0.124874,0,0,0,0
0.126121,0,0,0,0
0.127409,0,0,0,0
0.128652,0,0,0,0
0.129897,0,0,0,0
0.131358,0,0,0,0
0.132751,0,0,0,0
0.134141,0,0,0,0
0.135505,0,0,0,0
0.136891,0,0,0,0
0.138313,0,0,0,0
0.139699,0,0,0,0
0.141092,0,0,0,0
0.142474,0,0,0,0
0.143901,0,0,0,0
0.145279,0,0,0,0
0.150331,0,0,0,0
0.151727,0,0,0,0
0.153108,0,0,0,0
0.154502,0,0,0,0
0.155885,0,0,0,0
0.157261,0,0,0,0
0.159025,0,0,0,0
0.160411,0,0,0,0
0.161771,0,0,0,0
0.163112,0,0,0,0
0.164451,0,0,0,0
0.165788,0,0,0,0
0.167126,0,0,0,0
0.168466,0,0,0,0
0.169804,0,0,0,0
0.171146,0,0,0,0
0.172494,0,0,0,0
0.173834,0,0,0,0
0.175304,0,0,0,0
0.176865,0,0,0,0
0.178293,0,0,0,0
0.179813,0,0,0,0
0.181361,0,0,0,0
0.182809,0,0,0,0
0.184331,0,0,0,0
0.185878,0,0,0,0
0.187516,0,0,0,0
0.189064,0,0,0,0
0.190656,0,0,0,0
0.192205,0,0,0,0
0.193767,0,0,0,0
0.195316,0,0,0,0
0.196865,0,0,0,0
0.198416,0,0,0,0
0.199965,0,0,0,0
0.201511,0,0,0,0
0.203070,0,0,0,0
0.204624,0,0,0,0
0.206019,0,0,0,0
