elapsed_s,TSE_FE_BR_STALLS_DUETO_BV_CLIP,TSE_FE_BR_STALLS_DUETO_BV_POLY,TSE_FE_BV_STALLS_DUETO_BR_CLIP,TSE_FE_BV_STALLS_DUETO_BR_POLY
0.001327,0,0,0,0
0.002779,0,0,0,0
0.004198,0,0,0,0
0.005616,0,0,0,0
0.007032,0,0,0,0
0.008447,0,0,0,0
0.009944,0,0,0,0
0.011361,0,0,0,0
0.012776,0,0,0,0
0.014188,0,0,0,0
0.015604,0,0,0,0
0.017114,0,0,0,0
0.018573,0,0,0,0
0.019998,0,0,0,0
0.021455,0,0,0,0
0.022871,0,0,0,0
0.024285,0,0,0,0
0.025699,0,0,0,0
0.027114,0,0,0,0
0.028529,0,0,0,0
0.030006,0,0,0,0
0.031421,0,0,0,0
0.032870,0,0,0,0
0.034355,0,0,0,0
0.035769,0,0,0,0
0.037245,0,0,0,0
0.038638,0,0,0,0
0.040035,0,0,0,0
0.041427,0,0,0,0
0.042819,0,0,0,0
0.044211,0,0,0,0
0.045603,0,0,0,0
0.046996,0,0,0,0
0.048389,0,0,0,0
0.049783,0,0,0,0
0.051183,0,0,0,0
0.052577,0,0,0,0
0.053989,0,0,0,0
0.055327,0,0,0,0
0.056777,0,0,0,0
0.058099,0,0,0,0
0.059391,0,0,0,0
0.060681,0,0,0,0
0.062015,0,0,0,0
0.063308,0,0,0,0
0.064656,0,0,0,0
0.066012,0,0,0,0
0.067315,0,0,0,0
0.068626,0,0,0,0
0.070015,0,0,0,0
0.071341,0,0,0,0
0.072741,0,0,0,0
0.074137,0,0,0,0
0.075495,0,0,0,0
0.076845,0,0,0,0
0.078193,0,0,0,0
0.079608,0,0,0,0
0.080973,0,0,0,0
0.082322,0,0,0,0
0.083688,0,0,0,0
0.085036,0,0,0,0
0.087224,0,0,0,0
0.088638,0,0,0,0
0.090573,0,0,0,0
0.092094,0,0,0,0
0.093669,0,0,0,0
0.095103,0,0,0,0
0.096502,0,0,0,0
0.098448,0,0,0,0
0.099691,0,0,0,0
0.101060,0,0,0,0
0.103201,0,0,0,0
0.104446,0,0,0,0
0.105689,0,0,0,0
0.106929,0,0,0,0
0.108170,0,0,0,0
0.109410,0,0,0,0
0.110603,0,0,0,0
0.111842,0,0,0,0
0.113083,0,0,0,0
0.114453,0,0,0,0
0.115858,0,0,0,0
0.117140,0,0,0,0
0.118445,0,0,0,0
0.119688,0,0,0,0
0.120933,0,0,0,0
0.122176,0,0,0,0
0.123420,0,0,0,0
0.124865,0,0,0,0
0.126180,0,0,0,0
0.127430,0,0,0,0
0.128868,0,0,0,0
0.130206,0,0,0,0
0.131609,0,0,0,0
0.132892,0,0,0,0
0.134185,0,0,0,0
0.135429,0,0,0,0
0.136861,0,0,0,0
0.138251,0,0,0,0
0.139702,0,0,0,0
0.141092,0,0,0,0
0.142479,0,0,0,0
0.143866,0,0,0,0
0.145253,0,0,0,0
0.146639,0,0,0,0
0.148034,0,0,0,0
0.149466,0,0,0,0
0.150846,0,0,0,0
0.152231,0,0,0,0
0.156955,0,0,0,0
0.158457,0,0,0,0
0.159837,0,0,0,0
0.164160,0,0,0,0
0.165677,0,0,0,0
0.167072,0,0,0,0
0.168431,0,0,0,0
0.169817,0,0,0,0
0.171151,0,0,0,0
0.172483,0,0,0,0
0.173819,0,0,0,0
0.175157,0,0,0,0
0.176493,0,0,0,0
0.177890,0,0,0,0
0.179238,0,0,0,0
0.180575,0,0,0,0
0.181933,0,0,0,0
0.183322,0,0,0,0
0.184708,0,0,0,0
0.186097,0,0,0,0
0.187483,0,0,0,0
0.188871,0,0,0,0
0.190267,0,0,0,0
0.191780,0,0,0,0
0.193332,0,0,0,0
0.194874,0,0,0,0
0.196414,0,0,0,0
0.197881,0,0,0,0
0.199590,0,0,0,0
0.201154,0,0,0,0
0.202704,0,0,0,0
0.204253,0,0,0,0
0.205802,0,0,0,0
0.207353,0,0,0,0
0.208904,0,0,0,0
0.210453,0,0,0,0
0.212014,0,0,0,0
0.213610,0,0,0,0
0.215161,0,0,0,0
0.216709,0,0,0,0
0.218262,0,0,0,0
0.219810,0,0,0,0
0.221362,0,0,0,0
0.222926,0,0,0,0
0.224474,0,0,0,0
0.226099,0,0,0,0
0.227648,0,0,0,0
0.229243,0,0,0,0
0.230795,0,0,0,0
0.232343,0,0,0,0
0.233906,0,0,0,0
0.235457,0,0,0,0
0.237009,0,0,0,0
0.238558,0,0,0,0
0.239986,0,0,0,0
0.241511,0,0,0,0
0.243061,0,0,0,0
0.244621,0,0,0,0
0.246139,0,0,0,0
0.247530,0,0,0,0
0.249047,0,0,0,0
0.250597,0,0,0,0
0.252145,0,0,0,0
0.253695,0,0,0,0
0.255258,0,0,0,0
0.256861,0,0,0,0
0.258408,0,0,0,0
0.259955,0,0,0,0
0.261547,0,0,0,0
0.263096,0,0,0,0
0.264642,0,0,0,0
0.266062,0,0,0,0
0.267588,0,0,0,0
0.269138,0,0,0,0
0.270687,0,0,0,0
0.272234,0,0,0,0
0.273783,0,0,0,0
0.275332,0,0,0,0
0.276902,0,0,0,0
0.278495,0,0,0,0
0.280043,0,0,0,0
0.281593,0,0,0,0
0.283141,0,0,0,0
0.284688,0,0,0,0
0.286241,0,0,0,0
0.287802,0,0,0,0
0.289351,0,0,0,0
0.290901,0,0,0,0
0.292448,0,0,0,0
0.294072,0,0,0,0
0.295622,0,0,0,0
0.297173,0,0,0,0
0.298737,0,0,0,0
0.300284,0,0,0,0
0.301833,0,0,0,0
0.303382,0,0,0,0
0.304932,0,0,0,0
0.306480,0,0,0,0
0.308027,0,0,0,0
0.309634,0,0,0,0
0.311183,0,0,0,0
0.312731,0,0,0,0
0.314285,0,0,0,0
0.315831,0,0,0,0
0.317381,0,0,0,0
0.318930,0,0,0,0
0.320491,0,0,0,0
0.322113,0,0,0,0
0.323661,0,0,0,0
0.325254,0,0,0,0
0.326804,0,0,0,0
0.328350,0,0,0,0
0.329899,0,0,0,0
0.331462,0,0,0,0
0.333011,0,0,0,0
0.334558,0,0,0,0
0.336103,0,0,0,0
0.337525,0,0,0,0
0.339045,0,0,0,0
0.340593,0,0,0,0
0.342161,0,0,0,0
0.343710,0,0,0,0
0.345262,0,0,0,0
0.346812,0,0,0,0
0.348362,0,0,0,0
0.349911,0,0,0,0
0.351462,0,0,0,0
0.353028,0,0,0,0
0.354577,0,0,0,0
0.356126,0,0,0,0
0.357721,0,0,0,0
0.359272,0,0,0,0
0.360871,0,0,0,0
0.362422,0,0,0,0
0.363984,0,0,0,0
0.365535,0,0,0,0
0.367085,0,0,0,0
0.368633,0,0,0,0
0.370168,0,0,0,0
0.371560,0,0,0,0
0.373078,0,0,0,0
0.374687,0,0,0,0
0.376237,0,0,0,0
0.377787,0,0,0,0
0.379337,0,0,0,0
