elapsed_s,HLSQ_BV_INS_BUF_FULL_BLOCK_CPI,HLSQ_VS_DES_BUF_FULL_BLOCK_CPI,HLSQ_FS_DES_BUF_FULL_BLOCK_CPI,HLSQ_BV_DES_BUF_FULL_BLOCK_CPI,HLSQ_PRIMITIVE_COUNT,HLSQ_LPAC2BV_SWITCH_CNT
0.001094,0,0,0,0,0,0
0.002592,0,0,0,0,0,0
0.004034,0,0,0,0,0,0
0.005512,0,0,0,0,0,0
0.006946,0,0,0,0,0,0
0.008459,0,0,0,0,0,0
0.009905,0,0,0,0,0,0
0.011340,0,0,0,0,0,0
0.012774,0,0,0,0,0,0
0.014205,0,0,0,0,0,0
0.015637,0,0,0,0,0,0
0.017136,0,0,0,0,0,0
0.018549,0,0,0,0,0,0
0.019969,0,0,0,0,0,0
0.021379,0,0,0,0,0,0
0.022787,0,0,0,0,0,0
0.024209,0,0,0,0,0,0
0.025605,0,0,0,0,0,0
0.027014,0,0,0,0,0,0
0.028426,0,0,0,0,0,0
0.029835,0,0,0,0,0,0
0.031252,0,0,0,0,0,0
0.032658,0,0,0,0,0,0
0.034097,0,0,0,0,0,0
0.035488,0,0,0,0,0,0
0.036878,0,0,0,0,0,0
0.038344,0,0,0,0,0,0
0.039857,0,0,0,0,0,0
0.041259,0,0,0,0,0,0
0.042657,0,0,0,0,0,0
0.044055,0,0,0,0,0,0
0.045496,0,0,0,0,0,0
0.046911,0,0,0,0,0,0
0.049043,0,0,0,0,0,0
0.050372,0,0,0,0,0,0
0.051734,0,0,0,0,0,0
0.053041,0,0,0,0,0,0
0.054347,0,0,0,0,0,0
0.055653,0,0,0,0,0,0
0.057009,0,0,0,0,0,0
0.058315,0,0,0,0,0,0
0.059622,0,0,0,0,0,0
0.060925,0,0,0,0,0,0
0.062233,0,0,0,0,0,0
0.063536,0,0,0,0,0,0
0.064911,0,0,0,0,0,0
0.066219,0,0,0,0,0,0
0.067585,0,0,0,0,0,0
0.068933,0,0,0,0,0,0
0.070284,0,0,0,0,0,0
0.071698,0,0,0,0,0,0
0.073074,0,0,0,0,0,0
0.074469,0,0,0,0,0,0
0.075865,0,0,0,0,0,0
0.077238,0,0,0,0,0,0
0.078598,0,0,0,0,0,0
0.080040,0,0,0,0,0,0
0.081414,0,0,0,0,0,0
0.082823,0,0,0,0,0,0
0.084228,0,0,0,0,0,0
0.085634,0,0,0,0,0,0
0.087033,0,0,0,0,0,0
0.088442,0,0,0,0,0,0
0.089842,0,0,0,0,0,0
0.091093,0,0,0,0,0,0
0.092342,0,0,0,0,0,0
0.093583,0,0,0,0,0,0
0.094835,0,0,0,0,0,0
0.096085,0,0,0,0,0,0
0.097381,0,0,0,0,0,0
0.098631,0,0,0,0,0,0
0.099882,0,0,0,0,0,0
0.101204,0,0,0,0,0,0
0.102455,0,0,0,0,0,0
0.103710,0,0,0,0,0,0
0.105633,0,0,0,0,0,0
0.106884,0,0,0,0,0,0
0.108133,0,0,0,0,0,0
0.109387,0,0,0,0,0,0
0.110642,0,0,0,0,0,0
0.111895,0,0,0,0,0,0
0.113269,0,0,0,0,0,0
0.114544,0,0,0,0,0,0
0.116119,0,0,0,0,0,0
0.117590,0,0,0,0,0,0
0.118988,0,0,0,0,0,0
0.120388,0,0,0,0,0,0
0.121838,0,0,0,0,0,0
0.123228,0,0,0,0,0,0
0.124627,0,0,0,0,0,0
0.126018,0,0,0,0,0,0
0.127408,0,0,0,0,0,0
0.128843,0,0,0,0,0,0
0.130210,0,0,0,0,0,0
0.131574,0,0,0,0,0,0
0.132939,0,0,0,0,0,0
0.134304,0,0,0,0,0,0
0.135677,0,0,0,0,0,0
0.137041,0,0,0,0,0,0
0.138873,0,0,0,0,0,0
0.140249,0,0,0,0,0,0
0.141779,0,0,0,0,0,0
0.143122,0,0,0,0,0,0
0.144496,0,0,0,0,0,0
0.145909,0,0,0,0,0,0
0.147204,0,0,0,0,0,0
0.148497,0,0,0,0,0,0
0.149784,0,0,0,0,0,0
0.151070,0,0,0,0,0,0
0.152421,0,0,0,0,0,0
0.153775,0,0,0,0,0,0
0.155226,0,0,0,0,0,0
0.156572,0,0,0,0,0,0
0.157907,0,0,0,0,0,0
0.159242,0,0,0,0,0,0
0.160872,0,0,0,0,0,0
0.162215,0,0,0,0,0,0
0.163556,0,0,0,0,0,0
0.164896,0,0,0,0,0,0
0.166239,0,0,0,0,0,0
0.167586,0,0,0,0,0,0
0.169009,0,0,0,0,0,0
0.170423,0,0,0,0,0,0
0.171851,0,0,0,0,0,0
0.173280,0,0,0,0,0,0
0.174709,0,0,0,0,0,0
0.176138,0,0,0,0,0,0
0.177541,0,0,0,0,0,0
0.178952,0,0,0,0,0,0
0.180579,0,0,0,0,0,0
0.181969,0,0,0,0,0,0
0.183366,0,0,0,0,0,0
0.184758,0,0,0,0,0,0
0.186276,0,0,0,0,0,0
0.187828,0,0,0,0,0,0
0.189271,0,0,0,0,0,0
0.190802,0,0,0,0,0,0
0.192361,0,0,0,0,0,0
0.193977,0,0,0,0,0,0
0.195535,0,0,0,0,0,0
0.197096,0,0,0,0,0,0
0.198655,0,0,0,0,0,0
0.200324,0,0,0,0,0,0
0.202945,0,0,0,0,0,0
0.204351,0,0,0,0,0,0
0.205754,0,0,0,0,0,0
0.207150,0,0,0,0,0,0
0.208549,0,0,0,0,0,0
0.209987,0,0,0,0,0,0
0.211528,0,0,0,0,0,0
0.213089,0,0,0,0,0,0
0.214649,0,0,0,0,0,0
0.216207,0,0,0,0,0,0
0.217792,0,0,0,0,0,0
0.219351,0,0,0,0,0,0
0.220912,0,0,0,0,0,0
0.222484,0,0,0,0,0,0
0.224043,0,0,0,0,0,0
0.225584,0,0,0,0,0,0
0.227115,0,0,0,0,0,0
0.228677,0,0,0,0,0,0
0.230237,0,0,0,0,0,0
0.231796,0,0,0,0,0,0
0.233276,0,0,0,0,0,0
0.234814,0,0,0,0,0,0
0.236372,0,0,0,0,0,0
0.237983,0,0,0,0,0,0
0.239541,0,0,0,0,0,0
0.241145,0,0,0,0,0,0
0.242633,0,0,0,0,0,0
0.244133,0,0,0,0,0,0
0.245618,0,0,0,0,0,0
0.247145,0,0,0,0,0,0
0.248709,0,0,0,0,0,0
0.250270,0,0,0,0,0,0
0.251829,0,0,0,0,0,0
0.253391,0,0,0,0,0,0
0.254965,0,0,0,0,0,0
0.256549,0,0,0,0,0,0
0.258019,0,0,0,0,0,0
0.259421,0,0,0,0,0,0
0.260822,0,0,0,0,0,0
0.262219,0,0,0,0,0,0
0.263616,0,0,0,0,0,0
0.265027,0,0,0,0,0,0
0.266612,0,0,0,0,0,0
0.268173,0,0,0,0,0,0
0.269740,0,0,0,0,0,0
0.271300,0,0,0,0,0,0
0.272907,0,0,0,0,0,0
0.274469,0,0,0,0,0,0
0.276042,0,0,0,0,0,0
0.277552,0,0,0,0,0,0
0.279083,0,0,0,0,0,0
0.280646,0,0,0,0,0,0
0.282208,0,0,0,0,0,0
0.283814,0,0,0,0,0,0
0.285375,0,0,0,0,0,0
0.286941,0,0,0,0,0,0
0.288560,0,0,0,0,0,0
0.290194,0,0,0,0,0,0
0.291629,0,0,0,0,0,0
0.293160,0,0,0,0,0,0
0.294800,0,0,0,0,0,0
0.296344,0,0,0,0,0,0
0.297810,0,0,0,0,0,0
0.299337,0,0,0,0,0,0
0.300898,0,0,0,0,0,0
0.302455,0,0,0,0,0,0
0.304013,0,0,0,0,0,0
0.305616,0,0,0,0,0,0
0.307175,0,0,0,0,0,0
0.308747,0,0,0,0,0,0
0.310307,0,0,0,0,0,0
0.311864,0,0,0,0,0,0
0.313422,0,0,0,0,0,0
0.314981,0,0,0,0,0,0
0.316540,0,0,0,0,0,0
0.318216,0,0,0,0,0,0
0.319788,0,0,0,0,0,0
0.321391,0,0,0,0,0,0
0.322951,0,0,0,0,0,0
0.324513,0,0,0,0,0,0
0.326072,0,0,0,0,0,0
0.327629,0,0,0,0,0,0
0.329190,0,0,0,0,0,0
0.330764,0,0,0,0,0,0
0.332322,0,0,0,0,0,0
0.333886,0,0,0,0,0,0
0.335444,0,0,0,0,0,0
0.337048,0,0,0,0,0,0
0.338608,0,0,0,0,0,0
0.340166,0,0,0,0,0,0
0.341770,0,0,0,0,0,0
0.343223,0,0,0,0,0,0
0.344758,0,0,0,0,0,0
0.346319,0,0,0,0,0,0
0.347877,0,0,0,0,0,0
0.349438,0,0,0,0,0,0
0.350999,0,0,0,0,0,0
0.352575,0,0,0,0,0,0
0.354180,0,0,0,0,0,0
0.355738,0,0,0,0,0,0
0.357299,0,0,0,0,0,0
0.358861,0,0,0,0,0,0
0.360423,0,0,0,0,0,0
0.361984,0,0,0,0,0,0
0.363557,0,0,0,0,0,0
0.365121,0,0,0,0,0,0
0.366682,0,0,0,0,0,0
0.368240,0,0,0,0,0,0
0.369806,0,0,0,0,0,0
0.371364,0,0,0,0,0,0
0.372924,0,0,0,0,0,0
0.374499,0,0,0,0,0,0
0.376057,0,0,0,0,0,0
0.377564,0,0,0,0,0,0
0.379094,0,0,0,0,0,0
0.380655,0,0,0,0,0,0
0.382216,0,0,0,0,0,0
0.383774,0,0,0,0,0,0
0.385389,0,0,0,0,0,0
0.386950,0,0,0,0,0,0
0.388512,0,0,0,0,0,0
0.390071,0,0,0,0,0,0
0.391629,0,0,0,0,0,0
0.393190,0,0,0,0,0,0
0.394750,0,0,0,0,0,0
0.396322,0,0,0,0,0,0
0.397886,0,0,0,0,0,0
0.399445,0,0,0,0,0,0
0.401051,0,0,0,0,0,0
0.402611,0,0,0,0,0,0
0.404170,0,0,0,0,0,0
0.405733,0,0,0,0,0,0
0.407304,0,0,0,0,0,0
0.408865,0,0,0,0,0,0
0.410425,0,0,0,0,0,0
0.411983,0,0,0,0,0,0
0.413543,0,0,0,0,0,0
0.415103,0,0,0,0,0,0
0.416665,0,0,0,0,0,0
0.418283,0,0,0,0,0,0
0.419842,0,0,0,0,0,0
0.421402,0,0,0,0,0,0
0.422962,0,0,0,0,0,0
0.424523,0,0,0,0,0,0
0.426083,0,0,0,0,0,0
0.427641,0,0,0,0,0,0
0.429212,0,0,0,0,0,0
0.430772,0,0,0,0,0,0
0.432329,0,0,0,0,0,0
0.433891,0,0,0,0,0,0
0.435449,0,0,0,0,0,0
0.437010,0,0,0,0,0,0
0.438569,0,0,0,0,0,0
0.440141,0,0,0,0,0,0
0.441702,0,0,0,0,0,0
0.443257,0,0,0,0,0,0
0.444800,0,0,0,0,0,0
0.446360,0,0,0,0,0,0
0.447919,0,0,0,0,0,0
0.449522,0,0,0,0,0,0
0.451096,0,0,0,0,0,0
0.452657,0,0,0,0,0,0
0.454217,0,0,0,0,0,0
0.455775,0,0,0,0,0,0
0.457335,0,0,0,0,0,0
0.458895,0,0,0,0,0,0
0.460455,0,0,0,0,0,0
0.462027,0,0,0,0,0,0
0.463585,0,0,0,0,0,0
0.465190,0,0,0,0,0,0
0.466750,0,0,0,0,0,0
0.468308,0,0,0,0,0,0
0.469873,0,0,0,0,0,0
0.471431,0,0,0,0,0,0
0.473006,0,0,0,0,0,0
0.474564,0,0,0,0,0,0
0.476122,0,0,0,0,0,0
0.477686,0,0,0,0,0,0
0.479244,0,0,0,0,0,0
0.480849,0,0,0,0,0,0
0.482410,0,0,0,0,0,0
0.483982,0,0,0,0,0,0
0.485542,0,0,0,0,0,0
0.487101,0,0,0,0,0,0
0.488661,0,0,0,0,0,0
0.490221,0,0,0,0,0,0
0.491780,0,0,0,0,0,0
0.493340,0,0,0,0,0,0
0.494790,0,0,0,0,0,0
0.496320,0,0,0,0,0,0
0.497887,0,0,0,0,0,0
0.499445,0,0,0,0,0,0
0.501005,0,0,0,0,0,0
0.502537,0,0,0,0,0,0
0.504096,0,0,0,0,0,0
0.505675,0,0,0,0,0,0
0.507236,0,0,0,0,0,0
0.508798,0,0,0,0,0,0
0.510359,0,0,0,0,0,0
0.511919,0,0,0,0,0,0
0.513523,0,0,0,0,0,0
0.515085,0,0,0,0,0,0
0.516660,0,0,0,0,0,0
0.518223,0,0,0,0,0,0
0.519782,0,0,0,0,0,0
0.521342,0,0,0,0,0,0
0.522904,0,0,0,0,0,0
0.524466,0,0,0,0,0,0
0.526026,0,0,0,0,0,0
0.527598,0,0,0,0,0,0
0.529205,0,0,0,0,0,0
0.530767,0,0,0,0,0,0
0.532327,0,0,0,0,0,0
0.533888,0,0,0,0,0,0
0.535448,0,0,0,0,0,0
0.537010,0,0,0,0,0,0
0.538584,0,0,0,0,0,0
0.540143,0,0,0,0,0,0
0.541704,0,0,0,0,0,0
0.543254,0,0,0,0,0,0
0.544740,0,0,0,0,0,0
0.546147,0,0,0,0,0,0
0.547547,0,0,0,0,0,0
0.548958,0,0,0,0,0,0
0.550357,0,0,0,0,0,0
0.551753,0,0,0,0,0,0
0.553111,0,0,0,0,0,0
0.554634,0,0,0,0,0,0
0.556192,0,0,0,0,0,0
0.557758,0,0,0,0,0,0
0.559329,0,0,0,0,0,0
0.560936,0,0,0,0,0,0
0.562497,0,0,0,0,0,0
0.564056,0,0,0,0,0,0
0.565679,0,0,0,0,0,0
0.567238,0,0,0,0,0,0
0.568800,0,0,0,0,0,0
0.570375,0,0,0,0,0,0
0.571933,0,0,0,0,0,0
0.573494,0,0,0,0,0,0
0.575055,0,0,0,0,0,0
0.576618,0,0,0,0,0,0
0.578223,0,0,0,0,0,0
0.579783,0,0,0,0,0,0
0.581357,0,0,0,0,0,0
0.582917,0,0,0,0,0,0
0.584477,0,0,0,0,0,0
0.586035,0,0,0,0,0,0
0.587629,0,0,0,0,0,0
0.589192,0,0,0,0,0,0
0.590752,0,0,0,0,0,0
0.592322,0,0,0,0,0,0
0.593889,0,0,0,0,0,0
0.595448,0,0,0,0,0,0
0.597009,0,0,0,0,0,0
0.598569,0,0,0,0,0,0
0.600127,0,0,0,0,0,0
0.601693,0,0,0,0,0,0
0.603265,0,0,0,0,0,0
0.604828,0,0,0,0,0,0
0.606381,0,0,0,0,0,0
0.607932,0,0,0,0,0,0
0.609403,0,0,0,0,0,0
0.610934,0,0,0,0,0,0
0.612497,0,0,0,0,0,0
0.614072,0,0,0,0,0,0
0.615632,0,0,0,0,0,0
0.617194,0,0,0,0,0,0
0.618754,0,0,0,0,0,0
0.620314,0,0,0,0,0,0
0.621879,0,0,0,0,0,0
0.623438,0,0,0,0,0,0
0.625057,0,0,0,0,0,0
0.626618,0,0,0,0,0,0
0.628177,0,0,0,0,0,0
0.629743,0,0,0,0,0,0
0.631302,0,0,0,0,0,0
0.632864,0,0,0,0,0,0
0.634425,0,0,0,0,0,0
0.635997,0,0,0,0,0,0
0.637559,0,0,0,0,0,0
0.639111,0,0,0,0,0,0
0.640548,0,0,0,0,0,0
0.642153,0,0,0,0,0,0
0.643683,0,0,0,0,0,0
0.645227,0,0,0,0,0,0
0.646802,0,0,0,0,0,0
0.648363,0,0,0,0,0,0
0.649927,0,0,0,0,0,0
0.651330,0,0,0,0,0,0
0.652860,0,0,0,0,0,0
0.654423,0,0,0,0,0,0
0.655982,0,0,0,0,0,0
0.657470,0,0,0,0,0,0
0.659003,0,0,0,0,0,0
0.660565,0,0,0,0,0,0
0.662128,0,0,0,0,0,0
0.663688,0,0,0,0,0,0
0.665248,0,0,0,0,0,0
0.666810,0,0,0,0,0,0
0.668435,0,0,0,0,0,0
0.669996,0,0,0,0,0,0
0.671556,0,0,0,0,0,0
0.673013,0,0,0,0,0,0
0.674437,0,0,0,0,0,0
0.675811,0,0,0,0,0,0
0.677209,0,0,0,0,0,0
0.678619,0,0,0,0,0,0
0.680018,0,0,0,0,0,0
0.681415,0,0,0,0,0,0
0.682940,0,0,0,0,0,0
0.684503,0,0,0,0,0,0
0.686064,0,0,0,0,0,0
0.687679,0,0,0,0,0,0
0.689297,0,0,0,0,0,0
0.690859,0,0,0,0,0,0
0.692421,0,0,0,0,0,0
0.693982,0,0,0,0,0,0
0.695543,0,0,0,0,0,0
0.697105,0,0,0,0,0,0
0.698619,0,0,0,0,0,0
0.700014,0,0,0,0,0,0
0.701429,0,0,0,0,0,0
0.702958,0,0,0,0,0,0
0.704521,0,0,0,0,0,0
0.706128,0,0,0,0,0,0
0.707688,0,0,0,0,0,0
0.709249,0,0,0,0,0,0
0.710824,0,0,0,0,0,0
0.712465,0,0,0,0,0,0
0.713884,0,0,0,0,0,0
0.715293,0,0,0,0,0,0
0.716824,0,0,0,0,0,0
0.718385,0,0,0,0,0,0
0.719945,0,0,0,0,0,0
0.721563,0,0,0,0,0,0
0.723125,0,0,0,0,0,0
0.724688,0,0,0,0,0,0
0.726250,0,0,0,0,0,0
0.727810,0,0,0,0,0,0
0.729371,0,0,0,0,0,0
0.730933,0,0,0,0,0,0
0.732510,0,0,0,0,0,0
0.734064,0,0,0,0,0,0
0.735614,0,0,0,0,0,0
0.737092,0,0,0,0,0,0
0.738627,0,0,0,0,0,0
0.740187,0,0,0,0,0,0
0.741752,0,0,0,0,0,0
0.743325,0,0,0,0,0,0
0.744889,0,0,0,0,0,0
0.746450,0,0,0,0,0,0
0.748010,0,0,0,0,0,0
0.749570,0,0,0,0,0,0
0.751131,0,0,0,0,0,0
0.752695,0,0,0,0,0,0
0.754315,0,0,0,0,0,0
0.757423,0,0,0,0,0,0
0.758990,0,0,0,0,0,0
0.760552,0,0,0,0,0,0
0.762114,0,0,0,0,0,0
0.763674,0,0,0,0,0,0
0.765248,0,0,0,0,0,0
0.766811,0,0,0,0,0,0
0.768370,0,0,0,0,0,0
0.769991,0,0,0,0,0,0
0.771551,0,0,0,0,0,0
0.773115,0,0,0,0,0,0
0.774676,0,0,0,0,0,0
0.776125,0,0,0,0,0,0
0.777535,0,0,0,0,0,0
0.778935,0,0,0,0,0,0
0.780333,0,0,0,0,0,0
0.781734,0,0,0,0,0,0
0.783131,0,0,0,0,0,0
0.784529,0,0,0,0,0,0
0.786095,0,0,0,0,0,0
0.787543,0,0,0,0,0,0
0.789077,0,0,0,0,0,0
0.790638,0,0,0,0,0,0
0.792198,0,0,0,0,0,0
0.793763,0,0,0,0,0,0
0.795321,0,0,0,0,0,0
0.796884,0,0,0,0,0,0
0.798450,0,0,0,0,0,0
0.800002,0,0,0,0,0,0
0.801433,0,0,0,0,0,0
