elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001218,0,0,1703688,1703880,0,0
0.002735,0,0,1601628,1603074,0,0
0.004202,0,0,1466178,1464528,0,0
0.005622,0,0,1654782,1654968,0,0
0.007098,0,0,1529202,1540158,0,0
0.008538,0,0,1524060,1513272,0,0
0.009985,0,0,1540014,1539924,0,0
0.011430,0,0,1514430,1514220,0,0
0.012865,0,0,1528014,1527912,0,0
0.014304,0,0,1514820,1514820,0,0
0.015738,0,0,1514118,1514400,0,0
0.017322,0,0,1614666,1614576,0,0
0.018773,0,0,1540002,1541340,0,0
0.020191,0,0,1536894,1535634,0,0
0.021633,0,0,1522926,1522620,0,0
0.023026,0,0,1520988,1520988,0,0
0.024417,0,0,1521858,1522044,0,0
0.025807,0,0,1523010,1523184,0,0
0.027202,0,0,1521300,1521120,0,0
0.028594,0,0,1528110,1527906,0,0
0.030104,0,0,1536276,1536552,0,0
0.031517,0,0,1551630,1553670,0,0
0.032916,0,0,1545510,1543176,0,0
0.034318,0,0,1511544,1512024,0,0
0.035705,0,0,1505886,1505394,0,0
0.037138,0,0,1726074,1724610,0,0
0.038599,0,0,1494378,1494660,0,0
0.039972,0,0,1463358,1463172,0,0
0.041384,0,0,1459638,1459626,0,0
0.042758,0,0,1460898,1461078,0,0
0.044122,0,0,1460028,1460022,0,0
0.045531,0,0,1454562,1454376,0,0
0.046893,0,0,1461048,1461336,0,0
0.048256,0,0,1463292,1463358,0,0
0.049666,0,0,1466718,1466532,0,0
0.051028,0,0,1456254,1456062,0,0
0.052390,0,0,1463526,1464174,0,0
0.053797,0,0,1766382,1762902,0,0
0.055213,0,0,1742226,1742022,0,0
0.056631,0,0,1346538,1346526,0,0
0.057985,0,0,1347900,1347978,0,0
0.059289,0,0,1343466,1343466,0,0
0.060596,0,0,1351476,1351380,0,0
0.061901,0,0,1344756,1344756,0,0
0.063218,0,0,1349826,1349910,0,0
0.064534,0,0,1361628,1361616,0,0
0.065841,0,0,1312008,1314738,0,0
0.067112,0,0,1262310,1246566,0,0
0.068373,0,0,1250970,1250964,0,0
0.069653,0,0,1257942,1257990,0,0
0.070940,0,0,1434138,1439124,0,0
0.072295,0,0,1446126,1445430,0,0
0.073645,0,0,1436124,1436190,0,0
0.075062,0,0,1430226,1430148,0,0
0.076421,0,0,1456842,1457268,0,0
0.077780,0,0,1446282,1446066,0,0
0.079133,0,0,1434204,1434264,0,0
0.080484,0,0,1445772,1445730,0,0
0.081839,0,0,1497282,1510548,0,0
0.083233,0,0,1564578,1564266,0,0
0.084673,0,0,2366151,2370846,0,0
0.086079,0,0,1537554,1538022,0,0
0.087544,0,0,1540266,1540470,0,0
0.089070,0,0,1535022,1546278,0,0
0.090517,0,0,1546812,1534956,0,0
0.091955,0,0,1531560,1531842,0,0
0.093393,0,0,1529496,1529202,0,0
0.094833,0,0,1527822,1527906,0,0
0.096284,0,0,1517424,1517040,0,0
0.097718,0,0,1494156,1481118,0,0
0.099127,216,0,1983958,3134551,0,0
0.100378,180,0,852282,2314436,0,0
0.101750,0,0,907698,2622676,0,0
0.103003,0,0,798605,2277269,0,0
0.104253,0,0,807465,2398926,0,0
0.107827,0,0,2370988,6706248,0,0
0.109079,0,0,803786,2291416,0,0
0.110335,0,0,850806,2443165,0,0
0.111586,0,0,778360,2280222,0,0
0.112836,0,0,864484,2590025,0,0
0.114190,0,0,869050,2324954,0,0
0.115444,0,0,794763,2304262,0,0
0.116698,0,0,856711,2434401,0,0
0.118002,0,0,848355,2458890,0,0
0.119255,0,0,737563,2107350,0,0
0.120390,0,0,835653,2331027,0,0
0.121650,0,0,805017,2428888,0,0
0.123260,0,0,2893981,3473763,0,0
0.124937,0,0,3198462,3198360,0,0
0.126657,0,0,2515422,2515614,0,0
0.128300,0,0,5619558,5619456,0,0
0.129695,0,0,2411334,2412216,0,0
0.131093,0,0,2416236,2416122,0,0
0.132487,0,0,2510286,2509500,0,0
0.133938,0,0,2505762,2506380,0,0
0.135335,0,0,2513208,2513040,0,0
0.136728,0,0,3004476,3004632,0,0
0.138200,0,0,2588328,2588388,0,0
0.139596,0,0,2902248,2901918,0,0
0.141053,0,0,2573448,2573262,0,0
0.142447,0,0,2581266,2581278,0,0
0.143841,0,0,2527914,2527998,0,0
0.147069,0,0,4305144,4309794,0,0
0.148801,0,0,2907030,2902698,0,0
0.150298,0,0,2602026,2603004,0,0
0.151711,0,0,2573496,2571780,0,0
0.153135,0,0,2495898,2495994,0,0
0.154611,0,0,2656242,2656266,0,0
0.156063,0,0,2665662,2665518,0,0
0.157476,0,0,2490768,2491326,0,0
0.158865,0,0,2505198,2504640,0,0
0.160256,0,0,2493882,2493966,0,0
0.161646,0,0,2502504,2502540,0,0
0.163035,0,0,2493372,2493258,0,0
0.164423,0,0,2495766,2495772,0,0
0.165866,0,0,2503218,2503200,0,0
0.167268,0,0,2551794,2551956,0,0
0.168656,0,0,2502186,5647734,0,0
0.170572,0,0,6063018,2917362,0,0
0.171970,0,0,2500788,2500710,0,0
0.173361,0,0,2497704,2497860,0,0
0.174752,0,0,2502912,2502714,0,0
0.176143,0,0,2505600,2505696,0,0
0.177543,0,0,2388318,2388306,0,0
0.178944,0,0,2498466,2498406,0,0
0.180519,0,0,2460420,2460372,0,0
0.181990,0,0,2508666,2508690,0,0
0.183513,0,0,2584686,2584752,0,0
0.185162,0,0,2620314,2620236,0,0
0.186725,0,0,2600058,2600124,0,0
0.188176,0,0,2354754,2353272,0,0
0.189709,0,0,2487912,2488320,0,0
0.191270,0,0,2489136,2488698,0,0
0.192829,0,0,2502102,2502036,0,0
0.194390,0,0,2464092,2464080,0,0
0.195941,0,0,2457900,2457894,0,0
0.197415,0,0,2439426,2439510,0,0
0.198963,0,0,2489820,2489784,0,0
0.200523,0,0,2498430,2498364,0,0
0.202084,0,0,2489064,2489112,0,0
0.203647,0,0,2491068,2490978,0,0
0.205211,0,0,2492082,2492196,0,0
0.206772,0,0,2495256,2495250,0,0
0.208333,0,0,2491860,2491764,0,0
0.209906,0,0,2495286,2495280,0,0
0.211468,0,0,2487738,2487792,0,0
0.213030,0,0,2547042,2547030,0,0
0.214593,0,0,2551062,2550972,0,0
0.216152,0,0,2480124,2480310,0,0
0.217713,0,0,2501490,2501322,0,0
0.219275,0,0,2485170,2485164,0,0
0.220848,0,0,2514246,2514300,0,0
0.222414,0,0,2493522,2493510,0,0
0.223974,0,0,2480970,2480904,0,0
0.225537,0,0,2469876,2469876,0,0
0.227091,0,0,2461512,2461506,0,0
0.228642,0,0,3055638,3055728,0,0
0.230192,0,0,2514126,2514522,0,0
0.231795,0,0,2492922,2492388,0,0
0.233358,0,0,2495844,2495928,0,0
0.234920,0,0,2496852,2496786,0,0
0.236480,0,0,2497302,2497356,0,0
0.238041,0,0,2496972,2496966,0,0
0.239603,0,0,2496408,2496432,0,0
0.241167,0,0,2492694,2492652,0,0
0.242741,0,0,2543478,2543418,0,0
0.244301,0,0,2494146,2494296,0,0
0.245906,0,0,2502270,2502168,0,0
0.247468,0,0,2497644,2497674,0,0
0.249031,0,0,2622696,2622654,0,0
0.250604,0,0,2494524,2494548,0,0
0.252164,0,0,2489070,2489040,0,0
0.253738,0,0,2503488,2503476,0,0
0.255300,0,0,2496078,2496162,0,0
0.256860,0,0,2517018,2517366,0,0
0.258425,0,0,2495574,2495160,0,0
0.259986,0,0,2487456,2487444,0,0
0.261593,0,0,2491026,2491020,0,0
0.263155,0,0,2481624,2481618,0,0
0.264728,0,0,2521476,2521338,0,0
0.266293,0,0,2538894,2538924,0,0
0.267851,0,0,2541228,2541228,0,0
0.269412,0,0,2489952,2489940,0,0
0.270973,0,0,2489208,2489370,0,0
0.272531,0,0,2489814,2490150,0,0
0.274092,0,0,2481648,2481120,0,0
0.275664,0,0,2491800,2491812,0,0
0.277541,0,0,2505804,2505852,0,0
0.279104,0,0,2480826,2480766,0,0
0.280662,0,0,2500512,2500464,0,0
0.282225,0,0,2481852,2481984,0,0
0.283784,0,0,2486928,2486832,0,0
0.285346,0,0,2489340,2489394,0,0
0.286920,0,0,2487084,2487000,0,0
0.288478,0,0,2488800,2488860,0,0
0.290038,0,0,2488620,2488548,0,0
0.291597,0,0,2476530,2476500,0,0
0.293159,0,0,2483886,2483916,0,0
0.294719,0,0,2475018,2475072,0,0
0.296277,0,0,2487870,2487894,0,0
0.297850,0,0,2488590,2488494,0,0
0.299409,0,0,2484096,2484150,0,0
0.300970,0,0,2497530,2497464,0,0
0.302530,0,0,2485992,2486052,0,0
0.304087,0,0,2475570,2475498,0,0
0.305648,0,0,2475672,2475666,0,0
0.307208,0,0,2500584,2500572,0,0
0.308779,0,0,3127458,3127458,0,0
0.310315,0,0,2410758,2410818,0,0
0.311843,0,0,2484078,2484072,0,0
0.313404,0,0,2482122,2482020,0,0
0.314965,0,0,2477904,2477922,0,0
0.316522,0,0,2489790,2489874,0,0
0.318081,0,0,2492454,2492358,0,0
0.319654,0,0,2478126,2478186,0,0
0.321215,0,0,2492592,2492490,0,0
0.322776,0,0,2493024,2493210,0,0
0.324335,0,0,2479998,2479896,0,0
0.325938,0,0,2550888,2550906,0,0
0.327500,0,0,2477478,2477358,0,0
0.329060,0,0,2484978,2485002,0,0
0.330635,0,0,2402490,2402478,0,0
0.332193,0,0,2488806,2488962,0,0
0.333752,0,0,2540808,2540742,0,0
0.335312,0,0,2476380,2476338,0,0
0.336870,0,0,2523714,2523714,0,0
0.338433,0,0,2484552,2484540,0,0
0.339991,0,0,2488968,2488992,0,0
0.341606,0,0,2542434,2542398,0,0
0.343468,0,0,2494836,2494764,0,0
0.345032,0,0,2479830,2479902,0,0
0.346591,0,0,2480664,2480580,0,0
0.348150,0,0,2472804,2472870,0,0
0.349711,0,0,2495904,2495886,0,0
0.351273,0,0,2486790,2486730,0,0
0.352845,0,0,2515254,2515344,0,0
0.354412,0,0,2484348,2484348,0,0
0.355970,0,0,2481348,2481306,0,0
0.357575,0,0,2492730,2492664,0,0
0.359136,0,0,2486796,2486784,0,0
0.360696,0,0,2515272,2515266,0,0
0.362261,0,0,2486718,2486676,0,0
0.363833,0,0,2481144,2481234,0,0
0.365395,0,0,2485722,2485650,0,0
0.366954,0,0,2481354,2481408,0,0
0.368511,0,0,2800728,2800740,0,0
0.369998,0,0,2452560,2452476,0,0
0.371534,0,0,2488110,2488170,0,0
0.373096,0,0,2764446,2764350,0,0
0.374750,0,0,2489010,2489088,0,0
0.376309,0,0,2482632,2482668,0,0
0.377868,0,0,2483412,2483310,0,0
0.379307,0,0,2446410,2446914,0,0
0.380843,0,0,2516766,2516244,0,0
0.382411,0,0,2499570,2499570,0,0
0.383971,0,0,2486262,2486328,0,0
0.385549,0,0,2496918,2496930,0,0
0.387112,0,0,2484666,2484660,0,0
0.388672,0,0,2506314,2506278,0,0
0.390239,0,0,2492388,2492382,0,0
0.391682,0,0,3139494,3139428,0,0
0.393327,0,0,2501364,2501412,0,0
0.394890,0,0,2486820,2486820,0,0
0.396464,0,0,2480886,2480880,0,0
0.398026,0,0,2492406,2492328,0,0
0.399587,0,0,2484474,2484486,0,0
0.401150,0,0,2497008,2497056,0,0
0.402711,0,0,2494392,2494392,0,0
0.404271,0,0,2489970,2489958,0,0
0.405881,0,0,2506152,2506086,0,0
0.407457,0,0,2487984,2487966,0,0
0.409021,0,0,2483106,2483172,0,0
0.410581,0,0,2491476,2491476,0,0
0.412141,0,0,2482026,2481948,0,0
0.413704,0,0,2492082,2492082,0,0
0.415266,0,0,2497098,2497086,0,0
0.416826,0,0,2515200,2515260,0,0
0.418404,0,0,2497506,2497446,0,0
0.419964,0,0,2547246,2547294,0,0
0.421572,0,0,2502168,2502108,0,0
0.423133,0,0,2491644,2491596,0,0
0.424693,0,0,2523348,2523378,0,0
0.426259,0,0,2482182,2482230,0,0
0.427820,0,0,2494866,2494872,0,0
0.429397,0,0,2492346,2492430,0,0
0.430959,0,0,2482296,2482224,0,0
0.432519,0,0,2486154,2486022,0,0
0.434081,0,0,2500842,2500872,0,0
0.435541,0,0,2485272,2485260,0,0
0.437104,0,0,2770014,2770020,0,0
0.438709,0,0,2482614,2482596,0,0
0.440281,0,0,2483772,2483766,0,0
0.441842,0,0,2489610,2489682,0,0
0.443403,0,0,2486442,2486364,0,0
0.445045,0,0,2769240,2769228,0,0
0.446526,0,0,2424210,2424186,0,0
0.447929,0,0,2460294,2460324,0,0
0.449457,0,0,2482572,2482704,0,0
0.451031,0,0,2470650,2470560,0,0
0.452588,0,0,2484384,2484312,0,0
0.454199,0,0,2483904,2484408,0,0
0.455759,0,0,2490930,2490474,0,0
0.457321,0,0,2486262,2486256,0,0
0.458882,0,0,2542116,2542146,0,0
0.460441,0,0,2482812,2482704,0,0
0.462014,0,0,2487636,2487606,0,0
0.463574,0,0,2482164,2482188,0,0
0.465136,0,0,2483808,2483766,0,0
0.466697,0,0,2487354,2487354,0,0
0.468254,0,0,2478642,2478732,0,0
0.469858,0,0,2491464,2491356,0,0
0.471418,0,0,2502774,2502870,0,0
0.472995,0,0,2495136,2495064,0,0
0.474556,0,0,2482224,2482368,0,0
0.476116,0,0,2483490,2483424,0,0
0.477676,0,0,2483604,2483472,0,0
0.479236,0,0,2487660,2487750,0,0
0.480795,0,0,2518230,2518218,0,0
