elapsed_s,TP_PACKED_POINT_SINGLE_VALID_FP32,TP_TOTAL_DECOMP_L1_RESP_CH0,TP_TOTAL_DECOMP_L1_RESP_CH1,TP_L1POINT5_PRE_L1_DECOMP_0_WORKLOAD_R,TP_L1POINT5_PRE_L1_DECOMP_1_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_0_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_1_WORKLOAD_R,TP_PARTIAL_SURFACE_PGMEM_PIXELS,TP_PARTIAL_SURFACE_SYSMEM_PIXELS,TP_PARTIAL_SURFACE_PGMEM_MISS_REQ,TP_PARTIAL_SURFACE_SYSMEM_MISS_REQ
0.001099,0,0,0,0,0,0,0,0,0,0,0
0.002748,0,0,0,0,0,0,0,0,0,0,0
0.004384,0,0,0,0,0,0,0,0,0,0,0
0.006050,0,0,0,0,0,0,0,0,0,0,0
0.007639,0,0,0,0,0,0,0,0,0,0,0
0.009260,0,0,0,0,0,0,0,0,0,0,0
0.010851,0,0,0,0,0,0,0,0,0,0,0
0.012636,0,0,0,0,0,0,0,0,0,0,0
0.014248,0,0,0,0,0,0,0,0,0,0,0
0.015802,0,0,0,0,0,0,0,0,0,0,0
0.017468,0,0,0,0,0,0,0,0,0,0,0
0.019089,0,0,0,0,0,0,0,0,0,0,0
0.020786,0,0,0,0,0,0,0,0,0,0,0
0.022360,0,0,0,0,0,0,0,0,0,0,0
0.023922,0,0,0,0,0,0,0,0,0,0,0
0.025559,0,0,0,0,0,0,0,0,0,0,0
0.027121,0,0,0,0,0,0,0,0,0,0,0
0.028684,0,0,0,0,0,0,0,0,0,0,0
0.030245,0,0,0,0,0,0,0,0,0,0,0
0.031815,0,0,0,0,0,0,0,0,0,0,0
0.033500,0,0,0,0,0,0,0,0,0,0,0
0.035062,0,0,0,0,0,0,0,0,0,0,0
0.036677,0,0,0,0,0,0,0,0,0,0,0
0.038184,0,0,0,0,0,0,0,0,0,0,0
0.039803,0,0,0,0,0,0,0,0,0,0,0
0.041606,0,0,0,0,0,0,0,0,0,0,0
0.043233,0,0,0,0,0,0,0,0,0,0,0
0.044732,0,0,0,0,0,0,0,0,0,0,0
0.046176,0,0,0,0,0,0,0,0,0,0,0
0.047621,0,0,0,0,0,0,0,0,0,0,0
