elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001097,0,325346,4209,7309
0.002671,0,284753,4011,7244
0.004087,0,271010,3823,3326
0.005501,0,281138,3970,3292
0.006928,0,271228,3825,3099
0.008340,0,269938,3809,3595
0.009747,0,265116,3733,7648
0.011156,0,263215,3710,3047
0.012545,0,260890,3675,3375
0.013936,0,263151,3707,3345
0.015327,0,262881,3706,7184
0.016718,0,262165,3694,3410
0.018107,0,267726,3773,3240
0.019483,0,267397,3771,7691
0.020860,0,257167,3620,3145
0.022244,0,257061,3620,2996
0.023619,0,256348,3611,2934
0.024992,0,278873,3937,3153
0.026397,0,244143,3428,3039
0.027735,0,242915,3415,3277
0.029074,0,243643,3426,3033
0.030411,0,238343,3316,2983
0.031717,0,230701,3237,2986
0.033025,0,239823,3369,2492
0.034365,0,253302,3636,2912
0.035750,0,261967,3691,2783
0.037129,0,255762,3661,2909
0.038540,0,281093,4005,2957
0.039970,0,279787,3952,3028
0.041378,0,330957,4694,3266
0.042882,0,272580,3846,3100
0.044306,0,271580,3832,3111
0.045866,0,378294,5350,1957
0.047537,0,352259,5064,1893
0.049057,0,304229,4365,1903
0.050514,0,264159,3785,1888
0.051908,0,277370,3975,1886
0.053320,0,316833,4550,1876
0.054799,0,256867,3677,1875
0.056180,0,267994,3838,1874
0.057586,0,258626,3703,1869
0.058992,0,582748,8358,84155
0.060379,0,259663,3719,1911
0.061763,0,260402,3733,1937
0.063151,0,261213,3736,1931
0.064532,0,258943,3707,1930
0.065923,0,257991,3693,2163
0.067304,0,258452,3700,2048
0.068835,0,525219,5781,300216
0.070127,0,1009899,8704,574572
0.071551,0,458229,3893,2726
0.072975,0,469797,4030,2628
0.074419,0,418221,3579,2510
0.075807,0,418467,3581,2502
0.077212,0,419292,3588,2505
0.078798,0,421296,3604,2506
0.080189,0,398539,3407,2567
0.081603,0,410270,3511,2599
0.082983,0,413236,3536,2504
0.084361,0,413558,3537,2496
0.085869,0,4246330,36989,2516
