elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001068,0,112775,1345,1344,0,0,0,0,0,0,0,0,0,0
0.002489,0,85784,1166,1165,0,0,0,0,0,0,0,0,0,0
0.003809,0,109606,1216,1215,0,0,0,0,0,0,0,0,0,0
0.005267,0,111596,1229,1228,0,0,0,0,0,0,0,0,0,0
0.006695,0,108307,1192,1191,0,0,0,0,0,0,0,0,0,0
0.008103,0,107893,1217,1216,0,0,0,0,0,0,0,0,0,0
0.009564,0,107951,1203,1202,0,0,0,0,0,0,0,0,0,0
0.011020,0,110343,1207,1206,0,0,0,0,0,0,0,0,0,0
0.012486,0,117001,1204,1203,0,0,0,0,0,0,0,0,0,0
0.013942,0,112769,1213,1213,0,0,0,0,0,0,0,0,0,0
0.015356,0,87709,1084,1083,0,0,0,0,0,0,0,0,0,0
0.016685,0,88736,1080,1079,0,0,0,0,0,0,0,0,0,0
0.018014,0,88907,1074,1073,0,0,0,0,0,0,0,0,0,0
0.019345,0,88646,1093,1092,0,0,0,0,0,0,0,0,0,0
0.020680,0,88787,1110,1109,0,0,0,0,0,0,0,0,0,0
0.022051,0,96483,1131,1130,0,0,0,0,0,0,0,0,0,0
0.023460,0,99934,1089,1088,0,0,0,0,0,0,0,0,0,0
0.024901,0,98278,1075,1074,0,0,0,0,0,0,0,0,0,0
0.026306,0,99793,1088,1087,0,0,0,0,0,0,0,0,0,0
0.027822,0,112338,1071,1070,0,0,0,0,0,0,0,0,0,0
0.029286,0,117597,1077,1076,0,0,0,0,0,0,0,0,0,0
