elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.001162,0,0,34,1,258,0,0,0,0,0,0,0,0,0
0.002907,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.004572,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.006219,0,0,34,1,239,0,0,0,0,0,0,0,0,0
0.007862,0,0,34,1,235,0,0,0,0,0,0,0,0,0
0.009605,0,0,34,1,235,0,0,0,0,0,0,0,0,0
0.011219,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.012832,0,0,34,1,223,0,0,0,0,0,0,0,0,0
0.014445,0,0,34,1,233,0,0,0,0,0,0,0,0,0
0.016061,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.017744,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.019376,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.021003,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.022705,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.024190,0,0,34,1,213,0,0,0,0,0,0,0,0,0
0.025713,0,0,34,1,227,0,0,0,0,0,0,0,0,0
0.027157,0,0,34,1,213,0,0,0,0,0,0,0,0,0
0.028612,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.030053,0,0,34,1,217,0,0,0,0,0,0,0,0,0
0.031561,0,0,35,1,213,0,0,0,0,0,0,0,0,0
0.032990,0,0,36,1,217,0,0,0,0,0,0,0,0,0
0.034402,0,0,36,1,213,0,0,0,0,0,0,0,0,0
0.035818,0,0,34,1,213,0,0,0,0,0,0,0,0,0
0.037227,0,0,35,1,213,0,0,0,0,0,0,0,0,0
0.038644,0,0,36,1,224,0,0,0,0,0,0,0,0,0
0.040044,0,0,36,1,224,0,0,0,0,0,0,0,0,0
0.041453,0,0,36,1,223,0,0,0,0,0,0,0,0,0
0.042951,0,0,36,1,224,0,0,0,0,0,0,0,0,0
