elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001176,0,0,0,0,0,0,0,0
0.003183,0,0,0,0,0,0,0,0
0.004735,0,0,0,0,0,0,0,0
0.006284,0,0,0,0,0,0,0,0
0.007853,0,0,0,0,0,0,0,0
0.009385,0,0,0,0,0,0,0,0
0.010952,0,0,0,0,0,0,0,0
0.012641,0,0,0,0,0,0,0,0
0.014309,0,0,0,0,0,0,0,0
0.015860,0,0,0,0,0,0,0,0
0.017372,0,0,0,0,0,0,0,0
0.018871,0,0,0,0,0,0,0,0
0.020405,0,0,0,0,0,0,0,0
0.021907,0,0,0,0,0,0,0,0
0.023535,0,0,0,0,0,0,0,0
0.025074,0,0,0,0,0,0,0,0
0.026598,0,0,0,0,0,0,0,0
0.028122,0,0,0,0,0,0,0,0
0.029643,0,0,0,0,0,0,0,0
0.031310,0,0,0,0,0,0,0,0
0.032831,0,0,0,0,0,0,0,0
0.034351,0,0,0,0,0,0,0,0
0.035872,0,0,0,0,0,0,0,0
0.037392,0,0,0,0,0,0,0,0
0.039147,0,0,0,0,0,0,0,0
0.040667,0,0,0,0,0,0,0,0
0.042268,0,0,0,0,0,0,0,0
0.043853,0,0,0,0,0,0,0,0
0.045435,0,0,0,0,0,0,0,0
0.047149,0,0,0,0,0,0,0,0
0.048585,0,0,0,0,0,0,0,0
0.050029,0,0,0,0,0,0,0,0
0.051424,0,0,0,0,0,0,0,0
0.052813,0,0,0,0,0,0,0,0
0.054248,0,0,0,0,0,0,0,0
0.055648,0,0,0,0,0,0,0,0
0.057033,0,0,0,0,0,0,0,0
0.058486,0,0,0,0,0,0,0,0
0.059847,0,0,0,0,0,0,0,0
0.061207,0,0,0,0,0,0,0,0
0.062572,0,0,0,0,0,0,0,0
0.063949,0,0,0,0,0,0,0,0
0.065338,0,0,0,0,0,0,0,0
0.066711,0,0,0,0,0,0,0,0
0.068082,0,0,0,0,0,0,0,0
0.069487,0,0,0,0,0,0,0,0
0.070857,0,0,0,0,0,0,0,0
0.072229,0,0,0,0,0,0,0,0
0.073598,0,0,0,0,0,0,0,22
0.075122,0,0,0,0,0,0,0,0
0.076552,0,0,0,0,0,0,0,0
0.077938,0,0,0,0,0,0,0,0
0.079315,0,0,0,0,0,0,0,0
0.080684,0,0,0,0,0,0,0,0
0.082052,0,0,0,0,0,0,0,0
0.083472,0,0,0,0,0,0,0,23
0.085280,0,0,0,0,0,0,0,25
0.086662,0,0,0,0,0,0,0,0
0.088054,0,0,0,0,0,0,0,0
0.089494,0,0,0,0,0,0,0,0
0.090906,0,0,0,0,0,0,0,0
0.092316,0,0,0,0,0,0,0,0
0.093725,0,0,0,0,0,0,0,0
0.095126,0,0,0,0,0,0,0,0
0.096529,0,0,0,0,0,0,0,0
0.098037,0,0,0,0,0,0,0,0
0.099451,0,0,0,0,0,0,0,0
0.100852,0,0,0,0,0,0,0,0
0.106022,0,0,0,0,0,0,0,0
0.107451,0,0,0,0,0,0,0,0
0.108997,0,0,0,0,0,0,0,0
0.110390,0,0,0,0,0,0,0,0
0.111885,0,0,0,0,0,0,0,0
0.113293,0,0,0,0,0,0,0,0
0.114702,0,0,0,0,0,0,0,0
0.116104,0,0,0,0,0,0,0,0
0.117514,0,0,0,0,0,0,0,0
0.118916,0,0,0,0,0,0,0,0
0.120365,0,0,0,0,0,0,0,0
0.121767,0,0,0,0,0,0,0,0
0.123303,0,0,0,0,0,0,0,0
0.124682,0,0,0,0,0,0,0,0
0.126049,0,0,0,0,0,0,0,0
0.127412,0,0,0,0,0,0,0,0
0.128789,0,0,0,0,0,0,0,0
0.130152,0,0,0,0,0,0,0,0
0.131512,0,0,0,0,0,0,0,0
0.132870,0,0,0,0,0,0,0,0
0.134239,0,0,0,0,0,0,0,0
0.135733,0,0,0,0,0,0,0,0
0.137320,0,0,0,0,0,0,0,0
0.138893,0,0,0,0,0,0,0,0
0.140479,0,0,0,0,0,0,0,0
0.142054,0,0,0,0,0,0,0,0
0.143626,0,0,0,0,0,0,0,0
0.145197,0,0,0,0,0,0,0,0
0.146772,0,0,0,0,0,0,0,0
0.148345,0,0,0,0,0,0,0,0
0.149985,0,0,0,0,0,0,0,0
0.151676,0,0,0,0,0,0,0,0
0.153248,0,0,0,0,0,0,0,0
0.154819,0,0,0,0,0,0,0,0
0.156386,0,0,0,0,0,0,0,0
0.157830,0,0,0,0,0,0,0,0
0.159431,0,0,0,0,0,0,0,0
0.161003,0,0,0,0,0,0,0,0
0.162590,0,0,0,0,0,0,0,0
0.164163,0,0,0,0,0,0,0,0
0.165734,0,0,0,0,0,0,0,0
0.167308,0,0,0,0,0,0,0,0
0.168924,0,0,0,0,0,0,0,0
0.170499,0,0,0,0,0,0,0,0
0.172072,0,0,0,0,0,0,0,0
0.173658,0,0,0,0,0,0,0,0
0.175236,0,0,0,0,0,0,0,0
0.176808,0,0,0,0,0,0,0,0
0.178383,0,0,0,0,0,0,0,0
0.179956,0,0,0,0,0,0,0,0
0.181527,0,0,0,0,0,0,0,0
0.183102,0,0,0,0,0,0,0,0
0.184730,0,0,0,0,0,0,0,0
0.186305,0,0,0,0,0,0,0,0
0.187878,0,0,0,0,0,0,0,0
0.189450,0,0,0,0,0,0,0,0
0.191024,0,0,0,0,0,0,0,0
0.192588,0,0,0,0,0,0,0,0
0.194204,0,0,0,0,0,0,0,0
0.195935,0,0,0,0,0,0,0,0
0.197401,0,0,0,0,0,0,0,0
0.198845,0,0,0,0,0,0,0,0
0.200223,0,0,0,0,0,0,0,0
0.201585,0,0,0,0,0,0,0,0
0.203014,0,0,0,0,0,0,0,0
0.204379,0,0,0,0,0,0,0,0
0.205741,0,0,0,0,0,0,0,0
0.207188,0,0,0,0,0,0,0,0
0.208547,0,0,0,0,0,0,0,0
0.209902,0,0,0,0,0,0,0,0
0.211258,0,0,0,0,0,0,0,0
0.212611,0,0,0,0,0,0,0,0
0.214097,0,0,0,0,0,0,0,0
0.215522,0,0,0,0,0,0,0,0
0.216863,0,0,0,0,0,0,0,0
0.218206,0,0,0,0,0,0,0,0
0.219537,0,0,0,0,0,0,0,0
0.220866,0,0,0,0,0,0,0,0
0.222197,0,0,0,0,0,0,0,0
0.223528,0,0,0,0,0,0,0,0
0.224858,0,0,0,0,0,0,0,0
0.226268,0,0,0,0,0,0,0,0
0.227668,0,0,0,0,0,0,0,0
0.229065,0,0,0,0,0,0,0,0
0.230446,0,0,0,0,0,0,0,0
0.231891,0,0,0,0,0,0,0,0
0.233347,0,0,0,0,0,0,0,0
0.234689,0,0,0,0,0,0,0,0
0.236031,0,0,0,0,0,0,0,0
0.237373,0,0,0,0,0,0,0,0
0.238716,0,0,0,0,0,0,0,0
0.240063,0,0,0,0,0,0,0,0
0.241404,0,0,0,0,0,0,0,0
0.242745,0,0,0,0,0,0,0,0
0.244086,0,0,0,0,0,0,0,0
0.245428,0,0,0,0,0,0,0,0
0.246789,0,0,0,0,0,0,0,0
0.248156,0,0,0,0,0,0,0,0
0.249581,0,0,0,0,0,0,0,0
0.251031,0,0,0,0,0,0,0,0
0.252457,0,0,0,0,0,0,0,0
0.253881,0,0,0,0,0,0,0,0
0.255241,0,0,0,0,0,0,0,0
0.256578,0,0,0,0,0,0,0,0
0.258029,0,0,0,0,0,0,0,0
0.259455,0,0,0,0,0,0,0,0
0.260881,0,0,0,0,0,0,0,0
0.262310,0,0,0,0,0,0,0,0
0.263736,0,0,0,0,0,0,0,0
0.265162,0,0,0,0,0,0,0,0
0.266594,0,0,0,0,0,0,0,0
0.268030,0,0,0,0,0,0,0,8
0.269570,0,0,0,0,0,0,0,0
0.271030,0,0,0,0,0,0,0,0
0.272458,0,0,0,0,0,0,0,0
0.273886,0,0,0,0,0,0,0,0
0.275198,0,0,0,0,0,0,0,0
0.276577,0,0,0,0,0,0,0,0
0.277953,0,0,0,0,0,0,0,0
0.279328,0,0,0,0,0,0,0,0
0.280612,0,0,0,0,0,0,0,48
0.281801,0,0,0,0,0,0,0,0
0.283187,0,0,0,0,0,0,0,0
0.284565,0,0,0,0,0,0,0,0
0.285971,0,0,0,0,0,0,0,0
0.287338,0,0,0,0,0,0,0,0
0.288700,0,0,0,0,0,0,0,0
0.290066,0,0,0,0,0,0,0,0
0.291430,0,0,0,0,0,0,0,0
0.292791,0,0,0,0,0,0,0,0
0.294160,0,0,0,0,0,0,0,0
0.295532,0,0,0,0,0,0,0,0
0.296937,0,0,0,0,0,0,0,0
0.298338,0,0,0,0,0,0,0,0
0.299736,0,0,0,0,0,0,0,0
0.301136,0,0,0,0,0,0,0,0
0.302537,0,0,0,0,0,0,0,0
0.303934,0,0,0,0,0,0,0,0
0.305343,0,0,0,0,0,0,0,0
0.306741,0,0,0,0,0,0,0,0
0.308141,0,0,0,0,0,0,0,0
0.309543,0,0,0,0,0,0,0,0
0.310943,0,0,0,0,0,0,0,0
0.312345,0,0,0,0,0,0,0,0
0.313747,0,0,0,0,0,0,0,0
0.315176,0,0,0,0,0,0,0,0
0.316587,0,0,0,0,0,0,0,0
0.318008,0,0,0,0,0,0,0,0
0.319415,0,0,0,0,0,0,0,0
0.320951,0,0,0,0,0,0,0,0
0.322526,0,0,0,0,0,0,0,0
0.324098,0,0,0,0,0,0,0,0
0.325544,0,0,0,0,0,0,0,0
0.327096,0,0,0,0,0,0,0,0
0.328668,0,0,0,0,0,0,0,0
0.330243,0,0,0,0,0,0,0,0
0.331816,0,0,0,0,0,0,0,0
0.333387,0,0,0,0,0,0,0,0
0.335370,0,0,0,0,0,0,0,0
0.336783,0,0,0,0,0,0,0,0
0.338211,0,0,0,0,0,0,0,0
0.339750,0,0,0,0,0,0,0,0
0.341320,0,0,0,0,0,0,0,0
0.342893,0,0,0,0,0,0,0,0
0.344465,0,0,0,0,0,0,0,0
0.346038,0,0,0,0,0,0,0,0
0.347608,0,0,0,0,0,0,0,0
0.349103,0,0,0,0,0,0,0,0
0.350527,0,0,0,0,0,0,0,0
0.352067,0,0,0,0,0,0,0,0
0.353638,0,0,0,0,0,0,0,0
0.355212,0,0,0,0,0,0,0,0
0.356784,0,0,0,0,0,0,0,0
0.358237,0,0,0,0,0,0,0,0
0.359840,0,0,0,0,0,0,0,0
0.361413,0,0,0,0,0,0,0,0
0.362985,0,0,0,0,0,0,0,0
0.364559,0,0,0,0,0,0,0,0
0.366136,0,0,0,0,0,0,0,0
0.367710,0,0,0,0,0,0,0,0
0.369280,0,0,0,0,0,0,0,0
0.370869,0,0,0,0,0,0,0,0
0.372442,0,0,0,0,0,0,0,0
0.374018,0,0,0,0,0,0,0,0
0.375635,0,0,0,0,0,0,0,0
0.377208,0,0,0,0,0,0,0,0
0.378783,0,0,0,0,0,0,0,0
0.380357,0,0,0,0,0,0,0,0
0.381945,0,0,0,0,0,0,0,0
0.383520,0,0,0,0,0,0,0,0
0.385092,0,0,0,0,0,0,0,0
0.386667,0,0,0,0,0,0,0,0
0.388242,0,0,0,0,0,0,0,0
0.389815,0,0,0,0,0,0,0,0
0.391393,0,0,0,0,0,0,0,0
0.393024,0,0,0,0,0,0,0,0
0.394495,0,0,0,0,0,0,0,0
0.396067,0,0,0,0,0,0,0,0
0.397515,0,0,0,0,0,0,0,0
0.398925,0,0,0,0,0,0,0,0
0.400330,0,0,0,0,0,0,0,0
0.401729,0,0,0,0,0,0,0,0
0.403177,0,0,0,0,0,0,0,0
0.404577,0,0,0,0,0,0,0,0
0.405970,0,0,0,0,0,0,0,0
0.407372,0,0,0,0,0,0,0,0
0.408817,0,0,0,0,0,0,0,0
0.410218,0,0,0,0,0,0,0,0
0.411618,0,0,0,0,0,0,0,0
0.413016,0,0,0,0,0,0,0,0
0.414423,0,0,0,0,0,0,0,0
0.415822,0,0,0,0,0,0,0,0
0.417220,0,0,0,0,0,0,0,0
0.418624,0,0,0,0,0,0,0,0
0.420029,0,0,0,0,0,0,0,0
0.421427,0,0,0,0,0,0,0,0
0.422826,0,0,0,0,0,0,0,0
0.424276,0,0,0,0,0,0,0,0
0.425659,0,0,0,0,0,0,0,0
0.427153,0,0,0,0,0,0,0,0
0.428528,0,0,0,0,0,0,0,0
0.429901,0,0,0,0,0,0,0,0
0.431276,0,0,0,0,0,0,0,0
0.432650,0,0,0,0,0,0,0,0
0.434245,0,0,0,0,0,0,0,0
0.435619,0,0,0,0,0,0,0,0
0.437000,0,0,0,0,0,0,0,0
0.438376,0,0,0,0,0,0,0,0
0.439787,0,0,0,0,0,0,0,0
0.441146,0,0,0,0,0,0,0,0
0.442507,0,0,0,0,0,0,0,0
0.443868,0,0,0,0,0,0,0,0
0.445226,0,0,0,0,0,0,0,0
0.446584,0,0,0,0,0,0,0,0
0.447947,0,0,0,0,0,0,0,0
0.449304,0,0,0,0,0,0,0,0
0.450662,0,0,0,0,0,0,0,0
0.452019,0,0,0,0,0,0,0,0
0.453377,0,0,0,0,0,0,0,0
0.454735,0,0,0,0,0,0,0,0
0.456123,0,0,0,0,0,0,0,0
0.457550,0,0,0,0,0,0,0,0
0.459006,0,0,0,0,0,0,0,0
0.460432,0,0,0,0,0,0,0,0
0.461856,0,0,0,0,0,0,0,0
0.463206,0,0,0,0,0,0,0,0
0.464650,0,0,0,0,0,0,0,0
0.465993,0,0,0,0,0,0,0,0
0.467374,0,0,0,0,0,0,0,0
0.468753,0,0,0,0,0,0,0,0
0.470185,0,0,0,0,0,0,0,0
0.471470,0,0,0,0,0,0,0,0
0.472848,0,0,0,0,0,0,0,0
0.474225,0,0,0,0,0,0,0,0
0.475651,0,0,0,0,0,0,0,0
0.477076,0,0,0,0,0,0,0,8
0.478286,0,0,0,0,0,0,0,0
0.479663,0,0,0,0,0,0,0,0
0.481042,0,0,0,0,0,0,0,0
0.482418,0,0,0,0,0,0,0,0
0.483807,0,0,0,0,0,0,0,0
0.485184,0,0,0,0,0,0,0,0
0.486610,0,0,0,0,0,0,0,0
0.487892,0,0,0,0,0,0,0,0
0.489268,0,0,0,0,0,0,0,0
0.490698,0,0,0,0,0,0,0,0
0.492069,0,0,0,0,0,0,0,48
0.493319,0,0,0,0,0,0,0,0
0.494684,0,0,0,0,0,0,0,0
0.496047,0,0,0,0,0,0,0,0
0.497407,0,0,0,0,0,0,0,0
0.498770,0,0,0,0,0,0,0,0
0.500133,0,0,0,0,0,0,0,0
0.501494,0,0,0,0,0,0,0,0
0.502930,0,0,0,0,0,0,0,0
0.504369,0,0,0,0,0,0,0,0
0.505788,0,0,0,0,0,0,0,0
0.507292,0,0,0,0,0,0,0,0
0.508702,0,0,0,0,0,0,0,0
0.510108,0,0,0,0,0,0,0,0
0.511510,0,0,0,0,0,0,0,0
0.512923,0,0,0,0,0,0,0,0
0.514334,0,0,0,0,0,0,0,0
0.515794,0,0,0,0,0,0,0,0
0.517193,0,0,0,0,0,0,0,0
