elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001097,0,0,0,0,0,0
0.002680,0,0,0,0,0,0
0.004118,0,0,0,0,0,0
0.005553,0,0,0,0,0,0
0.007039,0,0,0,0,0,0
0.008478,0,0,0,0,0,0
0.009921,0,0,0,0,0,0
0.011362,0,0,0,0,0,0
0.012872,0,0,0,0,0,0
0.014381,0,0,0,0,0,0
0.015895,0,0,0,0,0,0
0.017605,0,0,0,0,0,0
0.019191,0,0,0,0,0,0
0.020665,0,0,0,0,0,0
0.022183,0,0,0,0,0,0
0.023628,0,0,0,0,0,0
0.025070,0,0,0,0,0,0
0.026513,0,0,0,0,0,0
0.027959,0,0,0,0,0,0
0.029401,0,0,0,0,0,0
0.030962,0,0,0,0,0,0
0.032441,0,0,0,0,0,0
0.034080,0,0,0,0,0,0
0.035531,0,0,0,0,0,0
0.036943,0,0,0,0,0,0
0.038338,0,0,0,0,0,0
0.039756,0,0,0,0,0,0
0.041179,0,0,0,0,0,0
0.042648,0,0,0,0,0,0
0.044066,0,0,0,0,0,0
0.045485,0,0,0,0,0,0
0.046902,0,0,0,0,0,0
0.048318,0,0,0,0,0,0
0.049741,0,0,0,0,0,0
0.051161,0,0,0,0,0,0
0.052529,0,0,0,0,0,0
0.053974,0,0,0,0,0,0
0.055324,0,0,0,0,0,0
0.056672,0,0,0,0,0,0
0.058018,0,0,0,0,0,0
0.059396,0,0,0,0,0,0
0.060799,0,0,0,0,0,0
0.062174,0,0,0,0,0,0
0.063559,0,0,0,0,0,0
0.064920,0,0,0,0,0,0
0.066299,0,0,0,0,0,0
0.067732,0,0,0,0,0,0
0.069150,0,0,0,0,0,0
0.070626,0,0,0,0,0,0
0.072026,0,0,0,0,0,0
0.073425,0,0,0,0,0,0
0.074907,0,0,0,0,0,0
0.076303,0,0,0,0,0,0
0.077698,0,0,0,0,0,0
0.079054,0,0,0,0,0,0
0.080447,0,0,0,1,3,1
0.081699,0,0,0,0,76,0
0.084152,0,0,0,0,144,0
0.085403,0,0,0,0,76,0
0.086653,0,0,0,0,72,0
0.087903,0,0,0,0,76,0
0.089153,0,0,0,0,72,0
0.091377,0,0,0,0,132,0
0.092634,0,0,0,0,76,0
0.093891,0,0,0,0,76,0
0.095145,0,0,0,0,72,0
0.096400,0,0,0,0,76,0
0.097654,0,0,0,0,72,0
0.098993,0,0,0,0,0,0
0.100419,0,0,0,0,0,0
0.101936,0,0,0,0,0,0
0.103320,0,0,0,0,0,0
0.104717,0,0,0,0,0,0
0.106112,0,0,0,0,0,0
0.107508,0,0,0,0,0,0
0.108902,0,0,0,0,0,0
0.110306,0,0,0,0,0,0
0.111696,0,0,0,0,0,0
0.113087,0,0,0,0,0,0
0.114487,0,0,0,0,0,0
0.115876,0,0,0,0,0,0
0.117265,0,0,0,0,0,0
0.121941,0,0,0,0,0,0
0.123443,0,0,0,0,0,0
0.124837,0,0,0,0,0,0
0.126731,0,0,0,0,0,0
0.128124,0,0,0,0,0,0
0.129514,0,0,0,0,0,0
0.131018,0,0,0,0,0,0
0.132416,0,0,0,0,0,0
0.133863,0,0,0,0,0,0
0.135266,0,0,0,0,0,0
0.136633,0,0,0,0,0,0
0.137985,0,0,0,0,0,0
0.139334,0,0,0,0,0,0
0.140681,0,0,0,0,0,0
0.142031,0,0,0,0,0,0
0.143380,0,0,0,0,0,0
0.144741,0,0,0,0,0,0
0.146092,0,0,0,0,0,0
0.147712,0,0,0,0,0,0
0.149270,0,0,0,0,0,0
0.150830,0,0,0,0,0,0
0.152392,0,0,0,0,0,0
0.153955,0,0,0,0,0,0
0.155538,0,0,0,0,0,0
0.157098,0,0,0,0,0,0
0.158660,0,0,0,0,0,0
0.160221,0,0,0,0,0,0
0.161784,0,0,0,0,0,0
0.163346,0,0,0,0,0,0
0.164906,0,0,0,0,0,0
0.166360,0,0,0,0,0,0
0.167893,0,0,0,0,0,0
0.169455,0,0,0,0,0,0
0.171020,0,0,0,0,0,0
0.172580,0,0,0,0,0,0
0.174143,0,0,0,0,0,0
0.175703,0,0,0,0,0,0
0.177275,0,0,0,0,0,0
0.178879,0,0,0,0,0,0
0.180441,0,0,0,0,0,0
0.182005,0,0,0,0,0,0
0.183566,0,0,0,0,0,0
0.185126,0,0,0,0,0,0
0.186687,0,0,0,0,0,0
0.188263,0,0,0,0,0,0
0.189826,0,0,0,0,0,0
0.191378,0,0,0,0,0,0
0.192929,0,0,0,0,0,0
0.194369,0,0,0,0,0,0
0.195899,0,0,0,0,0,0
0.197456,0,0,0,0,0,0
0.199032,0,0,0,0,0,0
0.200591,0,0,0,0,0,0
0.202151,0,0,0,0,0,0
0.203711,0,0,0,0,0,0
0.205270,0,0,0,0,0,0
0.206829,0,0,0,0,0,0
0.208388,0,0,0,0,0,0
0.209963,0,0,0,0,0,0
0.211568,0,0,0,0,0,0
0.213127,0,0,0,0,0,0
0.215019,0,0,0,0,0,0
0.216429,0,0,0,0,0,0
0.217840,0,0,0,0,0,0
0.219248,0,0,0,0,0,0
0.220752,0,0,0,0,0,0
0.222261,0,0,0,0,0,0
0.223944,0,0,0,0,0,0
0.225592,0,0,0,0,0,0
0.227232,0,0,0,0,0,0
0.228749,0,0,0,0,0,0
0.230150,0,0,0,0,0,0
0.231553,0,0,0,0,0,0
0.232945,0,0,0,0,0,0
0.234337,0,0,0,0,0,0
0.235729,0,0,0,0,0,0
0.237120,0,0,0,0,0,0
0.238513,0,0,0,0,0,0
0.240036,0,0,0,0,0,0
0.241592,0,0,0,0,0,0
0.243130,0,0,0,0,0,0
0.244655,0,0,0,0,0,0
0.246084,0,0,0,0,0,0
0.247615,0,0,0,0,0,0
0.249175,0,0,0,0,0,0
0.250734,0,0,0,0,0,0
0.252295,0,0,0,0,0,0
0.253868,0,0,0,0,0,0
0.255428,0,0,0,0,0,0
0.256986,0,0,0,0,0,0
0.258592,0,0,0,0,0,0
0.260153,0,0,0,0,0,0
0.261710,0,0,0,0,0,0
0.263312,0,0,0,0,0,0
0.264759,0,0,0,0,0,0
0.266296,0,0,0,0,0,0
0.267857,0,0,0,0,0,0
0.269418,0,0,0,0,0,0
0.271032,0,0,0,0,0,0
0.272592,0,0,0,0,0,0
0.274198,0,0,0,0,0,0
0.275773,0,0,0,0,0,0
0.277333,0,0,0,0,0,0
0.278894,0,0,0,0,0,0
0.280455,0,0,0,0,0,0
0.282019,0,0,0,0,0,0
0.283579,0,0,0,0,0,0
0.285140,0,0,0,0,0,0
0.286713,0,0,0,0,0,0
0.288275,0,0,0,0,0,0
0.289838,0,0,0,0,0,0
0.291444,0,0,0,0,0,0
0.293004,0,0,0,0,0,0
0.294613,0,0,0,0,0,0
0.296165,0,0,0,0,0,0
0.298026,0,0,0,0,0,0
0.299495,0,0,0,0,0,0
0.301277,0,0,0,0,0,0
0.302842,0,0,0,0,0,0
0.304395,0,0,0,0,0,0
0.305925,0,0,0,0,0,0
0.307529,0,0,0,0,0,0
0.309100,0,0,0,0,0,0
0.310659,0,0,0,0,0,0
0.312317,0,0,0,0,0,0
0.313882,0,0,0,0,0,0
0.315442,0,0,0,0,0,0
0.317000,0,0,0,0,0,0
0.318560,0,0,0,0,0,0
0.320131,0,0,0,0,0,0
0.321688,0,0,0,0,0,0
0.323291,0,0,0,0,0,0
0.324848,0,0,0,0,0,0
0.326408,0,0,0,0,0,0
0.327967,0,0,0,0,0,0
0.329523,0,0,0,0,0,0
0.331100,0,0,0,0,0,0
0.332657,0,0,0,0,0,0
0.334218,0,0,0,0,0,0
0.335776,0,0,0,0,0,0
0.337337,0,0,0,0,0,0
0.338941,0,0,0,0,0,0
0.340501,0,0,0,0,0,0
0.342075,0,0,0,0,0,0
0.343646,0,0,0,0,0,0
0.345214,0,0,0,0,0,0
0.346775,0,0,0,0,0,0
0.348336,0,0,0,0,0,0
0.349898,0,0,0,0,0,0
0.351460,0,0,0,0,0,0
0.353032,0,0,0,0,0,0
0.354638,0,0,0,0,0,0
0.356200,0,0,0,0,0,0
0.357761,0,0,0,0,0,0
0.359327,0,0,0,0,0,0
0.360886,0,0,0,0,0,0
0.362449,0,0,0,0,0,0
0.364025,0,0,0,0,0,0
0.365584,0,0,0,0,0,0
0.367150,0,0,0,0,0,0
0.368709,0,0,0,0,0,0
0.370316,0,0,0,0,0,0
0.371877,0,0,0,0,0,0
0.373437,0,0,0,0,0,0
0.374962,0,0,0,0,0,0
0.376494,0,0,0,0,0,0
0.378057,0,0,0,0,0,0
0.379617,0,0,0,0,0,0
0.381177,0,0,0,0,0,0
0.382738,0,0,0,0,0,0
0.384300,0,0,0,0,0,0
0.385874,0,0,0,0,0,0
0.387479,0,0,0,0,0,0
0.389039,0,0,0,0,0,0
0.390599,0,0,0,0,0,0
0.392160,0,0,0,0,0,0
0.393720,0,0,0,0,0,0
0.395432,0,0,0,0,0,0
0.397005,0,0,0,0,0,0
0.398568,0,0,0,0,0,0
0.400121,0,0,0,0,0,0
0.401671,0,0,0,0,0,0
0.403128,0,0,0,0,0,0
0.404533,0,0,0,0,0,0
0.405935,0,0,0,0,0,0
0.407346,0,0,0,0,0,0
0.408742,0,0,0,0,0,0
0.410139,0,0,0,0,0,0
0.411664,0,0,0,0,0,0
0.413221,0,0,0,0,0,0
0.414779,0,0,0,0,0,0
0.416339,0,0,0,0,0,0
0.417912,0,0,0,0,0,0
0.419518,0,0,0,0,0,0
0.421076,0,0,0,0,0,0
0.422635,0,0,0,0,0,0
0.424194,0,0,0,0,0,0
0.425834,0,0,0,0,0,0
0.427407,0,0,0,0,0,0
0.429061,0,0,0,0,0,0
0.430461,0,0,0,0,0,0
0.431986,0,0,0,0,0,0
0.433543,0,0,0,0,0,0
0.435107,0,0,0,0,0,0
0.436663,0,0,0,0,0,0
0.438224,0,0,0,0,0,0
0.439798,0,0,0,0,0,0
0.441356,0,0,0,0,0,0
0.442915,0,0,0,0,0,0
0.444474,0,0,0,0,0,0
0.446034,0,0,0,0,0,0
0.447593,0,0,0,0,0,0
0.449150,0,0,0,0,0,0
0.450766,0,0,0,0,0,0
0.452325,0,0,0,0,0,0
0.453885,0,0,0,0,0,0
0.455444,0,0,0,0,0,0
0.457001,0,0,0,0,0,0
0.458561,0,0,0,0,0,0
0.460119,0,0,0,0,0,0
0.461689,0,0,0,0,0,0
0.463291,0,0,0,0,0,0
0.464849,0,0,0,0,0,0
0.466452,0,0,0,0,0,0
0.468010,0,0,0,0,0,0
0.469568,0,0,0,0,0,0
0.471012,0,0,0,0,0,0
0.472423,0,0,0,0,0,0
0.473951,0,0,0,0,0,0
0.475507,0,0,0,0,0,0
0.477062,0,0,0,0,0,0
0.478619,0,0,0,0,0,0
0.480178,0,0,0,0,0,0
0.481800,0,0,0,0,0,0
0.483478,0,0,0,0,0,0
0.485035,0,0,0,0,0,0
0.486594,0,0,0,0,0,0
0.488153,0,0,0,0,0,0
0.489710,0,0,0,0,0,0
0.491266,0,0,0,0,0,0
0.492823,0,0,0,0,0,0
0.494396,0,0,0,0,0,0
0.495956,0,0,0,0,0,0
0.497514,0,0,0,0,0,0
0.499077,0,0,0,0,0,0
0.500535,0,0,0,0,0,0
0.502073,0,0,0,0,0,0
0.503625,0,0,0,0,0,0
0.505189,0,0,0,0,0,0
0.506617,0,0,0,0,0,0
0.508146,0,0,0,0,0,0
0.509704,0,0,0,0,0,0
0.511113,0,0,0,0,0,0
0.512646,0,0,0,0,0,0
0.514252,0,0,0,0,0,0
0.515825,0,0,0,0,0,0
0.517384,0,0,0,0,0,0
0.518997,0,0,0,0,0,0
0.520557,0,0,0,0,0,0
0.522119,0,0,0,0,0,0
0.523681,0,0,0,0,0,0
0.525239,0,0,0,0,0,0
0.526811,0,0,0,0,0,0
0.528372,0,0,0,0,0,0
0.529933,0,0,0,0,0,0
0.531538,0,0,0,0,0,0
0.533097,0,0,0,0,0,0
0.534657,0,0,0,0,0,0
0.536218,0,0,0,0,0,0
0.537794,0,0,0,0,0,0
0.539356,0,0,0,0,0,0
0.540914,0,0,0,0,0,0
0.542476,0,0,0,0,0,0
0.544037,0,0,0,0,0,0
0.545596,0,0,0,0,0,0
0.547163,0,0,0,0,0,0
0.548734,0,0,0,0,0,0
0.550297,0,0,0,0,0,0
0.551857,0,0,0,0,0,0
0.553416,0,0,0,0,0,0
0.554925,0,0,0,0,0,0
0.556455,0,0,0,0,0,0
0.558017,0,0,0,0,0,0
0.559466,0,0,0,0,0,0
0.560998,0,0,0,0,0,0
0.562605,0,0,0,0,0,0
0.564165,0,0,0,0,0,0
0.565725,0,0,0,0,0,0
0.567338,0,0,0,0,0,0
0.568897,0,0,0,0,0,0
0.570474,0,0,0,0,0,0
0.572034,0,0,0,0,0,0
0.573593,0,0,0,0,0,0
0.575159,0,0,0,0,0,0
0.576718,0,0,0,0,0,0
0.578325,0,0,0,0,0,0
0.579886,0,0,0,0,0,0
0.581459,0,0,0,0,0,0
0.583023,0,0,0,0,0,0
0.584582,0,0,0,0,0,0
0.586144,0,0,0,0,0,0
0.587704,0,0,0,0,0,0
0.589263,0,0,0,0,0,0
0.590822,0,0,0,0,0,0
0.592395,0,0,0,0,0,0
0.593957,0,0,0,0,0,0
0.595520,0,0,0,0,0,0
0.597080,0,0,0,0,0,0
0.598675,0,0,0,0,0,0
0.600237,0,0,0,0,0,0
0.601799,0,0,0,0,0,0
0.603375,0,0,0,0,0,0
0.604934,0,0,0,0,0,0
0.606495,0,0,0,0,0,0
0.608048,0,0,0,0,0,0
0.609598,0,0,0,0,0,0
0.611047,0,0,0,0,0,0
0.612450,0,0,0,0,0,0
0.613989,0,0,0,0,0,0
0.615550,0,0,0,0,0,0
0.617108,0,0,0,0,0,0
0.618668,0,0,0,0,0,0
0.620228,0,0,0,0,0,0
0.621790,0,0,0,0,0,0
0.623351,0,0,0,0,0,0
0.624923,0,0,0,0,0,0
0.626530,0,0,0,0,0,0
0.628091,0,0,0,0,0,0
0.629650,0,0,0,0,0,0
0.631215,0,0,0,0,0,0
0.632774,0,0,0,0,0,0
0.634337,0,0,0,0,0,0
0.635912,0,0,0,0,0,0
0.637472,0,0,0,0,0,0
0.639037,0,0,0,0,0,0
0.640596,0,0,0,0,0,0
0.642202,0,0,0,0,0,0
0.643765,0,0,0,0,0,0
0.645324,0,0,0,0,0,0
0.646771,0,0,0,0,0,0
0.648302,0,0,0,0,0,0
0.649868,0,0,0,0,0,0
0.651429,0,0,0,0,0,0
0.652987,0,0,0,0,0,0
0.654549,0,0,0,0,0,0
0.656101,0,0,0,0,0,0
0.657663,0,0,0,0,0,0
0.659227,0,0,0,0,0,0
0.660869,0,0,0,0,0,0
0.662428,0,0,0,0,0,0
0.663986,0,0,0,0,0,0
0.665543,0,0,0,0,0,0
0.667106,0,0,0,0,0,0
0.668677,0,0,0,0,0,0
0.670237,0,0,0,0,0,0
0.671797,0,0,0,0,0,0
0.673355,0,0,0,0,0,0
0.674958,0,0,0,0,0,0
0.676518,0,0,0,0,0,0
0.678078,0,0,0,0,0,0
0.679651,0,0,0,0,0,0
0.681210,0,0,0,0,0,0
0.682769,0,0,0,0,0,0
0.684328,0,0,0,0,0,0
0.685889,0,0,0,0,0,0
0.687448,0,0,0,0,0,0
0.689005,0,0,0,0,0,0
0.690619,0,0,0,0,0,0
0.692180,0,0,0,0,0,0
0.693803,0,0,0,0,0,0
0.695428,0,0,0,0,0,0
0.696986,0,0,0,0,0,0
0.698545,0,0,0,0,0,0
0.700103,0,0,0,0,0,0
0.701552,0,0,0,0,0,0
0.703093,0,0,0,0,0,0
0.704652,0,0,0,0,0,0
0.706258,0,0,0,0,0,0
0.707819,0,0,0,0,0,0
0.709378,0,0,0,0,0,0
0.711010,0,0,0,0,0,0
0.712574,0,0,0,0,0,0
0.714007,0,0,0,0,0,0
0.715536,0,0,0,0,0,0
0.717096,0,0,0,0,0,0
0.718656,0,0,0,0,0,0
0.720218,0,0,0,0,0,0
0.721779,0,0,0,0,0,0
0.723394,0,0,0,0,0,0
0.724953,0,0,0,0,0,0
0.726515,0,0,0,0,0,0
0.728209,0,0,0,0,0,0
0.729652,0,0,0,0,0,0
0.731069,0,0,0,0,0,0
0.732470,0,0,0,0,0,0
0.733884,0,0,0,0,0,0
0.735283,0,0,0,0,0,0
0.736680,0,0,0,0,0,0
0.738251,0,0,0,0,0,0
0.739813,0,0,0,0,0,0
0.741371,0,0,0,0,0,0
0.742805,0,0,0,0,0,0
0.744346,0,0,0,0,0,0
0.745908,0,0,0,0,0,0
0.747469,0,0,0,0,0,0
0.749028,0,0,0,0,0,0
