elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.001098,0,0,0,0,0,0,0
0.002659,0,0,0,0,0,0,0
0.004254,0,0,0,0,0,0,0
0.005783,0,0,0,0,0,0,0
0.007310,0,0,0,0,0,0,0
0.008837,0,0,0,0,0,0,0
0.010394,0,0,0,0,0,0,0
0.011924,0,0,0,0,0,0,0
0.013431,0,0,0,0,0,0,0
0.014936,0,0,0,0,0,0,0
0.016470,0,0,0,0,0,0,0
0.017985,0,0,0,0,0,0,0
0.019609,0,0,0,0,0,0,0
0.021116,0,0,0,0,0,0,0
0.022577,0,0,0,0,0,0,0
0.024039,0,0,0,0,0,0,0
0.025494,0,0,0,0,0,0,0
0.027063,0,0,0,0,0,0,0
0.028462,0,0,0,0,0,0,0
0.029859,0,0,0,0,0,0,0
0.031305,0,0,0,0,0,0,0
0.032692,0,0,0,0,0,0,0
0.034071,0,0,0,0,0,0,0
0.035450,0,0,0,0,0,0,0
0.036829,0,0,0,0,0,0,0
0.038207,0,0,0,0,0,0,0
0.039540,0,0,0,0,0,0,0
0.040870,0,0,0,0,0,0,0
0.042213,0,0,0,0,0,0,0
0.043593,0,0,0,0,0,0,0
0.044955,0,0,0,0,0,0,0
0.046363,0,0,0,0,0,0,0
0.047720,0,0,0,0,0,0,0
0.049073,0,0,0,0,0,0,0
0.050468,0,0,0,0,0,0,0
0.051924,0,0,0,0,0,0,0
0.053368,0,0,0,0,0,0,0
0.054775,0,0,0,0,0,0,0
0.056174,0,0,0,0,0,0,0
0.057572,0,0,0,0,0,0,0
0.058976,0,0,0,0,0,0,0
0.060398,0,0,0,0,0,0,0
0.061926,0,0,0,0,0,0,0
0.063610,0,0,0,0,0,0,0
0.064999,0,0,0,0,0,0,0
0.066372,0,0,0,0,0,0,0
0.067779,0,0,0,0,0,0,0
0.069179,0,0,0,0,0,0,0
0.070578,0,0,0,0,0,0,0
0.071837,0,0,0,0,0,0,0
0.073096,0,0,0,0,0,0,0
0.074401,0,0,0,0,0,0,0
0.075702,0,0,0,0,0,0,0
0.076955,0,0,0,0,0,0,0
0.078210,0,0,0,0,0,0,0
0.079569,0,0,0,0,0,0,0
0.080824,0,0,0,0,0,0,0
0.082079,0,0,0,0,0,0,0
0.083379,0,0,0,0,0,0,0
0.084639,0,0,0,0,0,0,0
0.086274,0,0,0,0,0,0,0
0.087537,0,0,0,0,0,0,0
0.088797,0,0,0,0,0,0,0
0.090056,0,0,0,0,0,0,0
0.091356,0,0,0,0,0,0,0
0.092616,0,0,0,0,0,0,0
0.093875,0,0,0,0,0,0,0
0.095215,0,0,0,0,0,0,0
0.096633,0,0,0,0,0,0,0
0.098157,0,0,0,0,0,0,0
0.099555,0,0,0,0,0,0,0
0.100958,0,0,0,0,0,0,0
0.102509,0,0,0,0,0,0,0
0.104319,0,0,0,0,0,0,0
0.105986,0,0,0,0,0,0,0
0.107384,0,0,0,0,0,0,0
0.108781,0,0,0,0,0,0,0
0.110178,0,0,0,0,0,0,0
0.111555,0,0,0,0,0,0,0
0.112951,0,0,0,0,0,0,0
0.114458,0,0,0,0,0,0,0
0.115962,0,0,0,0,0,0,0
0.117354,0,0,0,0,0,0,0
0.118752,0,0,0,0,0,0,0
0.120145,0,0,0,0,0,0,0
0.121538,0,0,0,0,0,0,0
0.122951,0,0,0,0,0,0,0
0.124359,0,0,0,0,0,0,0
0.125733,0,0,0,0,0,0,0
0.127118,0,0,0,0,0,0,0
0.128490,0,0,0,0,0,0,0
0.130059,0,0,0,0,0,0,0
0.131588,0,0,0,0,0,0,0
0.132985,0,0,0,0,0,0,0
0.134397,0,0,0,0,0,0,0
0.135801,0,0,0,0,0,0,0
0.137212,0,0,0,0,0,0,0
0.138617,0,0,0,0,0,0,0
0.140182,0,0,0,0,0,0,0
0.141747,0,0,0,0,0,0,0
0.143313,0,0,0,0,0,0,0
0.144880,0,0,0,0,0,0,0
0.146446,0,0,0,0,0,0,0
0.148072,0,0,0,0,0,0,0
0.149636,0,0,0,0,0,0,0
0.151203,0,0,0,0,0,0,0
0.152760,0,0,0,0,0,0,0
0.154388,0,0,0,0,0,0,0
0.156062,0,0,0,0,0,0,0
0.157627,0,0,0,0,0,0,0
0.159086,0,0,0,0,0,0,0
0.160624,0,0,0,0,0,0,0
0.162279,0,0,0,0,0,0,0
0.164249,0,0,0,0,0,0,0
0.165665,0,0,0,0,0,0,0
0.167074,0,0,0,0,0,0,0
0.168479,0,0,0,0,0,0,0
0.169892,0,0,0,0,0,0,0
0.171332,0,0,0,0,0,0,0
0.172735,0,0,0,0,0,0,0
0.174265,0,0,0,0,0,0,0
0.175831,0,0,0,0,0,0,0
0.177396,0,0,0,0,0,0,0
0.179006,0,0,0,0,0,0,0
0.180586,0,0,0,0,0,0,0
0.182152,0,0,0,0,0,0,0
0.183700,0,0,0,0,0,0,0
0.185236,0,0,0,0,0,0,0
0.186847,0,0,0,0,0,0,0
0.188415,0,0,0,0,0,0,0
0.189978,0,0,0,0,0,0,0
0.191620,0,0,0,0,0,0,0
0.193184,0,0,0,0,0,0,0
0.194796,0,0,0,0,0,0,0
0.196362,0,0,0,0,0,0,0
0.197926,0,0,0,0,0,0,0
0.199492,0,0,0,0,0,0,0
0.201058,0,0,0,0,0,0,0
0.202639,0,0,0,0,0,0,0
0.204241,0,0,0,0,0,0,0
0.205795,0,0,0,0,0,0,0
0.207230,0,0,0,0,0,0,0
