elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.302363,18,239,1650,0,0,0,0,0,0,0,0,0,0,0
0.303967,18,235,1654,0,0,0,0,0,0,0,0,0,0,0
0.305630,18,233,1646,0,0,0,0,0,0,0,0,0,0,0
0.307236,18,239,1657,0,0,0,0,0,0,0,0,0,0,0
0.308840,18,237,1654,0,0,0,0,0,0,0,0,0,0,0
0.310318,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.311759,18,239,1761,0,0,0,0,0,0,0,0,0,0,0
0.313198,18,233,1650,0,0,0,0,0,0,0,0,0,0,0
0.314681,18,239,1650,0,0,0,0,0,0,0,0,0,0,0
0.316131,18,239,1656,0,0,0,0,0,0,0,0,0,0,0
0.317574,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.319014,18,237,1638,0,0,0,0,0,0,0,0,0,0,0
0.320453,18,239,1652,0,0,0,0,0,0,0,0,0,0,0
0.321932,18,235,1666,0,0,0,0,0,0,0,0,0,0,0
0.323349,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.324918,18,259,1652,0,0,0,0,0,0,0,0,0,0,0
0.326536,18,237,1653,0,0,0,0,0,0,0,0,0,0,0
0.328141,18,237,1657,0,0,0,0,0,0,0,0,0,0,0
0.329788,18,239,1650,0,0,0,0,0,0,0,0,0,0,0
0.331392,18,237,1650,0,0,0,0,0,0,0,0,0,0,0
0.332998,18,235,1658,0,0,0,0,0,0,0,0,0,0,0
0.334602,18,239,1649,0,0,0,0,0,0,0,0,0,0,0
0.336203,18,239,1653,0,0,0,0,0,0,0,0,0,0,0
0.337737,18,235,1633,0,0,0,0,0,0,0,0,0,0,0
0.339313,18,235,1728,0,0,0,0,0,0,0,0,0,0,0
0.340918,18,231,1589,0,0,0,0,0,0,0,0,0,0,0
0.342772,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.344378,18,235,1628,0,0,0,0,0,0,0,0,0,0,0
0.346026,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.347632,18,235,1628,0,0,0,0,0,0,0,0,0,0,0
0.349252,18,235,1590,0,0,0,0,0,0,0,0,0,0,0
0.350856,18,235,1585,0,0,0,0,0,0,0,0,0,0,0
0.352458,18,231,1592,0,0,0,0,0,0,0,0,0,0,0
0.354107,18,235,1630,0,0,0,0,0,0,0,0,0,0,0
0.355711,18,235,1630,0,0,0,0,0,0,0,0,0,0,0
0.357317,18,235,1580,0,0,0,0,0,0,0,0,0,0,0
0.358922,18,235,1578,0,0,0,0,0,0,0,0,0,0,0
0.360539,18,235,1619,0,0,0,0,0,0,0,0,0,0,0
0.362105,18,235,1585,0,0,0,0,0,0,0,0,0,0,0
0.363678,18,231,1621,0,0,0,0,0,0,0,0,0,0,0
0.365287,18,235,1583,0,0,0,0,0,0,0,0,0,0,0
0.366892,18,235,1580,0,0,0,0,0,0,0,0,0,0,0
0.368495,18,235,1663,0,0,0,0,0,0,0,0,0,0,0
0.370163,18,235,1629,0,0,0,0,0,0,0,0,0,0,0
0.371780,18,235,1589,0,0,0,0,0,0,0,0,0,0,0
0.373386,18,235,1591,0,0,0,0,0,0,0,0,0,0,0
0.374990,18,235,1683,0,0,0,0,0,0,0,0,0,0,0
0.376593,18,235,1588,0,0,0,0,0,0,0,0,0,0,0
