elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001101,0,0,0,0
0.002627,0,0,0,0
0.004155,0,0,0,0
0.005668,0,0,0,0
0.007152,0,0,0,0
0.008632,0,0,0,0
0.010124,0,0,0,0
0.011666,0,0,0,0
0.013146,0,0,0,0
0.014654,0,0,0,0
0.016142,0,0,0,0
0.017832,0,0,0,0
0.019353,0,0,0,0
0.020845,0,0,0,0
0.022327,0,0,0,0
0.023807,0,0,0,0
0.025287,0,0,0,0
0.026769,0,0,0,0
0.028284,0,0,0,0
0.029737,0,0,0,0
0.031201,0,0,0,0
0.032658,0,0,0,0
0.034057,0,0,0,0
0.035448,0,0,0,0
0.036962,0,0,0,0
0.038354,0,0,0,0
0.039759,0,0,0,0
0.041156,0,0,0,0
0.042682,0,0,0,0
0.044116,0,0,0,0
0.045498,0,0,0,0
0.046907,0,0,0,0
0.048310,0,0,0,0
0.049713,0,0,0,0
0.051117,0,0,0,0
0.052520,0,0,0,0
0.053927,0,0,0,0
0.055331,0,0,0,0
0.056733,0,0,0,0
0.058136,0,0,0,0
0.059562,0,0,0,0
0.061017,0,0,0,0
0.062490,0,0,0,0
0.063945,0,0,0,0
0.065423,0,0,0,0
0.066838,0,0,0,0
0.068229,0,0,0,0
0.069646,0,0,0,0
0.071062,0,0,0,0
0.072478,0,0,0,0
0.073894,0,0,0,0
0.075316,24,0,0,0
0.078684,0,0,0,0
0.080038,0,0,0,0
0.081395,0,0,0,0
0.082776,0,0,0,0
0.084152,0,0,0,0
0.085542,0,0,0,0
0.086924,0,0,0,0
0.088301,0,0,0,0
0.089696,0,0,0,0
0.091087,168,0,0,0
0.092380,0,0,0,0
0.093769,0,0,0,0
0.095154,0,0,0,0
0.097670,0,0,0,0
0.099046,0,0,0,0
0.100450,0,0,0,0
0.101833,0,0,0,0
0.103211,0,0,0,0
0.104977,0,0,0,0
0.106356,0,0,0,0
0.107780,0,0,0,0
0.112297,0,0,0,0
0.113894,0,0,0,0
0.115983,0,0,0,0
0.117371,0,0,0,0
0.118751,0,0,0,0
0.120130,0,0,0,0
0.121593,0,0,0,0
0.122975,0,0,0,0
0.124532,0,0,0,0
0.125919,0,0,0,0
0.127265,0,0,0,0
0.128606,0,0,0,0
0.129947,0,0,0,0
0.131286,0,0,0,0
0.132626,0,0,0,0
0.133964,0,0,0,0
0.135316,0,0,0,0
0.136655,0,0,0,0
0.137992,0,0,0,0
0.139459,0,0,0,0
0.141023,0,0,0,0
0.142573,0,0,0,0
0.144121,0,0,0,0
0.145720,0,0,0,0
0.147269,0,0,0,0
0.148820,0,0,0,0
0.150369,0,0,0,0
0.151918,0,0,0,0
0.153535,0,0,0,0
0.155073,0,0,0,0
0.156549,0,0,0,0
0.158071,0,0,0,0
0.159619,0,0,0,0
0.161169,0,0,0,0
0.162719,0,0,0,0
0.164271,0,0,0,0
0.165821,0,0,0,0
0.167381,0,0,0,0
0.168894,0,0,0,0
0.170437,0,0,0,0
0.172029,0,0,0,0
0.173583,0,0,0,0
0.175132,0,0,0,0
0.176683,0,0,0,0
0.178246,0,0,0,0
0.179794,0,0,0,0
0.181343,0,0,0,0
0.182893,0,0,0,0
