elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001103,6408,0,0,0
0.002866,5832,0,0,0
0.004333,6513,0,0,0
0.005778,6048,0,0,0
0.007265,6345,0,0,0
0.008706,6078,0,0,0
0.010236,5694,0,0,0
0.011681,5406,0,0,0
0.013136,6201,0,0,0
0.014574,5784,0,0,0
0.016091,5646,0,0,0
0.017552,5499,0,0,0
0.018997,5856,0,0,0
0.020498,5781,0,0,0
0.021934,6420,0,0,0
0.023417,6258,0,0,0
0.024854,6255,0,0,0
0.026375,6285,0,0,0
0.027791,6036,0,0,0
0.029208,6201,0,0,0
0.030630,6363,0,0,0
0.032136,6033,0,0,0
0.033599,5910,0,0,0
0.035014,5715,0,0,0
0.036427,5607,0,0,0
0.037838,5436,0,0,0
0.039227,5214,0,0,0
0.040574,5547,0,0,0
0.042061,5808,0,0,0
0.043589,6240,0,0,0
0.045139,5598,0,0,0
0.046539,6330,0,0,0
0.048110,5718,0,0,0
0.049516,5550,0,0,0
0.051013,5202,0,0,0
0.052454,5613,0,0,0
0.053975,5601,0,0,0
0.055441,5274,0,0,0
0.056868,5709,0,0,0
0.058340,5295,0,0,0
0.059866,5565,0,0,0
0.061339,5499,0,0,0
0.062914,5202,0,0,0
0.064342,5346,0,0,0
0.065744,5463,0,0,0
0.067197,4893,0,0,0
0.068599,4824,0,0,0
0.070002,4854,0,0,0
0.071455,4926,0,0,0
0.072941,5007,0,0,0
0.074401,5127,0,0,0
0.075856,5670,0,0,0
0.077260,5421,0,0,0
0.078665,4908,0,0,0
0.080084,4959,0,0,0
0.081452,5088,0,0,0
0.082819,5082,0,0,0
0.084189,4605,0,0,0
0.085551,5067,0,0,0
0.086968,6276,0,0,0
0.088332,4626,0,0,0
0.089697,4599,0,0,0
0.091101,4968,0,0,0
0.092438,4521,0,0,0
0.093772,4746,0,0,0
0.095141,5031,0,0,0
0.096520,5094,0,0,0
0.097896,5160,0,0,0
0.099271,4962,0,0,0
0.100652,37191,0,0,0
0.101980,24633,0,0,0
0.103326,15663,0,0,0
0.104671,13623,0,0,0
0.106047,14880,0,0,0
0.107471,13452,0,0,0
0.108863,15291,0,0,0
0.110252,14448,0,0,0
0.111633,15204,0,0,0
0.113025,14154,0,0,0
0.114696,13833,0,0,0
0.116394,14715,0,0,0
0.117775,14817,0,0,0
0.119155,13575,0,0,0
0.120590,14139,0,0,0
0.122011,14523,0,0,0
0.123821,14727,0,0,0
0.125232,13434,0,0,0
0.126626,14829,0,0,0
0.128047,14742,0,0,0
0.129423,14268,0,0,0
0.130799,14109,0,0,0
0.132189,14175,0,0,0
0.133576,14112,0,0,0
0.134964,13533,0,0,0
0.136364,13533,0,0,0
0.137795,14802,0,0,0
0.139175,14211,0,0,0
0.140554,14322,0,0,0
0.141934,13311,0,0,0
0.143316,14175,0,0,0
0.144700,13503,0,0,0
0.146262,15396,0,0,0
0.147649,14988,0,0,0
0.149048,14460,0,0,0
0.150431,14787,0,0,0
0.151818,14556,0,0,0
0.153203,14655,0,0,0
0.154623,14346,0,0,0
0.156008,14592,0,0,0
0.157521,14748,0,0,0
0.159115,13710,0,0,0
0.160676,14571,0,0,0
0.162224,14400,0,0,0
0.163774,13716,0,0,0
0.165325,13914,0,0,0
0.166876,15120,0,0,0
0.168426,13290,0,0,0
0.170014,14388,0,0,0
0.171455,14634,0,0,0
0.172975,14367,0,0,0
0.174523,14895,0,0,0
0.176170,14763,0,0,0
0.177597,13866,0,0,0
0.179125,14793,0,0,0
0.180676,13608,0,0,0
0.182237,14913,0,0,0
0.183788,14697,0,0,0
0.185341,14877,0,0,0
0.186895,13755,0,0,0
0.188447,13920,0,0,0
0.189995,13704,0,0,0
0.191549,13902,0,0,0
0.193112,14088,0,0,0
0.194663,13590,0,0,0
0.196219,14649,0,0,0
0.197769,13863,0,0,0
0.199322,14757,0,0,0
0.200865,14787,0,0,0
0.202449,14541,0,0,0
0.203884,14661,0,0,0
0.205410,13620,0,0,0
