group,counter,label,total_all_widths,total_width_first,total_width_last,scaling_ratio_last_over_first,corr_total_vs_width,slope_total_vs_width,total_w128,total_w256,total_w512,total_w1024,total_w2048
VPC,VPC_BE_STARVE_CYCLES_CCHE,active_mixed,159782892.0,2226768.0,40699740.0,18.277494557133927,0.4470111234733337,9662.688256048395,2226768.0,41847594.0,40623690.0,34385100.0,40699740.0
HLSQ,HLSQ_VS_BATCH_COUNT_ZERO,active_mixed,54665556.0,7267320.0,13177962.0,1.813317976915837,0.5416157838565601,1700.855846774197,7267320.0,13201578.0,10336452.0,10682244.0,13177962.0
HLSQ,HLSQ_FS_BATCH_COUNT_ZERO,active_mixed,54027300.0,6956839.0,13166979.0,1.892666913809562,0.5757766895732289,1845.6829112063228,6956839.0,12906242.0,10324008.0,10673232.0,13166979.0
SP,SP_CS_INSTRUCTIONS,active_mixed,17330176.0,0.0,0.0,inf,-0.09551410083872311,-596.3870967741922,0.0,7092224.0,0.0,10237952.0,0.0
CP,CP_SQE_IDLE,active_mixed,8699325.0,610474.0,2012067.0,3.29590940809928,0.42574365487023125,348.14731392809205,610474.0,2041473.0,2150553.0,1884758.0,2012067.0
SP,SP_WAVE_NOP_CYCLES,active_mixed,3078656.0,497152.0,832512.0,1.674562306900103,0.9998894617653925,173.39784946236583,497152.0,524288.0,568320.0,656384.0,832512.0
SP,SP_WORKING_EU,active_mixed,2135675.0,0.0,0.0,inf,-0.07038471170725333,-55.126165574596634,0.0,815695.0,0.0,1319980.0,0.0
SP,SP_SEQUENCER_WORKING_CYCLES,active_mixed,1730968.0,0.0,0.0,inf,-0.08012524126430524,-50.46043346774187,0.0,678988.0,726.0,1051254.0,0.0
SP,SP_WAVE_FETCH_CYCLES,active_mixed,1409167.0,242350.0,370369.0,1.528240148545492,0.9968493550852641,69.49337407594088,242350.0,240290.0,259416.0,296742.0,370369.0
SP,SP_STARVE_CYCLES_HLSQ,active_mixed,1378744.0,0.0,0.0,inf,-0.0917660786844919,-45.69298135080631,0.0,558671.0,0.0,820073.0,0.0
SP,SP_LOAD_CONTROL_WORKING_CYCLES,active_mixed,1066126.0,0.0,0.0,inf,-0.04941975360335136,-19.675907258064484,0.0,382297.0,0.0,683829.0,0.0
SP,SP_NON_EXECUTION_LS_CYCLES,active_mixed,755997.0,0.0,0.0,inf,-0.017281517868413906,-5.047851562499923,0.0,242823.0,0.0,513174.0,0.0
SP,SP_GPR_READ,active_mixed,713678.0,0.0,0.0,inf,-0.04808442318202708,-12.83159022177415,0.0,254836.0,0.0,458842.0,0.0
SP,SP_LM_WORKING_CYCLES,active_mixed,673343.0,0.0,0.0,inf,-0.04532228322778699,-11.441248739919347,0.0,238322.0,0.0,435021.0,0.0
SP,SP_WAVE_LOAD_CYCLES,active_mixed,572010.0,92431.0,167712.0,1.8144561889409396,0.9939655108338032,41.4455750168011,92431.0,89016.0,100203.0,122648.0,167712.0
SP,SP_GPR_WRITE,active_mixed,497431.0,0.0,0.0,inf,-0.05480839773678343,-10.130953881048352,0.0,181389.0,0.0,316042.0,0.0
TP,TP_OUTPUT_PIXELS,active_mixed,393216.0,0.0,0.0,inf,-0.394114121619887,-59.182795698924714,0.0,131072.0,262144.0,0.0,0.0
SP,SP_FLOW_CONTROL_WORKING_CYCLES,active_mixed,349416.0,0.0,0.0,inf,-0.15547724737729554,-19.101625504032235,0.0,165461.0,0.0,183955.0,0.0
SP,SP_LOW_EFFICIENCY_STARVED_BY_TP,active_mixed,346124.0,0.0,0.0,inf,0.03399708995222367,4.883190524193568,0.0,88336.0,0.0,257788.0,0.0
SP,SP_LM_BANK_CONFLICTS,active_mixed,314665.0,0.0,0.0,inf,-0.03671563103187996,-4.368857106854831,0.0,108268.0,0.0,206397.0,0.0
SP,SP_ICL1_REQUESTS,active_mixed,269952.0,0.0,0.0,inf,-0.11649268206539254,-11.20161290322579,0.0,116544.0,0.0,153408.0,0.0
TP,TP_FILTER_WORKLOAD_32BIT,active_mixed,262144.0,0.0,0.0,inf,-0.20163978315436074,-30.279569892473095,0.0,0.0,262144.0,0.0,0.0
PC,PC_S_TESS_STARVE_CYCLES_PC,active_mixed,250068.0,26412.0,55305.0,2.093934575193094,0.47772225822633607,8.094569052419372,26412.0,55047.0,55806.0,57498.0,55305.0
TP,TP_TP_SP_TRANS,active_mixed,196608.0,0.0,0.0,inf,-0.394114121619887,-29.591397849462357,0.0,65536.0,131072.0,0.0,0.0
TP,TP_LATENCY_CYCLES,active_mixed,188661.0,0.0,0.0,inf,-0.42415717671069114,-29.352434055779575,0.0,72002.0,116659.0,0.0,0.0
TP,TP_QUADS_BUFFER,active_mixed,65536.0,0.0,0.0,inf,-0.20163978315436074,-7.569892473118274,0.0,0.0,65536.0,0.0,0.0
TP,TP_QUADS_RECEIVED,active_mixed,65536.0,0.0,0.0,inf,-0.20163978315436074,-7.569892473118274,0.0,0.0,65536.0,0.0,0.0
TP,TP_L1_CACHELINE_MISSES,active_mixed,49152.0,0.0,0.0,inf,-0.394114121619887,-7.397849462365589,0.0,16384.0,32768.0,0.0,0.0
TP,TP_L1_CACHELINE_REQUESTS,active_mixed,49152.0,0.0,0.0,inf,-0.394114121619887,-7.397849462365589,0.0,16384.0,32768.0,0.0,0.0
SP,SP_TEX_CONTROL_WORKING_CYCLES,active_mixed,48389.0,0.0,0.0,inf,0.0400664856152446,0.8126575100806498,0.0,11937.0,0.0,36452.0,0.0
TP,TP_SP_TP_TRANS,active_mixed,12288.0,0.0,0.0,inf,-0.394114121619887,-1.8494623655913973,0.0,4096.0,8192.0,0.0,0.0
UCHE,UCHE_CCHE_TPH_QUEUE_FULL,active_mixed,6161.0,0.0,0.0,inf,-0.2016397831543608,-0.7116410450268816,0.0,0.0,6161.0,0.0,0.0
SP,SP_STALL_CYCLES_UCHE,active_mixed,4730.0,0.0,4722.0,inf,0.8988725917991782,2.430380544354839,0.0,0.0,0.0,8.0,4722.0
VPC,VPC_BE_STARVE_CYCLES_LRZ,active_mixed,3915.0,0.0,0.0,inf,-0.38494867693105234,-0.8633127520161288,0.0,3915.0,0.0,0.0,0.0
HLSQ,HLSQ_FS_S2W_CYCLES_SP,active_mixed,3216.0,0.0,0.0,inf,-0.47894747207139965,-0.5403225806451611,0.0,1608.0,1608.0,0.0,0.0
