group,counter,label,total_all_widths,total_width_first,total_width_last,scaling_ratio_last_over_first,corr_total_vs_width,slope_total_vs_width,total_w128,total_w256,total_w512,total_w1024,total_w2048
SP,SP_FS_STAGE_WAVE_CYCLES,moderate_width_scaling,139133181.0,18021685.0,50504326.0,2.8024197515382165,0.992842151644007,17092.82619287635,18021685.0,18783073.0,22516824.0,29307273.0,50504326.0
SP,SP_WAVE_CONTEXTS,moderate_width_scaling,139133181.0,18021685.0,50504326.0,2.8024197515382165,0.992842151644007,17092.82619287635,18021685.0,18783073.0,22516824.0,29307273.0,50504326.0
VPC,VPC_US_STARVE_CYCLES_REORDER,moderate_width_scaling,23124027.0,1022130.0,6291429.0,6.155214111707904,0.6121431149310852,1638.400044102823,1022130.0,5742222.0,4785204.0,5283042.0,6291429.0
SP,SP_BUSY_CYCLES,moderate_width_scaling,9768465.0,1277277.0,3532919.0,2.7659771529589903,0.9924117137912687,1188.5397765456996,1277277.0,1323957.0,1581126.0,2053186.0,3532919.0
SP,SP_WAVE_CONTEXT_CYCLES,moderate_width_scaling,9768465.0,1277277.0,3532919.0,2.7659771529589903,0.9924117137912687,1188.5397765456996,1277277.0,1323957.0,1581126.0,2053186.0,3532919.0
SP,SP_FS_STAGE_DURATION_CYCLES,moderate_width_scaling,9728634.0,1269318.0,3524951.0,2.777043262602437,0.9924113898492167,1188.5373193884418,1269318.0,1315989.0,1573158.0,2045218.0,3524951.0
SP,SP_NON_EXECUTION_CYCLES,moderate_width_scaling,4890763.0,650649.0,1904076.0,2.92642576873245,0.9764833866224221,667.8024403561831,650649.0,629823.0,745817.0,960398.0,1904076.0
SP,SP_ALU_WORKING_CYCLES,moderate_width_scaling,1643520.0,197632.0,552960.0,2.7979274611398965,0.9988259275638045,180.75268817204312,197632.0,237568.0,282624.0,372736.0,552960.0
RBBM,RBBM_US_UCHE_BUSY,moderate_width_scaling,668886.0,64549.0,267290.0,4.140885218980929,0.9999030376208725,106.29451234879036,64549.0,76178.0,102219.0,158650.0,267290.0
RBBM,RBBM_US_HLSQ_BUSY,moderate_width_scaling,488298.0,67183.0,165903.0,2.4694193471562746,0.9951444488201239,51.978610131048434,67183.0,69553.0,82139.0,103520.0,165903.0
TSE,TSE_BE_BUSY_CYCLES,moderate_width_scaling,4167.0,543.0,3141.0,5.7845303867403315,0.8380844435666018,1.4121093750000002,543.0,0.0,483.0,0.0,3141.0
CP,CP_SQE_PM4_STARVE_IB1,moderate_width_scaling,286.0,8.0,135.0,16.875,0.548163380138614,0.04992019489247314,8.0,8.0,135.0,0.0,135.0
TSE,TSE_BE_STALL_CYCLES_RAS,moderate_width_scaling,174.0,30.0,120.0,4.0,0.8000946913656628,0.050781250000000014,30.0,0.0,24.0,0.0,120.0
UCHE,UCHE_VBIF_LATENCY_CYCLES,strong_width_scaling,9396744.0,250104.0,7381575.0,29.51402216677862,0.9306628717742103,3702.7438886088717,250104.0,615345.0,0.0,1149720.0,7381575.0
TP,TP_L1_5_MISS_LATENCY_CYCLES,strong_width_scaling,954743.0,50635.0,800883.0,15.816786807544188,0.8777129467660694,386.3331863239249,50635.0,0.0,103225.0,0.0,800883.0
UCHE,UCHE_BUSY_CYCLES,strong_width_scaling,673973.0,24488.0,394345.0,16.10360176412937,0.9642199611698948,206.1532573084678,24488.0,45003.0,0.0,210137.0,394345.0
UCHE,UCHE_WRITE_REQUESTS_SP,strong_width_scaling,442368.0,16384.0,262144.0,16.0,0.9651298433057203,135.5698924731183,16384.0,32768.0,0.0,131072.0,262144.0
UCHE,UCHE_READ_REQUESTS_TP,strong_width_scaling,441260.0,15872.0,262164.0,16.517389112903224,0.9656691431548897,135.86336525537638,15872.0,32128.0,0.0,131096.0,262164.0
UCHE,UCHE_READ_REQUESTS_TP_GBIF,strong_width_scaling,441260.0,15872.0,262164.0,16.517389112903224,0.9656691431548897,135.86336525537638,15872.0,32128.0,0.0,131096.0,262164.0
