elapsed_s,TP_RESERVED_120,TP_RESERVED_121,TP_RESERVED_122,TP_RESERVED_123,TP_RESERVED_124,TP_RESERVED_125,TP_RESERVED_126,TP_RESERVED_127,TP_FORMAT_DECOMP_BILINEAR,TP_PACKED_POINT_BOTH_VALID_FP16,TP_PACKED_POINT_SINGLE_VALID_FP16,TP_PACKED_POINT_BOTH_VALID_FP32
0.001111,0,0,0,0,0,0,0,0,0,0,0,0
0.003042,0,0,0,0,0,0,0,0,0,0,0,0
0.004630,0,0,0,0,0,0,0,0,0,0,0,0
0.006204,0,0,0,0,0,0,0,0,0,0,0,0
0.007853,0,0,0,0,0,0,0,0,0,0,0,0
0.009419,0,0,0,0,0,0,0,0,0,0,0,0
0.010981,0,0,0,0,0,0,0,0,0,0,0,0
0.012607,0,0,0,0,0,0,0,0,0,0,0,0
0.014181,0,0,0,0,0,0,0,0,0,0,0,0
0.015854,0,0,0,0,0,0,0,0,0,0,0,0
0.017487,0,0,0,0,0,0,0,0,0,0,0,0
0.019162,0,0,0,0,0,0,0,0,0,0,0,0
0.020879,0,0,0,0,0,0,0,0,0,0,0,0
0.022526,0,0,0,0,0,0,0,0,0,0,0,0
0.024148,0,0,0,0,0,0,0,0,0,0,0,0
0.025767,0,0,0,0,0,0,0,0,0,0,0,0
0.027306,0,0,0,0,0,0,0,0,0,0,0,0
0.028847,0,0,0,0,0,0,0,0,0,0,0,0
0.030522,0,0,0,0,0,0,0,0,0,0,0,0
0.032105,0,0,0,0,0,0,0,0,0,0,0,0
0.033648,0,0,0,0,0,0,0,0,0,0,0,0
0.035185,0,0,0,0,0,0,0,0,0,0,0,0
0.036851,0,0,0,0,0,0,0,0,0,0,0,0
0.038566,0,0,0,0,0,0,0,0,0,0,0,0
0.040151,0,0,0,0,0,0,0,0,0,0,0,0
0.041764,0,0,0,0,0,0,0,0,0,0,0,0
0.043368,0,0,0,0,0,0,0,0,0,0,0,0
0.044959,0,0,0,0,0,0,0,0,0,0,0,0
0.046549,0,0,0,0,0,0,0,0,0,0,0,0
0.048236,0,0,0,0,0,0,0,0,0,0,0,0
0.049831,0,0,0,0,0,0,0,0,0,0,0,0
0.051467,0,0,0,0,0,0,0,0,0,0,0,0
0.053066,0,0,0,0,0,0,0,0,0,0,0,0
0.054666,0,0,0,0,0,0,0,0,0,0,0,0
0.056384,0,0,0,0,0,0,0,0,0,0,0,0
0.057800,0,0,0,0,0,0,0,0,0,0,0,0
0.059211,0,0,0,0,0,0,0,0,0,0,0,0
0.060673,0,0,0,0,0,0,0,0,0,0,0,0
0.062133,0,0,0,0,0,0,0,0,0,0,0,0
0.063623,0,0,0,0,0,0,0,0,0,0,0,0
0.065087,0,0,0,0,0,0,0,0,0,0,0,0
0.066570,0,0,0,0,0,0,0,0,0,0,0,0
0.068039,0,0,0,0,0,0,0,0,0,0,0,0
0.069510,0,0,0,0,0,0,0,0,0,0,0,0
0.070977,0,0,0,0,0,0,0,0,0,0,0,0
0.072444,0,0,0,0,0,0,0,0,0,0,0,0
0.073874,0,0,0,0,0,0,0,0,0,0,0,0
0.075463,0,0,0,0,0,0,0,0,0,0,0,0
0.076962,0,0,0,0,0,0,0,0,0,0,0,0
0.078363,0,0,0,0,0,0,0,0,0,0,0,0
0.079754,0,0,0,0,0,0,0,0,0,0,0,0
0.081146,0,0,0,0,0,0,0,0,0,0,0,0
0.082539,0,0,0,0,0,0,0,0,0,0,0,0
0.083999,0,0,0,0,0,0,0,0,0,0,0,0
0.085389,0,0,0,0,0,0,0,0,0,0,0,0
0.086640,0,0,0,0,0,0,0,0,0,0,0,0
0.088087,0,0,0,0,0,0,0,0,0,0,0,0
0.089565,0,0,0,0,0,0,0,0,0,0,0,0
0.090953,0,0,0,0,0,0,0,0,0,0,0,0
0.092351,0,0,0,0,0,0,0,0,0,0,0,0
0.093738,0,0,0,0,0,0,0,0,0,0,0,0
0.095140,0,0,0,0,0,0,0,0,0,0,0,0
0.096531,0,0,0,0,0,0,0,0,0,0,0,0
0.097916,0,0,0,0,0,0,0,0,0,0,0,0
0.099294,0,0,0,0,0,0,0,0,0,0,0,0
0.100673,0,0,0,0,0,0,0,0,0,0,0,0
0.102053,0,0,0,0,0,0,0,0,0,0,0,0
0.103433,0,0,0,0,0,0,0,0,0,0,0,0
0.104870,0,0,0,0,0,0,0,0,0,0,0,0
0.106309,0,0,0,0,0,0,0,0,0,0,0,0
0.107734,0,0,0,0,0,0,0,0,0,0,0,0
0.109106,0,0,0,0,0,0,0,0,0,0,0,0
0.110479,0,0,0,0,0,0,0,0,0,0,0,0
0.111856,0,0,0,0,0,0,0,0,0,0,0,0
0.113238,0,0,0,0,0,0,0,0,0,0,0,0
0.114619,0,0,0,0,0,0,0,0,0,0,0,0
0.116000,0,0,0,0,0,0,0,0,0,0,0,0
0.117398,0,0,0,0,0,0,0,0,0,0,0,0
0.118779,0,0,0,0,0,0,0,0,0,0,0,0
0.120248,0,0,0,0,0,0,0,0,0,0,0,0
0.121630,0,0,0,0,0,0,0,0,0,0,0,0
0.123013,0,0,0,0,0,0,0,0,0,0,0,0
0.124402,0,0,0,0,0,0,0,0,0,0,0,0
0.125784,0,0,0,0,0,0,0,0,0,0,0,0
0.127165,0,0,0,0,0,0,0,0,0,0,0,0
0.128558,0,0,0,0,0,0,0,0,0,0,0,0
0.129940,0,0,0,0,0,0,0,0,0,0,0,0
0.131324,0,0,0,0,0,0,0,0,0,0,0,0
0.132707,0,0,0,0,0,0,0,0,0,0,0,0
0.134089,0,0,0,0,0,0,0,0,0,0,0,0
0.135472,0,0,0,0,0,0,0,0,0,0,0,0
0.136987,0,0,0,0,0,0,0,0,0,0,0,0
0.138593,0,0,0,0,0,0,0,0,0,0,0,0
0.140201,0,0,0,0,0,0,0,0,0,0,0,0
0.141796,0,0,0,0,0,0,0,0,0,0,0,0
0.143393,0,0,0,0,0,0,0,0,0,0,0,0
0.144990,0,0,0,0,0,0,0,0,0,0,0,0
0.146584,0,0,0,0,0,0,0,0,0,0,0,0
0.148179,0,0,0,0,0,0,0,0,0,0,0,0
0.149774,0,0,0,0,0,0,0,0,0,0,0,0
0.151384,0,0,0,0,0,0,0,0,0,0,0,0
0.153025,0,0,0,0,0,0,0,0,0,0,0,0
0.154619,0,0,0,0,0,0,0,0,0,0,0,0
0.156214,0,0,0,0,0,0,0,0,0,0,0,0
0.157809,0,0,0,0,0,0,0,0,0,0,0,0
0.159407,0,0,0,0,0,0,0,0,0,0,0,0
0.161002,0,0,0,0,0,0,0,0,0,0,0,0
0.162609,0,0,0,0,0,0,0,0,0,0,0,0
0.164204,0,0,0,0,0,0,0,0,0,0,0,0
0.165790,0,0,0,0,0,0,0,0,0,0,0,0
0.167429,0,0,0,0,0,0,0,0,0,0,0,0
0.169040,0,0,0,0,0,0,0,0,0,0,0,0
0.170632,0,0,0,0,0,0,0,0,0,0,0,0
0.172226,0,0,0,0,0,0,0,0,0,0,0,0
0.173834,0,0,0,0,0,0,0,0,0,0,0,0
0.175430,0,0,0,0,0,0,0,0,0,0,0,0
0.177025,0,0,0,0,0,0,0,0,0,0,0,0
0.178617,0,0,0,0,0,0,0,0,0,0,0,0
0.180210,0,0,0,0,0,0,0,0,0,0,0,0
0.181805,0,0,0,0,0,0,0,0,0,0,0,0
0.183402,0,0,0,0,0,0,0,0,0,0,0,0
0.185052,0,0,0,0,0,0,0,0,0,0,0,0
0.186647,0,0,0,0,0,0,0,0,0,0,0,0
0.188243,0,0,0,0,0,0,0,0,0,0,0,0
0.189838,0,0,0,0,0,0,0,0,0,0,0,0
0.191475,0,0,0,0,0,0,0,0,0,0,0,0
0.193070,0,0,0,0,0,0,0,0,0,0,0,0
0.194663,0,0,0,0,0,0,0,0,0,0,0,0
0.196140,0,0,0,0,0,0,0,0,0,0,0,0
0.197710,0,0,0,0,0,0,0,0,0,0,0,0
0.199306,0,0,0,0,0,0,0,0,0,0,0,0
0.200947,0,0,0,0,0,0,0,0,0,0,0,0
0.202439,0,0,0,0,0,0,0,0,0,0,0,0
0.203889,0,0,0,0,0,0,0,0,0,0,0,0
0.205269,0,0,0,0,0,0,0,0,0,0,0,0
0.206669,0,0,0,0,0,0,0,0,0,0,0,0
0.208092,0,0,0,0,0,0,0,0,0,0,0,0
0.209467,0,0,0,0,0,0,0,0,0,0,0,0
0.210841,0,0,0,0,0,0,0,0,0,0,0,0
0.212266,0,0,0,0,0,0,0,0,0,0,0,0
0.213653,0,0,0,0,0,0,0,0,0,0,0,0
0.215034,0,0,0,0,0,0,0,0,0,0,0,0
0.216420,0,0,0,0,0,0,0,0,0,0,0,0
0.217849,0,0,0,0,0,0,0,0,0,0,0,0
0.219202,0,0,0,0,0,0,0,0,0,0,0,0
0.220552,0,0,0,0,0,0,0,0,0,0,0,0
0.221901,0,0,0,0,0,0,0,0,0,0,0,0
0.223305,0,0,0,0,0,0,0,0,0,0,0,0
0.224659,0,0,0,0,0,0,0,0,0,0,0,0
0.226009,0,0,0,0,0,0,0,0,0,0,0,0
0.227359,0,0,0,0,0,0,0,0,0,0,0,0
0.228717,0,0,0,0,0,0,0,0,0,0,0,0
0.230066,0,0,0,0,0,0,0,0,0,0,0,0
0.231414,0,0,0,0,0,0,0,0,0,0,0,0
0.232800,0,0,0,0,0,0,0,0,0,0,0,0
0.234197,0,0,0,0,0,0,0,0,0,0,0,0
0.235639,0,0,0,0,0,0,0,0,0,0,0,0
0.236922,0,0,0,0,0,0,0,0,0,0,0,0
0.238313,0,0,0,0,0,0,0,0,0,0,0,0
0.239757,0,0,0,0,0,0,0,0,0,0,0,0
0.241148,0,0,0,0,0,0,0,0,0,0,0,0
0.242430,0,0,0,0,0,0,0,0,0,0,0,0
0.243871,0,0,0,0,0,0,0,0,0,0,0,0
0.245277,0,0,0,0,0,0,0,0,0,0,0,0
0.246668,0,0,0,0,0,0,0,0,0,0,0,0
0.248132,0,0,0,0,0,0,0,0,0,0,0,0
0.249637,0,0,0,0,0,0,0,0,0,0,0,0
0.251096,0,0,0,0,0,0,0,0,0,0,0,0
0.252549,0,0,0,0,0,0,0,0,0,0,0,0
0.253959,0,0,0,0,0,0,0,0,0,0,0,0
0.255344,0,0,0,0,0,0,0,0,0,0,0,0
0.256734,0,0,0,0,0,0,0,0,0,0,0,0
0.258116,0,0,0,0,0,0,0,0,0,0,0,0
0.259518,0,0,0,0,0,0,0,0,0,0,0,0
0.261128,0,0,0,0,0,0,0,0,0,0,0,0
0.262516,0,0,0,0,0,0,0,0,0,0,0,0
0.263900,0,0,0,0,0,0,0,0,0,0,0,0
0.265301,0,0,0,0,0,0,0,0,0,0,0,0
0.266737,0,0,0,0,0,0,0,0,0,0,0,0
0.268284,0,0,0,0,0,0,0,0,0,0,0,0
0.269715,0,0,0,0,0,0,0,0,0,0,0,0
0.271184,0,0,0,0,0,0,0,0,0,0,0,0
0.272642,0,0,0,0,0,0,0,0,0,0,0,0
0.274078,0,0,0,0,0,0,0,0,0,0,0,0
0.275607,0,0,0,0,0,0,0,0,0,0,0,0
0.278095,0,0,0,0,0,0,0,0,0,0,0,0
0.279525,0,0,0,0,0,0,0,0,0,0,0,0
0.280997,0,0,0,0,0,0,0,0,0,0,0,0
0.282434,0,0,0,0,0,0,0,0,0,0,0,0
0.283990,0,0,0,0,0,0,0,0,0,0,0,0
0.285460,0,0,0,0,0,0,0,0,0,0,0,0
0.286884,0,0,0,0,0,0,0,0,0,0,0,0
0.288343,0,0,0,0,0,0,0,0,0,0,0,0
0.289762,0,0,0,0,0,0,0,0,0,0,0,0
0.291181,0,0,0,0,0,0,0,0,0,0,0,0
0.292646,0,0,0,0,0,0,0,0,0,0,0,0
0.294065,0,0,0,0,0,0,0,0,0,0,0,0
0.295489,0,0,0,0,0,0,0,0,0,0,0,0
0.297354,0,0,0,0,0,0,0,0,0,0,0,0
0.298795,0,0,0,0,0,0,0,0,0,0,0,0
0.300594,0,0,0,0,0,0,0,0,0,0,0,0
0.302207,0,0,0,0,0,0,0,0,0,0,0,0
