elapsed_s,TP_FILTER_POINT_FP32,TP_LATENCY_FIFO_FULL,TP_RESERVED_62,TP_RESERVED_63,TP_RESERVED_64,TP_RESERVED_65,TP_RESERVED_66,TP_RESERVED_67,TP_RESERVED_68,TP_RESERVED_69,TP_RESERVED_70,TP_RESERVED_71
0.001143,0,0,0,0,0,0,0,0,0,0,0,0
0.003170,0,0,0,0,0,0,0,0,0,0,0,0
0.004831,0,0,0,0,0,0,0,0,0,0,0,0
0.006506,0,0,0,0,0,0,0,0,0,0,0,0
0.008116,0,0,0,0,0,0,0,0,0,0,0,0
0.009879,0,0,0,0,0,0,0,0,0,0,0,0
0.011518,0,0,0,0,0,0,0,0,0,0,0,0
0.013194,0,0,0,0,0,0,0,0,0,0,0,0
0.014873,0,0,0,0,0,0,0,0,0,0,0,0
0.016503,0,0,0,0,0,0,0,0,0,0,0,0
0.018072,0,0,0,0,0,0,0,0,0,0,0,0
0.019640,0,0,0,0,0,0,0,0,0,0,0,0
0.021408,0,0,0,0,0,0,0,0,0,0,0,0
0.022996,0,0,0,0,0,0,0,0,0,0,0,0
0.024608,0,0,0,0,0,0,0,0,0,0,0,0
0.026297,0,0,0,0,0,0,0,0,0,0,0,0
0.028046,0,0,0,0,0,0,0,0,0,0,0,0
0.029726,0,0,0,0,0,0,0,0,0,0,0,0
0.031495,0,0,0,0,0,0,0,0,0,0,0,0
0.033351,0,0,0,0,0,0,0,0,0,0,0,0
0.034974,0,0,0,0,0,0,0,0,0,0,0,0
0.036555,0,0,0,0,0,0,0,0,0,0,0,0
0.038340,0,0,0,0,0,0,0,0,0,0,0,0
0.039984,0,0,0,0,0,0,0,0,0,0,0,0
0.041835,0,0,0,0,0,0,0,0,0,0,0,0
0.043503,0,0,0,0,0,0,0,0,0,0,0,0
0.045146,0,0,0,0,0,0,0,0,0,0,0,0
0.046785,0,0,0,0,0,0,0,0,0,0,0,0
0.048428,0,0,0,0,0,0,0,0,0,0,0,0
0.049869,0,0,0,0,0,0,0,0,0,0,0,0
0.051277,0,0,0,0,0,0,0,0,0,0,0,0
0.052682,0,0,0,0,0,0,0,0,0,0,0,0
0.054107,0,0,0,0,0,0,0,0,0,0,0,0
0.055510,0,0,0,0,0,0,0,0,0,0,0,0
0.056979,0,0,0,0,0,0,0,0,0,0,0,0
0.058479,0,0,0,0,0,0,0,0,0,0,0,0
0.059966,0,0,0,0,0,0,0,0,0,0,0,0
0.061472,0,0,0,0,0,0,0,0,0,0,0,0
0.062973,0,0,0,0,0,0,0,0,0,0,0,0
0.064639,0,0,0,0,0,0,0,0,0,0,0,0
0.066028,0,0,0,0,0,0,0,0,0,0,0,0
0.067407,0,0,0,0,0,0,0,0,0,0,0,0
0.068897,0,0,0,0,0,0,0,0,0,0,0,0
0.070445,0,0,0,0,0,0,0,0,0,0,0,0
0.071841,0,0,0,0,0,0,0,0,0,0,0,0
0.073302,0,0,0,0,0,0,0,0,0,0,0,0
0.074564,0,0,0,0,0,0,0,0,0,0,0,0
0.075974,0,0,0,0,0,0,0,0,0,0,0,0
0.077437,0,0,0,0,0,0,0,0,0,0,0,0
0.078822,0,0,0,0,0,0,0,0,0,0,0,0
0.080210,0,0,0,0,0,0,0,0,0,0,0,0
0.081839,0,0,0,0,0,0,0,0,0,0,0,0
0.083258,0,0,0,0,0,0,0,0,0,0,0,0
0.084656,65536,0,0,0,0,0,0,0,0,0,0,0
0.085962,0,0,0,0,0,0,0,0,0,0,0,0
0.087357,0,0,0,0,0,0,0,0,0,0,0,0
0.088770,0,0,0,0,0,0,0,0,0,0,0,0
0.090165,0,0,0,0,0,0,0,0,0,0,0,0
0.091553,0,0,0,0,0,0,0,0,0,0,0,0
0.092941,0,0,0,0,0,0,0,0,0,0,0,0
0.094329,0,0,0,0,0,0,0,0,0,0,0,0
0.095716,0,0,0,0,0,0,0,0,0,0,0,0
0.097105,0,0,0,0,0,0,0,0,0,0,0,0
0.098503,0,0,0,0,0,0,0,0,0,0,0,0
0.099938,0,0,0,0,0,0,0,0,0,0,0,0
0.101382,0,0,0,0,0,0,0,0,0,0,0,0
0.102809,0,0,0,0,0,0,0,0,0,0,0,0
0.104189,0,0,0,0,0,0,0,0,0,0,0,0
0.105572,0,0,0,0,0,0,0,0,0,0,0,0
0.106952,0,0,0,0,0,0,0,0,0,0,0,0
0.108333,0,0,0,0,0,0,0,0,0,0,0,0
0.109729,0,0,0,0,0,0,0,0,0,0,0,0
0.111108,0,0,0,0,0,0,0,0,0,0,0,0
0.112487,0,0,0,0,0,0,0,0,0,0,0,0
0.113867,0,0,0,0,0,0,0,0,0,0,0,0
0.115248,0,0,0,0,0,0,0,0,0,0,0,0
0.116629,0,0,0,0,0,0,0,0,0,0,0,0
0.118055,0,0,0,0,0,0,0,0,0,0,0,0
0.119436,0,0,0,0,0,0,0,0,0,0,0,0
0.120833,0,0,0,0,0,0,0,0,0,0,0,0
0.122367,0,0,0,0,0,0,0,0,0,0,0,0
0.123820,0,0,0,0,0,0,0,0,0,0,0,0
0.125207,0,0,0,0,0,0,0,0,0,0,0,0
0.126588,0,0,0,0,0,0,0,0,0,0,0,0
0.127967,0,0,0,0,0,0,0,0,0,0,0,0
0.129404,0,0,0,0,0,0,0,0,0,0,0,0
0.130785,0,0,0,0,0,0,0,0,0,0,0,0
0.132175,0,0,0,0,0,0,0,0,0,0,0,0
0.133556,0,0,0,0,0,0,0,0,0,0,0,0
0.135265,0,0,0,0,0,0,0,0,0,0,0,0
0.136861,0,0,0,0,0,0,0,0,0,0,0,0
0.138458,0,0,0,0,0,0,0,0,0,0,0,0
0.140054,0,0,0,0,0,0,0,0,0,0,0,0
0.141649,0,0,0,0,0,0,0,0,0,0,0,0
0.143248,0,0,0,0,0,0,0,0,0,0,0,0
0.144712,0,0,0,0,0,0,0,0,0,0,0,0
0.146182,0,0,0,0,0,0,0,0,0,0,0,0
0.147614,0,0,0,0,0,0,0,0,0,0,0,0
0.149047,0,0,0,0,0,0,0,0,0,0,0,0
0.150519,0,0,0,0,0,0,0,0,0,0,0,0
0.151950,0,0,0,0,0,0,0,0,0,0,0,0
0.153435,0,0,0,0,0,0,0,0,0,0,0,0
0.154995,0,0,0,0,0,0,0,0,0,0,0,0
0.156594,0,0,0,0,0,0,0,0,0,0,0,0
0.158189,0,0,0,0,0,0,0,0,0,0,0,0
0.159783,0,0,0,0,0,0,0,0,0,0,0,0
0.161380,0,0,0,0,0,0,0,0,0,0,0,0
0.162976,0,0,0,0,0,0,0,0,0,0,0,0
0.164586,0,0,0,0,0,0,0,0,0,0,0,0
0.166227,0,0,0,0,0,0,0,0,0,0,0,0
0.167821,0,0,0,0,0,0,0,0,0,0,0,0
0.169417,0,0,0,0,0,0,0,0,0,0,0,0
0.171013,0,0,0,0,0,0,0,0,0,0,0,0
0.172611,0,0,0,0,0,0,0,0,0,0,0,0
0.174208,0,0,0,0,0,0,0,0,0,0,0,0
0.175815,0,0,0,0,0,0,0,0,0,0,0,0
0.177413,0,0,0,0,0,0,0,0,0,0,0,0
0.179009,0,0,0,0,0,0,0,0,0,0,0,0
