elapsed_s,TP_2D_OUTPUT_PIXELS_BILINEAR,TP_2D_FILTER_WORKLOAD_16BIT,TP_2D_FILTER_WORKLOAD_32BIT,TP_TPA2TPC_TRANS,TP_L1_MISSES_ASTC_1TILE,TP_L1_MISSES_ASTC_2TILE,TP_L1_MISSES_ASTC_4TILE,TP_L1_5_COMPRESS_REQS,TP_L1_5_L2_COMPRESS_MISS,TP_L1_BANK_CONFLICT,TP_L1_5_MISS_LATENCY_CYCLES,TP_L1_5_MISS_LATENCY_TRANS
0.001120,0,0,0,0,0,0,0,0,0,0,0,0
0.002851,0,0,0,0,0,0,0,0,0,0,0,0
0.004606,0,0,0,0,0,0,0,0,0,0,0,0
0.006282,0,0,0,0,0,0,0,0,0,0,0,0
0.007892,0,0,0,0,0,0,0,0,0,0,0,0
0.009615,0,0,0,0,0,0,0,0,0,0,0,0
0.011228,0,0,0,0,0,0,0,0,0,0,0,0
0.012837,0,0,0,0,0,0,0,0,0,0,0,0
0.015309,0,0,0,0,0,0,0,0,0,0,0,0
0.017053,0,0,0,0,0,0,0,0,0,0,0,0
0.018635,0,0,0,0,0,0,0,0,0,0,0,0
0.020236,0,0,0,0,0,0,0,0,0,0,0,0
0.022003,0,0,0,0,0,0,0,0,0,0,0,0
0.023649,0,0,0,0,0,0,0,0,0,0,0,0
0.025377,0,0,0,0,0,0,0,0,0,0,0,0
0.026960,0,0,0,0,0,0,0,0,0,0,0,0
0.028544,0,0,0,0,0,0,0,0,0,0,0,0
0.030127,0,0,0,0,0,0,0,0,0,0,0,0
0.031718,0,0,0,0,0,0,0,0,0,0,0,0
0.033406,0,0,0,0,0,0,0,0,0,0,0,0
0.035117,0,0,0,0,0,0,0,0,0,0,0,0
0.036698,0,0,0,0,0,0,0,0,0,0,0,0
0.038345,0,0,0,0,0,0,0,0,0,0,0,0
0.039988,0,0,0,0,0,0,0,0,0,0,0,0
0.041570,0,0,0,0,0,0,0,0,0,0,0,0
0.043044,0,0,0,0,0,0,0,0,0,0,0,0
0.044512,0,0,0,0,0,0,0,0,0,0,0,0
0.045980,0,0,0,0,0,0,0,0,0,0,0,0
0.047446,0,0,0,0,0,0,0,0,0,0,0,0
0.048963,0,0,0,0,0,0,0,0,0,0,0,0
0.050433,0,0,0,0,0,0,0,0,0,0,0,0
0.051902,0,0,0,0,0,0,0,0,0,0,0,0
0.053378,0,0,0,0,0,0,0,0,0,0,0,0
0.054865,0,0,0,0,0,0,0,0,0,0,0,0
0.056408,0,0,0,0,0,0,0,0,0,0,0,0
0.057794,0,0,0,0,0,0,0,0,0,0,0,0
0.059181,0,0,0,0,0,0,0,0,0,0,0,0
0.060570,0,0,0,0,0,0,0,0,0,0,0,0
0.062033,0,0,0,0,0,0,0,0,0,0,0,0
0.063477,0,0,0,0,0,0,0,0,0,0,0,0
0.064887,0,0,0,0,0,0,0,0,0,0,0,0
0.066285,0,0,0,0,0,0,0,0,0,0,0,0
0.067678,0,0,0,0,0,0,0,0,0,0,0,0
0.069069,0,0,0,0,0,0,0,0,0,0,0,0
0.070464,0,0,0,0,0,0,0,0,0,0,0,0
0.071900,0,0,0,0,0,0,0,0,0,0,0,0
0.073360,0,0,0,0,0,0,0,0,0,0,0,0
0.074770,0,0,0,0,0,0,0,0,0,0,0,0
0.076172,0,0,0,0,0,0,0,0,0,0,0,0
0.077615,0,0,0,0,0,0,0,0,0,0,0,0
0.079038,0,0,0,0,0,0,0,0,0,0,0,0
0.080441,0,0,0,0,0,0,0,0,0,0,0,0
0.081844,0,0,0,8192,0,0,0,0,0,0,50635,476
0.083117,0,0,0,0,0,0,0,0,0,0,0,0
0.084508,0,0,0,0,0,0,0,0,0,0,0,0
0.085984,0,0,0,0,0,0,0,0,0,0,0,0
0.087379,0,0,0,0,0,0,0,0,0,0,0,0
0.088770,0,0,0,0,0,0,0,0,0,0,0,0
0.090162,0,0,0,0,0,0,0,0,0,0,0,0
0.091552,0,0,0,0,0,0,0,0,0,0,0,0
0.092935,0,0,0,0,0,0,0,0,0,0,0,0
0.094317,0,0,0,0,0,0,0,0,0,0,0,0
0.095697,0,0,0,0,0,0,0,0,0,0,0,0
0.097090,0,0,0,0,0,0,0,0,0,0,0,0
0.098470,0,0,0,0,0,0,0,0,0,0,0,0
0.099852,0,0,0,0,0,0,0,0,0,0,0,0
0.101240,0,0,0,0,0,0,0,0,0,0,0,0
0.102622,0,0,0,0,0,0,0,0,0,0,0,0
0.104004,0,0,0,0,0,0,0,0,0,0,0,0
0.105387,0,0,0,0,0,0,0,0,0,0,0,0
0.106767,0,0,0,0,0,0,0,0,0,0,0,0
0.108169,0,0,0,0,0,0,0,0,0,0,0,0
0.109560,0,0,0,0,0,0,0,0,0,0,0,0
0.110939,0,0,0,0,0,0,0,0,0,0,0,0
0.112319,0,0,0,0,0,0,0,0,0,0,0,0
0.113699,0,0,0,0,0,0,0,0,0,0,0,0
0.115081,0,0,0,0,0,0,0,0,0,0,0,0
0.116462,0,0,0,0,0,0,0,0,0,0,0,0
0.117976,0,0,0,0,0,0,0,0,0,0,0,0
0.119473,0,0,0,0,0,0,0,0,0,0,0,0
0.120913,0,0,0,0,0,0,0,0,0,0,0,0
0.122466,0,0,0,0,0,0,0,0,0,0,0,0
0.123900,0,0,0,0,0,0,0,0,0,0,0,0
0.125333,0,0,0,0,0,0,0,0,0,0,0,0
0.126757,0,0,0,0,0,0,0,0,0,0,0,0
0.128329,0,0,0,0,0,0,0,0,0,0,0,0
0.129801,0,0,0,0,0,0,0,0,0,0,0,0
0.131290,0,0,0,0,0,0,0,0,0,0,0,0
0.132745,0,0,0,0,0,0,0,0,0,0,0,0
0.134218,0,0,0,0,0,0,0,0,0,0,0,0
0.135647,0,0,0,0,0,0,0,0,0,0,0,0
0.138739,0,0,0,0,0,0,0,0,0,0,0,0
0.140180,0,0,0,0,0,0,0,0,0,0,0,0
0.141739,0,0,0,0,0,0,0,0,0,0,0,0
0.143332,0,0,0,0,0,0,0,0,0,0,0,0
0.144929,0,0,0,0,0,0,0,0,0,0,0,0
0.146524,0,0,0,0,0,0,0,0,0,0,0,0
0.148120,0,0,0,0,0,0,0,0,0,0,0,0
0.149757,0,0,0,0,0,0,0,0,0,0,0,0
0.151232,0,0,0,0,0,0,0,0,0,0,0,0
0.152679,0,0,0,0,0,0,0,0,0,0,0,0
0.154112,0,0,0,0,0,0,0,0,0,0,0,0
0.155542,0,0,0,0,0,0,0,0,0,0,0,0
0.156973,0,0,0,0,0,0,0,0,0,0,0,0
0.158402,0,0,0,0,0,0,0,0,0,0,0,0
0.159959,0,0,0,0,0,0,0,0,0,0,0,0
0.161572,0,0,0,0,0,0,0,0,0,0,0,0
0.163166,0,0,0,0,0,0,0,0,0,0,0,0
0.164762,0,0,0,0,0,0,0,0,0,0,0,0
0.166402,0,0,0,0,0,0,0,0,0,0,0,0
0.167995,0,0,0,0,0,0,0,0,0,0,0,0
0.169593,0,0,0,0,0,0,0,0,0,0,0,0
0.171187,0,0,0,0,0,0,0,0,0,0,0,0
0.172797,0,0,0,0,0,0,0,0,0,0,0,0
0.174393,0,0,0,0,0,0,0,0,0,0,0,0
0.175986,0,0,0,0,0,0,0,0,0,0,0,0
0.177585,0,0,0,0,0,0,0,0,0,0,0,0
0.179179,0,0,0,0,0,0,0,0,0,0,0,0
0.180776,0,0,0,0,0,0,0,0,0,0,0,0
0.182488,0,0,0,0,0,0,0,0,0,0,0,0
0.184179,0,0,0,0,0,0,0,0,0,0,0,0
0.185614,0,0,0,0,0,0,0,0,0,0,0,0
0.187049,0,0,0,0,0,0,0,0,0,0,0,0
0.188611,0,0,0,0,0,0,0,0,0,0,0,0
0.190262,0,0,0,0,0,0,0,0,0,0,0,0
0.191979,0,0,0,0,0,0,0,0,0,0,0,0
0.193422,0,0,0,0,0,0,0,0,0,0,0,0
0.194997,0,0,0,0,0,0,0,0,0,0,0,0
0.196467,0,0,0,0,0,0,0,0,0,0,0,0
0.197943,0,0,0,0,0,0,0,0,0,0,0,0
0.199367,0,0,0,0,0,0,0,0,0,0,0,0
0.200789,0,0,0,0,0,0,0,0,0,0,0,0
0.202212,0,0,0,0,0,0,0,0,0,0,0,0
0.203631,0,0,0,0,0,0,0,0,0,0,0,0
0.205065,0,0,0,0,0,0,0,0,0,0,0,0
