elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001079,0,117850,1339,1338,0,0,0,0,0,0,0,0,0,0
0.002590,0,88343,1278,1277,0,0,0,0,0,0,0,0,0,0
0.003989,0,113079,1238,1237,0,0,0,0,0,0,0,0,0,0
0.005538,0,89545,1234,1234,0,0,0,0,0,0,0,0,0,0
0.006939,0,89352,1248,1247,0,0,0,0,0,0,0,0,0,0
0.008310,0,86992,1233,1232,0,0,0,0,0,0,0,0,0,0
0.009645,0,112304,1265,1264,0,0,0,0,0,0,0,0,0,0
0.011125,0,87718,1061,1060,0,0,0,0,0,0,0,0,0,0
0.012438,0,86685,1059,1058,0,0,0,0,0,0,0,0,0,0
0.013751,0,86353,1071,1070,0,0,0,0,0,0,0,0,0,0
0.015109,0,108783,1077,1076,0,0,0,0,0,0,0,0,0,0
0.016528,0,110545,1078,1077,0,0,0,0,0,0,0,0,0,0
0.017945,0,110621,1084,1083,0,0,0,0,0,0,0,0,0,0
0.019398,0,108037,1070,1069,0,0,0,0,0,0,0,0,0,0
0.020805,0,108235,1087,1086,0,0,0,0,0,0,0,0,0,0
0.022208,0,111750,1070,1069,0,0,0,0,0,0,0,0,0,0
0.023683,0,87190,1083,1082,0,0,0,0,0,0,0,0,0,0
0.025008,0,88133,1105,1104,0,0,0,0,0,0,0,0,0,0
0.026333,0,88389,1087,1086,0,0,0,0,0,0,0,0,0,0
0.027719,0,91233,1106,1105,0,0,0,0,0,0,0,0,0,0
0.029080,0,91105,1089,1088,0,0,0,0,0,0,0,0,0,0
0.030414,0,102213,1086,1085,0,0,0,0,0,0,0,0,0,0
0.032021,0,102350,1081,1080,0,0,0,0,0,0,0,0,0,0
0.033456,0,99576,1099,1098,0,0,0,0,0,0,0,0,0,0
0.034925,0,117361,1068,1067,0,0,0,0,0,0,0,0,0,0
