elapsed_s,RB_STARVE_CYCLES_CCU,RB_STARVE_CYCLES_Z_PLANE,RB_STARVE_CYCLES_BARY_PLANE,RB_Z_WORKLOAD,RB_HLSQ_ACTIVE,RB_Z_READ,RB_Z_WRITE,RB_C_READ
0.001107,0,0,0,0,0,0,0,0
0.002594,0,0,0,0,0,0,0,0
0.004055,0,0,0,0,0,0,0,0
0.005516,0,0,0,0,0,0,0,0
0.006966,0,0,0,0,0,0,0,0
0.008430,0,0,0,0,0,0,0,0
0.009891,0,0,0,0,0,0,0,0
0.011320,0,0,0,0,0,0,0,0
0.012724,0,0,0,0,0,0,0,0
0.014169,0,0,0,0,0,0,0,0
0.015575,0,0,0,0,0,0,0,0
0.017041,0,0,0,0,0,0,0,0
0.018557,0,0,0,0,0,0,0,0
0.020000,0,0,0,0,0,0,0,0
0.021457,0,0,0,0,0,0,0,0
0.022866,0,0,0,0,0,0,0,0
0.024275,0,0,0,0,0,0,0,0
0.025733,0,0,0,0,0,0,0,0
0.027151,0,0,0,0,0,0,0,0
0.028558,0,0,0,0,0,0,0,0
0.030170,0,0,0,0,0,0,0,0
0.031585,0,0,0,0,0,0,0,0
0.032992,0,0,0,0,0,0,0,0
0.034400,0,0,0,0,0,0,0,0
0.035867,0,0,0,0,0,0,0,0
0.037335,0,0,0,0,0,0,0,0
0.038742,0,0,0,0,0,0,0,0
0.040160,0,0,0,0,0,0,0,0
0.041633,0,0,0,0,0,0,0,0
0.043016,0,0,0,0,0,0,0,0
0.044397,0,0,0,0,0,0,0,0
0.045828,0,0,0,0,0,0,0,0
0.047224,0,0,0,0,0,0,0,0
0.048604,0,0,0,0,0,0,0,0
0.049995,0,0,0,0,0,0,0,0
0.051434,0,0,0,0,0,0,0,0
0.052829,0,0,0,0,0,0,0,0
0.054225,0,0,0,0,0,0,0,0
0.055608,0,0,0,0,0,0,0,0
0.056989,0,0,0,0,0,0,0,0
0.058405,0,0,0,0,0,0,0,0
0.059767,0,0,0,0,0,0,0,0
0.061129,0,0,0,0,0,0,0,0
0.062501,0,0,0,0,0,0,0,0
0.063864,0,0,0,0,0,0,0,0
0.065226,0,0,0,0,0,0,0,0
0.066588,0,0,0,0,0,0,0,0
0.067951,0,0,0,0,0,0,0,0
0.069315,0,0,0,0,0,0,0,0
0.070680,0,0,0,0,0,0,0,0
0.072045,0,0,0,0,0,0,0,0
0.073454,0,0,0,0,0,0,0,0
0.074889,0,0,0,0,0,0,0,0
0.076208,0,0,0,0,0,0,0,0
0.077577,0,0,0,0,0,0,0,0
0.078898,0,0,0,0,0,0,0,0
0.080216,0,0,0,0,0,0,0,0
0.081537,0,0,0,0,0,0,0,0
0.082868,0,0,0,0,0,0,0,0
0.084192,0,0,0,0,0,0,0,0
0.085567,0,0,0,0,0,0,0,0
0.086944,0,0,0,0,0,0,0,0
0.088273,0,0,0,0,0,0,0,0
0.089618,0,0,0,0,0,0,0,0
0.090950,0,0,0,0,0,0,0,0
0.092273,0,0,0,0,0,0,0,0
0.093645,0,0,0,0,0,0,0,0
0.094977,0,0,0,0,0,0,0,0
0.096300,0,0,0,0,0,0,0,0
0.097622,0,0,0,0,0,0,0,0
0.098954,0,48,0,0,48,0,0,0
0.100290,0,0,0,0,0,0,0,0
0.101774,0,0,0,0,0,0,0,0
0.103116,0,0,0,0,0,0,0,0
0.104436,0,0,0,0,0,0,0,0
0.105782,0,0,0,0,0,0,0,0
0.107102,0,0,0,0,0,0,0,0
0.108423,0,0,0,0,0,0,0,0
0.109763,0,0,0,0,0,0,0,0
0.111177,0,0,0,0,0,0,0,0
0.112586,0,0,0,0,0,0,0,0
0.114021,0,0,0,0,0,0,0,0
0.115436,0,0,0,0,0,0,0,0
0.116894,0,576,0,0,612,0,0,0
0.118111,0,756,0,0,756,0,0,0
0.119332,0,792,0,0,756,0,0,0
0.120550,0,756,0,0,762,0,0,0
0.121818,0,762,0,0,792,0,0,0
0.123035,0,792,0,0,756,0,0,0
0.124254,0,756,0,0,762,0,0,0
0.125470,0,756,0,0,756,0,0,0
0.126688,0,756,0,0,756,0,0,0
0.127906,0,762,0,0,756,0,0,0
0.129126,0,756,0,0,756,0,0,0
0.130344,0,756,0,0,756,0,0,0
0.131561,0,756,0,0,756,0,0,0
0.132779,0,756,0,0,756,0,0,0
0.134133,0,432,0,0,432,0,0,0
0.135576,0,0,0,0,0,0,0,0
0.137006,0,0,0,0,0,0,0,0
0.138318,0,0,0,0,0,0,0,0
0.139629,0,0,0,0,0,0,0,0
0.140942,0,0,0,0,0,0,0,0
0.142260,0,0,0,0,0,0,0,0
0.143574,0,0,0,0,0,0,0,0
0.144888,0,0,0,0,0,0,0,0
0.146245,0,0,0,0,0,0,0,0
0.147559,0,0,0,0,0,0,0,0
0.148873,0,0,0,0,0,0,0,0
0.150188,0,0,0,0,0,0,0,0
0.151501,0,0,0,0,0,0,0,0
0.152814,0,0,0,0,0,0,0,0
0.154125,0,0,0,0,0,0,0,0
0.155420,0,0,0,0,0,0,0,0
0.156725,0,0,0,0,0,0,0,0
0.158061,0,0,0,0,0,0,0,0
0.159355,0,0,0,0,0,0,0,0
0.160650,0,0,0,0,0,0,0,0
0.161945,0,0,0,0,0,0,0,0
0.163242,0,0,0,0,0,0,0,0
0.164537,0,0,0,0,0,0,0,0
0.165833,0,0,0,0,0,0,0,0
0.167134,0,0,0,0,0,0,0,0
0.168431,0,0,0,0,0,0,0,0
0.169802,0,0,0,0,0,0,0,0
0.171298,0,0,0,0,0,0,0,0
0.172795,0,0,0,0,0,0,0,0
0.174200,0,0,0,0,0,0,0,0
0.175585,0,0,0,0,0,0,0,0
0.177019,0,0,0,0,0,0,0,0
0.178433,0,0,0,0,0,0,0,0
0.179810,0,0,0,0,0,0,0,0
0.181333,0,0,0,0,0,0,0,0
0.182710,0,0,0,0,0,0,0,0
0.184085,0,0,0,0,0,0,0,0
0.185508,0,0,0,0,0,0,0,0
0.186911,0,0,0,0,0,0,0,0
0.188311,0,0,0,0,0,0,0,0
0.189723,0,0,0,0,0,0,0,0
0.191131,0,0,0,0,0,0,0,0
0.192538,0,0,0,0,0,0,0,0
0.193991,0,0,0,0,0,0,0,0
0.195525,0,0,0,0,0,0,0,0
0.197098,0,0,0,0,0,0,0,0
0.198668,0,0,0,0,0,0,0,0
0.200249,0,0,0,0,0,0,0,0
0.201862,0,0,0,0,0,0,0,0
0.203433,0,0,0,0,0,0,0,0
0.205005,0,0,0,0,0,0,0,0
0.206576,0,0,0,0,0,0,0,0
0.208145,0,0,0,0,0,0,0,0
0.209715,0,0,0,0,0,0,0,0
0.211175,0,0,0,0,0,0,0,0
0.212716,0,0,0,0,0,0,0,0
0.214291,0,0,0,0,0,0,0,0
0.215859,0,0,0,0,0,0,0,0
0.217475,0,0,0,0,0,0,0,0
0.219045,0,0,0,0,0,0,0,0
0.220614,0,0,0,0,0,0,0,0
0.222202,0,0,0,0,0,0,0,0
0.223772,0,0,0,0,0,0,0,0
0.225344,0,0,0,0,0,0,0,0
0.226958,0,0,0,0,0,0,0,0
0.228569,0,0,0,0,0,0,0,0
