elapsed_s,RB_NEVER_COUNT,RB_BUSY_CYCLES,RB_STALL_CYCLES_HLSQ,RB_STALL_CYCLES_FIFO0_FULL,RB_STALL_CYCLES_FIFO1_FULL,RB_STALL_CYCLES_FIFO2_FULL,RB_STARVE_CYCLES_SP,RB_STARVE_CYCLES_LRZ_TILE
0.001104,0,0,0,0,0,0,0,0
0.002675,0,0,0,0,0,0,0,0
0.004224,0,0,0,0,0,0,0,0
0.005767,0,0,0,0,0,0,0,0
0.007304,0,0,0,0,0,0,0,0
0.008854,0,0,0,0,0,0,0,0
0.010415,0,0,0,0,0,0,0,0
0.011958,0,0,0,0,0,0,0,0
0.013502,0,0,0,0,0,0,0,0
0.015310,0,0,0,0,0,0,0,0
0.016971,0,0,0,0,0,0,0,0
0.018686,0,0,0,0,0,0,0,0
0.020190,0,0,0,0,0,0,0,0
0.021719,0,0,0,0,0,0,0,0
0.023236,0,0,0,0,0,0,0,0
0.024710,0,0,0,0,0,0,0,0
0.026184,0,0,0,0,0,0,0,0
0.027658,0,0,0,0,0,0,0,0
0.029133,0,0,0,0,0,0,0,0
0.030631,0,0,0,0,0,0,0,0
0.032180,0,0,0,0,0,0,0,0
0.033679,0,0,0,0,0,0,0,0
0.035195,0,0,0,0,0,0,0,0
0.036696,0,0,0,0,0,0,0,0
0.038197,0,0,0,0,0,0,0,0
0.039699,0,0,0,0,0,0,0,0
0.041201,0,0,0,0,0,0,0,0
0.042708,0,0,0,0,0,0,0,0
0.044298,0,0,0,0,0,0,0,0
0.045850,0,0,0,0,0,0,0,0
0.047421,0,0,0,0,0,0,0,0
0.048882,0,0,0,0,0,0,0,0
0.050358,0,0,0,0,0,0,0,0
0.051689,0,0,0,0,0,0,0,0
0.053128,0,0,0,0,0,0,0,0
0.054611,0,0,0,0,0,0,0,0
0.056045,0,0,0,0,0,0,0,0
0.057477,0,0,0,0,0,0,0,0
0.058944,0,0,0,0,0,0,0,0
0.060375,0,0,0,0,0,0,0,0
0.061810,0,0,0,0,0,0,0,0
0.063210,0,0,0,0,0,0,0,0
0.064725,0,0,0,0,0,0,0,0
0.066173,0,0,0,0,0,0,0,0
0.067536,0,0,0,0,0,0,0,0
0.068910,0,0,0,0,0,0,0,0
0.070279,0,0,0,0,0,0,0,0
0.071648,0,0,0,0,0,0,0,0
0.073011,0,0,0,0,0,0,0,0
0.074439,0,0,0,0,0,0,0,0
0.075804,0,0,0,0,0,0,0,0
0.077189,0,1560,0,0,0,0,0,480
0.078722,0,0,0,0,0,0,0,0
0.080088,0,0,0,0,0,0,0,0
0.081451,0,0,0,0,0,0,0,0
0.082814,0,0,0,0,0,0,0,0
0.084178,0,0,0,0,0,0,0,0
0.085555,0,0,0,0,0,0,0,0
0.086963,0,0,0,0,0,0,0,0
0.088327,0,247769,0,0,0,0,0,2868
0.089546,0,1457638,0,0,0,0,0,8004
0.090761,0,1444066,0,0,0,0,0,7884
0.091979,0,1452966,0,0,0,0,0,7884
0.093197,0,1486307,0,0,0,0,0,7884
0.094463,0,1490539,0,0,0,0,0,8202
0.095679,0,1447716,0,0,0,0,0,8004
0.096896,0,1459970,0,0,0,0,0,7884
0.098113,0,1443703,0,0,0,0,0,7884
0.099330,0,1455363,0,0,0,0,0,7884
0.100548,0,1493564,0,0,0,0,0,7884
0.101766,0,1498794,0,0,0,0,0,7884
0.102987,0,1454213,0,0,0,0,0,7884
