elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001097,0,0,0,0
0.002595,0,0,0,0
0.004016,0,0,0,0
0.005433,0,0,0,0
0.006848,0,0,0,0
0.008264,0,0,0,0
0.009678,0,0,0,0
0.011119,0,0,0,0
0.012513,0,0,0,0
0.013907,0,0,0,0
0.015396,0,0,0,0
0.016938,0,0,0,0
0.018372,0,0,0,0
0.019795,0,0,0,0
0.021165,0,0,0,0
0.022564,0,0,0,0
0.023908,0,0,0,0
0.025251,0,0,0,0
0.026688,0,0,0,0
0.027981,0,0,0,0
0.029269,0,0,0,0
0.030606,0,0,0,0
0.031864,0,0,0,0
0.033228,0,0,0,0
0.034654,0,0,0,0
0.035910,0,0,0,0
0.037167,0,0,0,0
0.038602,0,0,0,0
0.039934,0,0,0,0
0.041267,0,0,0,0
0.042853,0,0,0,0
0.044277,0,0,0,0
0.045661,0,0,0,0
0.047223,0,0,0,0
0.048617,0,0,0,0
0.050182,0,0,0,0
0.051743,0,0,0,0
0.053256,0,0,0,0
0.054652,0,0,0,0
0.056043,0,0,0,0
0.057438,0,0,0,0
0.058986,0,0,0,0
0.060347,0,0,567,537
0.061607,0,0,0,0
0.062995,0,0,0,0
0.064390,0,0,0,0
0.065772,0,0,0,0
0.067972,0,0,0,0
0.069356,0,0,0,0
0.071307,0,0,2619,2548
0.072549,0,0,2316,2262
0.073789,0,0,2214,2159
0.075077,0,0,2337,2298
0.076316,0,0,2337,2262
0.077553,0,0,2214,2160
0.078792,0,0,2235,2174
0.080033,0,0,2316,2258
0.081270,0,0,2214,2174
0.082555,0,0,2358,2279
0.083800,0,0,2316,2262
0.085044,0,0,2235,2178
0.086290,0,0,2316,2262
0.087532,0,0,2310,2240
0.088888,0,0,0,0
0.090386,0,0,0,0
0.091783,0,0,0,0
0.093170,0,0,0,0
0.094620,0,0,0,0
0.096009,0,0,0,0
0.097404,0,0,0,0
0.098830,0,0,0,0
0.100227,0,0,0,0
0.101607,0,0,0,0
0.102986,0,0,0,0
0.104367,0,0,0,0
0.105746,0,0,0,0
0.110395,0,0,0,0
0.111823,0,0,0,0
0.113206,0,0,0,0
0.114693,0,0,0,0
0.116045,0,0,0,0
0.117362,0,0,0,0
0.118675,0,0,0,0
0.119989,0,0,0,0
0.121300,0,0,0,0
0.122639,0,0,0,0
0.124026,0,0,0,0
0.125538,0,0,0,0
0.126980,0,0,0,0
0.128522,0,0,0,0
0.130138,0,0,0,0
0.131677,0,0,0,0
0.133079,0,0,0,0
0.134470,0,0,0,0
0.135856,0,0,0,0
0.137242,0,0,0,0
0.138664,0,0,0,0
0.140047,0,0,0,0
0.141429,0,0,0,0
0.142820,0,0,0,0
0.144231,0,0,0,0
0.145617,0,0,0,0
0.147035,0,0,0,0
0.148416,0,0,0,0
0.149796,0,0,0,0
0.151359,0,0,0,0
