elapsed_s,TSE_VP0_TRANSFORM_WORKING_CYCLE_L2,TSE_VP1_TRANSFORM_WORKING_CYCLE_L2,TSE_VP2_TRANSFORM_WORKING_CYCLE_L2,TSE_VERTEX_GEN_WORKING_CYCLE_L1
0.001093,0,0,0,0
0.002541,0,0,0,0
0.004047,0,0,0,0
0.005464,0,0,0,0
0.006903,0,0,0,0
0.008398,0,0,0,0
0.009823,0,0,0,0
0.011285,0,0,0,0
0.012701,0,0,0,0
0.014114,0,0,0,0
0.015530,0,0,0,0
0.016981,0,0,0,0
0.018447,0,0,0,0
0.019978,0,0,0,0
0.021364,0,0,0,0
0.022736,0,0,0,0
0.024120,0,0,0,0
0.025486,0,0,0,0
0.026885,0,0,0,0
0.028348,0,0,0,0
0.029744,0,0,0,0
0.031139,0,0,0,0
0.032516,0,0,0,0
0.033887,0,0,0,0
0.035305,0,0,0,0
0.036678,0,0,0,0
0.038052,0,0,0,0
0.039424,0,0,0,0
0.040793,0,0,0,0
0.042176,0,0,0,0
0.043546,0,0,0,0
0.044895,0,0,0,0
0.046242,0,0,0,0
0.047589,0,0,0,0
0.048938,0,0,0,0
0.050286,0,0,0,0
0.051681,0,0,0,0
0.053087,0,0,0,0
0.054442,0,0,0,0
0.055791,0,0,0,0
0.057147,0,0,0,0
0.058490,0,0,0,0
0.059869,0,0,0,0
0.061160,0,0,0,0
0.062451,0,0,0,0
0.063746,0,0,0,0
0.065044,0,0,0,0
0.066445,0,0,0,0
0.067784,0,0,0,0
0.069127,0,0,0,0
0.070416,0,0,0,0
0.071703,0,0,0,0
0.072968,0,0,0,0
0.074280,0,0,0,0
0.075596,0,0,0,0
0.076898,0,0,0,0
0.078251,0,0,0,0
0.079599,0,0,0,0
0.080946,0,0,0,0
0.082290,0,0,0,0
0.083632,0,0,0,0
0.085044,0,0,0,0
0.086384,0,0,0,0
0.087730,0,0,0,0
0.089361,0,0,0,0
0.090737,0,0,0,0
0.092361,0,0,0,0
0.093816,0,0,0,0
0.095255,0,0,0,0
0.096682,0,0,0,0
0.098104,0,0,0,0
0.099524,0,0,0,0
0.100954,0,0,0,0
0.102325,0,0,0,0
0.105460,0,0,0,0
0.106702,0,0,0,0
0.108040,0,0,0,0
0.109284,0,0,0,0
0.110526,0,0,0,0
0.111767,0,0,0,0
0.113005,0,0,0,0
0.114244,0,0,0,0
0.115445,0,0,0,0
0.116687,0,0,0,0
0.117929,0,0,0,0
0.119153,0,0,0,0
0.120574,0,0,0,0
0.121985,0,0,0,0
0.123412,0,0,0,0
0.124856,0,0,0,0
0.126183,0,0,0,0
0.127510,0,0,0,0
0.128950,0,0,0,0
0.130284,0,0,0,0
0.131772,0,0,0,0
0.133098,0,0,0,0
0.134423,0,0,0,0
0.135748,0,0,0,0
0.137141,0,0,0,0
0.138451,0,0,0,0
0.139980,0,0,0,0
0.141305,0,0,0,0
0.142626,0,0,0,0
0.143957,0,0,0,0
0.145391,0,0,0,0
0.146712,0,0,0,0
0.148061,0,0,0,0
0.149495,0,0,0,0
0.150861,0,0,0,0
0.152218,0,0,0,0
0.153540,0,0,0,0
0.154858,0,0,0,0
0.156208,0,0,0,0
0.157644,0,0,0,0
0.159153,0,0,0,0
0.160608,0,0,0,0
0.162012,0,0,0,0
0.163492,0,0,0,0
0.164873,0,0,0,0
0.166253,0,0,0,0
0.167634,0,0,0,0
0.169000,0,0,0,0
0.170385,0,0,0,0
0.171806,0,0,0,0
0.173189,0,0,0,0
0.174581,0,0,0,0
0.175965,0,0,0,0
0.177477,0,0,0,0
0.179082,0,0,0,0
0.180505,0,0,0,0
0.182018,0,0,0,0
0.183440,0,0,0,0
0.184971,0,0,0,0
0.186519,0,0,0,0
0.188126,0,0,0,0
0.189674,0,0,0,0
0.191225,0,0,0,0
0.192776,0,0,0,0
0.194325,0,0,0,0
0.195888,0,0,0,0
0.197438,0,0,0,0
0.198989,0,0,0,0
0.200539,0,0,0,0
0.202088,0,0,0,0
0.203683,0,0,0,0
0.205235,0,0,0,0
0.206796,0,0,0,0
0.208187,0,0,0,0
0.209699,0,0,0,0
0.211117,0,0,0,0
0.212638,0,0,0,0
0.214187,0,0,0,0
0.215737,0,0,0,0
0.217299,0,0,0,0
0.218850,0,0,0,0
0.220400,0,0,0,0
0.221947,0,0,0,0
0.223500,0,0,0,0
0.225050,0,0,0,0
0.226597,0,0,0,0
0.228163,0,0,0,0
0.229710,0,0,0,0
0.231261,0,0,0,0
0.232809,0,0,0,0
0.234355,0,0,0,0
0.235947,0,0,0,0
0.237495,0,0,0,0
0.238937,0,0,0,0
0.241305,0,0,0,0
0.242710,0,0,0,0
0.244109,0,0,0,0
0.245497,0,0,0,0
0.246884,0,0,0,0
0.248269,0,0,0,0
0.249664,0,0,0,0
0.251180,0,0,0,0
0.252728,0,0,0,0
0.254274,0,0,0,0
0.255822,0,0,0,0
0.257370,0,0,0,0
0.258919,0,0,0,0
0.260482,0,0,0,0
0.262029,0,0,0,0
0.263579,0,0,0,0
0.265127,0,0,0,0
0.266674,0,0,0,0
0.268228,0,0,0,0
0.269774,0,0,0,0
0.271338,0,0,0,0
0.272887,0,0,0,0
0.274434,0,0,0,0
0.275982,0,0,0,0
0.277530,0,0,0,0
0.279081,0,0,0,0
0.280630,0,0,0,0
0.282188,0,0,0,0
0.283781,0,0,0,0
0.285330,0,0,0,0
0.286880,0,0,0,0
0.288429,0,0,0,0
0.289975,0,0,0,0
0.291525,0,0,0,0
0.293087,0,0,0,0
0.294633,0,0,0,0
0.296185,0,0,0,0
0.297733,0,0,0,0
0.299327,0,0,0,0
0.300885,0,0,0,0
0.303846,0,0,0,0
0.305251,0,0,0,0
0.306646,0,0,0,0
0.308041,0,0,0,0
0.309427,0,0,0,0
0.310813,0,0,0,0
0.312238,0,0,0,0
0.313733,0,0,0,0
0.315326,0,0,0,0
0.316887,0,0,0,0
0.318434,0,0,0,0
0.319981,0,0,0,0
0.321530,0,0,0,0
0.323080,0,0,0,0
0.324627,0,0,0,0
0.326172,0,0,0,0
0.327733,0,0,0,0
0.329281,0,0,0,0
0.330889,0,0,0,0
0.332564,0,0,0,0
0.334109,0,0,0,0
0.335659,0,0,0,0
0.337207,0,0,0,0
0.338766,0,0,0,0
0.340315,0,0,0,0
0.341861,0,0,0,0
0.343410,0,0,0,0
0.344958,0,0,0,0
0.346504,0,0,0,0
0.348001,0,0,0,0
0.349528,0,0,0,0
0.351078,0,0,0,0
0.352626,0,0,0,0
0.354217,0,0,0,0
0.355764,0,0,0,0
0.357310,0,0,0,0
0.358735,0,0,0,0
0.360277,0,0,0,0
0.361825,0,0,0,0
0.363421,0,0,0,0
0.364971,0,0,0,0
0.366518,0,0,0,0
0.368128,0,0,0,0
0.369674,0,0,0,0
0.371237,0,0,0,0
0.372785,0,0,0,0
0.374333,0,0,0,0
0.375880,0,0,0,0
0.377430,0,0,0,0
0.378980,0,0,0,0
0.380573,0,0,0,0
0.382134,0,0,0,0
0.383684,0,0,0,0
0.385234,0,0,0,0
0.386781,0,0,0,0
0.388192,0,0,0,0
0.389582,0,0,0,0
0.391099,0,0,0,0
0.392660,0,0,0,0
0.394207,0,0,0,0
0.395800,0,0,0,0
0.397349,0,0,0,0
0.398898,0,0,0,0
0.400447,0,0,0,0
0.401993,0,0,0,0
0.403557,0,0,0,0
0.405106,0,0,0,0
0.406653,0,0,0,0
0.408227,0,0,0,0
0.409774,0,0,0,0
0.411367,0,0,0,0
0.412916,0,0,0,0
0.414476,0,0,0,0
0.416075,0,0,0,0
0.417623,0,0,0,0
0.419172,0,0,0,0
0.420720,0,0,0,0
0.422266,0,0,0,0
0.423814,0,0,0,0
0.425375,0,0,0,0
0.426924,0,0,0,0
0.428517,0,0,0,0
0.430064,0,0,0,0
0.431614,0,0,0,0
0.433162,0,0,0,0
0.434708,0,0,0,0
0.436275,0,0,0,0
0.437824,0,0,0,0
0.439373,0,0,0,0
0.440919,0,0,0,0
0.442465,0,0,0,0
0.443926,0,0,0,0
0.445444,0,0,0,0
0.447007,0,0,0,0
0.448553,0,0,0,0
0.450360,0,0,0,0
0.451912,0,0,0,0
0.453461,0,0,0,0
0.455011,0,0,0,0
0.456560,0,0,0,0
0.458119,0,0,0,0
0.459715,0,0,0,0
0.461262,0,0,0,0
0.462888,0,0,0,0
0.464522,0,0,0,0
0.466062,0,0,0,0
