elapsed_s,TSE_SETUP_FMUL_3_WORKING_CYCLE_L3,TSE_SETUP_FMUL_4_WORKING_CYCLE_L3,TSE_SETUP_FMUL_5_WORKING_CYCLE_L3,TSE_EDGE_SETUP_WORKING_CYCLE_L1
0.001122,0,0,0,0
0.002635,0,0,0,0
0.004067,0,0,0,0
0.005484,0,0,0,0
0.007024,0,0,0,0
0.008423,0,0,0,0
0.009820,0,0,0,0
0.011243,0,0,0,0
0.012637,0,0,0,0
0.014027,0,0,0,0
0.015538,0,0,0,0
0.017028,0,0,0,0
0.018435,0,0,0,0
0.019787,0,0,0,0
0.021156,0,0,0,0
0.022551,0,0,0,0
0.023906,0,0,0,0
0.025252,0,0,0,0
0.026696,0,0,0,0
0.028003,0,0,0,0
0.029292,0,0,0,0
0.030679,0,0,0,0
0.031983,0,0,0,0
0.033274,0,0,0,0
0.034599,0,0,0,0
0.035891,0,0,0,0
0.037182,0,0,0,0
0.038519,0,0,0,0
0.039771,0,0,0,0
0.041024,0,0,0,0
0.042345,0,0,0,0
0.043606,0,0,0,0
0.044859,0,0,0,0
0.046184,0,0,0,0
0.047522,0,0,0,0
0.048858,0,0,0,0
0.050202,0,0,0,0
0.051596,0,0,0,0
0.052907,0,0,0,0
0.054325,0,0,0,0
0.055627,0,0,0,0
0.056918,0,0,0,0
0.058280,0,0,0,0
0.059684,0,0,0,0
0.060976,0,0,0,0
0.062318,0,0,0,0
0.063739,0,0,0,0
0.065080,105,105,102,0
0.066392,0,0,0,0
0.067846,0,0,0,0
0.069187,0,0,0,0
0.070524,0,0,0,0
0.071835,0,0,0,0
0.073139,0,0,0,0
0.074568,0,0,0,0
0.075871,0,0,0,0
0.077175,0,0,0,0
0.078500,0,0,0,0
0.079922,0,0,0,0
0.081338,0,0,0,0
0.082782,882,945,1167,0
0.084023,1197,1134,1635,0
0.085263,1134,1134,1620,0
0.086628,1323,1323,1890,0
0.087876,1134,1134,1620,0
0.089078,1134,1134,1620,0
0.090297,1008,1008,1440,0
0.091412,1197,1197,1695,0
0.092654,1134,1134,1635,0
0.093899,1134,1197,1695,0
0.095143,1197,1134,1635,0
0.096386,1323,1386,1965,0
0.097839,1197,1197,1710,0
0.099118,1197,1134,1635,0
0.100359,420,420,540,0
0.101841,0,0,0,0
0.103293,0,0,0,0
0.104674,0,0,0,0
0.106090,0,0,0,0
0.107474,0,0,0,0
0.108858,0,0,0,0
0.110237,0,0,0,0
0.111629,0,0,0,0
0.113009,0,0,0,0
0.114438,0,0,0,0
0.115795,0,0,0,0
0.117151,0,0,0,0
0.118507,0,0,0,0
0.119862,0,0,0,0
0.121217,0,0,0,0
0.122616,0,0,0,0
0.123957,0,0,0,0
0.125298,0,0,0,0
0.126691,0,0,0,0
0.128032,0,0,0,0
0.129372,0,0,0,0
0.130843,0,0,0,0
0.132168,0,0,0,0
0.133497,0,0,0,0
0.134849,0,0,0,0
0.136173,0,0,0,0
0.137498,0,0,0,0
0.138897,0,0,0,0
0.140213,0,0,0,0
0.141641,0,0,0,0
0.143069,0,0,0,0
0.144394,0,0,0,0
0.145822,0,0,0,0
0.147207,0,0,0,0
0.148584,0,0,0,0
0.149963,0,0,0,0
0.151341,0,0,0,0
0.152719,0,0,0,0
0.154125,0,0,0,0
0.155515,0,0,0,0
0.156894,0,0,0,0
0.158274,0,0,0,0
0.159654,0,0,0,0
0.161159,0,0,0,0
0.162619,0,0,0,0
0.164129,0,0,0,0
0.165675,0,0,0,0
0.167198,0,0,0,0
0.168746,0,0,0,0
0.170338,0,0,0,0
0.171887,0,0,0,0
0.173435,0,0,0,0
0.174988,0,0,0,0
0.176550,0,0,0,0
0.178144,0,0,0,0
0.179693,0,0,0,0
0.181240,0,0,0,0
0.182852,0,0,0,0
0.184399,0,0,0,0
0.185950,0,0,0,0
0.187512,0,0,0,0
0.189060,0,0,0,0
0.190488,0,0,0,0
0.192010,0,0,0,0
0.193640,0,0,0,0
0.195217,0,0,0,0
0.196609,0,0,0,0
0.198135,0,0,0,0
0.199685,0,0,0,0
0.201234,0,0,0,0
0.202846,0,0,0,0
0.204395,0,0,0,0
0.205946,0,0,0,0
0.207496,0,0,0,0
0.209058,0,0,0,0
0.210653,0,0,0,0
0.212204,0,0,0,0
0.213754,0,0,0,0
0.215305,0,0,0,0
0.216852,0,0,0,0
0.218445,0,0,0,0
0.220008,0,0,0,0
0.221623,0,0,0,0
0.223235,0,0,0,0
0.224781,0,0,0,0
0.226376,0,0,0,0
0.227925,0,0,0,0
0.229474,0,0,0,0
0.231040,0,0,0,0
0.232587,0,0,0,0
0.234182,0,0,0,0
0.235731,0,0,0,0
0.237278,0,0,0,0
