elapsed_s,TP_PACKED_POINT_SINGLE_VALID_FP32,TP_TOTAL_DECOMP_L1_RESP_CH0,TP_TOTAL_DECOMP_L1_RESP_CH1,TP_L1POINT5_PRE_L1_DECOMP_0_WORKLOAD_R,TP_L1POINT5_PRE_L1_DECOMP_1_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_0_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_1_WORKLOAD_R,TP_PARTIAL_SURFACE_PGMEM_PIXELS,TP_PARTIAL_SURFACE_SYSMEM_PIXELS,TP_PARTIAL_SURFACE_PGMEM_MISS_REQ,TP_PARTIAL_SURFACE_SYSMEM_MISS_REQ
0.001108,0,0,0,0,0,0,0,0,0,0,0
0.002981,0,0,0,0,0,0,0,0,0,0,0
0.004582,0,0,0,0,0,0,0,0,0,0,0
0.006177,0,0,0,0,0,0,0,0,0,0,0
0.007772,0,0,0,0,0,0,0,0,0,0,0
0.009376,0,0,0,0,0,0,0,0,0,0,0
0.011344,0,0,0,0,0,0,0,0,0,0,0
0.012943,0,0,0,0,0,0,0,0,0,0,0
0.014539,0,0,0,0,0,0,0,0,0,0,0
0.016129,0,0,0,0,0,0,0,0,0,0,0
0.017703,0,0,0,0,0,0,0,0,0,0,0
0.019271,0,0,0,0,0,0,0,0,0,0,0
0.020862,0,0,0,0,0,0,0,0,0,0,0
0.022563,0,0,0,0,0,0,0,0,0,0,0
0.024135,0,0,0,0,0,0,0,0,0,0,0
0.025705,0,0,0,0,0,0,0,0,0,0,0
0.027272,0,0,0,0,0,0,0,0,0,0,0
0.028839,0,0,0,0,0,0,0,0,0,0,0
0.030405,0,0,0,0,0,0,0,0,0,0,0
0.032103,0,0,0,0,0,0,0,0,0,0,0
0.033724,0,0,0,0,0,0,0,0,0,0,0
0.035351,0,0,0,0,0,0,0,0,0,0,0
0.036977,0,0,0,0,0,0,0,0,0,0,0
0.038667,0,0,0,0,0,0,0,0,0,0,0
0.040289,0,0,0,0,0,0,0,0,0,0,0
0.041917,0,0,0,0,0,0,0,0,0,0,0
0.043551,0,0,0,0,0,0,0,0,0,0,0
0.045179,0,0,0,0,0,0,0,0,0,0,0
0.046951,0,0,0,0,0,0,0,0,0,0,0
0.048552,0,0,0,0,0,0,0,0,0,0,0
0.050196,0,0,0,0,0,0,0,0,0,0,0
0.051696,0,0,0,0,0,0,0,0,0,0,0
0.053199,0,0,0,0,0,0,0,0,0,0,0
0.054725,0,0,0,0,0,0,0,0,0,0,0
0.056328,0,0,0,0,0,0,0,0,0,0,0
0.057795,0,0,0,0,0,0,0,0,0,0,0
0.059265,0,0,0,0,0,0,0,0,0,0,0
0.060722,0,0,0,0,0,0,0,0,0,0,0
0.062232,0,0,0,0,0,0,0,0,0,0,0
0.063702,0,0,0,0,0,0,0,0,0,0,0
0.065112,0,0,0,0,0,0,0,0,0,0,0
0.066499,0,0,0,0,0,0,0,0,0,0,0
0.067885,0,0,0,0,0,0,0,0,0,0,0
0.069270,0,0,0,0,0,0,0,0,0,0,0
0.070671,0,0,0,0,0,0,0,0,0,0,0
0.072056,0,0,0,0,0,0,0,0,0,0,0
0.073439,0,0,0,0,0,0,0,0,0,0,0
0.074825,0,0,0,0,0,0,0,0,0,0,0
0.076220,0,0,0,0,0,0,0,0,0,0,0
0.077604,0,0,0,0,0,0,0,0,0,0,0
0.079106,0,0,0,0,0,0,0,0,0,0,0
0.080457,0,0,0,0,0,0,0,0,0,0,0
0.081886,0,0,0,0,0,0,0,0,0,0,0
0.083309,0,0,0,0,0,0,0,0,0,0,0
0.084734,0,0,0,0,0,0,0,0,0,0,0
0.086181,0,0,0,0,0,0,0,0,0,0,0
0.088508,0,0,0,0,0,0,0,0,0,0,0
0.090028,0,0,0,0,0,0,0,0,0,0,0
0.091460,0,0,0,0,0,0,0,0,0,0,0
0.092852,0,0,0,0,0,0,0,0,0,0,0
0.094231,0,0,0,0,0,0,0,0,0,0,0
0.095608,0,0,0,0,0,0,0,0,0,0,0
0.096983,0,0,0,0,0,0,0,0,0,0,0
0.098381,0,0,0,0,0,0,0,0,0,0,0
0.099756,0,0,0,0,0,0,0,0,0,0,0
0.101132,0,0,0,0,0,0,0,0,0,0,0
0.102507,0,0,0,0,0,0,0,0,0,0,0
0.103880,0,0,0,0,0,0,0,0,0,0,0
0.105254,0,0,0,0,0,0,0,0,0,0,0
0.106707,0,0,0,0,0,0,0,0,0,0,0
0.108080,0,0,0,0,0,0,0,0,0,0,0
0.109465,0,0,0,0,0,0,0,0,0,0,0
0.110841,0,0,0,0,0,0,0,0,0,0,0
0.112270,0,0,0,0,0,0,0,0,0,0,0
0.113643,0,0,0,0,0,0,0,0,0,0,0
0.115059,0,0,0,0,0,0,0,0,0,0,0
0.116434,0,0,0,0,0,0,0,0,0,0,0
0.117811,0,0,0,0,0,0,0,0,0,0,0
0.119187,0,0,0,0,0,0,0,0,0,0,0
0.120574,0,0,0,0,0,0,0,0,0,0,0
0.121950,0,0,0,0,0,0,0,0,0,0,0
0.123327,0,0,0,0,0,0,0,0,0,0,0
0.124703,0,0,0,0,0,0,0,0,0,0,0
0.126078,0,0,0,0,0,0,0,0,0,0,0
0.127476,0,0,0,0,0,0,0,0,0,0,0
0.128913,0,0,0,0,0,0,0,0,0,0,0
0.130340,0,0,0,0,0,0,0,0,0,0,0
0.131906,0,0,0,0,0,0,0,0,0,0,0
0.133496,0,0,0,0,0,0,0,0,0,0,0
0.135132,0,0,0,0,0,0,0,0,0,0,0
0.136721,0,0,0,0,0,0,0,0,0,0,0
0.138312,0,0,0,0,0,0,0,0,0,0,0
0.139903,0,0,0,0,0,0,0,0,0,0,0
0.141493,0,0,0,0,0,0,0,0,0,0,0
0.143193,0,0,0,0,0,0,0,0,0,0,0
0.144781,0,0,0,0,0,0,0,0,0,0,0
0.146374,0,0,0,0,0,0,0,0,0,0,0
0.147965,0,0,0,0,0,0,0,0,0,0,0
0.149557,0,0,0,0,0,0,0,0,0,0,0
0.151138,0,0,0,0,0,0,0,0,0,0,0
0.152716,0,0,0,0,0,0,0,0,0,0,0
0.154185,0,0,0,0,0,0,0,0,0,0,0
0.155743,0,0,0,0,0,0,0,0,0,0,0
0.157330,0,0,0,0,0,0,0,0,0,0,0
