elapsed_s,VPC_BE_TSE_BE_PRIMITIVES,VPC_BE_TSE_BE_TRANSACTIONS,VPC_BE_STARVE_CYCLES_LRZ,VPC_BE_LRZ_ASSIGN_PRIMITIVES,VPC_BE_RB_VISIBLE_PRIMITIVES,VPC_BE_STARVE_CYCLES_RB
0.001562,0,0,0,0,0,0
0.003141,0,0,0,0,0,0
0.004820,0,0,0,0,0,0
0.006334,0,0,0,0,0,0
0.007846,0,0,0,0,0,0
0.009389,0,0,0,0,0,0
0.010916,0,0,0,0,0,0
0.012427,0,0,0,0,0,0
0.013938,0,0,0,0,0,0
0.015687,0,0,0,0,0,0
0.017325,0,0,0,0,0,0
0.018838,0,0,0,0,0,0
0.020375,0,0,0,0,0,0
0.021855,0,0,0,0,0,0
0.023315,0,0,0,0,0,0
0.024931,0,0,0,0,0,0
0.026472,0,0,0,0,0,0
0.027940,0,0,0,0,0,0
0.029408,0,0,0,0,0,0
0.030890,0,0,0,0,0,0
0.032452,0,0,0,0,0,0
0.033997,0,0,0,0,0,0
0.035470,0,0,0,0,0,0
0.037075,0,0,0,0,0,0
0.038534,0,0,0,0,0,0
0.040039,0,0,0,0,0,0
0.041489,0,0,0,0,0,0
0.042931,0,0,0,0,0,0
0.044373,0,0,0,0,0,0
0.045820,0,0,0,0,0,0
0.047256,0,0,0,0,0,0
0.048847,0,0,0,0,0,0
0.050291,0,0,0,0,0,0
0.051891,0,0,0,0,0,0
0.053382,0,0,0,0,0,0
0.054825,0,0,0,0,0,0
0.056303,0,0,0,0,0,0
0.057694,0,0,0,0,0,0
0.059084,0,0,0,0,0,0
0.060551,0,0,0,0,0,0
0.061964,0,0,0,0,0,0
0.063352,0,0,0,0,0,0
0.064938,0,0,0,0,0,0
0.066256,0,0,0,0,0,0
0.067685,0,0,0,0,0,0
0.068998,0,0,0,0,0,0
0.070311,0,0,0,0,0,0
0.071625,0,0,0,0,0,0
0.072944,0,0,0,0,0,0
0.074257,0,0,0,0,0,0
0.075568,0,0,0,0,0,0
