elapsed_s,VPC_FE_SP_COMPONENTS,VPC_FE_STALL_CYCLES_VPCRAM_POS,VPC_FE_VS_BUSY_CYCLES,VPC_FE_VS_WORKING_CYCLES,VPC_FE_NUM_VPCRAM_READ_POS,VPC_FE_WIT_FULL_CYCLES
0.001099,0,0,0,0,0,0
0.002904,0,0,0,0,0,0
0.004560,0,0,0,0,0,0
0.006054,0,0,0,0,0,0
0.007600,0,0,0,0,0,0
0.009164,0,0,0,0,0,0
0.010731,0,0,0,0,0,0
0.012287,0,0,0,0,0,0
0.013775,0,0,0,0,0,0
0.015248,0,0,0,0,0,0
0.016796,0,0,0,0,0,0
0.018330,0,0,0,0,0,0
0.020078,0,0,0,0,0,0
0.021581,0,0,0,0,0,0
0.023068,0,0,0,0,0,0
0.024557,0,0,0,0,0,0
0.026045,0,0,0,0,0,0
0.027531,0,0,0,0,0,0
0.029046,0,0,0,0,0,0
0.030601,0,0,0,0,0,0
0.032216,0,0,0,0,0,0
0.033706,0,0,0,0,0,0
0.035183,0,0,0,0,0,0
0.036624,0,0,0,0,0,0
0.038063,0,0,0,0,0,0
0.040195,0,0,0,0,0,0
0.041646,0,0,0,0,0,0
0.043087,0,0,0,0,0,0
0.044567,0,0,0,0,0,0
0.046055,0,0,0,0,0,0
0.047417,0,0,0,0,0,0
0.048890,0,0,0,0,0,0
0.050252,0,0,0,0,0,0
0.051775,0,0,0,0,0,0
0.053140,0,0,0,0,0,0
0.054501,0,0,0,0,0,0
0.055863,0,0,0,0,0,0
0.057226,0,0,0,0,0,0
0.058590,0,0,0,0,0,0
0.059923,0,0,0,0,0,0
0.061355,0,0,0,0,0,0
0.062791,0,0,0,0,0,0
0.064224,0,0,0,0,0,0
0.065627,0,0,0,0,0,0
0.067017,0,0,0,0,0,0
0.068367,0,0,0,0,0,0
0.069757,0,0,0,0,0,0
0.071142,0,0,0,0,0,0
0.072529,0,0,0,0,0,0
0.073919,0,0,0,0,0,0
0.075357,0,0,0,0,0,0
0.076804,0,0,0,0,0,0
0.078233,0,0,0,0,0,0
0.079696,0,0,0,0,0,0
0.081127,0,0,0,0,0,0
0.082570,0,0,0,0,0,0
