elapsed_s,HLSQ_FS_SP_CCTX_NUM,HLSQ_BV_SP_CCTX_NUM,HLSQ_VS_SP_SCTX_NUM,HLSQ_FS_SP_SCTX_NUM,HLSQ_BV_SP_SCTX_NUM
0.001104,0,0,0,0,0
0.002918,0,0,0,0,0
0.004403,0,0,0,0,0
0.005864,0,0,0,0,0
0.007388,0,0,0,0,0
0.008846,0,0,0,0,0
0.010383,0,0,0,0,0
0.011834,0,0,0,0,0
0.013282,0,0,0,0,0
0.014814,0,0,0,0,0
0.016276,0,0,0,0,0
0.017740,0,0,0,0,0
0.019199,0,0,0,0,0
0.020670,0,0,0,0,0
0.022131,0,0,0,0,0
0.023667,0,0,0,0,0
0.025097,0,0,0,0,0
0.026588,0,0,0,0,0
0.028036,0,0,0,0,0
0.029471,0,0,0,0,0
0.030928,0,0,0,0,0
0.032356,0,0,0,0,0
0.033785,0,0,0,0,0
0.035213,0,0,0,0,0
0.036701,0,0,0,0,0
0.038143,0,0,0,0,0
0.039567,0,0,0,0,0
0.040992,0,0,0,0,0
0.042603,0,0,0,0,0
0.044016,0,0,0,0,0
0.045574,0,0,0,0,0
0.047027,0,0,0,0,0
0.048441,0,0,0,0,0
0.049858,0,0,0,0,0
0.051283,0,0,0,0,0
0.052699,0,0,0,0,0
0.054163,0,0,0,0,0
0.055628,0,0,0,0,0
0.057117,0,0,0,0,0
0.058679,0,0,0,0,0
0.060090,0,0,0,0,0
0.061514,0,0,0,0,0
0.062912,0,0,0,0,0
0.064283,0,0,0,0,0
0.065653,0,0,0,0,0
0.067025,0,0,0,0,0
0.068397,0,0,0,0,0
0.069819,0,0,0,0,0
0.071212,0,0,0,0,0
0.072613,0,0,0,0,0
0.074037,0,0,0,0,0
0.075408,0,0,0,0,0
0.076779,0,0,0,0,0
0.078200,0,0,0,0,0
0.079572,0,0,0,0,0
0.080946,0,0,0,0,0
0.082367,0,0,0,0,0
0.083796,0,0,0,0,0
0.085196,0,0,0,0,0
0.086574,0,0,0,0,0
0.087946,0,0,0,0,0
0.089318,0,0,0,0,0
0.090688,0,0,0,0,0
0.092057,0,0,0,0,0
0.093428,0,0,0,0,0
0.094838,0,0,0,0,0
0.096248,0,0,0,0,0
0.097659,0,0,0,0,0
0.099122,0,0,0,0,0
0.100275,0,0,0,0,0
0.101688,0,0,0,0,0
0.103053,0,0,0,0,0
0.104417,0,0,0,0,0
0.105785,0,0,0,0,0
0.107150,0,0,0,0,0
0.108516,0,0,0,0,0
0.109880,0,0,0,0,0
0.111247,0,0,0,0,0
0.112613,0,0,0,0,0
0.113980,0,0,0,0,0
0.115345,0,0,0,0,0
0.116813,0,0,0,0,0
0.118231,0,0,0,0,0
0.119666,0,0,0,0,0
0.120985,0,0,0,0,0
0.122414,0,0,0,0,0
0.123844,0,0,0,0,0
0.125272,0,0,0,0,0
0.126615,0,0,0,0,0
0.128010,0,0,0,0,0
0.129393,0,0,0,0,0
0.130777,0,0,0,0,0
0.132159,0,0,0,0,0
0.133540,0,0,0,0,0
0.134950,0,0,0,0,0
0.136295,0,0,0,0,0
0.137640,0,0,0,0,0
0.139004,0,0,0,0,0
0.140348,0,0,0,0,0
0.141701,0,0,0,0,0
0.143132,0,0,0,0,0
0.144498,0,0,0,0,0
0.145892,0,0,0,0,0
0.147272,0,0,0,0,0
0.149106,0,0,0,0,0
0.150608,0,0,0,0,0
0.152442,0,0,0,0,0
0.154225,0,0,0,0,0
0.155998,0,0,0,0,0
0.157565,0,0,0,0,0
0.158964,0,0,0,0,0
0.160357,0,0,0,0,0
0.161762,0,0,0,0,0
0.163155,0,0,0,0,0
0.164546,0,0,0,0,0
0.165941,0,0,0,0,0
0.167375,0,0,0,0,0
0.168767,0,0,0,0,0
0.170159,0,0,0,0,0
0.171682,0,0,0,0,0
0.173124,0,0,0,0,0
0.174754,0,0,0,0,0
0.176312,0,0,0,0,0
0.177875,0,0,0,0,0
0.179436,0,0,0,0,0
0.180995,0,0,0,0,0
0.182558,0,0,0,0,0
0.184131,0,0,0,0,0
0.185694,0,0,0,0,0
0.187245,0,0,0,0,0
0.188794,0,0,0,0,0
0.190219,0,0,0,0,0
0.191748,0,0,0,0,0
0.193307,0,0,0,0,0
0.195053,0,0,0,0,0
0.196560,0,0,0,0,0
0.197986,0,0,0,0,0
0.199425,0,0,0,0,0
0.200818,0,0,0,0,0
0.202211,0,0,0,0,0
0.203603,0,0,0,0,0
0.205005,0,0,0,0,0
0.206530,0,0,0,0,0
0.208091,0,0,0,0,0
0.209657,0,0,0,0,0
0.211120,0,0,0,0,0
0.212504,0,0,0,0,0
0.213852,0,0,0,0,0
0.215258,0,0,0,0,0
0.216599,0,0,0,0,0
0.217941,0,0,0,0,0
0.219282,0,0,0,0,0
0.220621,0,0,0,0,0
0.221960,0,0,0,0,0
0.223302,0,0,0,0,0
0.224642,0,0,0,0,0
0.225993,0,0,0,0,0
0.227334,0,0,0,0,0
0.228672,0,0,0,0,0
0.230057,0,0,0,0,0
0.231391,0,0,0,0,0
0.232703,0,0,0,0,0
0.234016,0,0,0,0,0
0.235331,0,0,0,0,0
0.236706,0,0,0,0,0
0.238023,0,0,0,0,0
0.239338,0,0,0,0,0
0.240651,0,0,0,0,0
0.241964,0,0,0,0,0
0.243276,0,0,0,0,0
0.244590,0,0,0,0,0
0.245903,0,0,0,0,0
0.247265,0,0,0,0,0
0.248633,0,0,0,0,0
0.249998,0,0,0,0,0
0.251254,0,0,0,0,0
0.252619,0,0,0,0,0
0.253984,0,0,0,0,0
0.255348,0,0,0,0,0
0.256713,0,0,0,0,0
0.257973,0,0,0,0,0
0.259337,0,0,0,0,0
0.260707,0,0,0,0,0
0.261978,0,0,0,0,0
0.263438,0,0,0,0,0
0.264863,0,0,0,0,0
0.266263,0,0,0,0,0
0.267779,0,0,0,0,0
0.269195,0,0,0,0,0
0.271797,0,0,0,0,0
0.273202,0,0,0,0,0
0.274829,0,0,0,0,0
0.277224,0,0,0,0,0
0.278625,0,0,0,0,0
0.280077,0,0,0,0,0
0.281537,0,0,0,0,0
0.283754,0,0,0,0,0
0.285522,0,0,0,0,0
0.286915,0,0,0,0,0
0.288306,0,0,0,0,0
0.289729,0,0,0,0,0
0.291132,0,0,0,0,0
0.292522,0,0,0,0,0
0.293915,0,0,0,0,0
0.295345,0,0,0,0,0
0.296731,0,0,0,0,0
0.298966,0,0,0,0,0
0.300353,0,0,0,0,0
0.305468,0,0,0,0,0
0.306858,0,0,0,0,0
0.308247,0,0,0,0,0
0.309794,0,0,0,0,0
0.311288,0,0,0,0,0
0.312706,0,0,0,0,0
0.314100,0,0,0,0,0
0.315485,0,0,0,0,0
0.316975,0,0,0,0,0
0.318366,0,0,0,0,0
0.319756,0,0,0,0,0
0.321145,0,0,0,0,0
0.322540,0,0,0,0,0
0.323942,0,0,0,0,0
0.325327,0,0,0,0,0
0.326803,0,0,0,0,0
0.328225,0,0,0,0,0
0.329616,0,0,0,0,0
0.331011,0,0,0,0,0
0.332404,0,0,0,0,0
0.333796,0,0,0,0,0
0.335197,0,0,0,0,0
0.336587,0,0,0,0,0
0.337978,0,0,0,0,0
0.339368,0,0,0,0,0
0.340758,0,0,0,0,0
0.342149,0,0,0,0,0
0.343575,0,0,0,0,0
0.345095,0,0,0,0,0
0.346745,0,0,0,0,0
0.348298,0,0,0,0,0
0.349856,0,0,0,0,0
0.351411,0,0,0,0,0
0.352965,0,0,0,0,0
0.354521,0,0,0,0,0
0.356078,0,0,0,0,0
0.357687,0,0,0,0,0
0.359140,0,0,0,0,0
0.360535,0,0,0,0,0
0.361929,0,0,0,0,0
0.363321,0,0,0,0,0
0.364712,0,0,0,0,0
0.366233,0,0,0,0,0
0.367799,0,0,0,0,0
0.369249,0,0,0,0,0
0.370722,0,0,0,0,0
0.372113,0,0,0,0,0
0.373548,0,0,0,0,0
0.374977,0,0,0,0,0
0.376362,0,0,0,0,0
0.377759,0,0,0,0,0
0.379145,0,0,0,0,0
0.380530,0,0,0,0,0
0.381917,0,0,0,0,0
0.383309,0,0,0,0,0
0.384698,0,0,0,0,0
0.386220,0,0,0,0,0
0.387654,0,0,0,0,0
0.389196,0,0,0,0,0
0.390755,0,0,0,0,0
0.392309,0,0,0,0,0
0.393866,0,0,0,0,0
0.395421,0,0,0,0,0
0.397514,0,0,0,0,0
0.399147,0,0,0,0,0
0.400547,0,0,0,0,0
0.401935,0,0,0,0,0
0.403319,0,0,0,0,0
0.404703,0,0,0,0,0
0.406087,0,0,0,0,0
0.407512,0,0,0,0,0
0.408897,0,0,0,0,0
0.410294,0,0,0,0,0
0.411679,0,0,0,0,0
0.413062,0,0,0,0,0
0.414448,0,0,0,0,0
0.415831,0,0,0,0,0
0.417212,0,0,0,0,0
0.418585,0,0,0,0,0
0.419967,0,0,0,0,0
0.421359,0,0,0,0,0
0.422743,0,0,0,0,0
0.424253,0,0,0,0,0
0.425613,0,0,0,0,0
0.426972,0,0,0,0,0
0.428329,0,0,0,0,0
0.429694,0,0,0,0,0
0.431069,0,0,0,0,0
0.432439,0,0,0,0,0
0.434048,0,0,0,0,0
0.435408,0,0,0,0,0
0.436770,0,0,0,0,0
0.438134,0,0,0,0,0
0.439535,0,0,0,0,0
0.440951,0,0,0,0,0
0.442365,0,0,0,0,0
0.443789,0,0,0,0,0
0.445204,0,0,0,0,0
0.446633,0,0,0,0,0
0.448047,0,0,0,0,0
0.449461,0,0,0,0,0
0.450876,0,0,0,0,0
0.452295,0,0,0,0,0
0.453724,0,0,0,0,0
