elapsed_s,HLSQ_BV_WAIT_FS_S2W,HLSQ_RESERVED_37,HLSQ_FS_WAIT_SAME_VS_S2W,HLSQ_FS_STARVING_SP,HLSQ_VS_DATA_WAIT_PROGRAMMING,HLSQ_BV_DATA_WAIT_PROGRAMMING
0.001207,0,0,0,0,0,0
0.002859,0,0,0,0,0,0
0.004321,0,0,0,0,0,0
0.005674,0,0,0,0,0,0
0.007021,0,0,0,0,0,0
0.008460,0,0,0,0,0,0
0.009826,0,0,0,0,0,0
0.011178,0,0,0,0,0,0
0.012592,0,0,0,0,0,0
0.014065,0,0,0,0,0,0
0.015578,0,0,0,0,0,0
0.017121,0,0,0,0,0,0
0.018564,0,0,0,0,0,0
0.020062,0,0,0,0,0,0
0.021660,0,0,0,0,0,0
0.023101,0,0,0,0,0,0
0.024572,0,0,0,0,0,0
0.026021,0,0,0,0,0,0
0.027466,0,0,0,0,0,0
0.028936,0,0,0,0,0,0
0.030417,0,0,0,0,0,0
0.031875,0,0,0,0,0,0
0.033376,0,0,0,0,0,0
0.034936,0,0,0,0,0,0
0.036610,0,0,0,0,0,0
0.038109,0,0,0,0,0,0
0.039663,0,0,0,0,0,0
0.041170,0,0,0,0,0,0
0.042682,0,0,0,0,0,0
0.044237,0,0,0,0,0,0
0.045782,0,0,0,0,0,0
0.047403,0,0,0,0,0,0
0.048803,0,0,0,0,0,0
0.050192,0,0,0,0,0,0
0.051584,0,0,0,0,0,0
0.053034,0,0,0,0,0,0
0.054486,0,0,0,0,0,0
0.055811,0,0,0,0,0,0
0.057145,0,0,0,0,0,0
0.058484,0,0,0,0,0,0
0.059819,0,0,0,0,0,0
0.061149,0,0,0,0,0,0
0.062537,0,0,0,0,0,0
0.063990,0,0,0,0,0,0
0.065361,0,0,0,0,0,0
0.066714,0,0,1074,0,1320,66
0.068504,0,0,0,0,0,0
0.069861,0,0,0,0,0,0
0.071219,0,0,0,0,0,0
0.072586,0,0,0,0,0,0
0.073936,0,0,0,0,0,0
0.075285,0,0,0,0,0,0
0.076734,0,0,0,0,0,0
0.078102,0,0,1570,0,5910,870
0.079331,0,0,0,0,0,0
0.080686,0,0,0,0,0,0
0.082133,0,0,0,0,0,0
0.083562,0,0,0,0,0,0
0.084965,0,0,0,0,0,0
0.086363,0,0,0,0,0,0
0.088850,0,0,0,0,0,0
0.090246,0,0,0,0,0,0
0.092009,0,0,0,0,0,0
0.093492,0,0,0,0,0,0
0.094891,0,0,0,0,0,0
0.096611,0,0,0,0,0,0
0.098056,0,0,0,0,0,0
0.099582,0,0,0,0,0,0
0.100984,0,0,0,0,0,0
0.102338,0,0,0,0,0,0
0.103689,0,0,0,0,0,0
0.105120,0,0,0,0,0,0
0.106470,0,0,0,0,0,0
0.107822,0,0,0,0,0,0
0.109173,0,0,0,0,0,0
0.110522,0,0,0,0,0,0
0.111873,0,0,0,0,0,0
0.113349,0,0,0,0,0,0
0.114913,0,0,0,0,0,0
0.116357,0,0,0,0,0,0
0.117764,0,0,0,0,0,0
0.119163,0,0,0,0,0,0
0.120563,0,0,0,0,0,0
0.121953,0,0,0,0,0,0
0.123401,0,0,0,0,0,0
0.124797,0,0,0,0,0,0
0.126193,0,0,0,0,0,0
0.127600,0,0,0,0,0,0
0.129038,0,0,0,0,0,0
0.130434,0,0,0,0,0,0
0.131831,0,0,0,0,0,0
0.133227,0,0,0,0,0,0
0.134622,0,0,0,0,0,0
0.136150,0,0,0,0,0,0
0.137711,0,0,0,0,0,0
0.139284,0,0,0,0,0,0
0.140888,0,0,0,0,0,0
0.142448,0,0,0,0,0,0
0.144012,0,0,0,0,0,0
0.145619,0,0,0,0,0,0
0.147180,0,0,0,0,0,0
0.148747,0,0,0,0,0,0
0.150321,0,0,0,0,0,0
0.151885,0,0,0,0,0,0
0.153446,0,0,0,0,0,0
0.155007,0,0,0,0,0,0
0.156532,0,0,0,0,0,0
0.158063,0,0,0,0,0,0
0.159629,0,0,0,0,0,0
0.161246,0,0,0,0,0,0
0.162808,0,0,0,0,0,0
0.164244,0,0,0,0,0,0
0.165776,0,0,0,0,0,0
0.167394,0,0,0,0,0,0
0.168957,0,0,0,0,0,0
0.170519,0,0,0,0,0,0
0.172097,0,0,0,0,0,0
0.173661,0,0,0,0,0,0
0.175222,0,0,0,0,0,0
0.176791,0,0,0,0,0,0
0.178411,0,0,0,0,0,0
0.179976,0,0,0,0,0,0
0.181541,0,0,0,0,0,0
0.183115,0,0,0,0,0,0
0.184679,0,0,0,0,0,0
0.186232,0,0,0,0,0,0
0.187666,0,0,0,0,0,0
0.189206,0,0,0,0,0,0
0.190770,0,0,0,0,0,0
0.192208,0,0,0,0,0,0
0.193662,0,0,0,0,0,0
0.195054,0,0,0,0,0,0
0.196646,0,0,0,0,0,0
0.198037,0,0,0,0,0,0
0.199423,0,0,0,0,0,0
0.200812,0,0,0,0,0,0
0.202202,0,0,0,0,0,0
0.203592,0,0,0,0,0,0
0.204993,0,0,0,0,0,0
0.206380,0,0,0,0,0,0
0.207770,0,0,0,0,0,0
0.209206,0,0,0,0,0,0
0.210571,0,0,0,0,0,0
0.211935,0,0,0,0,0,0
0.213299,0,0,0,0,0,0
0.214663,0,0,0,0,0,0
0.216035,0,0,0,0,0,0
0.217400,0,0,0,0,0,0
0.218763,0,0,0,0,0,0
0.220127,0,0,0,0,0,0
0.221491,0,0,0,0,0,0
0.222854,0,0,0,0,0,0
0.224219,0,0,0,0,0,0
0.225618,0,0,0,0,0,0
0.226973,0,0,0,0,0,0
0.228321,0,0,0,0,0,0
0.229673,0,0,0,0,0,0
0.231022,0,0,0,0,0,0
