elapsed_s,HLSQ_L2STC_REQ_INS_HLSQ,HLSQ_L2STC_REQ_INS_HLSQ_HIT,HLSQ_L2STC_REQ_INS_SP,HLSQ_L2STC_REQ_INS_SP_HIT,HLSQ_L2STC_REQ_UCHE,HLSQ_L2STC_LATENCY_CYCLES
0.001317,0,0,0,0,0,0
0.003170,0,0,0,0,0,0
0.004695,0,0,0,0,0,0
0.006178,0,0,0,0,0,0
0.007652,0,0,0,0,0,0
0.009172,0,0,0,0,0,0
0.010748,0,0,0,0,0,0
0.012255,0,0,0,0,0,0
0.013969,0,0,0,0,0,0
0.015646,0,0,0,0,0,0
0.017154,0,0,0,0,0,0
0.018685,0,0,0,0,0,0
0.020164,0,0,0,0,0,0
0.021692,0,0,0,0,0,0
0.023171,0,0,0,0,0,0
0.024616,0,0,0,0,0,0
0.026077,0,0,0,0,0,0
0.027523,0,0,0,0,0,0
0.029022,0,0,0,0,0,0
0.030456,0,0,0,0,0,0
0.031968,0,0,0,0,0,0
0.033635,0,0,0,0,0,0
0.035152,0,0,0,0,0,0
0.036657,0,0,0,0,0,0
0.038159,0,0,0,0,0,0
0.039663,0,0,0,0,0,0
0.041219,0,0,0,0,0,0
0.042731,0,0,0,0,0,0
0.044234,0,0,0,0,0,0
0.045746,0,0,0,0,0,0
0.047173,0,0,0,0,0,0
0.048686,0,0,0,0,0,0
0.050011,0,0,0,0,0,0
0.051339,0,0,0,0,0,0
0.052667,0,0,0,0,0,0
0.054160,0,0,0,0,0,0
0.055487,0,0,0,0,0,0
0.056813,0,0,0,0,0,0
0.058140,0,0,0,0,0,0
0.059468,0,0,0,0,0,0
0.060799,0,0,0,0,0,0
0.062178,0,0,0,0,0,0
0.063531,0,0,0,0,0,0
0.064900,0,0,0,0,0,0
0.066253,0,0,0,0,0,0
0.067610,0,0,0,0,0,0
0.069095,0,0,0,0,0,0
0.070449,0,0,0,0,0,0
0.071801,0,0,0,0,0,0
0.073152,0,0,0,0,0,0
0.074505,0,0,0,0,0,0
0.075875,0,0,0,0,0,0
0.077229,0,32,0,0,112,1136
0.078439,72,0,0,0,0,0
0.079794,0,0,0,0,0,0
0.081149,0,0,0,0,0,0
0.082504,0,0,0,0,0,0
0.083857,0,0,0,0,0,0
0.085210,0,0,0,0,0,0
0.086573,0,0,0,0,0,0
0.087927,0,0,0,0,0,0
0.089327,0,0,0,0,0,0
0.090680,0,0,0,0,0,0
0.092027,0,0,0,0,0,0
0.093379,0,0,0,0,0,0
0.094765,0,0,0,0,0,0
0.096115,0,0,0,0,0,0
0.097527,0,0,0,0,0,0
0.098941,0,0,0,0,0,0
0.100342,0,0,0,0,0,0
0.101742,0,0,0,0,0,0
0.103136,0,0,0,0,0,0
0.104601,0,0,0,0,0,0
0.106028,0,0,0,0,0,0
0.107420,0,0,0,0,0,0
0.108829,0,0,0,0,0,0
0.110274,0,0,0,0,0,0
0.111666,0,0,0,0,0,0
0.113060,0,0,0,0,0,0
0.114458,0,0,0,0,0,0
0.115854,0,0,0,0,0,0
0.117248,0,0,0,0,0,0
0.118772,0,0,0,0,0,0
0.120217,0,0,0,0,0,0
0.121625,0,0,0,0,0,0
0.123022,0,0,0,0,0,0
0.124421,0,0,0,0,0,0
0.125861,0,0,0,0,0,0
0.127258,0,0,0,0,0,0
0.128786,0,0,0,0,0,0
0.130361,0,0,0,0,0,0
0.131920,0,0,0,0,0,0
0.133551,0,0,0,0,0,0
0.135111,0,0,0,0,0,0
0.136673,0,0,0,0,0,0
0.138233,0,0,0,0,0,0
0.139670,0,0,0,0,0,0
0.141092,0,0,0,0,0,0
0.142664,0,0,0,0,0,0
0.144225,0,0,0,0,0,0
0.145665,0,0,0,0,0,0
0.147198,0,0,0,0,0,0
0.148762,0,0,0,0,0,0
0.150324,0,0,0,0,0,0
0.151896,0,0,0,0,0,0
0.153457,0,0,0,0,0,0
0.155015,0,0,0,0,0,0
0.156590,0,0,0,0,0,0
0.158198,0,0,0,0,0,0
0.159760,0,0,0,0,0,0
0.161324,0,0,0,0,0,0
0.162899,0,0,0,0,0,0
0.164465,0,0,0,0,0,0
0.166029,0,0,0,0,0,0
0.167591,0,0,0,0,0,0
0.169156,0,0,0,0,0,0
0.170719,0,0,0,0,0,0
0.172363,0,0,0,0,0,0
0.173953,0,0,0,0,0,0
0.175356,0,0,0,0,0,0
0.176886,0,0,0,0,0,0
0.178450,0,0,0,0,0,0
0.180011,0,0,0,0,0,0
0.181579,0,0,0,0,0,0
0.183140,0,0,0,0,0,0
0.184719,0,0,0,0,0,0
0.186283,0,0,0,0,0,0
0.187845,0,0,0,0,0,0
0.189409,0,0,0,0,0,0
0.190866,0,0,0,0,0,0
0.192255,0,0,0,0,0,0
0.193612,0,0,0,0,0,0
0.194973,0,0,0,0,0,0
0.196322,0,0,0,0,0,0
0.197680,0,0,0,0,0,0
0.199026,0,0,0,0,0,0
0.200373,0,0,0,0,0,0
0.201723,0,0,0,0,0,0
0.203069,0,0,0,0,0,0
0.204416,0,0,0,0,0,0
0.205773,0,0,0,0,0,0
0.207148,0,0,0,0,0,0
0.208517,0,0,0,0,0,0
0.209838,0,0,0,0,0,0
0.211233,0,0,0,0,0,0
0.212584,0,0,0,0,0,0
0.213907,0,0,0,0,0,0
0.215224,0,0,0,0,0,0
0.216600,0,0,0,0,0,0
0.217921,0,0,0,0,0,0
0.219240,0,0,0,0,0,0
0.220606,0,0,0,0,0,0
0.221967,0,0,0,0,0,0
0.223337,0,0,0,0,0,0
0.224755,0,0,0,0,0,0
0.226016,0,0,0,0,0,0
0.227390,0,0,0,0,0,0
0.228758,0,0,0,0,0,0
0.230126,0,0,0,0,0,0
0.231494,0,0,0,0,0,0
0.232918,0,0,0,0,0,0
0.234293,0,0,0,0,0,0
0.235661,0,0,0,0,0,0
0.237086,0,0,0,0,0,0
0.238536,0,0,0,0,0,0
0.239879,0,0,0,0,0,0
0.241260,0,0,0,0,0,0
0.242595,0,0,0,0,0,0
0.243918,0,0,0,0,0,0
0.245243,0,0,0,0,0,0
0.246566,0,0,0,0,0,0
0.247889,0,0,0,0,0,0
0.249238,0,0,0,0,0,0
0.250563,0,0,0,0,0,0
0.251882,0,0,0,0,0,0
0.253203,0,0,0,0,0,0
0.254543,0,0,0,0,0,0
0.255970,0,0,0,0,0,0
0.257534,0,0,0,0,0,0
0.258934,72,32,0,0,112,1149
0.260220,0,0,0,0,0,0
0.261599,0,0,0,0,0,0
0.262994,0,0,0,0,0,0
0.264421,0,0,0,0,0,0
0.265806,0,0,0,0,0,0
