elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_VS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_VS,HLSQ_STPROC_WAVE_CONTEXTS_FS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_FS,HLSQ_STPROC_WAVE_CONTEXTS_BV,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_BV
0.001426,0,0,0,0,0,0
0.004345,0,0,0,0,0,0
0.006214,0,0,0,0,0,0
0.007822,0,0,0,0,0,0
0.009435,0,0,0,0,0,0
0.011011,0,0,0,0,0,0
0.012526,0,0,0,0,0,0
0.014040,0,0,0,0,0,0
0.015552,0,0,0,0,0,0
0.017065,0,0,0,0,0,0
0.018605,0,0,0,0,0,0
0.020179,0,0,0,0,0,0
0.021697,0,0,0,0,0,0
0.023174,0,0,0,0,0,0
0.024644,0,0,0,0,0,0
0.026118,0,0,0,0,0,0
0.027617,0,0,0,0,0,0
0.029187,0,0,0,0,0,0
0.030682,0,0,0,0,0,0
0.032171,0,0,0,0,0,0
0.033661,0,0,0,0,0,0
0.035299,0,0,0,0,0,0
0.036788,0,0,0,0,0,0
0.038404,0,0,0,0,0,0
0.039903,0,0,0,0,0,0
0.041470,0,0,0,0,0,0
0.043023,0,0,0,0,0,0
0.044628,0,0,0,0,0,0
0.046328,0,0,0,0,0,0
0.047933,0,0,0,0,0,0
0.049615,0,0,0,0,0,0
0.051224,0,0,0,0,0,0
0.052708,0,0,0,0,0,0
0.054242,0,0,0,0,0,0
0.055715,0,0,0,0,0,0
0.057196,0,0,0,0,0,0
0.058853,0,0,0,0,0,0
0.060408,0,0,0,0,0,0
0.061967,0,0,0,0,0,0
0.063463,0,0,0,0,0,0
0.064932,0,0,0,0,0,0
0.066326,0,0,0,0,0,0
0.067752,0,0,0,0,0,0
0.069176,0,0,0,0,0,0
0.070598,0,0,0,0,0,0
0.072017,0,0,0,0,0,0
0.073497,0,0,0,0,0,0
0.074995,0,0,0,0,0,0
0.076399,0,0,0,0,0,0
0.077792,0,0,0,0,0,0
0.079227,0,0,0,0,0,0
0.080709,0,0,0,0,0,0
0.082127,0,0,0,0,0,0
0.083598,0,0,0,0,0,0
0.084972,0,0,0,0,0,0
0.086489,0,0,0,0,0,0
0.088029,0,0,0,0,0,0
0.089390,0,0,0,0,0,0
0.090764,0,0,0,0,0,0
0.092167,0,0,0,0,0,0
0.093581,0,0,0,0,0,0
0.094980,0,0,0,0,0,0
0.096378,0,0,0,0,0,0
0.097778,0,0,405,405,0,0
0.099183,0,0,0,0,0,0
0.100588,0,0,0,0,0,0
0.101995,0,0,0,0,0,0
0.103393,0,0,0,0,0,0
0.104800,0,0,0,0,0,0
0.106302,0,0,0,0,0,0
0.108055,0,0,0,0,0,0
0.109991,0,0,0,0,0,0
0.111922,0,0,0,0,0,0
0.114777,0,0,0,0,0,0
0.116180,0,0,0,0,0,0
0.121183,0,0,0,0,0,0
0.122710,0,0,0,0,0,0
0.124104,0,0,0,0,0,0
0.125500,0,0,0,0,0,0
0.126910,0,0,0,0,0,0
0.128300,0,0,0,0,0,0
0.129693,0,0,0,0,0,0
0.131087,0,0,0,0,0,0
0.132476,0,0,0,0,0,0
0.133867,0,0,0,0,0,0
0.135258,0,0,0,0,0,0
0.136929,0,0,0,0,0,0
0.138299,0,0,0,0,0,0
0.139650,0,0,0,0,0,0
0.140999,0,0,0,0,0,0
0.142548,0,0,0,0,0,0
0.143920,0,0,0,0,0,0
0.145277,0,0,0,0,0,0
0.146628,0,0,0,0,0,0
0.147993,0,0,0,0,0,0
0.149346,0,0,0,0,0,0
0.150696,0,0,0,0,0,0
0.152045,0,0,0,0,0,0
0.153396,0,0,0,0,0,0
0.154881,0,0,0,0,0,0
0.156455,0,0,0,0,0,0
0.158018,0,0,0,0,0,0
0.159597,0,0,0,0,0,0
0.161162,0,0,0,0,0,0
0.162725,0,0,0,0,0,0
0.164287,0,0,0,0,0,0
0.165853,0,0,0,0,0,0
0.167417,0,0,0,0,0,0
0.168979,0,0,0,0,0,0
0.170433,0,0,0,0,0,0
0.172011,0,0,0,0,0,0
0.173576,0,0,0,0,0,0
0.175139,0,0,0,0,0,0
0.176701,0,0,0,0,0,0
0.178265,0,0,0,0,0,0
0.179828,0,0,0,0,0,0
0.181408,0,0,0,0,0,0
0.182970,0,0,0,0,0,0
0.184531,0,0,0,0,0,0
0.186094,0,0,0,0,0,0
0.187657,0,0,0,0,0,0
0.189222,0,0,0,0,0,0
0.190787,0,0,0,0,0,0
0.192360,0,0,0,0,0,0
0.193794,0,0,0,0,0,0
0.195324,0,0,0,0,0,0
0.196878,0,0,0,0,0,0
0.198485,0,0,0,0,0,0
0.200037,0,0,0,0,0,0
0.201468,0,0,0,0,0,0
0.203058,0,0,0,0,0,0
0.204622,0,0,0,0,0,0
0.206187,0,0,0,0,0,0
0.207752,0,0,0,0,0,0
0.209319,0,0,0,0,0,0
0.210884,0,0,0,0,0,0
0.212446,0,0,0,0,0,0
0.213924,0,0,0,0,0,0
0.215360,0,0,0,0,0,0
0.216713,0,0,0,0,0,0
0.218064,0,0,0,0,0,0
0.219459,0,0,0,0,0,0
0.220805,0,0,0,0,0,0
0.222197,0,0,0,0,0,0
0.223542,0,0,0,0,0,0
0.224909,0,0,0,0,0,0
0.226285,0,0,0,0,0,0
0.227706,0,0,0,0,0,0
0.229269,0,0,0,0,0,0
0.230666,0,0,0,0,0,0
0.232055,0,0,0,0,0,0
0.233453,0,0,0,0,0,0
0.234897,0,0,0,0,0,0
0.236271,0,0,0,0,0,0
0.237637,0,0,0,0,0,0
0.239002,0,0,0,0,0,0
0.240366,0,0,0,0,0,0
0.241731,0,0,0,0,0,0
0.243137,0,0,0,0,0,0
0.244624,0,0,0,0,0,0
0.245987,0,0,0,0,0,0
0.247361,0,0,0,0,0,0
0.248724,0,0,0,0,0,0
0.250089,0,0,0,0,0,0
0.251441,0,0,0,0,0,0
0.252859,0,0,0,0,0,0
0.254248,0,0,0,0,0,0
0.255621,0,0,0,0,0,0
0.256990,0,0,0,0,0,0
0.258267,0,0,0,0,0,0
0.259636,0,0,0,0,0,0
0.261005,0,0,0,0,0,0
0.262271,0,0,0,0,0,0
0.263639,0,0,0,0,0,0
0.265062,0,0,0,0,0,0
0.266486,0,0,0,0,0,0
0.267904,0,0,0,0,0,0
0.269347,0,0,0,0,0,0
0.271984,0,0,0,0,0,0
0.273380,0,0,0,0,0,0
0.274780,0,0,0,0,0,0
0.276249,0,0,0,0,0,0
0.281164,0,0,0,0,0,0
0.282579,0,0,0,0,0,0
0.284023,0,0,0,0,0,0
0.285500,0,0,0,0,0,0
0.286897,0,0,405,405,0,0
0.288115,0,0,0,0,0,0
0.289473,0,0,0,0,0,0
0.290825,0,0,0,0,0,0
0.292171,0,0,0,0,0,0
0.293596,0,0,0,0,0,0
0.294994,0,0,0,0,0,0
0.296388,0,0,0,0,0,0
0.297783,0,0,0,0,0,0
0.299216,0,0,0,0,0,0
0.300607,0,0,0,0,0,0
0.301998,0,0,0,0,0,0
0.303386,0,0,0,0,0,0
0.304782,0,0,0,0,0,0
0.306296,0,0,0,0,0,0
0.307684,0,0,0,0,0,0
0.309073,0,0,0,0,0,0
0.310450,0,0,0,0,0,0
0.311849,0,0,0,0,0,0
0.313248,0,0,0,0,0,0
0.314689,0,0,0,0,0,0
0.316089,0,0,0,0,0,0
0.317522,0,0,0,0,0,0
0.318912,0,0,0,0,0,0
0.320429,0,0,0,0,0,0
0.321856,0,0,0,0,0,0
0.323381,0,0,0,0,0,0
0.324942,0,0,0,0,0,0
0.326379,0,0,0,0,0,0
0.327817,0,0,0,0,0,0
0.329218,0,0,0,0,0,0
0.330661,0,0,0,0,0,0
0.332059,0,0,0,0,0,0
0.333457,0,0,0,0,0,0
0.334853,0,0,0,0,0,0
0.336379,0,0,0,0,0,0
0.337963,0,0,0,0,0,0
0.339526,0,0,0,0,0,0
0.341155,0,0,0,0,0,0
0.342672,0,0,0,0,0,0
0.344233,0,0,0,0,0,0
0.345797,0,0,0,0,0,0
0.347404,0,0,0,0,0,0
0.348979,0,0,0,0,0,0
0.350546,0,0,0,0,0,0
0.352106,0,0,0,0,0,0
0.353668,0,0,0,0,0,0
0.355229,0,0,0,0,0,0
0.356914,0,0,0,0,0,0
0.358360,0,0,0,0,0,0
0.359901,0,0,0,0,0,0
0.361467,0,0,0,0,0,0
0.363073,0,0,0,0,0,0
0.364635,0,0,0,0,0,0
0.366198,0,0,0,0,0,0
0.367762,0,0,0,0,0,0
0.369327,0,0,0,0,0,0
