elapsed_s,HLSQ_BV_SP_CTX_ALIVE_CYCLE,HLSQ_STPROC_WAVE_NUM_FS,HLSQ_STPROC_WAVE_NUM_VS,HLSQ_STPROC_WAVE_NUM_BV,HLSQ_STPROC_WAVE_NUM_LPAC,HLSQ_VS_SP_CCTX_NUM
0.001118,0,0,0,0,0,0
0.003031,0,0,0,0,0,0
0.004533,0,0,0,0,0,0
0.006012,0,0,0,0,0,0
0.007540,0,0,0,0,0,0
0.009045,0,0,0,0,0,0
0.010524,0,0,0,0,0,0
0.011998,0,0,0,0,0,0
0.013549,0,0,0,0,0,0
0.015367,0,0,0,0,0,0
0.016841,0,0,0,0,0,0
0.018338,0,0,0,0,0,0
0.019868,0,0,0,0,0,0
0.021334,0,0,0,0,0,0
0.022779,0,0,0,0,0,0
0.024294,0,0,0,0,0,0
0.025736,0,0,0,0,0,0
0.027178,0,0,0,0,0,0
0.028789,0,0,0,0,0,0
0.030358,0,0,0,0,0,0
0.031912,0,0,0,0,0,0
0.033417,0,0,0,0,0,0
0.034921,0,0,0,0,0,0
0.036562,0,0,0,0,0,0
0.038117,0,0,0,0,0,0
0.039623,0,0,0,0,0,0
0.041137,0,0,0,0,0,0
0.042647,0,0,0,0,0,0
0.044190,0,0,0,0,0,0
0.045694,0,0,0,0,0,0
0.047249,0,0,0,0,0,0
0.048627,0,0,0,0,0,0
0.049981,0,0,0,0,0,0
0.051353,0,0,0,0,0,0
0.052707,0,0,0,0,0,0
0.054058,0,0,0,0,0,0
0.055413,0,0,0,0,0,0
0.056770,0,0,0,0,0,0
0.058127,0,0,0,0,0,0
0.059489,0,0,0,0,0,0
0.060894,0,0,0,0,0,0
0.062262,0,0,0,0,0,0
0.063617,0,0,0,0,0,0
0.064972,0,0,0,0,0,0
0.066324,0,0,0,0,0,0
0.067682,0,0,0,0,0,0
0.069036,0,0,0,0,0,0
0.070387,0,0,0,0,0,0
0.071740,0,0,0,0,0,0
0.073117,0,0,0,0,0,0
0.074471,0,0,0,0,0,0
0.075829,0,0,0,0,0,0
0.077039,0,0,0,0,0,0
0.078395,0,0,0,0,0,0
0.079797,0,0,0,0,0,0
0.081151,0,0,0,0,0,0
0.082505,0,0,0,0,0,0
0.083877,0,0,0,0,0,0
0.085231,0,0,0,0,0,0
0.086585,0,0,0,0,0,0
0.087931,0,0,0,0,0,0
0.089280,0,0,0,0,0,0
0.090628,0,0,0,0,0,0
0.091976,0,0,0,0,0,0
0.093371,0,0,0,0,0,0
0.094729,0,0,0,0,0,0
0.096076,0,0,0,0,0,0
0.097421,0,0,0,0,0,0
0.098765,0,0,0,0,0,0
0.100112,0,0,0,0,0,0
0.101460,0,0,0,0,0,0
0.102808,0,0,0,0,0,0
0.104207,0,0,0,0,0,0
0.105568,0,0,0,0,0,0
0.106916,0,0,0,0,0,0
0.108267,0,0,0,0,0,0
0.109631,0,0,0,0,0,0
0.111048,0,0,0,0,0,0
0.112490,0,0,0,0,0,0
0.113887,0,0,0,0,0,0
0.115349,0,0,0,0,0,0
0.116816,0,0,0,0,0,0
0.118211,0,0,0,0,0,0
0.119604,0,0,0,0,0,0
0.121000,0,0,0,0,0,0
0.122396,0,0,0,0,0,0
0.123792,0,0,0,0,0,0
0.125227,0,0,0,0,0,0
0.126750,0,0,0,0,0,0
0.128261,0,0,0,0,0,0
0.129792,0,0,0,0,0,0
0.131356,0,0,0,0,0,0
0.132918,0,0,0,0,0,0
0.134478,0,0,0,0,0,0
0.136041,0,0,0,0,0,0
0.137603,0,0,0,0,0,0
0.139177,0,0,0,0,0,0
0.140782,0,0,0,0,0,0
0.142343,0,0,0,0,0,0
0.143906,0,0,0,0,0,0
0.145467,0,0,0,0,0,0
0.147027,0,0,0,0,0,0
0.148592,0,0,0,0,0,0
0.150164,0,0,0,0,0,0
0.151727,0,0,0,0,0,0
0.153297,0,0,0,0,0,0
0.154886,0,0,0,0,0,0
0.156374,0,0,0,0,0,0
0.157936,0,0,0,0,0,0
0.159367,0,0,0,0,0,0
0.160912,0,0,0,0,0,0
0.162474,0,0,0,0,0,0
0.164035,0,0,0,0,0,0
0.165598,0,0,0,0,0,0
0.167163,0,0,0,0,0,0
0.168726,0,0,0,0,0,0
0.170286,0,0,0,0,0,0
0.171863,0,0,0,0,0,0
0.173469,0,0,0,0,0,0
0.175030,0,0,0,0,0,0
0.176598,0,0,0,0,0,0
0.178159,0,0,0,0,0,0
0.179723,0,0,0,0,0,0
0.181286,0,0,0,0,0,0
0.182860,0,0,0,0,0,0
0.184425,0,0,0,0,0,0
0.185985,0,0,0,0,0,0
0.187551,0,0,0,0,0,0
0.189131,0,0,0,0,0,0
0.190567,0,0,0,0,0,0
0.191968,0,0,0,0,0,0
0.193372,0,0,0,0,0,0
0.194762,0,0,0,0,0,0
0.196153,0,0,0,0,0,0
0.197543,0,0,0,0,0,0
0.198932,0,0,0,0,0,0
0.200299,0,0,0,0,0,0
0.201685,0,0,0,0,0,0
0.203075,0,0,0,0,0,0
0.204518,0,0,0,0,0,0
0.205945,0,0,0,0,0,0
0.207308,0,0,0,0,0,0
0.208672,0,0,0,0,0,0
0.210036,0,0,0,0,0,0
0.211400,0,0,0,0,0,0
0.212764,0,0,0,0,0,0
0.214128,0,0,0,0,0,0
0.215499,0,0,0,0,0,0
0.216862,0,0,0,0,0,0
0.218224,0,0,0,0,0,0
0.219587,0,0,0,0,0,0
0.220987,0,0,0,0,0,0
0.222409,0,0,0,0,0,0
0.223827,0,0,0,0,0,0
0.225136,0,0,0,0,0,0
0.226561,0,0,0,0,0,0
0.227979,0,0,0,0,0,0
0.229398,0,0,0,0,0,0
0.230817,0,0,0,0,0,0
0.232128,0,0,0,0,0,0
0.233545,0,0,0,0,0,0
0.234962,0,0,0,0,0,0
0.236345,0,0,0,0,0,0
0.237809,0,0,0,0,0,0
0.239215,0,0,0,0,0,0
0.240631,0,0,0,0,0,0
0.242031,0,0,0,0,0,0
0.243570,0,0,0,0,0,0
0.244966,0,0,0,0,0,0
0.246356,0,0,0,0,0,0
0.247784,0,0,0,0,0,0
0.249302,0,0,0,0,0,0
0.250697,0,0,0,0,0,0
0.254046,0,0,0,0,0,0
0.255445,0,0,0,0,0,0
0.256839,0,0,0,0,0,0
0.258234,0,0,0,0,0,0
0.259510,0,0,0,0,0,0
0.260909,0,0,0,0,0,0
0.262304,0,0,0,0,0,0
0.263700,0,0,0,0,0,0
0.265095,0,0,0,0,0,0
0.266491,0,0,0,0,0,0
0.270151,0,0,0,0,0,0
0.271724,0,0,0,0,0,0
0.273115,0,0,0,0,0,0
0.274506,0,0,0,0,0,0
0.275897,0,0,0,0,0,0
0.277288,0,0,0,0,0,0
0.278678,0,0,0,0,0,0
0.283189,0,0,0,0,0,0
0.284750,0,0,0,0,0,0
0.286123,0,0,0,0,0,0
0.287478,0,0,0,0,0,0
0.288899,0,0,0,0,0,0
0.290289,0,0,0,0,0,0
0.291721,0,0,0,0,0,0
0.293112,0,0,0,0,0,0
0.294501,0,0,0,0,0,0
0.295912,0,0,0,0,0,0
0.297307,0,0,0,0,0,0
0.298702,0,0,0,0,0,0
0.300098,0,0,0,0,0,0
0.301532,0,0,0,0,0,0
0.302927,0,0,0,0,0,0
0.304324,0,0,0,0,0,0
0.305717,0,0,0,0,0,0
0.307128,0,0,0,0,0,0
0.308524,0,0,0,0,0,0
0.309918,0,0,0,0,0,0
0.311314,0,0,0,0,0,0
0.312709,0,0,0,0,0,0
0.314102,0,0,0,0,0,0
0.315498,0,0,0,0,0,0
0.317065,0,0,0,0,0,0
0.318638,0,0,0,0,0,0
0.320200,0,0,0,0,0,0
0.321762,0,0,0,0,0,0
0.323686,0,0,0,0,0,0
0.325252,0,0,0,0,0,0
0.326811,0,0,0,0,0,0
0.328344,0,0,0,0,0,0
0.329883,0,0,0,0,0,0
0.331447,0,0,0,0,0,0
0.333053,0,0,0,0,0,0
0.334614,0,0,0,0,0,0
0.336176,0,0,0,0,0,0
0.337738,0,0,0,0,0,0
0.339301,0,0,0,0,0,0
0.340877,0,0,0,0,0,0
0.342437,0,0,0,0,0,0
0.343998,0,0,0,0,0,0
0.345558,0,0,0,0,0,0
0.347186,0,0,0,0,0,0
0.348853,0,0,0,0,0,0
0.350412,0,0,0,0,0,0
0.351986,0,0,0,0,0,0
0.353545,0,0,0,0,0,0
0.354982,0,0,0,0,0,0
0.356523,0,0,0,0,0,0
0.358082,0,0,0,0,0,0
0.359643,0,0,0,0,0,0
0.361204,0,0,0,0,0,0
0.362774,0,0,0,0,0,0
0.364397,0,0,0,0,0,0
0.366000,0,0,0,0,0,0
0.367562,0,0,0,0,0,0
0.369123,0,0,0,0,0,0
0.371344,0,0,0,0,0,0
