elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001089,0,0,0,0,0,0,0,0,0,0,113797,113027,0,0
0.003129,0,0,0,0,0,0,0,0,0,0,101146,100959,0,0
0.004844,0,0,0,0,0,0,0,0,0,0,102881,102744,0,0
0.006533,0,0,0,0,0,0,0,0,0,0,105593,105831,0,0
0.008298,0,0,0,0,0,0,0,0,0,0,108193,107689,0,0
0.010067,0,0,0,0,0,0,0,0,0,0,105214,104802,0,0
0.011820,0,0,0,0,0,0,0,0,0,0,117770,117632,0,0
0.013484,0,0,0,0,0,0,0,0,0,0,103781,103712,0,0
0.015198,0,0,0,0,0,0,0,0,0,0,94020,92785,0,0
0.016701,0,0,0,0,0,0,0,0,0,0,87945,87803,0,0
0.018236,0,0,0,0,0,0,0,0,0,0,93112,92993,0,0
0.019845,0,0,0,0,0,0,0,0,0,0,87529,87391,0,0
0.021358,0,0,0,0,0,0,0,0,0,0,87623,87486,0,0
0.022876,0,0,0,0,0,0,0,0,0,0,71664,71528,0,0
0.024329,0,0,0,0,0,0,0,0,0,0,73023,72878,0,0
0.025841,0,0,0,0,0,0,0,0,0,0,85273,85116,0,0
0.027395,0,0,0,0,0,0,0,0,0,0,88720,88588,0,0
0.028936,0,0,0,0,0,0,0,0,0,0,86200,86060,0,0
0.030443,0,0,0,0,0,0,0,0,0,0,87991,87309,0,0
0.031937,0,0,0,0,0,0,0,0,0,0,76442,76304,0,0
0.033365,0,0,0,0,0,0,0,0,0,0,76551,76416,0,0
