elapsed_s,CP_MEMORY_POOL_BELOW_THRESH,CP_AHB_WR_STALL_PRE_DRAWS,CP_AHB_STALL_SQE_GMU,CP_AHB_STALL_SQE_WR_OTHER,CP_AHB_STALL_SQE_RD_OTHER,CP_CLUSTER_FE_U_EMPTY,CP_CLUSTER_FE_S_EMPTY,CP_CLUSTER_SP_VS_EMPTY,CP_CLUSTER_VPC_US_EMPTY,CP_CLUSTER_VPC_VS_EMPTY,CP_CLUSTER_GRAS_EMPTY,CP_CLUSTER_SP_PS_EMPTY,CP_CLUSTER_VPC_PS_EMPTY,CP_CLUSTER_PS_EMPTY
0.001155,0,0,0,0,0,143126,140934,138949,116066,118124,118022,117862,117744,117643
0.003030,0,0,0,0,0,96493,96149,96149,95755,93387,93395,93403,93794,94102
0.004673,0,0,0,0,0,94233,94224,94215,94222,94221,94212,94202,93826,93517
0.006280,0,0,0,0,0,93947,93954,93969,94352,96684,96675,96682,96665,96663
0.007940,0,0,0,0,0,94829,94828,94827,94627,92293,92408,92407,92405,92422
0.009530,0,0,0,0,0,106373,109256,110230,110045,109877,110251,110084,109925,109748
0.011372,0,0,0,0,0,108267,105225,104090,103922,103921,103279,103286,103285,103300
0.013012,0,0,0,0,0,102198,102521,102504,102495,102494,102884,102933,103332,103715
0.014671,0,0,0,0,0,100405,99047,98023,96998,95973,94553,93470,92046,90617
0.016182,0,0,0,0,0,93261,94293,95323,97221,99177,100203,101226,102248,103275
0.017826,0,0,0,0,0,123096,124278,124711,124260,123999,123018,122049,121076,120106
0.019566,0,0,0,0,0,96301,94114,92822,91543,89875,89857,89826,89803,89773
0.021085,0,0,0,0,0,87711,87710,87564,87422,87418,87412,87411,87410,87413
0.022607,0,0,0,0,0,87283,87282,87281,87280,87287,87286,87280,87275,87271
0.024123,0,0,0,0,0,88090,88246,88450,88458,88452,88447,88502,88855,89067
0.025663,0,0,0,0,0,88788,88605,88365,88321,88291,88264,88186,87806,87565
0.027216,0,0,0,0,0,86070,86060,86068,86071,86069,86069,86076,86075,86075
0.028718,0,0,0,0,0,85749,85753,86046,86975,86979,87045,87301,87594,87592
0.030237,0,0,0,0,0,88025,88023,87720,86784,86783,86719,86449,86162,86170
0.031741,0,0,0,0,0,85511,85510,85517,85521,85515,85510,85517,85503,85494
0.033240,0,0,0,0,0,85174,85173,85168,85167,85166,85165,85378,86149,86276
0.034772,0,0,0,0,0,76284,76011,75738,75460,75183,74901,74405,73355,72943
0.036315,0,0,0,0,0,75842,75831,75840,75835,75828,75820,75821,75819,75823
0.037831,0,0,0,0,0,85063,85187,85268,85265,85264,85265,85256,85253,85295
0.039430,0,0,0,0,0,72706,72581,72482,72483,72483,72490,72483,72481,72428
0.041179,0,0,0,0,0,84114,84121,84140,84168,84205,84221,84280,84301,84331
0.042721,0,0,0,0,0,85602,85584,85537,85501,85438,85417,85392,85405,85499
0.044312,0,0,0,0,0,74064,74140,74157,74192,74603,74656,74620,74593,74498
0.045801,0,0,0,0,0,72900,72848,72849,72828,72439,72457,88877,92089,92197
0.047457,0,0,0,0,0,94338,94324,94353,94342,94366,94302,77888,74646,74479
0.048930,0,0,0,0,0,76232,76206,76149,76120,76067,76032,75999,75990,75987
0.050515,0,0,0,0,0,80658,80665,80670,80691,80691,80693,80693,80698,80718
0.052127,0,0,0,0,0,74449,74440,74437,74419,74417,74411,74412,74407,74389
0.053617,0,0,0,0,0,73322,73321,73323,73324,73388,73387,73390,73408,73405
0.055090,0,0,0,0,0,73396,73394,73389,73387,73320,73325,73324,73304,73312
0.056579,0,0,0,0,0,76914,76973,77016,77028,77065,77086,77132,77158,77148
0.058129,0,0,0,0,0,95443,95532,95678,95971,95941,96099,96177,96158,96237
0.059835,0,0,0,0,0,84136,84017,83857,83544,83581,83403,83268,83314,83247
0.061436,0,0,0,0,0,74973,74968,74945,74969,74931,74924,74946,74914,74912
0.064994,0,0,0,0,0,71637,71621,71606,71578,71584,71573,71549,71534,71514
0.066799,0,0,0,0,0,83681,84239,84813,85417,85977,86553,87125,87683,88260
0.068422,0,0,0,0,0,80855,81033,81036,81700,81759,81758,81758,81757,81755
0.069961,0,0,0,0,0,82243,82088,82087,81391,81330,81354,81378,81382,81381
0.071495,0,0,0,0,0,115134,115227,115973,116352,116739,117106,117476,117905,118800
0.073518,0,0,885,0,0,160507,161147,159089,158576,159629,159231,156825,158427,155101
0.075027,0,0,0,0,0,83425,83436,83491,83502,83518,83709,84016,84944,85007
0.076613,0,0,0,0,0,86006,85997,85961,85987,85977,85810,85488,84579,84501
0.078415,0,0,0,0,0,94643,94663,94680,94687,94737,94753,94787,94803,94832
0.080086,0,0,0,0,0,88417,88509,88474,88422,88358,88318,88269,88230,88173
0.081727,0,0,0,0,0,78242,78011,77912,77808,77704,77597,77490,77399,77317
0.083362,0,0,0,0,0,73361,72822,72243,71792,71354,70787,70219,69644,69059
0.084854,0,0,0,0,0,68511,68575,68705,68581,68447,68442,68436,68433,68419
0.086319,0,0,0,0,0,69138,69037,68898,68926,68924,68944,68948,68940,68946
0.087787,0,0,0,0,0,70234,70879,70879,70865,70885,70873,70882,70882,70883
0.089262,0,0,0,0,0,69710,69189,69317,69419,69529,69633,69745,69876,69975
0.090963,0,0,0,0,0,128123,205301,125470,124274,220719,225857,112372,236111,97036
0.092521,0,0,0,0,0,484865,1775655,490795,496174,1775633,1775664,122769,1775631,642
0.093933,0,0,0,0,0,577050,625278,581023,581052,626067,626507,585690,626830,594183
0.095505,0,0,0,0,0,540692,540632,540354,540236,539980,539523,539407,539301,539061
0.097086,0,0,0,0,0,561600,561704,562190,562287,562409,562670,562695,562788,562859
0.098654,0,0,0,0,0,518383,518629,518406,518412,518367,518290,518686,518737,518754
0.100184,0,0,0,0,0,533116,532851,532585,532850,532787,532749,532467,532451,532554
0.101749,0,0,0,0,0,552288,552346,552417,552250,552469,552423,552276,679301,679923
0.103514,0,0,0,0,0,646790,646773,646932,646875,646540,646815,646934,519896,519404
0.105018,0,0,0,0,0,582465,582552,582830,582885,583252,583091,583276,583187,583021
0.106683,0,0,0,0,0,1080211,1080447,1137618,1137690,1137749,1137760,1137836,1137895,1138142
0.108857,0,0,0,0,0,571127,570878,513530,513516,513377,513144,512908,512760,512573
0.110406,0,0,0,0,0,546040,545857,545531,545283,544974,544990,544856,544837,544572
0.111975,0,0,0,0,0,510024,509996,509951,509951,509950,509932,509932,509948,510062
0.113526,0,0,0,0,0,499419,499418,499900,500322,500355,500353,500336,500335,502804
0.115199,0,0,0,0,0,761961,761969,761535,765201,768604,765063,765077,765076,762461
0.118339,0,0,0,0,0,514907,515101,515084,515099,514614,515406,519703,516221,516238
0.119865,0,0,0,0,0,614282,614088,614088,609991,607086,609832,605500,608981,613074
0.121532,0,0,0,0,0,522021,521991,521988,521960,521943,521943,521975,521955,517975
0.123141,0,0,0,0,0,557291,557307,557301,557343,557326,557313,557294,557312,557189
0.124709,0,0,0,0,0,501140,501167,501215,501198,501241,501252,501270,501382,501387
0.126154,0,0,0,0,0,516695,516651,516606,516603,516673,516671,520781,517274,517302
0.127669,0,0,0,0,0,654071,654113,654095,654189,654117,654127,650014,653395,653403
0.129249,0,0,0,0,0,532455,532427,532428,532306,532243,532380,532397,532405,532377
0.130764,0,0,0,0,0,503567,503549,503535,503545,503561,503413,503393,503411,503409
0.132288,0,0,0,0,0,500298,500297,500324,500312,500323,500337,500353,500317,500273
0.133778,0,0,0,0,0,715479,715955,716037,716158,716144,716127,716094,720190,716785
0.135903,0,0,0,0,0,508258,505252,505194,505132,505177,505219,505261,501214,504689
0.137490,0,0,0,0,0,577118,579634,579591,579529,579467,579406,579395,579342,579270
0.139071,0,0,0,0,0,532777,532787,532786,532803,532819,532861,532861,532993,533007
0.140589,0,0,0,0,0,594746,594773,594787,594751,594750,594740,594704,594588,594604
0.142163,0,0,0,0,0,515973,515972,515999,516868,516882,516875,516923,516890,516916
0.143707,0,0,0,0,0,504790,504767,504722,503868,503852,503852,503818,503840,503789
