elapsed_s,RBBM_S_RAS_BUSY
0.001096,0
0.002565,0
0.003959,0
0.005351,0
0.006740,0
0.008129,0
0.009515,0
0.010979,0
0.012347,0
0.013713,0
0.015078,0
0.016463,0
0.017819,0
0.019319,0
0.020649,0
0.021991,0
0.023322,0
0.024639,0
0.025955,0
0.027421,0
0.028694,0
0.029961,0
0.031293,0
0.032590,0
0.033833,0
0.035198,0
0.036550,0
0.037794,0
0.039134,0
0.040563,0
0.041969,0
0.043830,0
0.045235,0
0.046626,0
0.047996,0
0.049360,0
0.052322,0
0.053907,0
0.055299,0
0.056685,0
0.058056,0
0.059455,0
0.060793,0
0.062121,0
0.063459,0
0.064780,0
0.066196,0
0.067703,0
0.069077,0
0.070446,0
0.071813,0
0.073179,0
0.074587,0
0.075810,0
0.077040,0
0.078310,0
0.079533,0
0.080755,0
0.081977,0
0.083257,0
0.084483,0
0.085706,0
0.086931,0
0.088158,0
0.089384,0
0.090650,0
0.091876,0
0.093102,0
0.094330,0
0.095555,0
0.096780,0
0.098005,0
0.099233,0
0.100589,0
0.101975,0
0.103240,0
0.104476,0
0.105707,0
0.106977,0
0.108204,0
0.109430,0
0.110660,0
0.111885,0
0.113210,0
0.114623,0
0.115994,0
0.117392,0
0.118759,0
0.120127,0
0.121495,0
0.122914,0
0.124295,0
0.125664,0
0.127033,0
0.128403,0
0.129771,0
0.131544,0
0.132907,0
0.134300,0
0.135804,0
0.137168,0
0.138592,0
0.139958,0
0.141331,0
0.142695,0
0.144059,0
0.145422,0
0.146793,0
0.148155,0
0.149518,0
0.150883,0
0.152248,0
0.153611,0
0.155009,0
0.156372,0
0.157869,0
0.159349,0
0.160852,0
0.162386,0
0.163963,0
0.165372,0
0.166750,0
0.168133,0
0.169631,0
0.171205,0
0.172737,0
0.174361,0
0.176087,0
0.177541,0
0.178977,0
0.180348,0
0.181712,0
0.183078,0
0.184444,0
0.185806,0
0.187420,0
0.188943,0
0.190455,0
0.191849,0
0.193339,0
0.194781,0
0.196277,0
0.197799,0
0.199341,0
0.200853,0
0.202386,0
0.203964,0
0.205494,0
0.207026,0
0.208558,0
0.210166,0
0.211817,0
0.213348,0
0.214882,0
0.216412,0
0.217942,0
0.219480,0
0.221010,0
0.222558,0
0.224039,0
0.225413,0
0.226821,0
0.228313,0
0.229836,0
0.231330,0
0.232842,0
0.234375,0
0.235950,0
0.237480,0
0.239011,0
0.240541,0
0.242071,0
0.243528,0
0.244903,0
0.246403,0
0.247933,0
0.249462,0
0.251037,0
0.252568,0
0.254114,0
0.255644,0
0.257174,0
0.258749,0
0.260280,0
0.261809,0
0.263345,0
0.264889,0
0.266422,0
0.267996,0
0.269494,0
0.271029,0
0.272552,0
0.274181,0
0.275714,0
0.277158,0
0.278662,0
0.280196,0
0.281728,0
0.283261,0
0.284796,0
0.286345,0
0.287879,0
0.289411,0
0.290988,0
0.292522,0
0.294053,0
0.295451,0
0.296836,0
0.298338,0
0.299915,0
0.301446,0
0.302977,0
0.304634,0
0.306059,0
0.307481,0
0.308981,0
0.310514,0
0.312045,0
0.313575,0
0.315151,0
0.316683,0
0.318230,0
0.319762,0
0.321293,0
0.322869,0
0.324402,0
0.325932,0
0.327468,0
0.329012,0
0.330589,0
0.332121,0
0.333651,0
0.335182,0
0.336711,0
0.338244,0
0.339833,0
0.341362,0
0.342895,0
0.344426,0
0.345954,0
0.347491,0
0.349022,0
0.350566,0
0.352096,0
0.353627,0
0.355203,0
0.356736,0
0.358269,0
0.359801,0
0.361345,0
0.362923,0
0.364455,0
0.365986,0
0.367901,0
0.369372,0
0.370864,0
0.372316,0
0.373755,0
0.375225,0
0.378350,0
0.379814,0
0.381153,0
0.382503,0
0.383829,0
0.385150,0
0.386490,0
0.387869,0
0.389367,0
0.390779,0
0.392165,0
0.393551,0
0.394967,0
0.396340,0
0.397710,0
0.399082,0
0.400565,0
0.402165,0
0.403817,0
0.405349,0
0.406885,0
0.408420,0
0.409953,0
0.411494,0
0.413026,0
0.414576,0
0.416109,0
0.417642,0
0.419218,0
0.420753,0
0.422289,0
0.423823,0
0.425369,0
0.426948,0
0.428483,0
0.430013,0
0.431551,0
0.433081,0
0.434660,0
0.436207,0
0.437739,0
0.439145,0
0.440647,0
0.442181,0
0.443758,0
0.445287,0
0.446835,0
0.448367,0
0.449898,0
0.451436,0
0.452967,0
0.454501,0
0.456034,0
0.457578,0
0.459153,0
0.460688,0
0.462222,0
0.463755,0
0.465287,0
0.466864,0
0.468411,0
0.469943,0
0.471480,0
0.473012,0
0.474590,0
0.476123,0
0.477654,0
0.479200,0
0.480733,0
0.482267,0
0.483842,0
0.485374,0
0.486908,0
0.488440,0
0.489986,0
0.491525,0
0.493056,0
0.494590,0
0.496123,0
0.497655,0
0.499231,0
0.500778,0
0.502312,0
0.503843,0
0.505360,0
0.506919,0
0.508451,0
0.509982,0
0.511531,0
0.513062,0
0.514639,0
0.516172,0
0.517702,0
0.519234,0
0.520766,0
0.522313,0
0.523889,0
0.525420,0
0.526951,0
0.528483,0
0.530013,0
0.531761,0
0.533316,0
0.534849,0
0.536382,0
0.537911,0
0.539470,0
0.541001,0
0.542535,0
0.544081,0
0.545612,0
0.547189,0
0.548721,0
0.550267,0
0.551738,0
0.553242,0
0.554701,0
0.556205,0
0.557737,0
0.559267,0
0.560799,0
0.562333,0
0.563913,0
0.565458,0
0.566990,0
0.568522,0
0.570052,0
0.571460,0
0.572835,0
0.574691,0
0.576126,0
0.577499,0
0.578910,0
0.580412,0
0.581945,0
0.583484,0
0.585017,0
0.586611,0
0.588145,0
0.589678,0
0.591212,0
0.592747,0
0.594282,0
0.595861,0
0.597407,0
0.598943,0
0.600477,0
0.602010,0
0.603552,0
