elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001101,0,0,104,0
0.002565,0,0,104,0
0.004123,0,0,104,0
0.005547,0,0,104,0
0.007034,0,0,104,0
0.008426,0,0,104,0
0.009828,0,0,104,0
0.011221,0,0,104,0
0.012613,0,0,104,0
0.014128,0,0,104,0
0.015542,0,0,104,0
0.016834,0,0,104,0
0.018123,0,0,104,0
0.019461,0,0,104,0
0.020763,0,0,104,0
0.022110,0,0,104,0
0.023465,0,0,104,0
0.024728,0,0,104,0
0.025984,0,0,104,0
0.027261,0,0,104,0
0.028602,0,0,104,0
0.029940,0,0,104,0
0.031371,0,0,104,0
0.032821,0,0,104,0
0.034248,0,0,104,0
0.035971,0,0,104,0
0.037594,0,0,104,0
0.039092,0,0,104,0
0.040475,0,0,104,0
0.041986,0,0,104,0
0.043385,0,0,104,0
0.044810,0,0,104,0
0.046206,0,0,104,0
0.047637,0,0,104,0
0.049032,0,0,104,0
0.050425,0,0,104,0
0.051854,109,1897,1913,0
0.053240,0,0,104,0
0.054644,0,0,104,0
0.056141,0,0,104,0
0.057521,0,0,104,0
0.058905,0,0,104,0
0.060287,0,0,104,0
0.061667,0,0,104,0
0.063099,373,825639,810397,0
0.064338,264,987221,1010169,0
0.065577,264,968943,1011952,0
0.066815,292,977503,990816,0
0.068052,264,990595,983131,0
0.069291,269,966622,1010185,0
0.070530,264,1002077,1051728,0
0.071808,292,985992,977832,0
0.073046,269,969779,1003142,0
0.074286,264,966200,1012188,0
0.075529,264,970179,1017957,0
0.076772,292,981752,978659,0
0.078016,269,989756,1011257,0
0.079301,264,998872,1056534,0
0.080544,292,979809,980541,0
0.081787,269,958376,1016735,0
0.083031,264,972641,1020192,0
0.084273,292,977232,988164,0
0.085514,363,1302881,1334599,0
0.087215,269,994415,1055125,0
0.088457,264,959968,1008300,0
0.089697,292,986752,977045,0
0.090941,269,969430,1018242,0
0.092182,264,969387,1014585,0
0.093423,292,975762,998259,0
0.094666,269,972888,991672,0
0.095941,264,989848,1052281,0
0.097183,292,977831,987796,0
0.098424,269,1019163,1055430,0
