elapsed_s,HLSQ_BV_SP_CCTX_ACTIVE_CNT,HLSQ_VS_SP_SCTX_ACTIVE_CNT,HLSQ_FS_SP_SCTX_ACTIVE_CNT,HLSQ_BV_SP_SCTX_ACTIVE_CNT,HLSQ_VS_SP_CTX_ALIVE_CYCLE,HLSQ_FS_SP_CTX_ALIVE_CYCLE
0.001095,0,0,0,0,0,0
0.002563,0,0,0,0,0,0
0.004000,0,0,0,0,0,0
0.005484,0,0,0,0,0,0
0.006918,0,0,0,0,0,0
0.008376,0,0,0,0,0,0
0.010056,0,0,0,0,0,0
0.011467,0,0,0,0,0,0
0.012968,0,0,0,0,0,0
0.014362,0,0,0,0,0,0
0.015754,0,0,0,0,0,0
0.017253,0,0,0,0,0,0
0.018750,0,0,0,0,0,0
0.020288,0,0,0,0,0,0
0.021700,0,0,0,0,0,0
0.023200,0,0,0,0,0,0
0.024612,0,0,0,0,0,0
0.026025,0,0,0,0,0,0
0.027435,0,0,0,0,0,0
0.028845,0,0,0,0,0,0
0.030262,0,0,0,0,0,0
0.031672,0,0,0,0,0,0
0.033150,0,0,0,0,0,0
0.034561,0,0,0,0,0,0
0.036010,0,0,0,0,0,0
0.037451,0,0,0,0,0,0
0.038805,0,0,0,0,0,0
0.040160,0,0,0,0,0,0
0.041522,0,0,0,0,0,0
0.042987,0,0,0,0,0,0
0.044340,0,0,0,0,0,0
0.045695,0,0,0,0,0,0
0.047049,0,0,0,0,0,0
0.048400,0,0,0,0,0,0
0.049713,0,0,0,0,0,0
0.051028,0,0,0,0,0,0
0.052346,0,0,0,0,0,0
0.053658,0,0,0,0,0,0
0.055079,0,0,0,0,0,0
0.056411,0,0,0,0,0,0
0.057936,0,0,0,0,0,0
0.059369,0,0,0,0,0,0
0.061036,0,0,0,0,0,0
0.062428,0,0,0,0,0,0
0.063881,0,0,0,0,0,0
0.065296,0,0,0,0,0,0
0.066652,0,0,0,0,0,0
0.068007,0,0,0,0,0,0
0.069447,0,0,0,0,0,0
0.070893,0,0,0,0,0,0
0.072418,0,0,0,0,0,0
0.073833,0,0,0,0,0,0
0.075231,0,0,0,0,0,0
0.076634,0,0,0,0,0,0
0.078038,0,0,0,0,0,0
0.079436,0,0,0,0,0,0
0.080831,0,0,0,0,0,0
0.082333,0,0,0,0,0,0
0.083797,0,0,0,0,0,0
0.085170,0,0,0,0,0,0
0.086420,0,0,0,0,0,0
0.087670,0,0,0,0,0,0
0.089593,0,0,0,0,0,0
0.090843,0,0,0,0,0,0
0.092095,0,0,0,0,0,0
0.093349,0,0,0,0,0,0
0.094600,0,0,0,0,0,0
0.095856,0,0,0,0,0,0
0.097109,0,0,0,0,0,0
0.098373,0,0,0,0,0,0
0.099625,0,0,0,0,0,0
0.100879,0,0,0,0,0,0
0.102134,0,0,0,0,0,0
0.103513,0,0,0,0,0,0
0.104806,0,0,0,0,0,0
0.106198,0,0,0,0,0,0
0.107505,0,0,0,0,0,0
0.108821,0,0,0,0,0,0
0.110082,0,0,0,0,0,0
0.111339,0,0,0,0,0,0
0.112594,0,0,0,0,0,0
0.113849,0,0,0,0,0,0
0.115489,0,0,0,0,0,0
0.117074,0,0,0,0,0,0
0.118938,0,0,0,0,0,0
0.120242,0,0,0,0,0,0
0.121574,0,0,0,0,0,0
0.122851,0,0,0,0,0,0
0.124245,0,0,0,0,0,0
0.125653,0,0,0,0,0,0
0.127052,0,0,0,0,0,0
0.128487,0,0,0,0,0,0
0.129889,0,0,0,0,0,0
0.131288,0,0,0,0,0,0
0.132758,0,0,0,0,0,0
0.134155,0,0,0,0,0,0
0.135542,0,0,0,0,0,0
0.137045,0,0,0,0,0,0
0.138442,0,0,0,0,0,0
0.139846,0,0,0,0,0,0
0.141263,0,0,0,0,0,0
0.142654,0,0,0,0,0,0
0.144170,0,0,0,0,0,0
0.148622,0,0,0,0,0,0
0.150023,0,0,0,0,0,0
0.151420,0,0,0,0,0,0
0.152815,0,0,0,0,0,0
0.154218,0,0,0,0,0,0
0.155609,0,0,0,0,0,0
0.156993,0,0,0,0,0,0
0.158389,0,0,0,0,0,0
0.160006,0,0,0,0,0,0
0.161403,0,0,0,0,0,0
0.162759,0,0,0,0,0,0
0.164113,0,0,0,0,0,0
0.165536,0,0,0,0,0,0
0.166929,0,0,0,0,0,0
0.168327,0,0,0,0,0,0
0.169719,0,0,0,0,0,0
0.171109,0,0,0,0,0,0
0.172500,0,0,0,0,0,0
0.174024,0,0,0,0,0,0
0.175581,0,0,0,0,0,0
0.177033,0,0,0,0,0,0
0.178563,0,0,0,0,0,0
0.180124,0,0,0,0,0,0
0.181727,0,0,0,0,0,0
0.183284,0,0,0,0,0,0
0.184844,0,0,0,0,0,0
0.186404,0,0,0,0,0,0
0.187978,0,0,0,0,0,0
0.189553,0,0,0,0,0,0
0.191117,0,0,0,0,0,0
0.192678,0,0,0,0,0,0
0.194240,0,0,0,0,0,0
0.195800,0,0,0,0,0,0
0.197384,0,0,0,0,0,0
0.198956,0,0,0,0,0,0
0.200520,0,0,0,0,0,0
0.202081,0,0,0,0,0,0
0.203640,0,0,0,0,0,0
0.205201,0,0,0,0,0,0
0.206761,0,0,0,0,0,0
0.208323,0,0,0,0,0,0
0.209897,0,0,0,0,0,0
0.211456,0,0,0,0,0,0
0.212962,0,0,0,0,0,0
0.214493,0,0,0,0,0,0
0.216056,0,0,0,0,0,0
0.217616,0,0,0,0,0,0
0.219175,0,0,0,0,0,0
0.220750,0,0,0,0,0,0
0.222310,0,0,0,0,0,0
0.226137,0,0,0,0,0,0
0.227587,0,0,0,0,0,0
0.229122,0,0,0,0,0,0
0.230525,0,0,0,0,0,0
0.231947,0,0,0,0,0,0
0.233346,0,0,0,0,0,0
0.234742,0,0,0,0,0,0
0.236141,0,0,0,0,0,0
0.237536,0,0,0,0,0,0
0.238931,0,0,0,0,0,0
0.240328,0,0,0,0,0,0
0.241724,0,0,0,0,0,0
0.243131,0,0,0,0,0,0
0.244564,0,0,0,0,0,0
0.245961,0,0,0,0,0,0
0.247356,0,0,0,0,0,0
0.248755,0,0,0,0,0,0
0.250151,0,0,0,0,0,0
0.251546,0,0,0,0,0,0
0.253073,0,0,0,0,0,0
0.254652,0,0,0,0,0,0
0.256215,0,0,0,0,0,0
0.257776,0,0,0,0,0,0
0.259334,0,0,0,0,0,0
0.260939,0,0,0,0,0,0
0.262501,0,0,0,0,0,0
0.264063,0,0,0,0,0,0
0.265628,0,0,0,0,0,0
0.267176,0,0,0,0,0,0
0.268606,0,0,0,0,0,0
0.270155,0,0,0,0,0,0
0.271797,0,0,0,0,0,0
0.273410,0,0,0,0,0,0
0.274969,0,0,0,0,0,0
0.276586,0,0,0,0,0,0
0.278144,0,0,0,0,0,0
0.279701,0,0,0,0,0,0
0.281264,0,0,0,0,0,0
0.282823,0,0,0,0,0,0
0.284382,0,0,0,0,0,0
0.285942,0,0,0,0,0,0
0.287513,0,0,0,0,0,0
0.289157,0,0,0,0,0,0
0.290764,0,0,0,0,0,0
0.292368,0,0,0,0,0,0
0.293928,0,0,0,0,0,0
0.295486,0,0,0,0,0,0
0.297097,0,0,0,0,0,0
0.298668,0,0,0,0,0,0
0.300229,0,0,0,0,0,0
0.301786,0,0,0,0,0,0
0.303193,0,0,0,0,0,0
0.304607,0,0,0,0,0,0
0.306134,0,0,0,0,0,0
0.307692,0,0,0,0,0,0
0.309271,0,0,0,0,0,0
0.310828,0,0,0,0,0,0
0.312389,0,0,0,0,0,0
0.313950,0,0,0,0,0,0
0.315509,0,0,0,0,0,0
0.317031,0,0,0,0,0,0
0.318561,0,0,0,0,0,0
0.320133,0,0,0,0,0,0
0.321693,0,0,0,0,0,0
0.323251,0,0,0,0,0,0
0.324855,0,0,0,0,0,0
0.326414,0,0,0,0,0,0
0.327976,0,0,0,0,0,0
0.329535,0,0,0,0,0,0
0.331107,0,0,0,0,0,0
0.332669,0,0,0,0,0,0
0.334228,0,0,0,0,0,0
0.335787,0,0,0,0,0,0
0.337387,0,0,0,0,0,0
0.338945,0,0,0,0,0,0
0.340551,0,0,0,0,0,0
0.342123,0,0,0,0,0,0
0.343682,0,0,0,0,0,0
0.345246,0,0,0,0,0,0
0.346803,0,0,0,0,0,0
0.348364,0,0,0,0,0,0
0.349925,0,0,0,0,0,0
0.351484,0,0,0,0,0,0
0.353131,0,0,0,0,0,0
0.354690,0,0,0,0,0,0
0.356295,0,0,0,0,0,0
0.357855,0,0,0,0,0,0
0.359413,0,0,0,0,0,0
0.360972,0,0,0,0,0,0
0.362532,0,0,0,0,0,0
0.364107,0,0,0,0,0,0
0.365665,0,0,0,0,0,0
0.367222,0,0,0,0,0,0
0.368664,0,0,0,0,0,0
0.370198,0,0,0,0,0,0
0.371754,0,0,0,0,0,0
0.373315,0,0,0,0,0,0
0.374886,0,0,0,0,0,0
0.376447,0,0,0,0,0,0
0.378005,0,0,0,0,0,0
0.379564,0,0,0,0,0,0
0.381129,0,0,0,0,0,0
0.382686,0,0,0,0,0,0
0.384247,0,0,0,0,0,0
