elapsed_s,HLSQ_L2STC_LATENCY_COUNT,HLSQ_L2STC_STALL_SP_MISS_REQ,HLSQ_L2STC_BANK0_REPLACEMENT,HLSQ_L2STC_BANK1_REPLACEMENT,HLSQ_L2STC_BANK2_REPLACEMENT,HLSQ_L2STC_BANK3_REPLACEMENT
0.001096,0,0,0,0,0,0
0.002566,0,0,0,0,0,0
0.004004,0,0,0,0,0,0
0.005439,0,0,0,0,0,0
0.006937,0,0,0,0,0,0
0.008373,0,0,0,0,0,0
0.009953,0,0,0,0,0,0
0.011387,0,0,0,0,0,0
0.012817,0,0,0,0,0,0
0.014251,0,0,0,0,0,0
0.015684,0,0,0,0,0,0
0.017152,0,0,0,0,0,0
0.018591,0,0,0,0,0,0
0.020018,0,0,0,0,0,0
0.021622,0,0,0,0,0,0
0.023069,0,0,0,0,0,0
0.024468,0,0,0,0,0,0
0.025860,0,0,0,0,0,0
0.027261,0,0,0,0,0,0
0.028649,0,0,0,0,0,0
0.030130,0,0,0,0,0,0
0.031680,0,0,0,0,0,0
0.033068,0,0,0,0,0,0
0.034531,0,0,0,0,0,0
0.035937,0,0,0,0,0,0
0.037330,0,0,0,0,0,0
0.038920,0,0,0,0,0,0
0.040381,0,0,0,0,0,0
0.041748,0,0,0,0,0,0
0.043115,0,0,0,0,0,0
0.044475,0,0,0,0,0,0
0.045913,0,0,0,0,0,0
0.047332,0,0,0,0,0,0
0.048701,0,0,0,0,0,0
0.050118,0,0,0,0,0,0
0.051505,0,0,0,0,0,0
0.052867,0,0,0,0,0,0
0.054343,0,0,0,0,0,0
0.055718,0,0,0,0,0,0
0.057183,0,0,0,0,0,0
0.058615,0,0,0,0,0,0
0.060057,0,0,0,0,0,0
0.061413,0,0,0,0,0,0
0.062848,0,0,0,0,0,0
0.064210,0,0,0,0,0,0
0.065565,0,0,0,0,0,0
0.066920,0,0,0,0,0,0
0.068275,0,0,0,0,0,0
0.069671,0,0,0,0,0,0
0.071026,0,0,0,0,0,0
0.072380,0,0,0,0,0,0
0.073772,0,0,0,0,0,0
0.075178,0,0,0,0,0,0
0.076527,0,0,0,0,0,0
0.077958,0,0,0,0,0,0
0.079336,0,0,0,0,0,0
0.080651,0,0,0,0,0,0
0.082105,0,0,0,0,0,0
0.083516,0,0,0,0,0,0
0.085104,0,0,0,0,0,0
0.086701,0,0,0,0,0,0
0.088729,0,0,0,0,0,0
0.091072,0,0,0,0,0,0
0.092528,0,0,0,0,0,0
0.093992,0,0,0,0,0,0
0.095374,0,0,0,0,0,0
0.096745,0,0,0,0,0,0
0.098241,7,0,2,2,2,1
0.099758,0,0,0,0,0,0
0.101008,0,1,0,0,0,0
0.102311,0,0,0,0,0,0
0.103561,0,0,0,0,0,0
0.104772,0,0,0,0,0,0
0.106037,0,0,0,0,0,0
0.107288,0,0,0,0,0,0
0.108678,0,0,0,0,0,0
0.109935,0,0,0,0,0,0
0.111147,0,1,0,0,0,0
0.112353,0,1,0,0,0,0
0.113559,0,0,0,0,0,0
0.114770,0,0,0,0,0,0
0.115974,0,1,0,0,0,0
0.117180,0,0,0,0,0,0
0.118442,0,1,0,0,0,0
0.119648,0,0,0,0,0,0
0.120852,0,1,0,0,0,0
0.122060,0,0,0,0,0,0
0.123271,0,1,0,0,0,0
0.124475,0,2,0,0,0,0
0.125681,0,0,0,0,0,0
0.126899,0,0,0,0,0,0
0.128103,0,0,0,0,0,0
0.129308,0,1,0,0,0,0
0.130514,0,1,0,0,0,0
0.131719,0,1,0,0,0,0
0.132924,0,0,0,0,0,0
0.134263,0,0,0,0,0,0
0.135758,0,1,0,0,0,0
0.137038,0,0,0,0,0,0
0.138298,0,0,0,0,0,0
0.139701,0,0,0,0,0,0
0.141114,0,0,0,0,0,0
0.142516,0,0,0,0,0,0
0.143917,0,0,0,0,0,0
0.145611,0,0,0,0,0,0
0.147021,0,0,0,0,0,0
0.148423,0,0,0,0,0,0
0.149858,0,0,0,0,0,0
0.151299,0,0,0,0,0,0
0.152691,0,0,0,0,0,0
0.157900,0,0,0,0,0,0
0.159387,0,0,0,0,0,0
0.160786,0,0,0,0,0,0
0.165193,0,0,0,0,0,0
0.166620,0,0,0,0,0,0
0.168012,0,0,0,0,0,0
0.169589,0,0,0,0,0,0
0.171015,0,0,0,0,0,0
0.172368,0,0,0,0,0,0
0.173716,0,0,0,0,0,0
0.175065,0,0,0,0,0,0
0.176412,0,0,0,0,0,0
0.177757,0,0,0,0,0,0
0.179106,0,0,0,0,0,0
0.180454,0,0,0,0,0,0
0.181818,0,0,0,0,0,0
0.183371,0,0,0,0,0,0
0.184929,0,0,0,0,0,0
0.186517,0,0,0,0,0,0
0.188080,0,0,0,0,0,0
0.189865,0,0,0,0,0,0
0.191425,0,0,0,0,0,0
0.192878,0,0,0,0,0,0
0.194414,0,0,0,0,0,0
0.195975,0,0,0,0,0,0
0.197533,0,0,0,0,0,0
0.199542,0,0,0,0,0,0
0.201104,0,0,0,0,0,0
0.202665,0,0,0,0,0,0
0.204240,0,0,0,0,0,0
0.205804,0,0,0,0,0,0
0.207365,0,0,0,0,0,0
0.208924,0,0,0,0,0,0
0.210487,0,0,0,0,0,0
0.212047,0,0,0,0,0,0
0.213606,0,0,0,0,0,0
0.215250,0,0,0,0,0,0
0.216809,0,0,0,0,0,0
0.218372,0,0,0,0,0,0
0.219931,0,0,0,0,0,0
0.221489,0,0,0,0,0,0
0.223099,0,0,0,0,0,0
0.224659,0,0,0,0,0,0
0.226235,0,0,0,0,0,0
0.227796,0,0,0,0,0,0
0.229356,0,0,0,0,0,0
0.230878,0,0,0,0,0,0
0.232410,0,0,0,0,0,0
0.233971,0,0,0,0,0,0
0.235531,0,0,0,0,0,0
0.237102,0,0,0,0,0,0
0.238664,0,0,0,0,0,0
0.240226,0,0,0,0,0,0
0.241788,0,0,0,0,0,0
0.243349,0,0,0,0,0,0
0.244908,0,0,0,0,0,0
0.246514,0,0,0,0,0,0
0.248088,0,0,0,0,0,0
0.249714,0,0,0,0,0,0
0.251357,0,0,0,0,0,0
0.252917,0,0,0,0,0,0
0.254481,0,0,0,0,0,0
0.256043,0,0,0,0,0,0
0.257603,0,0,0,0,0,0
0.259094,0,0,0,0,0,0
0.260490,0,0,0,0,0,0
0.261884,0,0,0,0,0,0
