elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001096,0,0,0,0,0,0
0.002667,0,0,0,0,0,0
0.004102,0,0,0,0,0,0
0.005570,0,0,0,0,0,0
0.007005,0,0,0,0,0,0
0.008440,0,0,0,0,0,0
0.009883,0,0,0,0,0,0
0.011317,0,0,0,0,0,0
0.012750,0,0,0,0,0,0
0.014254,0,0,0,0,0,0
0.015664,0,0,0,0,0,0
0.017094,0,0,0,0,0,0
0.018539,0,0,0,0,0,0
0.019979,0,0,0,0,0,0
0.021475,0,0,0,0,0,0
0.022848,0,0,0,0,0,0
0.024209,0,0,0,0,0,0
0.025620,0,0,0,0,0,0
0.026981,0,0,0,0,0,0
0.028340,0,0,0,0,0,0
0.029760,0,0,0,0,0,0
0.031156,0,0,0,0,0,0
0.032499,0,0,0,0,0,0
0.033890,0,0,0,0,0,0
0.035234,0,0,0,0,0,0
0.036577,0,0,0,0,0,0
0.037971,0,0,0,0,0,0
0.039317,0,0,0,0,0,0
0.040661,0,0,0,0,0,0
0.042063,0,0,0,0,0,0
0.043409,0,0,0,0,0,0
0.044754,0,0,0,0,0,0
0.046139,0,0,0,0,0,0
0.047442,0,0,0,0,0,0
0.048853,0,0,0,0,0,0
0.050209,0,0,0,0,0,0
0.051634,0,0,0,0,0,0
0.053063,0,0,0,0,0,0
0.054337,0,0,0,0,0,0
0.055663,0,0,0,0,0,0
0.056966,0,0,0,0,0,0
0.058235,0,0,0,0,0,0
0.059548,0,0,0,0,0,0
0.060853,0,0,0,0,0,0
0.062221,0,0,0,0,0,0
0.063487,0,0,0,0,0,0
0.064772,0,0,0,0,0,0
0.066129,0,0,0,0,0,0
0.067483,0,0,0,0,0,0
0.068835,0,0,0,0,0,0
0.070245,0,0,0,0,0,0
0.071629,0,0,0,0,0,0
0.072994,0,0,0,0,0,0
0.074378,0,0,0,0,0,0
0.075730,0,0,0,0,0,0
0.077082,0,0,0,0,0,0
0.078983,0,0,0,0,0,0
0.080405,0,0,0,0,0,0
0.082266,0,0,0,0,0,0
0.083663,0,0,0,0,0,0
0.085079,0,0,0,0,0,0
0.086477,0,0,0,0,0,0
0.087873,0,0,0,0,0,0
0.089282,0,0,0,1,31,1
0.091121,0,0,0,0,44,0
0.092372,0,0,0,0,32,0
0.095039,0,0,0,0,72,0
0.096291,0,0,0,0,32,0
0.097803,0,0,0,0,40,0
0.099062,0,0,0,0,36,0
0.100312,0,0,0,0,32,0
0.101564,0,0,0,0,32,0
0.102818,0,0,0,0,36,0
0.104071,0,0,0,0,32,0
0.105324,0,0,0,0,36,0
0.106579,0,0,0,0,32,0
0.107831,0,0,0,0,32,0
0.109083,0,0,0,0,36,0
0.110382,0,0,0,0,32,0
0.111634,0,0,0,0,36,0
0.113124,0,0,0,0,40,0
0.114378,0,0,0,0,32,0
0.115630,0,0,0,0,36,0
0.116882,0,0,0,0,32,0
0.118136,0,0,0,0,32,0
0.119388,0,0,0,0,36,0
0.120640,0,0,0,0,32,0
0.121894,0,0,0,0,36,0
0.123146,0,0,0,0,32,0
0.124398,0,0,0,0,32,0
0.125652,0,0,0,0,36,0
0.127023,0,0,0,0,24,0
0.128295,0,0,0,0,0,0
0.129818,0,0,0,0,0,0
0.131211,0,0,0,0,0,0
0.132603,0,0,0,0,0,0
0.133993,0,0,0,0,0,0
0.135383,0,0,0,0,0,0
0.136772,0,0,0,0,0,0
0.138177,0,0,0,0,0,0
0.139569,0,0,0,0,0,0
0.140960,0,0,0,0,0,0
0.142397,0,0,0,0,0,0
0.144171,0,0,0,0,0,0
0.145559,0,0,0,0,0,0
0.146926,0,0,0,0,0,0
0.148300,0,0,0,0,0,0
0.149666,0,0,0,0,0,0
0.151032,0,0,0,0,0,0
0.152397,0,0,0,0,0,0
0.154790,0,0,0,0,0,0
0.156156,0,0,0,0,0,0
0.157521,0,0,0,0,0,0
0.158927,0,0,0,0,0,0
0.160277,0,0,0,0,0,0
0.161974,0,0,0,0,0,0
0.163325,0,0,0,0,0,0
0.164674,0,0,0,0,0,0
0.166250,0,0,0,0,0,0
0.167940,0,0,0,0,0,0
0.169528,0,0,0,0,0,0
0.170977,0,0,0,0,0,0
0.172337,0,0,0,0,0,0
0.174516,0,0,0,0,0,0
0.175858,0,0,0,0,0,0
0.177199,0,0,0,0,0,0
0.178593,0,0,0,0,0,0
0.179947,0,0,0,0,0,0
0.181288,0,0,0,0,0,0
0.182637,0,0,0,0,0,0
0.183941,0,0,0,0,0,0
0.185237,0,0,0,0,0,0
0.186538,0,0,0,0,0,0
0.187833,0,0,0,0,0,0
0.189128,0,0,0,0,0,0
0.190459,0,0,0,0,0,0
0.191859,0,0,0,0,0,0
0.193249,0,0,0,0,0,0
0.194656,0,0,0,0,0,0
0.196053,0,0,0,0,0,0
0.197453,0,0,0,0,0,0
0.198973,0,0,0,0,0,0
0.200371,0,0,0,0,0,0
0.201774,0,0,0,0,0,0
0.203165,0,0,0,0,0,0
0.204554,0,0,0,0,0,0
0.205980,0,0,0,0,0,0
0.207372,0,0,0,0,0,0
0.208761,0,0,0,0,0,0
0.210154,0,0,0,0,0,0
0.211680,0,0,0,0,0,0
0.213252,0,0,0,0,0,0
0.214813,0,0,0,0,0,0
0.216363,0,0,0,0,0,0
0.217793,0,0,0,0,0,0
0.219324,0,0,0,0,0,0
0.220883,0,0,0,0,0,0
0.222487,0,0,0,0,0,0
0.224061,0,0,0,0,0,0
0.225623,0,0,0,0,0,0
0.227183,0,0,0,0,0,0
0.228742,0,0,0,0,0,0
0.230301,0,0,0,0,0,0
0.231861,0,0,0,0,0,0
0.233420,0,0,0,0,0,0
0.235122,0,0,0,0,0,0
0.236526,0,0,0,0,0,0
0.237968,0,0,0,0,0,0
