elapsed_s,HLSQ_FS_S2W_CYCLES,HLSQ_LPAC_S2W_CYCLES,HLSQ_BV_S2W_CYCLES,HLSQ_VSBR_WAIT_FS_S2W,HLSQ_FS_WAIT_VS_S2W,HLSQ_LPAC_WAIT_VS_S2W
0.001329,0,0,0,0,0,0
0.002946,0,0,0,0,0,0
0.004681,0,0,0,0,0,0
0.006195,0,0,0,0,0,0
0.007664,0,0,0,0,0,0
0.009167,0,0,0,0,0,0
0.010599,0,0,0,0,0,0
0.012032,0,0,0,0,0,0
0.013463,0,0,0,0,0,0
0.014892,0,0,0,0,0,0
0.016295,0,0,0,0,0,0
0.017718,0,0,0,0,0,0
0.019318,0,0,0,0,0,0
0.020656,0,0,0,0,0,0
0.022024,0,0,0,0,0,0
0.023374,0,0,0,0,0,0
0.024979,0,0,0,0,0,0
0.026425,0,0,0,0,0,0
0.027857,0,0,0,0,0,0
0.029290,0,0,0,0,0,0
0.030741,0,0,0,0,0,0
0.032731,0,0,0,0,0,0
0.034802,0,0,0,0,0,0
0.036236,0,0,0,0,0,0
0.037668,0,0,0,0,0,0
0.039101,0,0,0,0,0,0
0.040533,0,0,0,0,0,0
0.041949,0,0,0,0,0,0
0.043358,0,0,0,0,0,0
0.044802,0,0,0,0,0,0
0.046212,0,0,0,0,0,0
0.047735,0,0,0,0,0,0
0.049148,0,0,0,0,0,0
0.050557,0,0,0,0,0,0
0.051974,0,0,0,0,0,0
0.053386,0,0,0,0,0,0
0.054805,0,0,0,0,0,0
0.056263,0,0,0,0,0,0
0.057622,0,0,0,0,0,0
0.058976,0,0,0,0,0,0
0.060329,0,0,0,0,0,0
0.061708,0,0,0,0,0,0
0.063071,0,0,0,0,0,0
0.064424,0,0,0,0,0,0
0.065847,0,0,0,0,0,0
0.067162,0,0,0,0,0,0
0.068477,0,0,0,0,0,0
0.069791,0,0,0,0,0,0
0.071106,0,0,0,0,0,0
0.072422,0,0,0,0,0,0
0.073766,0,0,0,0,0,0
0.075303,0,0,0,0,0,0
0.076652,0,0,0,0,0,0
0.078014,0,0,0,0,0,0
0.079382,0,0,0,0,0,0
0.080755,0,0,0,0,0,0
0.082116,0,0,0,0,0,0
0.083511,0,0,0,0,0,0
0.084894,0,0,0,0,0,0
0.086252,0,0,0,0,0,0
0.087625,0,0,0,0,0,0
0.089258,0,0,0,0,0,0
0.091126,0,0,0,0,0,0
0.092524,0,0,0,0,0,0
0.093923,0,0,0,0,0,0
0.095333,0,0,0,0,0,0
0.096800,0,0,0,0,0,0
0.098200,0,0,0,0,0,0
0.099601,0,0,0,0,8,0
0.101211,1938,0,0,0,40,0
0.102461,1296,0,0,0,40,0
0.104882,2592,0,0,0,80,0
0.106133,1296,0,0,0,40,0
0.107382,1458,0,0,0,45,0
0.108673,1296,0,0,0,40,0
0.109952,1458,0,0,0,45,0
0.111212,1296,0,0,0,40,0
0.112470,1296,0,0,0,45,0
0.113753,1458,0,0,0,40,0
0.115007,1296,0,0,0,45,0
0.116263,1458,0,0,0,40,0
0.117513,1296,0,0,0,40,0
0.118762,1458,0,0,0,45,0
0.120057,1296,0,0,0,45,0
0.121470,1620,0,0,0,45,0
0.122884,1458,0,0,0,45,0
0.124178,1458,0,0,0,45,0
0.125436,1782,0,0,0,60,0
0.127169,1458,0,0,0,40,0
0.128425,1296,0,0,0,40,0
0.129678,1458,0,0,0,45,0
0.130930,1296,0,0,0,40,0
0.132184,1458,0,0,0,45,0
0.133437,1296,0,0,0,40,0
0.134689,1296,0,0,0,45,0
0.135985,1458,0,0,0,40,0
0.137236,1296,0,0,0,45,0
0.138618,1134,0,0,0,30,0
0.139902,0,0,0,0,0,0
0.141300,0,0,0,0,0,0
0.142709,0,0,0,0,0,0
0.144134,0,0,0,0,0,0
0.145607,0,0,0,0,0,0
0.147005,0,0,0,0,0,0
0.148402,0,0,0,0,0,0
0.149810,0,0,0,0,0,0
0.151207,0,0,0,0,0,0
0.152737,0,0,0,0,0,0
0.154127,0,0,0,0,0,0
0.155667,0,0,0,0,0,0
0.158006,0,0,0,0,0,0
0.159611,0,0,0,0,0,0
0.164705,0,0,0,0,0,0
0.166103,0,0,0,0,0,0
0.167502,0,0,0,0,0,0
0.169076,0,0,0,0,0,0
0.170467,0,0,0,0,0,0
0.171906,0,0,0,0,0,0
0.173304,0,0,0,0,0,0
0.174669,0,0,0,0,0,0
0.176067,0,0,0,0,0,0
0.177419,0,0,0,0,0,0
0.178770,0,0,0,0,0,0
0.180120,0,0,0,0,0,0
0.181469,0,0,0,0,0,0
0.182817,0,0,0,0,0,0
0.184185,0,0,0,0,0,0
0.185599,0,0,0,0,0,0
0.186993,0,0,0,0,0,0
0.188516,0,0,0,0,0,0
0.190334,0,0,0,0,0,0
0.191896,0,0,0,0,0,0
0.193455,0,0,0,0,0,0
0.195013,0,0,0,0,0,0
0.196461,0,0,0,0,0,0
0.197990,0,0,0,0,0,0
0.199551,0,0,0,0,0,0
0.201110,0,0,0,0,0,0
0.202669,0,0,0,0,0,0
0.204230,0,0,0,0,0,0
0.205789,0,0,0,0,0,0
0.207235,0,0,0,0,0,0
0.208770,0,0,0,0,0,0
0.210326,0,0,0,0,0,0
0.211887,0,0,0,0,0,0
0.213447,0,0,0,0,0,0
0.215005,0,0,0,0,0,0
0.216610,0,0,0,0,0,0
0.218059,0,0,0,0,0,0
0.219461,0,0,0,0,0,0
0.220879,0,0,0,0,0,0
0.222275,0,0,0,0,0,0
0.223674,0,0,0,0,0,0
0.225069,0,0,0,0,0,0
0.226465,0,0,0,0,0,0
0.227863,0,0,0,0,0,0
0.229269,0,0,0,0,0,0
0.230665,0,0,0,0,0,0
0.232097,0,0,0,0,0,0
0.233493,0,0,0,0,0,0
0.234888,0,0,0,0,0,0
0.236285,0,0,0,0,0,0
0.237809,0,0,0,0,0,0
0.239367,0,0,0,0,0,0
0.240944,0,0,0,0,0,0
0.242503,0,0,0,0,0,0
0.244064,0,0,0,0,0,0
0.245624,0,0,0,0,0,0
0.247183,0,0,0,0,0,0
0.248713,0,0,0,0,0,0
0.250116,0,0,0,0,0,0
0.251525,0,0,0,0,0,0
0.252921,0,0,0,0,0,0
0.254352,0,0,0,0,0,0
0.255757,0,0,0,0,0,0
0.257153,0,0,0,0,0,0
0.258676,0,0,0,0,0,0
0.260238,0,0,0,0,0,0
0.261810,0,0,0,0,0,0
0.263369,0,0,0,0,0,0
0.264935,0,0,0,0,0,0
0.266493,0,0,0,0,0,0
0.268055,0,0,0,0,0,0
0.269615,0,0,0,0,0,0
0.271174,0,0,0,0,0,0
0.272831,0,0,0,0,0,0
0.274388,0,0,0,0,0,0
0.275949,0,0,0,0,0,0
0.277509,0,0,0,0,0,0
0.279068,0,0,0,0,0,0
0.280731,0,0,0,0,0,0
0.282292,0,0,0,0,0,0
0.283868,0,0,0,0,0,0
0.285428,0,0,0,0,0,0
0.286987,0,0,0,0,0,0
0.288548,0,0,0,0,0,0
0.290109,0,0,0,0,0,0
0.291671,0,0,0,0,0,0
0.293232,0,0,0,0,0,0
0.294804,0,0,0,0,0,0
0.296409,0,0,0,0,0,0
0.297971,0,0,0,0,0,0
0.299534,0,0,0,0,0,0
0.301094,0,0,0,0,0,0
0.302654,0,0,0,0,0,0
0.304216,0,0,0,0,0,0
0.305664,0,0,0,0,0,0
0.307194,0,0,0,0,0,0
0.308760,0,0,0,0,0,0
0.310320,0,0,0,0,0,0
0.311928,0,0,0,0,0,0
0.313490,0,0,0,0,0,0
0.315051,0,0,0,0,0,0
0.316627,0,0,0,0,0,0
0.318188,0,0,0,0,0,0
0.319752,0,0,0,0,0,0
0.321314,0,0,0,0,0,0
0.322875,0,0,0,0,0,0
0.324435,0,0,0,0,0,0
0.325998,0,0,0,0,0,0
0.327574,0,0,0,0,0,0
0.329179,0,0,0,0,0,0
0.330740,0,0,0,0,0,0
0.332304,0,0,0,0,0,0
0.333866,0,0,0,0,0,0
0.335427,0,0,0,0,0,0
0.336915,0,0,0,0,0,0
0.338327,0,0,0,0,0,0
0.339861,0,0,0,0,0,0
0.341423,0,0,0,0,0,0
0.342984,0,0,0,0,0,0
0.344589,0,0,0,0,0,0
0.346151,0,0,0,0,0,0
0.347715,0,0,0,0,0,0
0.349291,0,0,0,0,0,0
0.350853,0,0,0,0,0,0
0.352414,0,0,0,0,0,0
0.353976,0,0,0,0,0,0
0.355540,0,0,0,0,0,0
0.357102,0,0,0,0,0,0
0.358662,0,0,0,0,0,0
0.360281,0,0,0,0,0,0
0.361843,0,0,0,0,0,0
0.363404,0,0,0,0,0,0
0.364971,0,0,0,0,0,0
0.366531,0,0,0,0,0,0
0.368095,0,0,0,0,0,0
0.369657,0,0,0,0,0,0
0.371232,0,0,0,0,0,0
0.372793,0,0,0,0,0,0
0.374344,0,0,0,0,0,0
0.375943,0,0,0,0,0,0
0.377350,0,0,0,0,0,0
0.378748,0,0,0,0,0,0
0.380147,0,0,0,0,0,0
0.381561,0,0,0,0,0,0
0.382958,0,0,0,0,0,0
0.384356,0,0,0,0,0,0
0.385877,0,0,0,0,0,0
0.387436,0,0,0,0,0,0
0.389066,0,0,0,0,0,0
0.390501,0,0,0,0,0,0
0.392092,0,0,0,0,0,0
0.393653,0,0,0,0,0,0
0.395211,0,0,0,0,0,0
0.396774,0,0,0,0,0,0
0.398333,0,0,0,0,0,0
0.399895,0,0,0,0,0,0
0.401454,0,0,0,0,0,0
0.403025,0,0,0,0,0,0
0.404585,0,0,0,0,0,0
0.406146,0,0,0,0,0,0
0.407708,0,0,0,0,0,0
0.409313,0,0,0,0,0,0
0.410871,0,0,0,0,0,0
0.412431,0,0,0,0,0,0
0.414004,0,0,0,0,0,0
0.415749,0,0,0,0,0,0
0.417113,0,0,0,0,0,0
0.418792,0,0,0,0,0,0
0.420228,0,0,0,0,0,0
0.421631,0,0,0,0,0,0
0.423028,0,0,0,0,0,0
0.424479,0,0,0,0,0,0
0.425876,0,0,0,0,0,0
0.427540,0,0,0,0,0,0
0.429099,0,0,0,0,0,0
0.430658,0,0,0,0,0,0
0.432166,0,0,0,0,0,0
0.433568,0,0,0,0,0,0
0.434978,0,0,0,0,0,0
0.436377,0,0,0,0,0,0
0.437773,0,0,0,0,0,0
0.439169,0,0,0,0,0,0
0.440622,0,0,0,0,0,0
0.442145,0,0,0,0,0,0
0.443706,0,0,0,0,0,0
0.445280,0,0,0,0,0,0
0.446839,0,0,0,0,0,0
0.448398,0,0,0,0,0,0
0.449958,0,0,0,0,0,0
0.451520,0,0,0,0,0,0
0.453145,0,0,0,0,0,0
0.454554,0,0,0,0,0,0
0.455971,0,0,0,0,0,0
0.457503,0,0,0,0,0,0
0.459063,0,0,0,0,0,0
0.460625,0,0,0,0,0,0
0.462188,0,0,0,0,0,0
0.463753,0,0,0,0,0,0
0.465306,0,0,0,0,0,0
0.466870,0,0,0,0,0,0
0.468301,0,0,0,0,0,0
0.469832,0,0,0,0,0,0
0.471393,0,0,0,0,0,0
0.472895,0,0,0,0,0,0
0.474744,0,0,0,0,0,0
0.476152,0,0,0,0,0,0
0.477572,0,0,0,0,0,0
0.478971,0,0,0,0,0,0
0.480368,0,0,0,0,0,0
0.481894,0,0,0,0,0,0
0.483454,0,0,0,0,0,0
0.485086,0,0,0,0,0,0
0.486645,0,0,0,0,0,0
0.488265,0,0,0,0,0,0
0.489825,0,0,0,0,0,0
0.491383,0,0,0,0,0,0
0.492949,0,0,0,0,0,0
0.494509,0,0,0,0,0,0
0.496073,0,0,0,0,0,0
0.497635,0,0,0,0,0,0
0.499210,0,0,0,0,0,0
0.500771,0,0,0,0,0,0
0.502324,0,0,0,0,0,0
0.503756,0,0,0,0,0,0
0.505334,0,0,0,0,0,0
0.506893,0,0,0,0,0,0
0.508455,0,0,0,0,0,0
0.510028,0,0,0,0,0,0
0.511591,0,0,0,0,0,0
0.513150,0,0,0,0,0,0
0.514709,0,0,0,0,0,0
0.516271,0,0,0,0,0,0
0.517734,0,0,0,0,0,0
0.519269,0,0,0,0,0,0
0.520722,0,0,0,0,0,0
0.522251,0,0,0,0,0,0
0.523693,0,0,0,0,0,0
0.525228,0,0,0,0,0,0
0.526789,0,0,0,0,0,0
0.528352,0,0,0,0,0,0
0.529915,0,0,0,0,0,0
0.531565,0,0,0,0,0,0
0.533190,0,0,0,0,0,0
0.534751,0,0,0,0,0,0
0.536358,0,0,0,0,0,0
0.537921,0,0,0,0,0,0
0.539538,0,0,0,0,0,0
0.541098,0,0,0,0,0,0
0.542672,0,0,0,0,0,0
0.544236,0,0,0,0,0,0
0.545798,0,0,0,0,0,0
0.547359,0,0,0,0,0,0
0.548927,0,0,0,0,0,0
0.550487,0,0,0,0,0,0
0.552095,0,0,0,0,0,0
0.553670,0,0,0,0,0,0
0.555228,0,0,0,0,0,0
0.556794,0,0,0,0,0,0
0.558355,0,0,0,0,0,0
0.559918,0,0,0,0,0,0
0.561480,0,0,0,0,0,0
0.563040,0,0,0,0,0,0
0.564615,0,0,0,0,0,0
0.566178,0,0,0,0,0,0
0.567742,0,0,0,0,0,0
0.569351,0,0,0,0,0,0
0.570911,0,0,0,0,0,0
0.572473,0,0,0,0,0,0
0.574035,0,0,0,0,0,0
0.575613,0,0,0,0,0,0
0.577176,0,0,0,0,0,0
0.578617,0,0,0,0,0,0
0.580155,0,0,0,0,0,0
0.581753,0,0,0,0,0,0
0.583313,0,0,0,0,0,0
0.584721,0,0,0,0,0,0
0.586135,0,0,0,0,0,0
0.587665,0,0,0,0,0,0
0.589227,0,0,0,0,0,0
0.590788,0,0,0,0,0,0
0.592351,0,0,0,0,0,0
0.593914,0,0,0,0,0,0
0.595528,0,0,0,0,0,0
0.597100,0,0,0,0,0,0
0.598660,0,0,0,0,0,0
0.600266,0,0,0,0,0,0
0.601829,0,0,0,0,0,0
0.603391,0,0,0,0,0,0
0.604957,0,0,0,0,0,0
0.606517,0,0,0,0,0,0
0.608095,0,0,0,0,0,0
0.609657,0,0,0,0,0,0
0.611217,0,0,0,0,0,0
0.612783,0,0,0,0,0,0
0.614344,0,0,0,0,0,0
0.615952,0,0,0,0,0,0
0.617515,0,0,0,0,0,0
0.619089,0,0,0,0,0,0
0.620652,0,0,0,0,0,0
0.622213,0,0,0,0,0,0
0.623776,0,0,0,0,0,0
0.625338,0,0,0,0,0,0
0.626897,0,0,0,0,0,0
0.628460,0,0,0,0,0,0
0.630025,0,0,0,0,0,0
0.631687,0,0,0,0,0,0
0.633389,0,0,0,0,0,0
0.634949,0,0,0,0,0,0
0.636509,0,0,0,0,0,0
0.638071,0,0,0,0,0,0
0.639635,0,0,0,0,0,0
0.641210,0,0,0,0,0,0
0.642770,0,0,0,0,0,0
0.644332,0,0,0,0,0,0
0.645893,0,0,0,0,0,0
0.647452,0,0,0,0,0,0
0.649054,0,0,0,0,0,0
0.650615,0,0,0,0,0,0
0.652190,0,0,0,0,0,0
0.653749,0,0,0,0,0,0
0.655235,0,0,0,0,0,0
0.656652,0,0,0,0,0,0
0.658180,0,0,0,0,0,0
0.659744,0,0,0,0,0,0
0.661307,0,0,0,0,0,0
0.662882,0,0,0,0,0,0
0.664488,0,0,0,0,0,0
0.666051,0,0,0,0,0,0
0.667615,0,0,0,0,0,0
0.669178,0,0,0,0,0,0
0.670739,0,0,0,0,0,0
0.672304,0,0,0,0,0,0
