elapsed_s,TP_QUADS_CONSTANT_MULTIPLIED,TP_FRONTEND_WORKING_CYCLES,TP_L1_TAG_WORKING_CYCLES,TP_L1_DATA_WRITE_WORKING_CYCLES,TP_PRE_L1_DECOM_WORKING_CYCLES,TP_BACKEND_WORKING_CYCLES,TP_L1_5_CACHE_WORKING_CYCLES,TP_STARVE_CYCLES_SP,TP_STARVE_CYCLES_UCHE,TP_STALL_CYCLES_UFC,TP_FORMAT_DECOMP_POINT,TP_FILTER_POINT_FP16
0.001127,0,0,0,0,0,0,0,0,0,0,0,0
0.003086,0,0,0,0,0,0,0,0,0,0,0,0
0.005202,0,0,0,0,0,0,0,0,0,0,0,0
0.006906,0,0,0,0,0,0,0,0,0,0,0,0
0.008672,0,0,0,0,0,0,0,0,0,0,0,0
0.011285,0,0,0,0,0,0,0,0,0,0,0,0
0.014890,0,0,0,0,0,0,0,0,0,0,0,0
0.016467,0,0,0,0,0,0,0,0,0,0,0,0
0.018051,0,0,0,0,0,0,0,0,0,0,0,0
0.019579,0,0,0,0,0,0,0,0,0,0,0,0
0.021027,0,0,0,0,0,0,0,0,0,0,0,0
0.022426,0,0,0,0,0,0,0,0,0,0,0,0
0.023825,0,0,0,0,0,0,0,0,0,0,0,0
0.025225,0,0,0,0,0,0,0,0,0,0,0,0
0.026690,0,0,0,0,0,0,0,0,0,0,0,0
0.028154,0,0,0,0,0,0,0,0,0,0,0,0
0.029602,0,0,0,0,0,0,0,0,0,0,0,0
0.031043,0,0,0,0,0,0,0,0,0,0,0,0
0.032501,0,0,0,0,0,0,0,0,0,0,0,0
0.033946,0,0,0,0,0,0,0,0,0,0,0,0
0.035563,0,0,0,0,0,0,0,0,0,0,0,0
0.036920,0,0,0,0,0,0,0,0,0,0,0,0
0.038397,0,0,0,0,0,0,0,0,0,0,0,0
0.039861,0,0,0,0,0,0,0,0,0,0,0,0
0.041323,0,0,0,0,0,0,0,0,0,0,0,0
0.042842,0,0,0,0,0,0,0,0,0,0,0,0
0.044328,0,0,0,0,0,0,0,0,0,0,0,0
0.045682,0,0,0,0,0,0,0,0,0,0,0,0
0.047173,0,0,0,0,0,0,0,0,0,0,0,0
0.048636,0,0,0,0,0,0,0,0,0,0,0,0
0.050158,0,0,0,0,0,0,0,0,0,0,0,0
0.051512,0,0,0,0,0,0,0,0,0,0,0,0
0.053029,0,0,0,0,0,0,0,0,0,0,0,0
0.054523,0,0,0,0,0,0,0,0,0,0,0,0
0.055908,0,0,0,0,0,0,0,0,0,0,0,0
0.057320,0,0,0,0,0,0,0,0,0,0,0,0
0.058707,0,0,0,0,0,0,0,0,0,0,0,0
0.060171,0,0,0,0,0,0,0,0,0,0,0,0
0.061614,0,0,0,0,0,0,0,0,0,0,0,0
0.063048,0,0,0,0,0,0,0,0,0,0,0,0
0.064506,0,0,0,0,0,0,0,0,0,0,0,0
0.065937,0,0,0,0,0,0,0,0,0,0,0,0
0.067404,0,0,0,0,0,0,0,0,0,0,0,0
0.068838,0,0,0,0,0,0,0,1728,0,0,0,0
0.070283,0,0,0,0,0,0,0,0,0,0,0,0
0.071683,0,0,0,0,0,0,0,0,0,0,0,0
0.073074,0,0,0,0,0,0,0,0,0,0,0,0
0.074477,0,0,0,0,0,0,0,0,0,0,0,0
0.075866,0,0,0,0,0,0,0,0,0,0,0,0
0.077251,0,0,0,0,0,0,0,0,0,0,0,0
0.078638,0,2688,4224,5760,7296,8663,9600,61775,59878,0,0,0
0.080348,0,307200,306368,305408,304000,302633,304384,838913,634260,0,0,0
0.081589,0,299776,300482,300800,302208,303744,302592,821775,622314,0,0,0
0.082886,0,315904,315775,315904,315904,315904,315904,849079,638903,0,0,0
0.084125,0,302336,301463,300928,299392,299776,299776,808182,610770,0,0,0
0.085364,0,299264,300392,301440,302976,302592,301836,819961,621773,0,0,0
0.086602,0,301824,301824,301824,301824,301184,300916,809213,607773,0,0,0
0.087841,0,300928,299392,299776,299763,299648,300672,819511,623092,0,0,0
0.089079,0,301440,302976,302461,301837,302592,302592,822114,621330,0,0,0
0.090317,0,301056,300715,300419,300416,299392,297856,803562,607212,0,0,0
0.091556,0,298624,299349,299776,300416,301440,302976,820787,620198,0,0,0
0.092794,0,302976,302592,302592,302288,301824,301824,816678,616874,0,0,0
0.094032,0,302176,301184,300160,298928,299776,299776,816619,619696,0,0,0
0.095274,0,300192,301184,302208,303744,303360,302592,810617,611144,0,0,0
0.096513,0,257920,256384,254848,253312,251776,251008,682247,513290,0,0,0
0.097769,0,0,0,0,0,0,0,0,0,0,0,0
0.099217,0,0,0,0,0,0,0,0,0,0,0,0
0.100683,0,0,0,0,0,0,0,0,0,0,0,0
0.102113,0,0,0,0,0,0,0,0,0,0,0,0
0.103543,0,0,0,0,0,0,0,0,0,0,0,0
0.104951,0,0,0,0,0,0,0,0,0,0,0,0
0.106340,0,0,0,0,0,0,0,0,0,0,0,0
0.107725,0,0,0,0,0,0,0,0,0,0,0,0
0.109125,0,0,0,0,0,0,0,0,0,0,0,0
0.110510,0,0,0,0,0,0,0,0,0,0,0,0
0.111892,0,0,0,0,0,0,0,0,0,0,0,0
0.113274,0,0,0,0,0,0,0,0,0,0,0,0
0.114666,0,0,0,0,0,0,0,0,0,0,0,0
0.116068,0,0,0,0,0,0,0,0,0,0,0,0
0.117465,0,0,0,0,0,0,0,0,0,0,0,0
0.118861,0,0,0,0,0,0,0,0,0,0,0,0
0.120265,0,0,0,0,0,0,0,0,0,0,0,0
0.121662,0,0,0,0,0,0,0,0,0,0,0,0
0.123058,0,0,0,0,0,0,0,0,0,0,0,0
0.124455,0,0,0,0,0,0,0,0,0,0,0,0
0.125853,0,0,0,0,0,0,0,0,0,0,0,0
0.127314,0,0,0,0,0,0,0,0,0,0,0,0
0.128708,0,0,0,0,0,0,0,0,0,0,0,0
0.130104,0,0,0,0,0,0,0,0,0,0,0,0
0.132374,0,0,0,0,0,0,0,0,0,0,0,0
0.133733,0,0,0,0,0,0,0,0,0,0,0,0
0.135093,0,0,0,0,0,0,0,0,0,0,0,0
0.136453,0,0,0,0,0,0,0,0,0,0,0,0
0.137811,0,0,0,0,0,0,0,0,0,0,0,0
0.139169,0,0,0,0,0,0,0,0,0,0,0,0
0.140528,0,0,0,0,0,0,0,0,0,0,0,0
0.141889,0,0,0,0,0,0,0,0,0,0,0,0
0.143313,0,0,0,0,0,0,0,0,0,0,0,0
0.144673,0,0,0,0,0,0,0,0,0,0,0,0
0.146033,0,0,0,0,0,0,0,0,0,0,0,0
0.147859,0,0,0,0,0,0,0,0,0,0,0,0
0.149238,0,0,0,0,0,0,0,0,0,0,0,0
0.150615,0,0,0,0,0,0,0,0,0,0,0,0
0.151995,0,0,0,0,0,0,0,0,0,0,0,0
0.153387,0,0,0,0,0,0,0,0,0,0,0,0
0.154766,0,0,0,0,0,0,0,0,0,0,0,0
0.156144,0,0,0,0,0,0,0,0,0,0,0,0
0.157550,0,0,0,0,0,0,0,0,0,0,0,0
0.158928,0,0,0,0,0,0,0,0,0,0,0,0
0.160306,0,0,0,0,0,0,0,0,0,0,0,0
0.161684,0,0,0,0,0,0,0,0,0,0,0,0
0.163097,0,0,0,0,0,0,0,0,0,0,0,0
0.164537,0,0,0,0,0,0,0,0,0,0,0,0
0.165960,0,0,0,0,0,0,0,0,0,0,0,0
0.167411,0,0,0,0,0,0,0,0,0,0,0,0
0.168842,0,0,0,0,0,0,0,0,0,0,0,0
0.170274,0,0,0,0,0,0,0,0,0,0,0,0
0.171817,0,0,0,0,0,0,0,0,0,0,0,0
0.173409,0,0,0,0,0,0,0,0,0,0,0,0
0.175015,0,0,0,0,0,0,0,0,0,0,0,0
0.176608,0,0,0,0,0,0,0,0,0,0,0,0
0.178202,0,0,0,0,0,0,0,0,0,0,0,0
0.179796,0,0,0,0,0,0,0,0,0,0,0,0
0.181387,0,0,0,0,0,0,0,0,0,0,0,0
0.182981,0,0,0,0,0,0,0,0,0,0,0,0
0.184575,0,0,0,0,0,0,0,0,0,0,0,0
0.186183,0,0,0,0,0,0,0,0,0,0,0,0
0.187777,0,0,0,0,0,0,0,0,0,0,0,0
0.189369,0,0,0,0,0,0,0,0,0,0,0,0
0.190962,0,0,0,0,0,0,0,0,0,0,0,0
0.192555,0,0,0,0,0,0,0,0,0,0,0,0
0.194229,0,0,0,0,0,0,0,0,0,0,0,0
0.195812,0,0,0,0,0,0,0,0,0,0,0,0
0.197258,0,0,0,0,0,0,0,0,0,0,0,0
0.198819,0,0,0,0,0,0,0,0,0,0,0,0
0.200411,0,0,0,0,0,0,0,0,0,0,0,0
0.202002,0,0,0,0,0,0,0,0,0,0,0,0
0.203594,0,0,0,0,0,0,0,0,0,0,0,0
0.205177,0,0,0,0,0,0,0,0,0,0,0,0
0.206640,0,0,0,0,0,0,0,0,0,0,0,0
0.208090,0,0,0,0,0,0,0,0,0,0,0,0
0.209648,0,0,0,0,0,0,0,0,0,0,0,0
0.211283,0,0,0,0,0,0,0,0,0,0,0,0
0.212875,0,0,0,0,0,0,0,0,0,0,0,0
0.214467,0,0,0,0,0,0,0,0,0,0,0,0
0.216057,0,0,0,0,0,0,0,0,0,0,0,0
0.217645,0,0,0,0,0,0,0,0,0,0,0,0
0.219141,0,0,0,0,0,0,0,0,0,0,0,0
0.220583,0,0,0,0,0,0,0,0,0,0,0,0
0.222014,0,0,0,0,0,0,0,0,0,0,0,0
0.223446,0,0,0,0,0,0,0,0,0,0,0,0
0.224874,0,0,0,0,0,0,0,0,0,0,0,0
0.226305,0,0,0,0,0,0,0,0,0,0,0,0
0.227904,0,0,0,0,0,0,0,0,0,0,0,0
0.229508,0,0,0,0,0,0,0,0,0,0,0,0
0.231100,0,0,0,0,0,0,0,0,0,0,0,0
0.232693,0,0,0,0,0,0,0,0,0,0,0,0
0.234300,0,0,0,0,0,0,0,0,0,0,0,0
0.235754,0,0,0,0,0,0,0,0,0,0,0,0
0.237189,0,0,0,0,0,0,0,0,0,0,0,0
0.238750,0,0,0,0,0,0,0,0,0,0,0,0
0.240233,0,0,0,0,0,0,0,0,0,0,0,0
0.241678,0,0,0,0,0,0,0,0,0,0,0,0
0.243282,0,0,0,0,0,0,0,0,0,0,0,0
0.244875,0,0,0,0,0,0,0,0,0,0,0,0
0.246468,0,0,0,0,0,0,0,0,0,0,0,0
0.248158,0,0,0,0,0,0,0,0,0,0,0,0
0.249924,0,0,0,0,0,0,0,0,0,0,0,0
0.251542,0,0,0,0,0,0,0,0,0,0,0,0
0.253412,0,0,0,0,0,0,0,0,0,0,0,0
0.254863,0,0,0,0,0,0,0,0,0,0,0,0
0.256291,0,0,0,0,0,0,0,0,0,0,0,0
0.257716,0,0,0,0,0,0,0,0,0,0,0,0
0.259190,0,0,0,0,0,0,0,0,0,0,0,0
0.260644,0,0,0,0,0,0,0,0,0,0,0,0
0.262084,0,0,0,0,0,0,0,0,0,0,0,0
0.263651,0,0,0,0,0,0,0,0,0,0,0,0
0.265233,0,0,0,0,0,0,0,0,0,0,0,0
0.266693,0,0,0,0,0,0,0,0,0,0,0,0
0.268252,0,0,0,0,0,0,0,0,0,0,0,0
0.269836,0,0,0,0,0,0,0,0,0,0,0,0
0.271562,0,0,0,0,0,0,0,0,0,0,0,0
0.273166,0,0,0,0,0,0,0,0,0,0,0,0
