elapsed_s,TP_NEVER_COUNT,TP_BUSY_CYCLES,TP_STALL_CYCLES_UCHE,TP_LATENCY_CYCLES,TP_LATENCY_TRANS,TP_FLAG_FIFO_DELAY_SAMPLES,TP_FLAG_FIFO_DELAY_CYCLES,TP_L1_CACHELINE_REQUESTS,TP_L1_CACHELINE_MISSES,TP_SP_TP_TRANS,TP_TP_SP_TRANS,TP_OUTPUT_PIXELS
0.001098,0,0,0,0,0,0,0,0,0,0,0,0
0.002739,0,0,0,0,0,0,0,0,0,0,0,0
0.004401,0,0,0,0,0,0,0,0,0,0,0,0
0.006009,0,0,0,0,0,0,0,0,0,0,0,0
0.007612,0,0,0,0,0,0,0,0,0,0,0,0
0.009227,0,0,0,0,0,0,0,0,0,0,0,0
0.010840,0,0,0,0,0,0,0,0,0,0,0,0
0.012608,0,0,0,0,0,0,0,0,0,0,0,0
0.014240,0,0,0,0,0,0,0,0,0,0,0,0
0.015926,0,0,0,0,0,0,0,0,0,0,0,0
0.017536,0,0,0,0,0,0,0,0,0,0,0,0
0.019132,0,0,0,0,0,0,0,0,0,0,0,0
0.020911,0,0,0,0,0,0,0,0,0,0,0,0
0.022459,0,0,0,0,0,0,0,0,0,0,0,0
0.023996,0,0,0,0,0,0,0,0,0,0,0,0
0.025551,0,0,0,0,0,0,0,0,0,0,0,0
0.027084,0,0,0,0,0,0,0,0,0,0,0,0
0.028690,0,0,0,0,0,0,0,0,0,0,0,0
0.030242,0,0,0,0,0,0,0,0,0,0,0,0
0.031855,0,0,0,0,0,0,0,0,0,0,0,0
0.033411,0,0,0,0,0,0,0,0,0,0,0,0
0.034925,0,0,0,0,0,0,0,0,0,0,0,0
0.036513,0,0,0,0,0,0,0,0,0,0,0,0
0.038030,0,0,0,0,0,0,0,0,0,0,0,0
0.039546,0,0,0,0,0,0,0,0,0,0,0,0
0.041061,0,0,0,0,0,0,0,0,0,0,0,0
0.042587,0,0,0,0,0,0,0,0,0,0,0,0
0.044096,0,0,0,0,0,0,0,0,0,0,0,0
0.045528,0,0,0,0,0,0,0,0,0,0,0,0
0.046867,0,0,0,0,0,0,0,0,0,0,0,0
0.048306,0,0,0,0,0,0,0,0,0,0,0,0
0.049701,0,0,0,0,0,0,0,0,0,0,0,0
0.051096,0,0,0,0,0,0,0,0,0,0,0,0
0.052493,0,0,0,0,0,0,0,0,0,0,0,0
0.053898,0,0,0,0,0,0,0,0,0,0,0,0
0.055477,0,0,0,0,0,0,0,0,0,0,0,0
0.056945,0,0,0,0,0,0,0,0,0,0,0,0
