elapsed_s,TP_2D_OUTPUT_PIXELS_BILINEAR,TP_2D_FILTER_WORKLOAD_16BIT,TP_2D_FILTER_WORKLOAD_32BIT,TP_TPA2TPC_TRANS,TP_L1_MISSES_ASTC_1TILE,TP_L1_MISSES_ASTC_2TILE,TP_L1_MISSES_ASTC_4TILE,TP_L1_5_COMPRESS_REQS,TP_L1_5_L2_COMPRESS_MISS,TP_L1_BANK_CONFLICT,TP_L1_5_MISS_LATENCY_CYCLES,TP_L1_5_MISS_LATENCY_TRANS
0.001376,0,0,0,0,0,0,0,0,0,0,0,0
0.003259,0,0,0,0,0,0,0,0,0,0,0,0
0.004755,0,0,0,0,0,0,0,0,0,0,0,0
0.006244,0,0,0,0,0,0,0,0,0,0,0,0
0.007678,0,0,0,0,0,0,0,0,0,0,0,0
0.009277,0,0,0,0,0,0,0,0,0,0,0,0
0.011157,0,0,0,0,0,0,0,0,0,0,0,0
0.012737,0,0,0,0,0,0,0,0,0,0,0,0
0.014206,0,0,0,0,0,0,0,0,0,0,0,0
0.015700,0,0,0,0,0,0,0,0,0,0,0,0
0.017394,0,0,0,0,0,0,0,0,0,0,0,0
0.018985,0,0,0,0,0,0,0,0,0,0,0,0
0.020571,0,0,0,0,0,0,0,0,0,0,0,0
0.022258,0,0,0,0,0,0,0,0,0,0,0,0
0.023850,0,0,0,0,0,0,0,0,0,0,0,0
0.025334,0,0,0,0,0,0,0,0,0,0,0,0
0.026943,0,0,0,0,0,0,0,0,0,0,0,0
0.028432,0,0,0,0,0,0,0,0,0,0,0,0
0.029950,0,0,0,0,0,0,0,0,0,0,0,0
0.031467,0,0,0,0,0,0,0,0,0,0,0,0
0.033286,0,0,0,0,0,0,0,0,0,0,0,0
0.035167,0,0,0,0,0,0,0,0,0,0,0,0
0.036823,0,0,0,0,0,0,0,0,0,0,0,0
0.038436,0,0,0,0,0,0,0,0,0,0,0,0
0.039957,0,0,0,0,0,0,0,0,0,0,0,0
0.041550,0,0,0,0,0,0,0,0,0,0,0,0
0.043050,0,0,0,0,0,0,0,0,0,0,0,0
0.044508,0,0,0,0,0,0,0,0,0,0,0,0
0.045962,0,0,0,0,0,0,0,0,0,0,0,0
