elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001097,0,0,0,0
0.002550,0,0,0,0
0.003969,0,0,0,0
0.005386,0,0,0,0
0.006847,0,0,0,0
0.008263,0,0,0,0
0.009680,0,0,0,0
0.011107,0,0,0,0
0.012524,0,0,0,0
0.013938,0,0,0,0
0.015354,0,0,0,0
0.016942,0,0,0,0
0.018581,0,0,0,0
0.020034,0,0,0,0
0.021445,0,0,0,0
0.022878,0,0,0,0
0.024248,0,0,0,0
0.025616,0,0,0,0
0.027033,0,0,0,0
0.028409,0,0,0,0
0.029781,0,0,0,0
0.031156,0,0,0,0
0.032543,0,0,0,0
0.033915,0,0,0,0
0.035335,0,0,0,0
0.036717,0,0,0,0
0.038090,0,0,0,0
0.039530,0,0,0,0
0.040879,0,0,0,0
0.042227,0,0,0,0
0.043603,0,0,0,0
0.044950,0,0,0,0
0.046296,0,0,0,0
0.047644,0,0,0,0
0.048994,0,0,0,0
0.050345,0,0,0,0
0.051694,0,0,0,0
0.053046,0,0,0,0
0.054404,0,0,0,0
0.055750,0,0,0,0
0.057080,0,0,0,0
0.058409,0,0,0,0
0.059747,0,0,0,0
0.061078,0,0,0,0
0.062408,0,0,0,0
0.063788,0,0,0,0
0.065142,0,0,0,0
0.066521,0,0,0,0
0.067850,0,0,0,0
0.069178,0,0,0,0
0.070554,0,0,0,0
0.071918,0,0,0,0
0.073208,0,0,0,0
0.074545,0,0,0,0
0.075889,0,0,0,0
0.077195,0,0,0,0
0.078534,0,0,0,0
0.079821,0,0,0,0
0.081110,0,0,0,0
0.082448,0,0,0,0
0.083808,0,0,0,0
0.085084,0,0,0,0
0.086420,0,0,0,0
0.087682,0,0,0,0
0.088937,0,0,0,0
0.090301,0,0,0,0
0.091637,0,0,0,0
0.092976,0,0,0,0
0.094400,0,0,0,0
0.095745,0,0,0,0
0.097169,0,0,0,0
0.098626,24,0,0,0
0.100197,0,0,0,0
0.101634,0,0,0,0
0.103036,0,0,0,0
