elapsed_s,VFD_NEVER_COUNT,VFD_BUSY_CYCLES,VFD_STALL_CYCLES_UCHE,VFD_STALL_CYCLES_VPC_ALLOC,VFD_STALL_CYCLES_SP_INFO,VFD_STALL_CYCLES_SP_ATTR,VFD_STARVE_CYCLES_UCHE,VFD_RBUFFER_FULL
0.001092,0,0,0,0,0,0,0,0
0.002586,0,0,0,0,0,0,0,0
0.004041,0,0,0,0,0,0,0,0
0.005541,0,0,0,0,0,0,0,0
0.006995,0,0,0,0,0,0,0,0
0.008445,0,0,0,0,0,0,0,0
0.009908,0,0,0,0,0,0,0,0
0.011358,0,0,0,0,0,0,0,0
0.012830,0,0,0,0,0,0,0,0
0.014285,0,0,0,0,0,0,0,0
0.016923,0,0,0,0,0,0,0,0
0.020837,0,0,0,0,0,0,0,0
0.022371,0,0,0,0,0,0,0,0
0.023788,0,0,0,0,0,0,0,0
0.025199,0,0,0,0,0,0,0,0
0.026608,0,0,0,0,0,0,0,0
0.028016,0,0,0,0,0,0,0,0
0.029471,0,0,0,0,0,0,0,0
0.030880,0,0,0,0,0,0,0,0
0.032286,0,0,0,0,0,0,0,0
0.033785,0,0,0,0,0,0,0,0
0.035193,0,0,0,0,0,0,0,0
0.036654,0,0,0,0,0,0,0,0
0.038068,0,0,0,0,0,0,0,0
0.039499,0,0,0,0,0,0,0,0
0.040944,0,0,0,0,0,0,0,0
0.042372,0,0,0,0,0,0,0,0
0.043796,0,0,0,0,0,0,0,0
0.045232,0,0,0,0,0,0,0,0
0.046659,0,0,0,0,0,0,0,0
0.048087,0,0,0,0,0,0,0,0
0.049516,0,0,0,0,0,0,0,0
0.050942,0,0,0,0,0,0,0,0
0.052371,0,0,0,0,0,0,0,0
0.053866,0,0,0,0,0,0,0,0
0.055248,0,0,0,0,0,0,0,0
0.056631,0,0,0,0,0,0,0,0
0.057966,0,0,0,0,0,0,0,0
0.059287,0,0,0,0,0,0,0,0
0.060655,0,0,0,0,0,0,0,0
0.061974,0,0,0,0,0,0,0,0
0.063294,0,0,0,0,0,0,0,0
0.064662,0,0,0,0,0,0,0,0
0.066002,0,0,0,0,0,0,0,0
0.067272,0,0,0,0,0,0,0,0
0.068541,0,0,0,0,0,0,0,0
0.069880,0,0,0,0,0,0,0,0
0.071202,0,0,0,0,0,0,0,0
0.072489,0,0,0,0,0,0,0,0
0.073763,0,0,0,0,0,0,0,0
0.075037,0,0,0,0,0,0,0,0
0.076420,0,0,0,0,0,0,0,0
0.077779,0,0,0,0,0,0,0,0
0.079049,0,0,0,0,0,0,0,0
0.080321,0,0,0,0,0,0,0,0
0.081595,0,0,0,0,0,0,0,0
0.083033,0,0,0,0,0,0,0,0
0.084472,0,348,0,0,0,0,0,0
0.085807,0,0,0,0,0,0,0,0
0.087133,0,0,0,0,0,0,0,0
0.088453,0,0,0,0,0,0,0,0
0.089774,0,0,0,0,0,0,0,0
0.091093,0,0,0,0,0,0,0,0
0.092413,0,0,0,0,0,0,0,0
0.093776,0,0,0,0,0,0,0,0
0.095097,0,0,0,0,0,0,0,0
0.096418,0,0,0,0,0,0,0,0
0.097793,0,0,0,0,0,0,0,0
0.099110,0,906,0,0,0,0,0,0
0.100262,0,3474,0,0,0,0,0,0
0.101327,0,3846,0,0,0,0,0,0
0.102479,0,3840,0,0,0,0,0,0
0.103630,0,3846,0,0,0,0,0,0
0.104781,0,3840,0,0,0,0,0,0
0.105932,0,3834,0,0,0,0,0,0
0.107084,0,3840,0,0,0,0,0,0
0.108235,0,3672,0,0,0,0,0,0
0.109393,0,3846,0,0,0,0,0,0
0.110545,0,3840,0,0,0,0,0,0
0.111698,0,3846,0,0,0,0,0,0
0.112850,0,3840,0,0,0,0,0,0
