elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001093,0,0,0,0,0,0
0.002561,0,0,0,0,0,0
0.003998,0,0,0,0,0,0
0.005445,0,0,0,0,0,0
0.006834,0,0,0,0,0,0
0.008229,0,0,0,0,0,0
0.009818,0,0,0,0,0,0
0.011212,0,0,0,0,0,0
0.012601,0,0,0,0,0,0
0.014018,0,0,0,0,0,0
0.015430,0,0,0,0,0,0
0.016994,0,0,0,0,0,0
0.018402,0,0,0,0,0,0
0.019784,0,0,0,0,0,0
0.021243,0,0,0,0,0,0
0.022611,0,0,0,0,0,0
0.023976,0,0,0,0,0,0
0.025340,0,0,0,0,0,0
0.026702,0,0,0,0,0,0
0.028061,0,0,0,0,0,0
0.029455,0,0,0,0,0,0
0.030772,0,0,0,0,0,0
0.032077,0,0,0,0,0,0
0.033428,0,0,0,0,0,0
0.034800,0,0,0,0,0,0
0.036065,0,0,0,0,0,0
0.037379,0,0,0,0,0,0
0.038751,0,0,0,0,0,0
0.040123,0,0,0,0,0,0
0.041455,0,0,0,0,0,0
0.042775,0,0,0,0,0,0
0.044096,0,0,0,0,0,0
0.045435,0,0,0,0,0,0
0.046999,0,0,0,0,0,0
0.048399,0,0,0,0,0,0
0.049907,0,0,0,0,0,0
0.051302,0,0,0,0,0,0
0.052870,0,0,0,0,0,0
0.056163,0,0,0,0,0,0
0.057588,0,0,0,0,0,0
0.058985,0,0,0,0,0,0
0.060382,0,0,0,0,0,0
0.061801,0,0,0,0,0,0
0.063227,0,0,0,0,0,0
0.064629,0,0,0,0,0,0
0.066102,0,0,0,0,0,0
0.067474,0,0,0,0,0,0
0.068832,0,0,0,0,0,0
0.070248,0,0,0,0,0,0
0.071645,6,0,0,1,7,1
0.072939,0,0,0,0,104,0
0.074190,0,0,0,0,96,0
0.075468,0,0,0,0,96,0
0.076718,0,0,0,0,100,0
0.078024,0,0,0,0,100,0
0.079273,0,0,0,0,96,0
0.080523,0,0,0,0,96,0
0.081776,0,0,0,0,100,0
0.083031,0,0,0,0,96,0
0.084285,0,0,0,0,96,0
0.085541,0,0,0,0,36,0
0.086944,0,0,0,0,0,0
0.088353,0,0,0,0,0,0
0.089749,0,0,0,0,0,0
0.091143,0,0,0,0,0,0
0.092534,0,0,0,0,0,0
0.094035,0,0,0,0,0,0
