elapsed_s,HLSQ_FS_SP_CCTX_NUM,HLSQ_BV_SP_CCTX_NUM,HLSQ_VS_SP_SCTX_NUM,HLSQ_FS_SP_SCTX_NUM,HLSQ_BV_SP_SCTX_NUM
0.001105,0,0,0,0,0
0.002541,0,0,0,0,0
0.003970,0,0,0,0,0
0.005397,0,0,0,0,0
0.006821,0,0,0,0,0
0.008245,0,0,0,0,0
0.009729,0,0,0,0,0
0.011154,0,0,0,0,0
0.012578,0,0,0,0,0
0.014023,0,0,0,0,0
0.015599,0,0,0,0,0
0.017082,0,0,0,0,0
0.018508,0,0,0,0,0
0.019953,0,0,0,0,0
0.021376,0,0,0,0,0
0.022801,0,0,0,0,0
0.024223,0,0,0,0,0
0.025689,0,0,0,0,0
0.027118,0,0,0,0,0
0.028545,0,0,0,0,0
0.030036,0,0,0,0,0
0.031459,0,0,0,0,0
0.032893,0,0,0,0,0
0.034317,0,0,0,0,0
0.035739,0,0,0,0,0
0.037161,0,0,0,0,0
0.038584,0,0,0,0,0
0.040006,0,0,0,0,0
0.041500,0,0,0,0,0
0.042930,0,0,0,0,0
0.044330,0,0,0,0,0
0.045730,0,0,0,0,0
0.047132,0,0,0,0,0
0.048533,0,0,0,0,0
0.049984,0,0,0,0,0
0.051384,0,0,0,0,0
0.052882,0,0,0,0,0
0.054642,0,0,0,0,0
0.056116,0,0,0,0,0
0.057575,0,0,0,0,0
0.059112,0,0,0,0,0
0.060530,0,0,0,0,0
0.062127,0,0,0,0,0
0.063668,0,0,0,0,0
0.065083,0,0,0,0,0
0.066502,0,0,0,0,0
0.067921,0,0,0,0,0
0.069352,0,0,0,0,0
0.070730,0,0,0,0,0
0.072110,0,0,0,0,0
0.073535,0,0,0,0,0
0.074917,0,0,0,0,0
0.076426,0,0,0,0,0
0.077788,0,0,0,0,0
0.079124,0,0,0,0,0
0.080453,0,0,0,0,0
0.081776,0,0,0,0,0
0.083154,0,0,0,0,0
0.084517,0,0,0,0,0
0.085915,0,0,0,0,0
0.087283,0,0,0,0,0
0.088643,0,0,0,0,0
0.090070,0,0,0,0,0
0.091513,0,0,0,0,0
0.092940,0,0,0,0,0
0.094370,0,0,0,0,0
0.095801,0,0,0,0,0
0.097262,0,0,0,0,0
0.098722,0,0,0,0,0
0.100238,0,0,0,0,0
0.103442,0,0,0,0,0
0.104689,0,0,0,0,0
0.105993,0,0,0,0,0
0.107242,0,0,0,0,0
0.108489,0,0,0,0,0
0.109808,0,0,0,0,0
0.111091,0,0,0,0,0
0.112531,0,0,0,0,0
0.113739,0,0,0,0,0
0.115153,0,0,0,0,0
0.116567,0,0,0,0,0
0.118002,0,0,0,0,0
0.119417,0,0,0,0,0
0.120834,0,0,0,0,0
0.122271,0,0,0,0,0
0.123589,0,0,0,0,0
0.125021,0,0,0,0,0
0.126492,0,0,0,0,0
0.127964,0,0,0,0,0
0.129437,0,0,0,0,0
0.130910,0,0,0,0,0
0.132383,0,0,0,0,0
0.133776,0,0,0,0,0
0.135243,0,0,0,0,0
0.136716,0,0,0,0,0
0.138348,0,0,0,0,0
0.139848,0,0,0,0,0
0.141344,0,0,0,0,0
0.142754,0,0,0,0,0
0.144127,0,0,0,0,0
0.145490,0,0,0,0,0
0.146850,0,0,0,0,0
0.148212,0,0,0,0,0
0.149576,0,0,0,0,0
0.150943,0,0,0,0,0
0.152309,0,0,0,0,0
0.153724,0,0,0,0,0
0.155245,0,0,0,0,0
0.156929,0,0,0,0,0
0.158477,0,0,0,0,0
0.160024,0,0,0,0,0
0.161452,0,0,0,0,0
0.162978,0,0,0,0,0
0.164533,0,0,0,0,0
0.165983,0,0,0,0,0
0.167510,0,0,0,0,0
0.169070,0,0,0,0,0
0.170661,0,0,0,0,0
0.172208,0,0,0,0,0
0.173635,0,0,0,0,0
0.175162,0,0,0,0,0
0.176732,0,0,0,0,0
0.178333,0,0,0,0,0
0.179888,0,0,0,0,0
0.181448,0,0,0,0,0
0.183006,0,0,0,0,0
0.184563,0,0,0,0,0
0.186125,0,0,0,0,0
0.187695,0,0,0,0,0
0.189254,0,0,0,0,0
0.190812,0,0,0,0,0
0.192367,0,0,0,0,0
0.193926,0,0,0,0,0
0.195484,0,0,0,0,0
0.197044,0,0,0,0,0
0.198604,0,0,0,0,0
0.200150,0,0,0,0,0
0.201617,0,0,0,0,0
0.203144,0,0,0,0,0
0.204698,0,0,0,0,0
0.206258,0,0,0,0,0
0.207812,0,0,0,0,0
0.209382,0,0,0,0,0
0.211790,0,0,0,0,0
0.213220,0,0,0,0,0
0.214744,0,0,0,0,0
0.216298,0,0,0,0,0
0.217727,0,0,0,0,0
0.219251,0,0,0,0,0
0.220821,0,0,0,0,0
0.222403,0,0,0,0,0
0.223960,0,0,0,0,0
0.225529,0,0,0,0,0
0.226982,0,0,0,0,0
0.228506,0,0,0,0,0
0.230160,0,0,0,0,0
0.231726,0,0,0,0,0
0.233327,0,0,0,0,0
0.234882,0,0,0,0,0
0.236435,0,0,0,0,0
0.238358,0,0,0,0,0
0.239915,0,0,0,0,0
0.241472,0,0,0,0,0
0.243041,0,0,0,0,0
0.244596,0,0,0,0,0
0.246156,0,0,0,0,0
0.247709,0,0,0,0,0
0.249310,0,0,0,0,0
0.250867,0,0,0,0,0
0.252432,0,0,0,0,0
0.254324,0,0,0,0,0
0.255852,0,0,0,0,0
0.257279,0,0,0,0,0
0.258805,0,0,0,0,0
0.260360,0,0,0,0,0
0.261916,0,0,0,0,0
0.263471,0,0,0,0,0
0.265037,0,0,0,0,0
0.266639,0,0,0,0,0
0.268193,0,0,0,0,0
0.269747,0,0,0,0,0
0.271304,0,0,0,0,0
0.272862,0,0,0,0,0
0.274409,0,0,0,0,0
0.275969,0,0,0,0,0
0.277393,0,0,0,0,0
0.278917,0,0,0,0,0
0.280469,0,0,0,0,0
0.282078,0,0,0,0,0
0.283631,0,0,0,0,0
0.285189,0,0,0,0,0
0.286755,0,0,0,0,0
0.288309,0,0,0,0,0
0.289865,0,0,0,0,0
0.291420,0,0,0,0,0
0.292976,0,0,0,0,0
0.294531,0,0,0,0,0
0.296084,0,0,0,0,0
0.297695,0,0,0,0,0
0.299250,0,0,0,0,0
0.300807,0,0,0,0,0
0.302362,0,0,0,0,0
0.303915,0,0,0,0,0
0.305471,0,0,0,0,0
0.307025,0,0,0,0,0
0.308469,0,0,0,0,0
0.309936,0,0,0,0,0
0.311383,0,0,0,0,0
0.312912,0,0,0,0,0
0.314513,0,0,0,0,0
0.316069,0,0,0,0,0
0.317628,0,0,0,0,0
0.319199,0,0,0,0,0
0.320754,0,0,0,0,0
0.322365,0,0,0,0,0
0.323921,0,0,0,0,0
0.325523,0,0,0,0,0
0.327070,0,0,0,0,0
0.328616,0,0,0,0,0
0.330160,0,0,0,0,0
0.331561,0,0,0,0,0
0.333085,0,0,0,0,0
0.334640,0,0,0,0,0
0.336196,0,0,0,0,0
0.337752,0,0,0,0,0
0.339310,0,0,0,0,0
0.340884,0,0,0,0,0
0.342441,0,0,0,0,0
0.343996,0,0,0,0,0
0.345598,0,0,0,0,0
0.347154,0,0,0,0,0
0.348709,0,0,0,0,0
0.350270,0,0,0,0,0
0.351839,0,0,0,0,0
0.353398,0,0,0,0,0
0.354955,0,0,0,0,0
0.356511,0,0,0,0,0
0.358072,0,0,0,0,0
0.359627,0,0,0,0,0
0.361229,0,0,0,0,0
0.362799,0,0,0,0,0
0.364354,0,0,0,0,0
0.365910,0,0,0,0,0
0.367467,0,0,0,0,0
0.369026,0,0,0,0,0
0.370583,0,0,0,0,0
0.372138,0,0,0,0,0
0.373708,0,0,0,0,0
0.375265,0,0,0,0,0
0.376824,0,0,0,0,0
0.378382,0,0,0,0,0
0.379937,0,0,0,0,0
0.381495,0,0,0,0,0
0.383052,0,0,0,0,0
0.384620,0,0,0,0,0
0.386250,0,0,0,0,0
0.387648,0,0,0,0,0
0.389173,0,0,0,0,0
0.390730,0,0,0,0,0
0.392286,0,0,0,0,0
0.393887,0,0,0,0,0
0.395457,0,0,0,0,0
0.397015,0,0,0,0,0
0.398574,0,0,0,0,0
0.400129,0,0,0,0,0
0.401686,0,0,0,0,0
0.403243,0,0,0,0,0
0.404865,0,0,0,0,0
0.406499,0,0,0,0,0
0.408054,0,0,0,0,0
0.409656,0,0,0,0,0
0.411213,0,0,0,0,0
0.412768,0,0,0,0,0
0.414378,0,0,0,0,0
0.415933,0,0,0,0,0
0.417505,0,0,0,0,0
0.419063,0,0,0,0,0
0.420617,0,0,0,0,0
0.422199,0,0,0,0,0
0.423755,0,0,0,0,0
0.425356,0,0,0,0,0
0.426914,0,0,0,0,0
0.428482,0,0,0,0,0
0.429978,0,0,0,0,0
0.431503,0,0,0,0,0
0.433062,0,0,0,0,0
0.434617,0,0,0,0,0
0.436171,0,0,0,0,0
0.437727,0,0,0,0,0
0.439295,0,0,0,0,0
0.440852,0,0,0,0,0
0.442408,0,0,0,0,0
0.443961,0,0,0,0,0
0.445518,0,0,0,0,0
0.447074,0,0,0,0,0
0.448626,0,0,0,0,0
0.450199,0,0,0,0,0
0.451754,0,0,0,0,0
0.453310,0,0,0,0,0
0.454865,0,0,0,0,0
0.456420,0,0,0,0,0
0.457890,0,0,0,0,0
0.459414,0,0,0,0,0
0.460984,0,0,0,0,0
0.462539,0,0,0,0,0
0.464093,0,0,0,0,0
0.465648,0,0,0,0,0
0.467203,0,0,0,0,0
0.468756,0,0,0,0,0
0.470379,0,0,0,0,0
0.471946,0,0,0,0,0
0.473547,0,0,0,0,0
0.475102,0,0,0,0,0
0.476655,0,0,0,0,0
0.478215,0,0,0,0,0
0.479769,0,0,0,0,0
0.481326,0,0,0,0,0
0.482895,0,0,0,0,0
0.484448,0,0,0,0,0
0.486060,0,0,0,0,0
0.487614,0,0,0,0,0
0.489171,0,0,0,0,0
0.490726,0,0,0,0,0
0.492280,0,0,0,0,0
0.493849,0,0,0,0,0
0.495405,0,0,0,0,0
0.496962,0,0,0,0,0
0.498517,0,0,0,0,0
0.500071,0,0,0,0,0
0.501626,0,0,0,0,0
0.503182,0,0,0,0,0
0.504747,0,0,0,0,0
0.506346,0,0,0,0,0
0.507901,0,0,0,0,0
0.509456,0,0,0,0,0
0.510930,0,0,0,0,0
0.512461,0,0,0,0,0
0.513960,0,0,0,0,0
0.515494,0,0,0,0,0
0.517053,0,0,0,0,0
0.518609,0,0,0,0,0
0.520165,0,0,0,0,0
0.521766,0,0,0,0,0
0.523323,0,0,0,0,0
0.524882,0,0,0,0,0
0.526453,0,0,0,0,0
0.528008,0,0,0,0,0
0.529565,0,0,0,0,0
0.531122,0,0,0,0,0
0.532679,0,0,0,0,0
0.534240,0,0,0,0,0
0.535794,0,0,0,0,0
0.537408,0,0,0,0,0
0.538966,0,0,0,0,0
0.540522,0,0,0,0,0
0.542082,0,0,0,0,0
0.543638,0,0,0,0,0
0.545196,0,0,0,0,0
0.546752,0,0,0,0,0
0.548322,0,0,0,0,0
0.549878,0,0,0,0,0
0.551425,0,0,0,0,0
0.553097,0,0,0,0,0
0.554695,0,0,0,0,0
0.556284,0,0,0,0,0
0.557840,0,0,0,0,0
0.559409,0,0,0,0,0
0.560966,0,0,0,0,0
0.562522,0,0,0,0,0
0.564074,0,0,0,0,0
0.565631,0,0,0,0,0
0.567186,0,0,0,0,0
0.568739,0,0,0,0,0
0.570352,0,0,0,0,0
0.571906,0,0,0,0,0
0.573463,0,0,0,0,0
0.575019,0,0,0,0,0
0.576573,0,0,0,0,0
0.578133,0,0,0,0,0
0.579688,0,0,0,0,0
0.581258,0,0,0,0,0
0.582813,0,0,0,0,0
0.584369,0,0,0,0,0
0.585967,0,0,0,0,0
0.587522,0,0,0,0,0
0.589079,0,0,0,0,0
0.590635,0,0,0,0,0
0.592202,0,0,0,0,0
0.593757,0,0,0,0,0
0.595313,0,0,0,0,0
0.596869,0,0,0,0,0
0.598385,0,0,0,0,0
0.600047,0,0,0,0,0
0.601504,0,0,0,0,0
0.603118,0,0,0,0,0
0.605399,0,0,0,0,0
0.607168,0,0,0,0,0
0.608943,0,0,0,0,0
0.612039,0,0,0,0,0
0.613478,0,0,0,0,0
0.615003,0,0,0,0,0
0.616558,0,0,0,0,0
0.618117,0,0,0,0,0
0.619544,0,0,0,0,0
0.620945,0,0,0,0,0
0.622338,0,0,0,0,0
0.623754,0,0,0,0,0
0.625147,0,0,0,0,0
0.626538,0,0,0,0,0
0.627928,0,0,0,0,0
0.629320,0,0,0,0,0
0.630710,0,0,0,0,0
0.632101,0,0,0,0,0
0.633536,0,0,0,0,0
0.634948,0,0,0,0,0
0.636340,0,0,0,0,0
0.637733,0,0,0,0,0
0.639124,0,0,0,0,0
0.640514,0,0,0,0,0
0.642019,0,0,0,0,0
0.643414,0,0,0,0,0
0.644808,0,0,0,0,0
0.646208,0,0,0,0,0
0.647613,0,0,0,0,0
0.649038,0,0,0,0,0
0.650548,0,0,0,0,0
0.651940,0,0,0,0,0
0.653334,0,0,0,0,0
0.654725,0,0,0,0,0
0.656117,0,0,0,0,0
0.657519,0,0,0,0,0
0.659039,0,0,0,0,0
0.660630,0,0,0,0,0
0.662192,0,0,0,0,0
0.663747,0,0,0,0,0
0.665350,0,0,0,0,0
0.666907,0,0,0,0,0
0.668475,0,0,0,0,0
0.670122,0,0,0,0,0
0.671781,0,0,0,0,0
0.673345,0,0,0,0,0
0.674902,0,0,0,0,0
0.676457,0,0,0,0,0
0.678067,0,0,0,0,0
0.679635,0,0,0,0,0
0.681237,0,0,0,0,0
0.682794,0,0,0,0,0
0.684350,0,0,0,0,0
0.685907,0,0,0,0,0
0.687463,0,0,0,0,0
0.689020,0,0,0,0,0
0.690591,0,0,0,0,0
0.692146,0,0,0,0,0
0.693704,0,0,0,0,0
0.695251,0,0,0,0,0
0.696863,0,0,0,0,0
0.698279,0,0,0,0,0
0.699675,0,0,0,0,0
0.701207,0,0,0,0,0
0.702761,0,0,0,0,0
0.704747,0,0,0,0,0
0.707262,0,0,0,0,0
0.708660,0,0,0,0,0
0.710052,0,0,0,0,0
0.711455,0,0,0,0,0
0.712856,0,0,0,0,0
0.714401,0,0,0,0,0
0.715954,0,0,0,0,0
0.717510,0,0,0,0,0
0.719065,0,0,0,0,0
0.720620,0,0,0,0,0
0.722242,0,0,0,0,0
0.723796,0,0,0,0,0
0.725353,0,0,0,0,0
0.726910,0,0,0,0,0
0.728464,0,0,0,0,0
0.730077,0,0,0,0,0
0.731632,0,0,0,0,0
0.733204,0,0,0,0,0
0.734761,0,0,0,0,0
0.736315,0,0,0,0,0
0.737872,0,0,0,0,0
0.739428,0,0,0,0,0
0.740986,0,0,0,0,0
0.742542,0,0,0,0,0
0.744109,0,0,0,0,0
0.745709,0,0,0,0,0
0.747266,0,0,0,0,0
0.748824,0,0,0,0,0
0.750382,0,0,0,0,0
0.751936,0,0,0,0,0
0.753494,0,0,0,0,0
0.755065,0,0,0,0,0
0.756620,0,0,0,0,0
0.758008,0,0,0,0,0
0.759405,0,0,0,0,0
0.760928,0,0,0,0,0
0.762530,0,0,0,0,0
0.764085,0,0,0,0,0
0.765654,0,0,0,0,0
0.767211,0,0,0,0,0
0.768766,0,0,0,0,0
0.770377,0,0,0,0,0
0.771931,0,0,0,0,0
0.773489,0,0,0,0,0
0.775046,0,0,0,0,0
0.776613,0,0,0,0,0
0.778187,0,0,0,0,0
0.779743,0,0,0,0,0
0.781300,0,0,0,0,0
0.782857,0,0,0,0,0
0.784412,0,0,0,0,0
0.785967,0,0,0,0,0
0.787536,0,0,0,0,0
0.789094,0,0,0,0,0
0.790649,0,0,0,0,0
0.792205,0,0,0,0,0
0.793804,0,0,0,0,0
0.795362,0,0,0,0,0
0.796920,0,0,0,0,0
0.798490,0,0,0,0,0
0.800043,0,0,0,0,0
0.801601,0,0,0,0,0
0.803158,0,0,0,0,0
0.804713,0,0,0,0,0
0.806273,0,0,0,0,0
0.807825,0,0,0,0,0
0.809439,0,0,0,0,0
0.810994,0,0,0,0,0
0.812547,0,0,0,0,0
0.814107,0,0,0,0,0
0.815661,0,0,0,0,0
0.817216,0,0,0,0,0
0.818770,0,0,0,0,0
0.820337,0,0,0,0,0
0.821891,0,0,0,0,0
0.823446,0,0,0,0,0
0.825002,0,0,0,0,0
0.826557,0,0,0,0,0
0.828110,0,0,0,0,0
0.829665,0,0,0,0,0
0.831233,0,0,0,0,0
0.832869,0,0,0,0,0
0.834270,0,0,0,0,0
0.835790,0,0,0,0,0
0.837342,0,0,0,0,0
0.838893,0,0,0,0,0
0.840444,0,0,0,0,0
0.842064,0,0,0,0,0
0.843617,0,0,0,0,0
0.845172,0,0,0,0,0
0.846726,0,0,0,0,0
0.848280,0,0,0,0,0
0.849834,0,0,0,0,0
0.851389,0,0,0,0,0
0.852958,0,0,0,0,0
0.854513,0,0,0,0,0
0.856066,0,0,0,0,0
0.857665,0,0,0,0,0
0.859221,0,0,0,0,0
0.860840,0,0,0,0,0
0.862461,0,0,0,0,0
0.864025,0,0,0,0,0
0.865581,0,0,0,0,0
0.867136,0,0,0,0,0
0.868687,0,0,0,0,0
0.870245,0,0,0,0,0
0.871797,0,0,0,0,0
0.873397,0,0,0,0,0
0.874965,0,0,0,0,0
0.876518,0,0,0,0,0
0.878077,0,0,0,0,0
0.879631,0,0,0,0,0
0.881187,0,0,0,0,0
0.882740,0,0,0,0,0
0.884197,0,0,0,0,0
0.885732,0,0,0,0,0
0.887261,0,0,0,0,0
0.888819,0,0,0,0,0
0.890378,0,0,0,0,0
0.891934,0,0,0,0,0
0.893492,0,0,0,0,0
0.895049,0,0,0,0,0
0.896618,0,0,0,0,0
0.898231,0,0,0,0,0
0.899786,0,0,0,0,0
0.901344,0,0,0,0,0
0.902892,0,0,0,0,0
0.904439,0,0,0,0,0
0.906710,0,0,0,0,0
0.908430,0,0,0,0,0
0.910038,0,0,0,0,0
0.911599,0,0,0,0,0
0.912976,0,0,0,0,0
0.914383,0,0,0,0,0
0.915902,0,0,0,0,0
0.917457,0,0,0,0,0
0.919023,0,0,0,0,0
0.920578,0,0,0,0,0
0.922135,0,0,0,0,0
0.923689,0,0,0,0,0
0.925244,0,0,0,0,0
0.926797,0,0,0,0,0
0.928293,0,0,0,0,0
0.929851,0,0,0,0,0
0.931382,0,0,0,0,0
0.933020,0,0,0,0,0
0.934604,0,0,0,0,0
0.936157,0,0,0,0,0
0.937754,0,0,0,0,0
0.939307,0,0,0,0,0
0.940876,0,0,0,0,0
0.942430,0,0,0,0,0
0.943979,0,0,0,0,0
0.945549,0,0,0,0,0
0.950090,0,0,0,0,0
0.951502,0,0,0,0,0
0.952890,0,0,0,0,0
0.954341,0,0,0,0,0
0.955729,0,0,0,0,0
0.957116,0,0,0,0,0
0.958503,0,0,0,0,0
0.959889,0,0,0,0,0
0.961278,0,0,0,0,0
0.962682,0,0,0,0,0
0.964073,0,0,0,0,0
0.965465,0,0,0,0,0
0.966855,0,0,0,0,0
0.968245,0,0,0,0,0
0.969673,0,0,0,0,0
0.971064,0,0,0,0,0
0.972455,0,0,0,0,0
0.973913,0,0,0,0,0
0.975304,0,0,0,0,0
0.976695,0,0,0,0,0
0.978215,0,0,0,0,0
0.979769,0,0,0,0,0
0.981325,0,0,0,0,0
0.982880,0,0,0,0,0
0.984323,0,0,0,0,0
0.985892,0,0,0,0,0
0.987448,0,0,0,0,0
0.989005,0,0,0,0,0
0.990560,0,0,0,0,0
0.992113,0,0,0,0,0
0.993668,0,0,0,0,0
0.995238,0,0,0,0,0
0.996832,0,0,0,0,0
0.998389,0,0,0,0,0
0.999944,0,0,0,0,0
1.001545,0,0,0,0,0
1.002992,0,0,0,0,0
1.004542,0,0,0,0,0
1.006115,0,0,0,0,0
1.007669,0,0,0,0,0
1.009225,0,0,0,0,0
1.010780,0,0,0,0,0
1.012335,0,0,0,0,0
1.013891,0,0,0,0,0
1.015446,0,0,0,0,0
1.017016,0,0,0,0,0
1.018619,0,0,0,0,0
1.020173,0,0,0,0,0
1.021728,0,0,0,0,0
1.023284,0,0,0,0,0
1.024842,0,0,0,0,0
1.026395,0,0,0,0,0
1.027843,0,0,0,0,0
1.029374,0,0,0,0,0
1.030930,0,0,0,0,0
1.032486,0,0,0,0,0
1.034005,0,0,0,0,0
1.035522,0,0,0,0,0
1.036950,0,0,0,0,0
1.038364,0,0,0,0,0
1.039889,0,0,0,0,0
1.041451,0,0,0,0,0
1.043010,0,0,0,0,0
1.044567,0,0,0,0,0
1.046129,0,0,0,0,0
1.047669,0,0,0,0,0
1.049523,0,0,0,0,0
1.050952,0,0,0,0,0
1.052478,0,0,0,0,0
1.054092,0,0,0,0,0
1.055651,0,0,0,0,0
1.057214,0,0,0,0,0
1.058775,0,0,0,0,0
1.060223,0,0,0,0,0
1.061759,0,0,0,0,0
1.063312,0,0,0,0,0
1.064923,0,0,0,0,0
1.066414,0,0,0,0,0
1.067858,0,0,0,0,0
1.069387,0,0,0,0,0
1.070962,0,0,0,0,0
1.072522,0,0,0,0,0
1.074088,0,0,0,0,0
1.075646,0,0,0,0,0
1.077213,0,0,0,0,0
1.078772,0,0,0,0,0
1.080331,0,0,0,0,0
1.081953,0,0,0,0,0
1.083514,0,0,0,0,0
1.085077,0,0,0,0,0
1.086637,0,0,0,0,0
1.088196,0,0,0,0,0
1.089757,0,0,0,0,0
1.091317,0,0,0,0,0
1.092765,0,0,0,0,0
1.094334,0,0,0,0,0
1.095766,0,0,0,0,0
1.097340,0,0,0,0,0
1.098901,0,0,0,0,0
1.100332,0,0,0,0,0
1.101861,0,0,0,0,0
1.103436,0,0,0,0,0
1.104999,0,0,0,0,0
1.106552,0,0,0,0,0
1.108103,0,0,0,0,0
1.109529,0,0,0,0,0
1.111055,0,0,0,0,0
1.112490,0,0,0,0,0
1.114093,0,0,0,0,0
1.115653,0,0,0,0,0
1.117215,0,0,0,0,0
1.118776,0,0,0,0,0
1.120335,0,0,0,0,0
1.121896,0,0,0,0,0
1.123457,0,0,0,0,0
1.125033,0,0,0,0,0
1.126594,0,0,0,0,0
1.128152,0,0,0,0,0
1.129757,0,0,0,0,0
1.131318,0,0,0,0,0
1.132882,0,0,0,0,0
1.134442,0,0,0,0,0
1.136015,0,0,0,0,0
1.137579,0,0,0,0,0
1.139140,0,0,0,0,0
1.140699,0,0,0,0,0
1.142264,0,0,0,0,0
1.143824,0,0,0,0,0
1.145431,0,0,0,0,0
1.147005,0,0,0,0,0
1.148564,0,0,0,0,0
1.150130,0,0,0,0,0
1.151688,0,0,0,0,0
1.153251,0,0,0,0,0
1.154811,0,0,0,0,0
1.156370,0,0,0,0,0
1.157813,0,0,0,0,0
1.159335,0,0,0,0,0
1.160963,0,0,0,0,0
1.162569,0,0,0,0,0
1.164129,0,0,0,0,0
1.165690,0,0,0,0,0
1.167251,0,0,0,0,0
1.168827,0,0,0,0,0
1.170389,0,0,0,0,0
1.171947,0,0,0,0,0
1.173509,0,0,0,0,0
1.175070,0,0,0,0,0
1.176629,0,0,0,0,0
1.178196,0,0,0,0,0
1.179768,0,0,0,0,0
1.181331,0,0,0,0,0
1.182891,0,0,0,0,0
1.184450,0,0,0,0,0
1.186073,0,0,0,0,0
1.187632,0,0,0,0,0
1.189194,0,0,0,0,0
1.190768,0,0,0,0,0
1.192328,0,0,0,0,0
1.193931,0,0,0,0,0
1.195492,0,0,0,0,0
1.197053,0,0,0,0,0
1.198615,0,0,0,0,0
1.200175,0,0,0,0,0
1.201749,0,0,0,0,0
1.203311,0,0,0,0,0
1.204873,0,0,0,0,0
1.206430,0,0,0,0,0
1.207987,0,0,0,0,0
1.209596,0,0,0,0,0
1.211156,0,0,0,0,0
1.212731,0,0,0,0,0
1.214165,0,0,0,0,0
1.215566,0,0,0,0,0
1.217095,0,0,0,0,0
1.218654,0,0,0,0,0
1.220210,0,0,0,0,0
1.221767,0,0,0,0,0
1.223208,0,0,0,0,0
1.224726,0,0,0,0,0
1.226259,0,0,0,0,0
1.227812,0,0,0,0,0
1.229368,0,0,0,0,0
1.230922,0,0,0,0,0
1.232477,0,0,0,0,0
1.234129,0,0,0,0,0
1.235682,0,0,0,0,0
1.237240,0,0,0,0,0
1.238795,0,0,0,0,0
1.240349,0,0,0,0,0
1.241947,0,0,0,0,0
1.243502,0,0,0,0,0
1.245073,0,0,0,0,0
1.246628,0,0,0,0,0
1.248182,0,0,0,0,0
1.249737,0,0,0,0,0
1.251293,0,0,0,0,0
1.252850,0,0,0,0,0
1.254405,0,0,0,0,0
1.255846,0,0,0,0,0
1.257418,0,0,0,0,0
1.258975,0,0,0,0,0
1.260529,0,0,0,0,0
1.262089,0,0,0,0,0
1.263644,0,0,0,0,0
1.265201,0,0,0,0,0
1.266771,0,0,0,0,0
1.268325,0,0,0,0,0
1.269880,0,0,0,0,0
1.271436,0,0,0,0,0
1.272995,0,0,0,0,0
1.274553,0,0,0,0,0
1.276108,0,0,0,0,0
1.277677,0,0,0,0,0
1.279234,0,0,0,0,0
1.280870,0,0,0,0,0
1.282326,0,0,0,0,0
1.284118,0,0,0,0,0
1.287082,0,0,0,0,0
1.288487,0,0,0,0,0
1.289964,0,0,0,0,0
1.291356,0,0,0,0,0
1.292748,0,0,0,0,0
1.294142,0,0,0,0,0
1.295663,0,0,0,0,0
1.297221,0,0,0,0,0
1.298666,0,0,0,0,0
1.300064,0,0,0,0,0
1.301460,0,0,0,0,0
1.302854,0,0,0,0,0
1.304247,0,0,0,0,0
1.305684,0,0,0,0,0
