elapsed_s,HLSQ_STALL_CYCLES_VPC_BE,HLSQ_RESERVED_19,HLSQ_RESERVED_20,HLSQ_VSBR_STALL_CYCLES,HLSQ_FS_STALL_CYCLES,HLSQ_LPAC_STALL_CYCLES
0.001094,0,0,0,0,0,0
0.003091,0,0,0,0,0,0
0.004528,0,0,0,0,0,0
0.006007,0,0,0,0,0,0
0.007443,0,0,0,0,0,0
0.008876,0,0,0,0,0,0
0.010337,0,0,0,0,0,0
0.011775,0,0,0,0,0,0
0.013367,0,0,0,0,0,0
0.014901,0,0,0,0,0,0
0.016343,0,0,0,0,0,0
0.017744,0,0,0,0,0,0
0.019114,0,0,0,0,0,0
0.020493,0,0,0,0,0,0
0.021948,0,0,0,0,0,0
0.023315,0,0,0,0,0,0
0.024679,0,0,0,0,0,0
0.026045,0,0,0,0,0,0
0.027410,0,0,0,0,0,0
0.028774,0,0,0,0,0,0
0.030173,0,0,0,0,0,0
0.031482,0,0,0,0,0,0
0.032787,0,0,0,0,0,0
0.034090,0,0,0,0,0,0
0.035463,0,0,0,0,0,0
0.036727,0,0,0,0,0,0
0.038056,0,0,0,0,0,0
0.039321,0,0,0,0,0,0
0.040585,0,0,0,0,0,0
0.041875,0,0,0,0,0,0
0.043226,0,0,0,0,0,0
0.044578,0,0,0,0,0,0
0.045957,0,0,0,0,0,0
0.047397,0,0,0,0,0,0
0.049229,0,0,0,0,0,0
0.050774,0,0,0,0,0,0
0.052126,0,0,0,0,0,0
0.053445,0,0,0,0,0,0
0.054731,0,0,0,0,0,0
0.055995,0,0,0,0,0,0
0.057257,0,0,0,0,0,0
0.058648,0,0,0,0,0,0
0.060216,0,0,0,0,0,0
0.061685,0,0,0,0,0,0
0.063185,0,0,0,0,0,0
0.064646,0,0,0,28,34,0
0.066732,0,0,0,0,0,0
0.068131,0,0,0,0,0,0
0.069816,0,0,0,0,0,0
0.072640,0,0,0,0,0,0
0.074356,0,0,0,0,0,0
0.075778,0,0,0,451,707,0
0.077032,0,0,0,327,816,0
0.078284,0,0,0,327,816,0
0.079535,0,0,0,327,850,0
0.080784,0,0,0,340,816,0
0.082162,0,0,0,396,986,0
0.083551,0,0,0,341,850,0
0.084776,0,0,0,313,782,0
0.086005,0,0,0,327,816,0
0.087258,0,0,0,327,816,0
0.088588,0,0,0,276,626,0
0.090133,0,0,0,0,0,0
0.091702,0,0,0,0,0,0
0.093105,0,0,0,0,0,0
0.094594,0,0,0,0,0,0
0.095993,0,0,0,0,0,0
0.097447,0,0,0,0,0,0
0.098965,0,0,0,0,0,0
0.100380,0,0,0,0,0,0
0.101819,0,0,0,0,0,0
0.103218,0,0,0,0,0,0
0.104612,0,0,0,0,0,0
0.106105,0,0,0,0,0,0
0.107496,0,0,0,0,0,0
0.108887,0,0,0,0,0,0
0.113454,0,0,0,0,0,0
0.114869,0,0,0,0,0,0
0.116257,0,0,0,0,0,0
0.118228,0,0,0,0,0,0
0.119598,0,0,0,0,0,0
0.120963,0,0,0,0,0,0
0.122329,0,0,0,0,0,0
0.123696,0,0,0,0,0,0
0.125075,0,0,0,0,0,0
0.126530,0,0,0,0,0,0
0.127929,0,0,0,0,0,0
0.129326,0,0,0,0,0,0
0.130769,0,0,0,0,0,0
0.132167,0,0,0,0,0,0
0.133567,0,0,0,0,0,0
0.134999,0,0,0,0,0,0
0.136410,0,0,0,0,0,0
0.137809,0,0,0,0,0,0
0.139334,0,0,0,0,0,0
0.140894,0,0,0,0,0,0
0.142499,0,0,0,0,0,0
0.144060,0,0,0,0,0,0
0.145621,0,0,0,0,0,0
0.147197,0,0,0,0,0,0
0.148756,0,0,0,0,0,0
0.150360,0,0,0,0,0,0
0.151922,0,0,0,0,0,0
0.153485,0,0,0,0,0,0
0.155046,0,0,0,0,0,0
0.156605,0,0,0,0,0,0
0.158222,0,0,0,0,0,0
0.159785,0,0,0,0,0,0
0.161343,0,0,0,0,0,0
0.162769,0,0,0,0,0,0
0.164167,0,0,0,0,0,0
0.165562,0,0,0,0,0,0
0.167037,0,0,0,0,0,0
0.168445,0,0,0,0,0,0
0.169849,0,0,0,0,0,0
0.171247,0,0,0,0,0,0
0.172644,0,0,0,0,0,0
0.174078,0,0,0,0,0,0
0.175657,0,0,0,0,0,0
0.177216,0,0,0,0,0,0
0.178857,0,0,0,0,0,0
0.180254,0,0,0,0,0,0
0.181648,0,0,0,0,0,0
0.183214,0,0,0,0,0,0
0.184772,0,0,0,0,0,0
0.186332,0,0,0,0,0,0
0.187890,0,0,0,0,0,0
0.189464,0,0,0,0,0,0
0.191022,0,0,0,0,0,0
0.192579,0,0,0,0,0,0
0.194141,0,0,0,0,0,0
0.195699,0,0,0,0,0,0
0.197257,0,0,0,0,0,0
0.198821,0,0,0,0,0,0
0.200392,0,0,0,0,0,0
0.201952,0,0,0,0,0,0
0.203510,0,0,0,0,0,0
0.205067,0,0,0,0,0,0
0.206589,0,0,0,0,0,0
0.208117,0,0,0,0,0,0
0.209674,0,0,0,0,0,0
0.211245,0,0,0,0,0,0
0.212802,0,0,0,0,0,0
0.214404,0,0,0,0,0,0
0.215965,0,0,0,0,0,0
0.217525,0,0,0,0,0,0
0.219084,0,0,0,0,0,0
0.220641,0,0,0,0,0,0
0.222257,0,0,0,0,0,0
0.223817,0,0,0,0,0,0
0.225456,0,0,0,0,0,0
0.226847,0,0,0,0,0,0
0.228245,0,0,0,0,0,0
0.229772,0,0,0,0,0,0
0.231330,0,0,0,0,0,0
0.232899,0,0,0,0,0,0
0.234457,0,0,0,0,0,0
0.236015,0,0,0,0,0,0
0.237575,0,0,0,0,0,0
0.239177,0,0,0,0,0,0
0.240735,0,0,0,0,0,0
0.242293,0,0,0,0,0,0
0.243865,0,0,0,0,0,0
0.245425,0,0,0,0,0,0
0.246982,0,0,0,0,0,0
0.248668,0,0,0,0,0,0
0.250099,0,0,0,0,0,0
0.251504,0,0,0,0,0,0
0.252903,0,0,0,0,0,0
0.254359,0,0,0,0,0,0
0.255757,0,0,0,0,0,0
0.257155,0,0,0,0,0,0
0.258746,0,0,0,0,0,0
0.260306,0,0,0,0,0,0
0.261911,0,0,0,0,0,0
0.263503,0,0,0,0,0,0
0.265074,0,0,0,0,0,0
0.266575,0,0,0,0,0,0
0.268106,0,0,0,0,0,0
0.269668,0,0,0,0,0,0
0.271273,0,0,0,0,0,0
0.272832,0,0,0,0,0,0
