elapsed_s,CCHE_GMEM0_LOCAL_RD_REQUEST,CCHE_GMEM0_LOCAL_WR_REQUEST,CCHE_GMEM1_LOCAL_RD_REQUEST,CCHE_GMEM1_LOCAL_WR_REQUEST,CCHE_GMEM0_REMOTE_RD_REQUEST,CCHE_GMEM0_REMOTE_WR_REQUEST,CCHE_GMEM1_REMOTE_RD_REQUEST,CCHE_GMEM1_REMOTE_WR_REQUEST,CCHE_STALL_CYCLES_TP,CCHE_ATOMIC_REQUESTS_SP_TOTAL,CCHE_ATOMIC_PACKING_BEAT_SP_TOTAL
0.001134,0,0,0,0,0,0,0,0,0,0,0
0.002753,0,0,0,0,0,0,0,0,0,0,0
0.004345,0,0,0,0,0,0,0,0,0,0,0
0.005931,0,0,0,0,0,0,0,0,0,0,0
0.007764,0,0,0,0,0,0,0,0,0,0,0
0.009361,0,0,0,0,0,0,0,0,0,0,0
0.010955,0,0,0,0,0,0,0,0,0,0,0
0.012547,0,0,0,0,0,0,0,0,0,0,0
0.014218,0,0,0,0,0,0,0,0,0,0,0
0.015884,0,0,0,0,0,0,0,0,0,0,0
0.017456,0,0,0,0,0,0,0,0,0,0,0
0.019088,0,0,0,0,0,0,0,0,0,0,0
0.020632,0,0,0,0,0,0,0,0,0,0,0
0.022227,0,0,0,0,0,0,0,0,0,0,0
0.023916,0,0,0,0,0,0,0,0,0,0,0
0.025482,0,0,0,0,0,0,0,0,0,0,0
0.027035,0,0,0,0,0,0,0,0,0,0,0
0.028611,0,0,0,0,0,0,0,0,0,0,0
0.030177,0,0,0,0,0,0,0,0,0,0,0
0.031743,0,0,0,0,0,0,0,0,0,0,0
0.033296,0,0,0,0,0,0,0,0,0,0,0
0.034845,0,0,0,0,0,0,0,0,0,0,0
0.036397,0,0,0,0,0,0,0,0,0,0,0
0.037936,0,0,0,0,0,0,0,0,0,0,0
0.039709,0,0,0,0,0,0,0,0,0,0,0
0.041241,0,0,0,0,0,0,0,0,0,0,0
0.042815,0,0,0,0,0,0,0,0,0,0,0
0.044370,0,0,0,0,0,0,0,0,0,0,0
0.045882,0,0,0,0,0,0,0,0,0,0,0
0.047537,0,0,0,0,0,0,0,0,0,0,0
0.049076,0,0,0,0,0,0,0,0,0,0,0
0.050597,0,0,0,0,0,0,0,0,0,0,0
0.052140,0,0,0,0,0,0,0,0,0,0,0
0.053724,0,0,0,0,0,0,0,0,0,0,0
0.055378,0,0,0,0,0,0,0,0,0,0,0
0.056837,0,0,0,0,0,0,0,0,0,0,0
0.058410,0,0,0,0,0,0,0,0,0,0,0
0.059896,0,0,0,0,0,0,0,0,0,0,0
0.061469,0,0,0,0,0,0,0,0,0,0,0
0.063089,0,0,0,0,0,0,0,0,0,0,0
0.064535,0,0,0,0,0,0,0,0,0,0,0
0.065932,0,0,0,0,0,0,0,0,0,0,0
0.067330,0,0,0,0,0,0,0,0,0,0,0
0.068724,0,0,0,0,0,0,0,0,0,0,0
0.070121,0,0,0,0,0,0,0,0,0,0,0
0.071524,0,0,0,0,0,0,0,0,0,0,0
0.072970,0,0,0,0,0,0,0,0,0,0,0
0.074374,0,0,0,0,0,0,0,0,0,0,0
0.075782,0,0,0,0,0,0,0,0,0,0,0
0.077179,0,0,0,0,0,0,0,0,0,0,0
0.078623,0,0,0,0,0,0,0,0,0,0,0
0.080016,0,0,0,0,0,0,0,0,0,0,0
0.081410,0,0,0,0,0,0,0,0,0,0,0
0.082864,0,0,0,0,0,0,0,0,0,0,0
0.084307,0,0,0,0,0,0,0,0,0,0,0
0.085754,0,0,0,0,0,0,0,0,0,0,0
0.087260,0,0,0,0,0,0,0,0,0,0,0
0.090271,0,0,0,0,0,0,0,0,0,0,0
0.091698,0,0,0,0,0,0,0,0,0,0,0
0.093128,0,0,0,0,0,0,0,0,0,0,0
0.094560,0,0,0,0,0,0,0,0,0,0,0
0.096064,0,0,0,0,0,0,0,0,0,0,0
0.097546,0,0,0,0,0,0,0,0,0,0,0
0.099029,0,0,0,0,0,0,0,0,0,0,0
0.100520,0,0,0,0,0,0,0,0,0,0,0
0.102000,0,0,0,0,0,0,0,0,0,0,0
0.103345,0,0,0,0,0,0,0,0,0,0,0
0.104632,0,0,0,0,0,0,0,0,0,0,0
0.105913,0,0,0,0,0,0,0,0,0,0,0
0.107239,0,0,0,0,0,0,0,0,0,0,0
0.108517,0,0,0,0,0,0,0,0,0,0,0
0.109795,0,0,0,0,0,0,0,0,0,0,0
0.111194,0,0,0,0,0,0,0,0,0,0,0
0.112481,0,0,0,0,0,0,0,0,0,0,0
0.113724,0,0,0,0,0,0,0,0,0,0,0
0.114960,0,0,0,0,0,0,0,0,0,0,0
0.116194,0,0,0,0,0,0,0,0,0,0,0
0.117698,0,0,0,0,0,0,0,0,0,0,0
0.119147,0,0,0,0,0,0,0,0,0,0,0
0.120570,0,0,0,0,0,0,0,0,0,0,0
0.121990,0,0,0,0,0,0,0,0,0,0,0
0.123429,0,0,0,0,0,0,0,0,0,0,0
0.124829,0,0,0,0,0,0,0,0,0,0,0
0.126209,0,0,0,0,0,0,0,0,0,0,0
0.127607,0,0,0,0,0,0,0,0,0,0,0
0.128984,0,0,0,0,0,0,0,0,0,0,0
0.130359,0,0,0,0,0,0,0,0,0,0,0
0.131738,0,0,0,0,0,0,0,0,0,0,0
0.133115,0,0,0,0,0,0,0,0,0,0,0
0.134551,0,0,0,0,0,0,0,0,0,0,0
0.135900,0,0,0,0,0,0,0,0,0,0,0
0.137247,0,0,0,0,0,0,0,0,0,0,0
0.138603,0,0,0,0,0,0,0,0,0,0,0
0.139951,0,0,0,0,0,0,0,0,0,0,0
0.141298,0,0,0,0,0,0,0,0,0,0,0
0.142645,0,0,0,0,0,0,0,0,0,0,0
0.143991,0,0,0,0,0,0,0,0,0,0,0
0.145341,0,0,0,0,0,0,0,0,0,0,0
0.146688,0,0,0,0,0,0,0,0,0,0,0
0.148036,0,0,0,0,0,0,0,0,0,0,0
0.149392,0,0,0,0,0,0,0,0,0,0,0
0.151052,0,0,0,0,0,0,0,0,0,0,0
0.152418,0,0,0,0,0,0,0,0,0,0,0
0.153774,0,0,0,0,0,0,0,0,0,0,0
0.155130,0,0,0,0,0,0,0,0,0,0,0
0.156486,0,0,0,0,0,0,0,0,0,0,0
0.157841,0,0,0,0,0,0,0,0,0,0,0
0.159261,0,0,0,0,0,0,0,0,0,0,0
0.160623,0,0,0,0,0,0,0,0,0,0,0
0.161979,0,0,0,0,0,0,0,0,0,0,0
0.163856,0,0,0,0,0,0,0,0,0,0,0
0.165212,0,0,0,0,0,0,0,0,0,0,0
0.166602,0,0,0,0,0,0,0,0,0,0,0
0.167957,0,0,0,0,0,0,0,0,0,0,0
0.169288,0,0,0,0,0,0,0,0,0,0,0
0.170627,0,0,0,0,0,0,0,0,0,0,0
0.171956,0,0,0,0,0,0,0,0,0,0,0
0.173284,0,0,0,0,0,0,0,0,0,0,0
0.174661,0,0,0,0,0,0,0,0,0,0,0
0.175991,0,0,0,0,0,0,0,0,0,0,0
0.177319,0,0,0,0,0,0,0,0,0,0,0
0.178696,0,0,0,0,0,0,0,0,0,0,0
0.180024,0,0,0,0,0,0,0,0,0,0,0
0.181359,0,0,0,0,0,0,0,0,0,0,0
0.182697,0,0,0,0,0,0,0,0,0,0,0
0.184121,0,0,0,0,0,0,0,0,0,0,0
0.185540,0,0,0,0,0,0,0,0,0,0,0
0.186959,0,0,0,0,0,0,0,0,0,0,0
0.188503,0,0,0,0,0,0,0,0,0,0,0
0.190232,0,0,0,0,0,0,0,0,0,0,0
0.191820,0,0,0,0,0,0,0,0,0,0,0
0.193400,0,0,0,0,0,0,0,0,0,0,0
0.194858,0,0,0,0,0,0,0,0,0,0,0
0.196460,0,0,0,0,0,0,0,0,0,0,0
0.198047,0,0,0,0,0,0,0,0,0,0,0
0.199705,0,0,0,0,0,0,0,0,0,0,0
0.201292,0,0,0,0,0,0,0,0,0,0,0
0.202895,0,0,0,0,0,0,0,0,0,0,0
0.204483,0,0,0,0,0,0,0,0,0,0,0
0.206070,0,0,0,0,0,0,0,0,0,0,0
0.207807,0,0,0,0,0,0,0,0,0,0,0
0.209393,0,0,0,0,0,0,0,0,0,0,0
0.210981,0,0,0,0,0,0,0,0,0,0,0
0.212569,0,0,0,0,0,0,0,0,0,0,0
0.214171,0,0,0,0,0,0,0,0,0,0,0
0.215760,0,0,0,0,0,0,0,0,0,0,0
0.217347,0,0,0,0,0,0,0,0,0,0,0
0.218938,0,0,0,0,0,0,0,0,0,0,0
0.220525,0,0,0,0,0,0,0,0,0,0,0
0.222114,0,0,0,0,0,0,0,0,0,0,0
0.223703,0,0,0,0,0,0,0,0,0,0,0
0.225303,0,0,0,0,0,0,0,0,0,0,0
0.226893,0,0,0,0,0,0,0,0,0,0,0
0.228481,0,0,0,0,0,0,0,0,0,0,0
0.230067,0,0,0,0,0,0,0,0,0,0,0
0.231774,0,0,0,0,0,0,0,0,0,0,0
0.233203,0,0,0,0,0,0,0,0,0,0,0
0.234758,0,0,0,0,0,0,0,0,0,0,0
0.236238,0,0,0,0,0,0,0,0,0,0,0
0.237802,0,0,0,0,0,0,0,0,0,0,0
0.239395,0,0,0,0,0,0,0,0,0,0,0
0.240984,0,0,0,0,0,0,0,0,0,0,0
0.242575,0,0,0,0,0,0,0,0,0,0,0
0.244166,0,0,0,0,0,0,0,0,0,0,0
0.245755,0,0,0,0,0,0,0,0,0,0,0
0.247436,0,0,0,0,0,0,0,0,0,0,0
0.249025,0,0,0,0,0,0,0,0,0,0,0
0.250617,0,0,0,0,0,0,0,0,0,0,0
0.252208,0,0,0,0,0,0,0,0,0,0,0
0.253797,0,0,0,0,0,0,0,0,0,0,0
0.255391,0,0,0,0,0,0,0,0,0,0,0
0.256979,0,0,0,0,0,0,0,0,0,0,0
0.258584,0,0,0,0,0,0,0,0,0,0,0
0.260174,0,0,0,0,0,0,0,0,0,0,0
0.261762,0,0,0,0,0,0,0,0,0,0,0
0.263441,0,0,0,0,0,0,0,0,0,0,0
0.265031,0,0,0,0,0,0,0,0,0,0,0
0.266623,0,0,0,0,0,0,0,0,0,0,0
0.268213,0,0,0,0,0,0,0,0,0,0,0
0.269816,0,0,0,0,0,0,0,0,0,0,0
0.271405,0,0,0,0,0,0,0,0,0,0,0
0.272985,0,0,0,0,0,0,0,0,0,0,0
0.274444,0,0,0,0,0,0,0,0,0,0,0
0.276005,0,0,0,0,0,0,0,0,0,0,0
0.277593,0,0,0,0,0,0,0,0,0,0,0
0.279227,0,0,0,0,0,0,0,0,0,0,0
0.280830,0,0,0,0,0,0,0,0,0,0,0
0.282422,0,0,0,0,0,0,0,0,0,0,0
0.284012,0,0,0,0,0,0,0,0,0,0,0
0.285600,0,0,0,0,0,0,0,0,0,0,0
0.287191,0,0,0,0,0,0,0,0,0,0,0
0.288780,0,0,0,0,0,0,0,0,0,0,0
0.290372,0,0,0,0,0,0,0,0,0,0,0
0.291966,0,0,0,0,0,0,0,0,0,0,0
0.293546,0,0,0,0,0,0,0,0,0,0,0
0.295007,0,0,0,0,0,0,0,0,0,0,0
0.296565,0,0,0,0,0,0,0,0,0,0,0
0.298155,0,0,0,0,0,0,0,0,0,0,0
0.299744,0,0,0,0,0,0,0,0,0,0,0
0.301331,0,0,0,0,0,0,0,0,0,0,0
0.302937,0,0,0,0,0,0,0,0,0,0,0
0.304644,0,0,0,0,0,0,0,0,0,0,0
0.306116,0,0,0,0,0,0,0,0,0,0,0
0.307545,0,0,0,0,0,0,0,0,0,0,0
0.309097,0,0,0,0,0,0,0,0,0,0,0
0.310729,0,0,0,0,0,0,0,0,0,0,0
0.312318,0,0,0,0,0,0,0,0,0,0,0
0.313918,0,0,0,0,0,0,0,0,0,0,0
0.315487,0,0,0,0,0,0,0,0,0,0,0
0.316916,0,0,0,0,0,0,0,0,0,0,0
0.318471,0,0,0,0,0,0,0,0,0,0,0
0.320058,0,0,0,0,0,0,0,0,0,0,0
0.321645,0,0,0,0,0,0,0,0,0,0,0
0.323233,0,0,0,0,0,0,0,0,0,0,0
0.324834,0,0,0,0,0,0,0,0,0,0,0
0.326423,0,0,0,0,0,0,0,0,0,0,0
0.328055,0,0,0,0,0,0,0,0,0,0,0
0.329642,0,0,0,0,0,0,0,0,0,0,0
0.331229,0,0,0,0,0,0,0,0,0,0,0
0.332816,0,0,0,0,0,0,0,0,0,0,0
0.334406,0,0,0,0,0,0,0,0,0,0,0
0.336007,0,0,0,0,0,0,0,0,0,0,0
0.337593,0,0,0,0,0,0,0,0,0,0,0
0.339181,0,0,0,0,0,0,0,0,0,0,0
0.340770,0,0,0,0,0,0,0,0,0,0,0
0.342360,0,0,0,0,0,0,0,0,0,0,0
0.343993,0,0,0,0,0,0,0,0,0,0,0
0.345579,0,0,0,0,0,0,0,0,0,0,0
0.347181,0,0,0,0,0,0,0,0,0,0,0
0.348769,0,0,0,0,0,0,0,0,0,0,0
0.350358,0,0,0,0,0,0,0,0,0,0,0
0.351946,0,0,0,0,0,0,0,0,0,0,0
0.353532,0,0,0,0,0,0,0,0,0,0,0
0.355120,0,0,0,0,0,0,0,0,0,0,0
0.356708,0,0,0,0,0,0,0,0,0,0,0
0.358310,0,0,0,0,0,0,0,0,0,0,0
0.359942,0,0,0,0,0,0,0,0,0,0,0
0.361529,0,0,0,0,0,0,0,0,0,0,0
0.363118,0,0,0,0,0,0,0,0,0,0,0
0.364706,0,0,0,0,0,0,0,0,0,0,0
0.366295,0,0,0,0,0,0,0,0,0,0,0
0.367883,0,0,0,0,0,0,0,0,0,0,0
0.369484,0,0,0,0,0,0,0,0,0,0,0
0.371072,0,0,0,0,0,0,0,0,0,0,0
0.372661,0,0,0,0,0,0,0,0,0,0,0
0.374250,0,0,0,0,0,0,0,0,0,0,0
0.375884,0,0,0,0,0,0,0,0,0,0,0
0.377435,0,0,0,0,0,0,0,0,0,0,0
0.378871,0,0,0,0,0,0,0,0,0,0,0
0.380436,0,0,0,0,0,0,0,0,0,0,0
0.382024,0,0,0,0,0,0,0,0,0,0,0
0.383619,0,0,0,0,0,0,0,0,0,0,0
0.385207,0,0,0,0,0,0,0,0,0,0,0
0.386799,0,0,0,0,0,0,0,0,0,0,0
0.388388,0,0,0,0,0,0,0,0,0,0,0
0.389976,0,0,0,0,0,0,0,0,0,0,0
0.391459,0,0,0,0,0,0,0,0,0,0,0
0.393017,0,0,0,0,0,0,0,0,0,0,0
0.394609,0,0,0,0,0,0,0,0,0,0,0
0.396199,0,0,0,0,0,0,0,0,0,0,0
0.397788,0,0,0,0,0,0,0,0,0,0,0
0.399467,0,0,0,0,0,0,0,0,0,0,0
0.401055,0,0,0,0,0,0,0,0,0,0,0
0.402660,0,0,0,0,0,0,0,0,0,0,0
0.404249,0,0,0,0,0,0,0,0,0,0,0
0.405873,0,0,0,0,0,0,0,0,0,0,0
0.407469,0,0,0,0,0,0,0,0,0,0,0
0.409057,0,0,0,0,0,0,0,0,0,0,0
0.410648,0,0,0,0,0,0,0,0,0,0,0
0.412237,0,0,0,0,0,0,0,0,0,0,0
0.413840,0,0,0,0,0,0,0,0,0,0,0
0.415432,0,0,0,0,0,0,0,0,0,0,0
0.417021,0,0,0,0,0,0,0,0,0,0,0
0.418612,0,0,0,0,0,0,0,0,0,0,0
0.420201,0,0,0,0,0,0,0,0,0,0,0
0.421789,0,0,0,0,0,0,0,0,0,0,0
0.423468,0,0,0,0,0,0,0,0,0,0,0
0.425069,0,0,0,0,0,0,0,0,0,0,0
0.426661,0,0,0,0,0,0,0,0,0,0,0
0.428251,0,0,0,0,0,0,0,0,0,0,0
0.429839,0,0,0,0,0,0,0,0,0,0,0
