elapsed_s,SP_LB_READ_ALU_BLOCK_OTHER,SP_LB_WRITE_XFER_VPC,SP_LB_WRITE_VPC_BLOCK_OTHER,SP_LB_LDST_RW_LM,SP_LB_LDST_RW_LM_BLOCKED,SP_LB_LDST_WRITE_CONS,SP_LB_LDST_WRITE_CONS_BLOCKED,SP_GPR_READ_BANK,SP_GPR_WRITE_BANK,SP_VS_WAVE_REQ_PENDING,SP_FS_WAVE_REQ_PENDING,SP_LPAC_WAVE_REQ_PENDING,SP_WAVE_SPLIT_CNT,SP_FS_OOO_WAVE_ACC,SP_SCH_MEM_CTRL_WORKING_CYCLES,SP_LDST_EXECUTION_CYCLES,SP_CCHE_UAV_TOTAL_ATOM_REQ,SP_CCHE_NONUAV_TOTAL_AOM_REQ,SP_TTU_INSTRUCTIONS,SP_TTU_ACTIVE_FIBERS,SP_TTU_BUSY_CYCLES,SP_TTU_GPR_RD_CYCLES,SP_TTU_GPR_RD_REQ,SP_TTU_GPR_WR_CYCLES
0.001107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
