elapsed_s,TSE_FE_EMPTY_BBOX_KILLED_PRIM,TSE_FE_ST1_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_VPORT_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS
0.001428,0,0,0,0
0.003162,0,0,0,0
0.004677,0,0,0,0
0.006138,0,0,0,0
0.007580,0,0,0,0
0.009020,0,0,0,0
0.010494,0,0,0,0
0.011933,0,0,0,0
0.013487,0,0,0,0
0.014954,0,0,0,0
0.016369,0,0,0,0
0.017800,0,0,0,0
0.019215,0,0,0,0
0.020710,0,0,0,0
0.022173,0,0,0,0
0.023591,0,0,0,0
0.025008,0,0,0,0
0.026419,0,0,0,0
0.027829,0,0,0,0
0.029289,0,0,0,0
0.030715,0,0,0,0
0.032192,0,0,0,0
0.033774,0,0,0,0
0.035245,0,0,0,0
0.036721,0,0,0,0
0.038196,0,0,0,0
0.039669,0,0,0,0
0.041200,0,0,0,0
0.042690,0,0,0,0
0.044168,0,0,0,0
0.045683,0,0,0,0
0.047080,0,0,0,0
0.048582,0,0,0,0
0.049936,0,0,0,0
0.051286,0,0,0,0
0.052800,0,0,0,0
0.054229,0,0,0,0
0.055583,0,0,0,0
0.056929,0,0,0,0
0.058274,0,0,0,0
0.059626,0,0,0,0
0.060972,0,0,0,0
0.062382,0,0,0,0
0.063728,0,0,0,0
0.065075,0,0,0,0
0.066423,0,0,0,0
0.067638,0,0,0,0
0.069030,0,0,0,0
0.070372,0,0,0,0
0.071715,0,0,0,0
0.073069,0,0,0,0
0.074409,0,0,0,0
0.075753,0,0,0,0
0.077555,0,0,0,0
0.078901,0,0,0,0
0.080246,0,0,0,0
0.081593,0,0,0,0
0.082935,0,0,0,0
0.084292,0,0,0,0
0.085636,0,0,0,0
0.086977,0,0,0,0
0.088311,0,0,0,0
0.089650,0,0,0,0
0.090989,0,0,0,0
0.092329,0,0,0,0
0.093664,0,0,0,0
0.095136,0,0,0,0
0.100487,0,0,0,0
0.101879,0,0,0,0
0.103267,0,0,0,0
0.106165,0,0,0,0
0.107670,0,0,0,0
0.109051,0,0,0,0
0.110482,0,0,0,0
0.111863,0,0,0,0
0.113246,0,0,0,0
0.114636,0,0,0,0
0.116025,0,0,0,0
0.117449,0,0,0,0
0.118846,0,0,0,0
0.120225,0,0,0,0
0.121627,0,0,0,0
0.123011,0,0,0,0
0.124396,0,0,0,0
0.125886,0,0,0,0
0.127271,0,0,0,0
0.128656,0,0,0,0
0.130054,0,0,0,0
0.131438,0,0,0,0
0.132841,0,0,0,0
0.134212,0,0,0,0
0.135726,0,0,0,0
0.137276,0,0,0,0
0.138825,0,0,0,0
0.140389,0,0,0,0
0.141983,0,0,0,0
0.143532,0,0,0,0
0.145084,0,0,0,0
0.146634,0,0,0,0
0.148183,0,0,0,0
0.149738,0,0,0,0
0.151300,0,0,0,0
0.152853,0,0,0,0
0.154403,0,0,0,0
0.155951,0,0,0,0
0.157501,0,0,0,0
0.159049,0,0,0,0
0.160602,0,0,0,0
0.162172,0,0,0,0
0.163722,0,0,0,0
0.165273,0,0,0,0
0.166815,0,0,0,0
0.168251,0,0,0,0
0.169798,0,0,0,0
0.171188,0,0,0,0
0.172714,0,0,0,0
0.174310,0,0,0,0
0.175859,0,0,0,0
0.177408,0,0,0,0
0.178827,0,0,0,0
0.180424,0,0,0,0
0.181966,0,0,0,0
0.183520,0,0,0,0
0.184938,0,0,0,0
0.186461,0,0,0,0
0.188012,0,0,0,0
0.189623,0,0,0,0
0.191096,0,0,0,0
0.192483,0,0,0,0
0.193878,0,0,0,0
0.195256,0,0,0,0
0.196635,0,0,0,0
0.198013,0,0,0,0
0.199393,0,0,0,0
0.200773,0,0,0,0
0.202150,0,0,0,0
0.203528,0,0,0,0
0.204917,0,0,0,0
0.206346,0,0,0,0
0.207701,0,0,0,0
0.209054,0,0,0,0
0.210408,0,0,0,0
0.211761,0,0,0,0
0.213114,0,0,0,0
0.214468,0,0,0,0
0.215830,0,0,0,0
0.217185,0,0,0,0
0.218539,0,0,0,0
0.219892,0,0,0,0
0.221245,0,0,0,0
0.222635,0,0,0,0
0.223976,0,0,0,0
0.225316,0,0,0,0
0.226662,0,0,0,0
0.228002,0,0,0,0
0.229342,0,0,0,0
0.230683,0,0,0,0
0.232025,0,0,0,0
0.233366,0,0,0,0
0.234709,0,0,0,0
0.236050,0,0,0,0
0.237462,0,0,0,0
0.238832,0,0,0,0
0.240243,0,0,0,0
0.241529,0,0,0,0
0.242893,0,0,0,0
0.244253,0,0,0,0
0.245596,0,0,0,0
0.246957,0,0,0,0
0.248362,0,0,0,0
0.249784,0,0,0,0
0.251153,0,0,0,0
0.252564,0,0,0,0
0.253938,0,0,0,0
0.255298,0,0,0,0
0.256709,0,0,0,0
0.258069,0,0,0,0
0.259436,0,0,0,0
0.260851,0,0,0,0
0.262392,0,0,0,0
0.263804,0,0,0,0
0.265215,0,0,0,0
0.266535,0,0,0,0
0.267946,0,0,0,0
0.269357,0,0,0,0
0.270785,0,0,0,0
0.272196,0,0,0,0
0.273827,0,0,0,0
0.275228,0,0,0,0
0.276606,0,0,0,0
0.277997,0,0,0,0
0.279383,0,0,0,0
0.280770,0,0,0,0
0.282168,0,0,0,0
0.283552,0,0,0,0
0.285688,0,0,0,0
0.287111,0,0,0,0
0.288597,0,0,0,0
0.290014,0,0,0,0
0.291393,0,0,0,0
0.292782,0,0,0,0
0.294158,0,0,0,0
0.295533,0,0,0,0
0.296909,0,0,0,0
0.298286,0,0,0,0
0.299663,0,0,0,0
0.301233,0,0,0,0
0.302621,0,0,0,0
0.304021,0,0,0,0
0.305459,0,0,0,0
0.306839,0,0,0,0
0.308218,0,0,0,0
0.309648,0,0,0,0
0.311143,0,0,0,0
0.312561,0,0,0,0
0.314082,0,0,0,0
0.315643,0,0,0,0
0.317194,0,0,0,0
0.318758,0,0,0,0
0.320308,0,0,0,0
0.321915,0,0,0,0
0.323464,0,0,0,0
0.325016,0,0,0,0
0.326456,0,0,0,0
0.327977,0,0,0,0
0.329587,0,0,0,0
0.331137,0,0,0,0
0.332691,0,0,0,0
0.334285,0,0,0,0
0.335834,0,0,0,0
0.337398,0,0,0,0
0.338949,0,0,0,0
0.340501,0,0,0,0
0.342052,0,0,0,0
0.343600,0,0,0,0
0.345149,0,0,0,0
0.346699,0,0,0,0
0.348259,0,0,0,0
0.349814,0,0,0,0
0.351365,0,0,0,0
0.352886,0,0,0,0
0.354500,0,0,0,0
0.356049,0,0,0,0
0.357603,0,0,0,0
0.359162,0,0,0,0
0.360713,0,0,0,0
0.362264,0,0,0,0
0.363815,0,0,0,0
0.365365,0,0,0,0
0.366917,0,0,0,0
0.368470,0,0,0,0
0.370034,0,0,0,0
0.371582,0,0,0,0
0.373134,0,0,0,0
0.374685,0,0,0,0
0.376234,0,0,0,0
0.377787,0,0,0,0
0.379213,0,0,0,0
0.380754,0,0,0,0
0.382351,0,0,0,0
0.383903,0,0,0,0
0.385455,0,0,0,0
0.387007,0,0,0,0
0.388575,0,0,0,0
0.389967,0,0,0,0
0.391375,0,0,0,0
0.392761,0,0,0,0
0.394140,0,0,0,0
0.395518,0,0,0,0
0.396896,0,0,0,0
0.398317,0,0,0,0
0.399696,0,0,0,0
0.401073,0,0,0,0
0.402463,0,0,0,0
0.403841,0,0,0,0
0.405220,0,0,0,0
0.406596,0,0,0,0
0.407973,0,0,0,0
0.409351,0,0,0,0
0.410729,0,0,0,0
0.412106,0,0,0,0
0.413508,0,0,0,0
0.414935,0,0,0,0
0.416304,0,0,0,0
0.417693,0,0,0,0
0.419047,0,0,0,0
0.420401,0,0,0,0
0.421754,0,0,0,0
0.423110,0,0,0,0
0.424576,0,0,0,0
0.425958,0,0,0,0
0.427312,0,0,0,0
0.428773,0,0,0,0
0.430178,0,0,0,0
0.431477,0,0,0,0
0.432821,0,0,0,0
0.434118,0,0,0,0
0.435431,0,0,0,0
0.436774,0,0,0,0
0.438303,0,0,0,0
0.439698,0,0,0,0
0.441172,0,0,0,0
0.442468,0,0,0,0
0.443760,0,0,0,0
0.445054,0,0,0,0
0.446391,0,0,0,0
0.447753,0,0,0,0
0.449055,0,0,0,0
0.450422,0,0,0,0
0.451783,0,0,0,0
0.453143,0,0,0,0
0.454508,0,0,0,0
0.455821,0,0,0,0
0.457137,0,0,0,0
0.458555,0,0,0,0
0.459971,0,0,0,0
0.461397,0,0,0,0
0.462822,0,0,0,0
0.464233,0,0,0,0
0.465633,0,0,0,0
0.467045,0,0,0,0
0.468470,0,0,0,0
0.469963,0,0,0,0
0.471373,0,0,0,0
0.472782,0,0,0,0
0.474193,0,0,0,0
0.475496,0,0,0,0
0.476907,0,0,0,0
0.478331,0,0,0,0
0.479745,0,0,0,0
0.481965,0,0,0,0
0.483362,0,0,0,0
0.484776,0,0,0,0
0.486164,0,0,0,0
0.487549,0,0,0,0
0.488937,0,0,0,0
0.490335,0,0,0,0
0.491722,0,0,0,0
0.493106,0,0,0,0
0.494642,0,0,0,0
0.496025,0,0,0,0
0.497997,0,0,0,0
0.499378,0,0,0,0
0.500767,0,0,0,0
0.502144,0,0,0,0
0.503520,0,0,0,0
0.504899,0,0,0,0
0.506276,0,0,0,0
0.507654,0,0,0,0
0.509033,0,0,0,0
0.510413,0,0,0,0
0.511801,0,0,0,0
0.513181,0,0,0,0
0.514562,0,0,0,0
0.515941,0,0,0,0
0.517321,0,0,0,0
0.518814,0,0,0,0
0.520442,0,0,0,0
0.521996,0,0,0,0
0.523536,0,0,0,0
0.525580,0,0,0,0
0.527017,0,0,0,0
0.528406,0,0,0,0
0.529792,0,0,0,0
0.531176,0,0,0,0
0.532576,0,0,0,0
0.534091,0,0,0,0
0.535639,0,0,0,0
0.537190,0,0,0,0
0.538740,0,0,0,0
0.540287,0,0,0,0
0.541923,0,0,0,0
0.543358,0,0,0,0
0.544881,0,0,0,0
0.546429,0,0,0,0
0.547977,0,0,0,0
0.549580,0,0,0,0
0.551128,0,0,0,0
0.552681,0,0,0,0
0.554242,0,0,0,0
0.555668,0,0,0,0
0.557193,0,0,0,0
0.558745,0,0,0,0
0.560293,0,0,0,0
0.561885,0,0,0,0
0.563433,0,0,0,0
0.564997,0,0,0,0
0.566547,0,0,0,0
0.568095,0,0,0,0
0.569647,0,0,0,0
0.571067,0,0,0,0
0.572589,0,0,0,0
0.574183,0,0,0,0
0.575746,0,0,0,0
0.577297,0,0,0,0
0.578898,0,0,0,0
0.580455,0,0,0,0
0.581836,0,0,0,0
0.583225,0,0,0,0
0.584742,0,0,0,0
0.586304,0,0,0,0
0.587852,0,0,0,0
0.589402,0,0,0,0
0.590953,0,0,0,0
0.592505,0,0,0,0
0.594052,0,0,0,0
0.595550,0,0,0,0
0.596962,0,0,0,0
0.598348,0,0,0,0
0.599727,0,0,0,0
0.601105,0,0,0,0
0.602484,0,0,0,0
0.603861,0,0,0,0
0.605241,0,0,0,0
0.606662,0,0,0,0
0.608050,0,0,0,0
0.609527,0,0,0,0
0.610906,0,0,0,0
0.612283,0,0,0,0
0.613740,0,0,0,0
0.615117,0,0,0,0
0.616503,0,0,0,0
0.617880,0,0,0,0
0.619265,0,0,0,0
0.620649,0,0,0,0
0.622076,0,0,0,0
0.623554,0,0,0,0
0.624949,0,0,0,0
0.626305,0,0,0,0
0.627658,0,0,0,0
0.629011,0,0,0,0
0.630374,0,0,0,0
0.631728,0,0,0,0
0.633083,0,0,0,0
0.634438,0,0,0,0
0.635791,0,0,0,0
0.637147,0,0,0,0
0.638540,0,0,0,0
0.639955,0,0,0,0
0.641370,0,0,0,0
0.642779,0,0,0,0
0.644188,0,0,0,0
0.645598,0,0,0,0
0.647008,0,0,0,0
0.648310,0,0,0,0
0.649718,0,0,0,0
0.651127,0,0,0,0
0.652553,0,0,0,0
0.653958,0,0,0,0
0.655321,0,0,0,0
0.656583,0,0,0,0
0.657836,0,0,0,0
0.659196,0,0,0,0
0.660527,0,0,0,0
0.661895,0,0,0,0
0.663202,0,0,0,0
0.664637,0,0,0,0
0.666047,0,0,0,0
0.667457,0,0,0,0
0.668867,0,0,0,0
0.670276,0,0,0,0
0.671685,0,0,0,0
0.673115,0,0,0,0
