elapsed_s,TSE_FE_ZERO_AREA_PRIM,TSE_FE_FACENESS_CULLED_PRIM,TSE_FE_ZERO_PIXEL_PRIM,TSE_FE_OUTPUT_NULL_PRIM
0.001160,0,0,0,0
0.002888,0,0,0,0
0.004360,0,0,0,0
0.005832,0,0,0,0
0.007218,0,0,0,0
0.008651,0,0,0,0
0.010054,0,0,0,0
0.011429,0,0,0,0
0.012871,0,0,0,0
0.014248,0,0,0,0
0.015602,0,0,0,0
0.017148,0,0,0,0
0.018563,0,0,0,0
0.020022,0,0,0,0
0.021442,0,0,0,0
0.022866,0,0,0,0
0.024279,0,0,0,0
0.025693,0,0,0,0
0.027107,0,0,0,0
0.028569,0,0,0,0
0.030000,0,0,0,0
0.031415,0,0,0,0
0.032890,0,0,0,0
0.034351,0,0,0,0
0.035874,0,0,0,0
0.037349,0,0,0,0
0.038823,0,0,0,0
0.040300,0,0,0,0
0.041793,0,0,0,0
0.043275,0,0,0,0
0.044834,0,0,0,0
0.046313,0,0,0,0
0.047787,0,0,0,0
0.049170,0,0,0,0
0.050534,0,0,0,0
0.051922,0,0,0,0
0.053264,0,0,0,0
0.054683,0,0,0,0
0.056052,0,0,0,0
0.057394,0,0,0,0
0.058741,0,0,0,0
0.060083,0,0,0,0
0.061428,0,0,0,0
0.062773,0,0,0,0
0.064117,0,0,0,0
0.065492,0,0,0,0
0.066940,0,0,0,0
0.068360,0,0,0,0
0.069633,0,0,0,0
0.071025,0,0,0,0
0.072414,0,0,0,0
0.073801,0,0,0,0
0.075185,0,0,0,0
0.076588,0,0,0,0
0.077988,0,0,0,0
0.079613,0,0,0,0
0.081004,0,0,0,0
0.082438,0,0,0,0
0.085250,0,0,0,0
0.086650,0,0,0,0
0.088037,0,0,0,0
0.089422,0,0,0,0
0.090803,0,0,0,0
0.093300,0,0,0,0
0.094682,0,0,0,0
0.099652,0,0,0,0
0.101065,0,0,0,0
0.102423,0,0,0,0
0.103766,0,0,0,0
0.105107,0,0,0,0
0.106446,0,0,0,0
0.107847,0,0,0,0
0.109238,0,0,0,0
0.110618,0,0,0,0
0.112010,0,0,0,0
0.113436,0,0,0,0
0.114816,0,0,0,0
0.116198,0,0,0,0
0.117590,0,0,0,0
0.118975,0,0,0,0
0.120363,0,0,0,0
0.121751,0,0,0,0
0.123154,0,0,0,0
0.124542,0,0,0,0
0.125928,0,0,0,0
0.127312,0,0,0,0
0.128701,0,0,0,0
0.130122,0,0,0,0
0.131509,0,0,0,0
0.132898,0,0,0,0
0.134298,0,0,0,0
0.135685,0,0,0,0
0.137070,0,0,0,0
0.138455,0,0,0,0
0.139974,0,0,0,0
0.141525,0,0,0,0
0.143076,0,0,0,0
0.144640,0,0,0,0
0.146193,0,0,0,0
0.147746,0,0,0,0
0.149298,0,0,0,0
0.150849,0,0,0,0
0.152401,0,0,0,0
0.153952,0,0,0,0
0.155512,0,0,0,0
0.156934,0,0,0,0
0.158325,0,0,0,0
0.159843,0,0,0,0
0.161438,0,0,0,0
0.162987,0,0,0,0
0.164417,0,0,0,0
0.165873,0,0,0,0
0.167281,0,0,0,0
0.168698,0,0,0,0
0.170106,0,0,0,0
0.171491,0,0,0,0
0.172879,0,0,0,0
0.174392,0,0,0,0
0.175944,0,0,0,0
0.177550,0,0,0,0
0.179102,0,0,0,0
0.180652,0,0,0,0
0.182202,0,0,0,0
0.183753,0,0,0,0
0.185303,0,0,0,0
0.186852,0,0,0,0
0.188415,0,0,0,0
0.189954,0,0,0,0
0.191377,0,0,0,0
0.192784,0,0,0,0
0.194168,0,0,0,0
0.195624,0,0,0,0
0.197146,0,0,0,0
0.198534,0,0,0,0
0.199911,0,0,0,0
0.201288,0,0,0,0
0.202667,0,0,0,0
0.204043,0,0,0,0
0.205420,0,0,0,0
0.206798,0,0,0,0
0.208177,0,0,0,0
0.209613,0,0,0,0
0.210968,0,0,0,0
0.212321,0,0,0,0
0.213675,0,0,0,0
0.215027,0,0,0,0
0.216380,0,0,0,0
0.217735,0,0,0,0
0.219087,0,0,0,0
0.220447,0,0,0,0
0.221801,0,0,0,0
0.223153,0,0,0,0
0.224506,0,0,0,0
0.225896,0,0,0,0
0.227235,0,0,0,0
0.228575,0,0,0,0
0.229915,0,0,0,0
0.231260,0,0,0,0
0.232600,0,0,0,0
0.233940,0,0,0,0
0.235281,0,0,0,0
0.236685,0,0,0,0
0.238024,0,0,0,0
0.239362,0,0,0,0
0.240806,0,0,0,0
0.242168,0,0,0,0
0.243591,0,0,0,0
0.244964,0,0,0,0
0.246327,0,0,0,0
0.247688,0,0,0,0
0.249049,0,0,0,0
0.250468,0,0,0,0
0.251883,0,0,0,0
0.253300,0,0,0,0
0.254601,0,0,0,0
0.256012,0,0,0,0
0.257434,0,0,0,0
0.258845,0,0,0,0
0.260256,0,0,0,0
0.261665,0,0,0,0
0.263075,0,0,0,0
0.264497,0,0,0,0
0.265913,0,0,0,0
0.267323,0,0,0,0
0.268654,0,0,0,0
0.270065,0,0,0,0
0.271475,0,0,0,0
0.272893,0,0,0,0
0.274207,0,0,0,0
0.275670,0,0,0,0
0.279019,0,0,0,0
0.280902,0,0,0,0
0.282292,0,0,0,0
0.283776,0,0,0,0
0.285212,0,0,0,0
0.286616,0,0,0,0
0.288001,0,0,0,0
0.289420,0,0,0,0
0.290900,0,0,0,0
0.292281,0,0,0,0
0.293659,0,0,0,0
0.295039,0,0,0,0
0.296419,0,0,0,0
0.297806,0,0,0,0
0.299182,0,0,0,0
0.300558,0,0,0,0
0.301933,0,0,0,0
0.303312,0,0,0,0
0.304789,0,0,0,0
0.306176,0,0,0,0
0.307565,0,0,0,0
0.308954,0,0,0,0
0.310333,0,0,0,0
0.311797,0,0,0,0
0.313249,0,0,0,0
0.314755,0,0,0,0
0.316175,0,0,0,0
0.317698,0,0,0,0
0.319262,0,0,0,0
0.320819,0,0,0,0
0.322415,0,0,0,0
0.324065,0,0,0,0
0.325617,0,0,0,0
0.327168,0,0,0,0
0.328722,0,0,0,0
0.330287,0,0,0,0
0.331842,0,0,0,0
0.333395,0,0,0,0
0.334946,0,0,0,0
0.336500,0,0,0,0
