elapsed_s,TSE_FE_BV_STALLS_DUETO_BR,TSE_BE_STALL_CYCLES_LRZ_PRIM,TSE_FE_EARLY_BFCULL_GBCLIPPED_PRIM,TSE_REG_PROGRAMMING_WORKING_CYCLE_L1
0.001102,0,0,0,0
0.002704,0,0,0,0
0.004206,0,0,0,0
0.005721,0,0,0,0
0.007166,0,0,0,0
0.008691,0,0,0,0
0.010130,0,0,0,0
0.011562,0,0,0,0
0.013293,0,0,0,0
0.014792,0,0,0,0
0.016242,0,0,0,0
0.017689,0,0,0,0
0.019154,0,0,0,0
0.020594,0,0,0,0
0.022069,0,0,0,0
0.023545,0,0,0,0
0.025007,0,0,0,0
0.026469,0,0,0,0
0.027928,0,0,0,0
0.029443,0,0,0,0
0.030902,0,0,0,0
0.032360,0,0,0,0
0.033820,0,0,0,0
0.035277,0,0,0,0
0.036753,0,0,0,0
0.038235,0,0,0,0
0.039693,0,0,0,0
0.041287,0,0,0,0
0.042861,0,0,0,0
0.044435,0,0,0,0
0.046008,0,0,0,0
0.047452,0,0,0,0
0.048896,0,0,0,0
0.050478,0,0,0,0
0.051923,0,0,0,0
0.053390,0,0,0,0
0.054876,0,0,0,0
0.056400,0,0,0,0
0.057926,0,0,0,0
0.059452,0,0,0,0
0.060983,0,0,0,0
0.062399,0,0,0,0
0.063815,0,0,0,0
0.065251,0,0,0,0
0.066668,0,0,0,0
0.068129,0,0,0,0
0.069511,0,0,0,0
0.070985,0,0,0,0
0.072334,0,0,0,0
0.073686,0,0,0,0
0.075036,0,0,0,0
0.076384,0,0,0,0
0.077728,0,0,0,0
0.079072,0,0,0,0
0.080422,0,0,0,0
0.081795,0,0,222,216
0.083368,0,0,0,0
0.084716,0,0,0,0
0.086080,0,0,0,0
0.087477,0,0,0,0
0.088865,0,0,0,0
0.090253,0,0,0,0
0.091639,0,0,0,0
0.093077,0,0,753,726
0.094721,0,0,576,501
0.096162,0,0,0,0
0.097588,0,0,0,0
0.098972,0,0,0,0
0.100357,0,0,0,0
0.101787,0,0,0,0
0.103183,0,0,0,0
0.104566,0,0,0,0
0.106392,0,0,0,0
0.107777,0,0,0,0
0.109832,0,0,0,0
0.111212,0,0,0,0
0.116084,0,0,0,0
0.117484,0,0,0,0
0.118914,0,0,0,0
0.120428,0,0,0,0
0.121824,0,0,0,0
0.123168,0,0,0,0
0.124513,0,0,0,0
0.125854,0,0,0,0
0.127193,0,0,0,0
0.128548,0,0,0,0
0.129887,0,0,0,0
0.131225,0,0,0,0
0.132561,0,0,0,0
0.134028,0,0,0,0
0.135588,0,0,0,0
0.137140,0,0,0,0
0.138691,0,0,0,0
0.140257,0,0,0,0
0.141807,0,0,0,0
0.143355,0,0,0,0
0.144905,0,0,0,0
0.146485,0,0,0,0
0.148121,0,0,0,0
0.149510,0,0,0,0
0.150955,0,0,0,0
0.152346,0,0,0,0
0.153733,0,0,0,0
0.155119,0,0,0,0
0.156506,0,0,0,0
0.157891,0,0,0,0
0.159405,0,0,0,0
0.160957,0,0,0,0
0.162520,0,0,0,0
0.164074,0,0,0,0
0.165668,0,0,0,0
0.167219,0,0,0,0
0.168771,0,0,0,0
0.170323,0,0,0,0
0.171872,0,0,0,0
0.173448,0,0,0,0
0.174997,0,0,0,0
0.176550,0,0,0,0
0.178103,0,0,0,0
0.179652,0,0,0,0
0.181205,0,0,0,0
0.182757,0,0,0,0
0.184323,0,0,0,0
0.185874,0,0,0,0
0.187424,0,0,0,0
0.188976,0,0,0,0
0.190526,0,0,0,0
0.192080,0,0,0,0
0.193632,0,0,0,0
0.195193,0,0,0,0
0.196747,0,0,0,0
0.198343,0,0,0,0
0.199893,0,0,0,0
0.201448,0,0,0,0
0.202996,0,0,0,0
0.204551,0,0,0,0
0.206114,0,0,0,0
0.207557,0,0,0,0
