elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001281,0,0,0,0
0.002810,0,0,0,0
0.004328,0,0,0,0
0.005933,0,0,0,0
0.007417,0,0,0,0
0.009098,0,0,0,0
0.010629,0,0,0,0
0.012086,0,0,0,0
0.013574,0,0,0,0
0.015074,0,0,0,0
0.016508,0,0,0,0
0.017999,0,0,0,0
0.019438,0,0,0,0
0.020893,0,0,0,0
0.022337,0,0,0,0
0.023775,0,0,0,0
0.025215,0,0,0,0
0.026656,0,0,0,0
0.028094,0,0,0,0
0.029581,0,0,0,0
0.031048,0,0,0,0
0.032482,0,0,0,0
0.033979,0,0,0,0
0.035395,0,0,0,0
0.036806,0,0,0,0
0.038219,0,0,0,0
0.039627,0,0,0,0
0.041145,0,0,0,0
0.042661,0,0,0,0
0.044085,0,0,0,0
0.045503,0,0,0,0
0.046906,0,0,0,0
0.048380,0,0,0,0
0.049984,0,0,0,0
0.051394,0,0,0,0
0.052797,0,0,0,0
0.054203,0,0,0,0
0.055607,0,0,0,0
0.057013,0,0,0,0
0.058417,0,0,0,0
0.059821,0,0,0,0
0.061275,0,0,0,0
0.062706,0,0,0,0
0.064110,0,0,0,0
0.065535,0,0,0,0
0.066879,0,0,0,0
0.068325,0,0,0,0
0.069745,0,0,0,0
0.071150,0,0,0,0
0.072759,0,0,0,0
0.074148,0,0,0,0
0.075496,0,0,0,0
0.076891,0,0,0,0
0.078641,0,0,0,0
0.080055,66,0,0,1890
0.081447,0,0,0,0
0.082836,0,0,0,0
0.084232,0,0,0,0
0.085620,0,0,0,0
0.087010,0,0,0,0
0.088395,0,0,0,0
0.089858,120,0,0,3615
0.091230,48,0,0,660
0.092618,0,0,0,0
0.094097,0,0,0,0
0.095553,0,0,0,0
0.096940,0,0,0,0
0.098325,0,0,0,0
0.099709,0,0,0,0
0.101100,0,0,0,0
0.102565,0,0,0,0
0.103951,0,0,0,0
0.106914,0,0,0,0
0.108306,0,0,0,0
0.109686,0,0,0,0
0.111111,0,0,0,0
0.112487,0,0,0,0
0.113910,0,0,0,0
0.115608,0,0,0,0
0.116990,0,0,0,0
0.118381,0,0,0,0
0.119762,0,0,0,0
0.121149,0,0,0,0
0.122527,0,0,0,0
0.123906,0,0,0,0
0.125285,0,0,0,0
0.126719,0,0,0,0
0.128100,0,0,0,0
0.129492,0,0,0,0
0.131007,0,0,0,0
0.132556,0,0,0,0
0.134151,0,0,0,0
0.135701,0,0,0,0
0.137257,0,0,0,0
0.138809,0,0,0,0
0.140371,0,0,0,0
0.141976,0,0,0,0
0.143571,0,0,0,0
0.145136,0,0,0,0
0.146688,0,0,0,0
0.148237,0,0,0,0
0.149802,0,0,0,0
0.151407,0,0,0,0
0.152804,0,0,0,0
0.154323,0,0,0,0
0.155874,0,0,0,0
0.157429,0,0,0,0
0.159026,0,0,0,0
0.160577,0,0,0,0
0.162023,0,0,0,0
0.163546,0,0,0,0
0.165102,0,0,0,0
0.166645,0,0,0,0
0.168186,0,0,0,0
0.169607,0,0,0,0
0.171130,0,0,0,0
0.172749,0,0,0,0
0.174345,0,0,0,0
0.175896,0,0,0,0
0.177451,0,0,0,0
0.179004,0,0,0,0
0.180555,0,0,0,0
0.182113,0,0,0,0
0.183677,0,0,0,0
0.185232,0,0,0,0
0.186786,0,0,0,0
0.188338,0,0,0,0
0.189760,0,0,0,0
0.191283,0,0,0,0
0.192837,0,0,0,0
0.194403,0,0,0,0
0.195954,0,0,0,0
0.197509,0,0,0,0
0.199062,0,0,0,0
0.200613,0,0,0,0
0.202170,0,0,0,0
0.203724,0,0,0,0
0.205159,0,0,0,0
0.206590,0,0,0,0
0.207970,0,0,0,0
0.209348,0,0,0,0
0.210729,0,0,0,0
0.212107,0,0,0,0
0.213486,0,0,0,0
0.214864,0,0,0,0
0.216251,0,0,0,0
0.217631,0,0,0,0
0.219010,0,0,0,0
0.220388,0,0,0,0
0.221766,0,0,0,0
0.223193,0,0,0,0
0.224548,0,0,0,0
0.225903,0,0,0,0
0.227264,0,0,0,0
0.228618,0,0,0,0
0.230099,0,0,0,0
0.231453,0,0,0,0
0.232806,0,0,0,0
0.234158,0,0,0,0
0.235511,0,0,0,0
0.236863,0,0,0,0
0.238260,0,0,0,0
0.239599,0,0,0,0
0.240939,0,0,0,0
0.242280,0,0,0,0
0.243620,0,0,0,0
0.244959,0,0,0,0
0.246302,0,0,0,0
0.247643,0,0,0,0
0.248988,0,0,0,0
0.250335,0,0,0,0
0.251693,0,0,0,0
0.253034,0,0,0,0
0.254404,0,0,0,0
0.255815,0,0,0,0
0.257117,0,0,0,0
0.258527,0,0,0,0
0.259833,0,0,0,0
0.261245,0,0,0,0
0.262654,0,0,0,0
0.264064,0,0,0,0
0.265512,0,0,0,0
0.266883,0,0,0,0
0.268137,0,0,0,0
0.269549,0,0,0,0
0.270927,0,0,0,0
0.272288,0,0,0,0
0.273690,0,0,0,0
0.275098,0,0,0,0
0.276486,0,0,0,0
0.278015,66,0,0,1818
0.279736,0,0,0,0
0.281149,0,0,0,0
0.282536,0,0,0,0
0.283920,0,0,0,0
0.285648,0,0,0,0
0.287430,0,0,0,0
0.288819,168,0,0,4301
0.290092,0,0,0,0
0.291495,0,0,0,0
0.294129,0,0,0,0
0.295516,0,0,0,0
0.296901,0,0,0,0
0.298286,0,0,0,0
0.299670,0,0,0,0
0.301784,0,0,0,0
0.303556,0,0,0,0
0.307445,0,0,0,0
0.308875,0,0,0,0
0.310255,0,0,0,0
0.311635,0,0,0,0
0.314183,0,0,0,0
0.315702,0,0,0,0
0.317090,0,0,0,0
0.318521,0,0,0,0
0.319900,0,0,0,0
0.321281,0,0,0,0
0.322660,0,0,0,0
0.324040,0,0,0,0
0.325422,0,0,0,0
0.326825,0,0,0,0
0.328208,0,0,0,0
0.329594,0,0,0,0
0.330979,0,0,0,0
0.332362,0,0,0,0
0.333748,0,0,0,0
0.335170,0,0,0,0
0.336554,0,0,0,0
0.337970,0,0,0,0
0.339353,0,0,0,0
0.340738,0,0,0,0
0.342147,0,0,0,0
0.343639,0,0,0,0
0.345027,0,0,0,0
0.346502,0,0,0,0
0.347888,0,0,0,0
0.349285,0,0,0,0
0.350706,0,0,0,0
0.352092,0,0,0,0
0.353478,0,0,0,0
0.355033,0,0,0,0
0.356480,0,0,0,0
0.358031,0,0,0,0
0.359596,0,0,0,0
0.361150,0,0,0,0
0.362702,0,0,0,0
0.364252,0,0,0,0
0.365803,0,0,0,0
0.367246,0,0,0,0
0.368687,0,0,0,0
0.370323,0,0,0,0
0.371874,0,0,0,0
0.373428,0,0,0,0
0.374980,0,0,0,0
0.376529,0,0,0,0
0.378082,0,0,0,0
0.379632,0,0,0,0
0.381195,0,0,0,0
0.382791,0,0,0,0
0.384342,0,0,0,0
0.385764,0,0,0,0
0.387286,0,0,0,0
0.388840,0,0,0,0
0.390380,0,0,0,0
0.391932,0,0,0,0
0.393358,0,0,0,0
0.394881,0,0,0,0
0.396430,0,0,0,0
0.397986,0,0,0,0
0.399579,0,0,0,0
0.401131,0,0,0,0
0.402601,0,0,0,0
0.403978,0,0,0,0
0.405322,0,0,0,0
0.406663,0,0,0,0
0.407998,0,0,0,0
0.409380,0,0,0,0
0.410712,0,0,0,0
0.412041,0,0,0,0
0.413433,0,0,0,0
0.414821,0,0,0,0
0.416129,0,0,0,0
0.417483,0,0,0,0
0.418788,0,0,0,0
0.420092,0,0,0,0
0.421446,0,0,0,0
0.422750,0,0,0,0
0.424063,0,0,0,0
0.425416,0,0,0,0
0.426725,0,0,0,0
0.428030,0,0,0,0
0.429382,0,0,0,0
0.430723,0,0,0,0
0.432014,0,0,0,0
0.433352,0,0,0,0
0.434651,0,0,0,0
0.435940,0,0,0,0
0.437280,0,0,0,0
0.438570,0,0,0,0
0.439874,0,0,0,0
0.441214,0,0,0,0
0.442505,0,0,0,0
0.443796,0,0,0,0
0.445141,0,0,0,0
0.446459,0,0,0,0
0.447820,0,0,0,0
0.449122,0,0,0,0
0.450481,0,0,0,0
0.451841,0,0,0,0
0.453251,0,0,0,0
0.454502,0,0,0,0
0.455914,0,0,0,0
0.457328,0,0,0,0
0.458751,0,0,0,0
0.460116,0,0,0,0
0.461527,0,0,0,0
0.462907,0,0,0,0
0.464267,0,0,0,0
0.465563,0,0,0,0
0.466998,0,0,0,0
0.468393,0,0,0,0
0.470152,24,0,0,684
0.471819,0,0,0,0
0.473211,0,0,0,0
0.474726,0,0,0,0
0.476111,0,0,0,0
0.477504,0,0,0,0
0.478933,0,0,0,0
0.480355,75,0,0,2283
0.481727,93,0,0,2031
0.483114,0,0,0,0
0.484501,0,0,0,0
0.485928,0,0,0,0
0.487313,0,0,0,0
0.488807,0,0,0,0
0.491211,0,0,0,0
0.492591,0,0,0,0
0.494160,0,0,0,0
0.495765,0,0,0,0
0.497447,0,0,0,0
0.498839,0,0,0,0
0.500219,0,0,0,0
0.502487,0,0,0,0
0.504759,0,0,0,0
0.506148,0,0,0,0
0.507764,0,0,0,0
0.510639,0,0,0,0
0.512022,0,0,0,0
0.513405,0,0,0,0
0.514791,0,0,0,0
0.516177,0,0,0,0
0.517565,0,0,0,0
0.518947,0,0,0,0
0.520342,0,0,0,0
0.521724,0,0,0,0
0.523109,0,0,0,0
0.524493,0,0,0,0
0.525877,0,0,0,0
0.527295,0,0,0,0
0.528675,0,0,0,0
0.530227,0,0,0,0
0.531621,0,0,0,0
0.533007,0,0,0,0
0.534391,0,0,0,0
0.535775,0,0,0,0
0.537161,0,0,0,0
0.538674,0,0,0,0
0.540095,0,0,0,0
0.541615,0,0,0,0
0.543056,0,0,0,0
0.544577,0,0,0,0
0.546133,0,0,0,0
0.547684,0,0,0,0
0.549129,0,0,0,0
0.550676,0,0,0,0
0.552225,0,0,0,0
0.553659,0,0,0,0
0.555243,0,0,0,0
0.556797,0,0,0,0
0.558392,0,0,0,0
0.559943,0,0,0,0
0.561495,0,0,0,0
0.563046,0,0,0,0
0.564609,0,0,0,0
0.566165,0,0,0,0
0.567717,0,0,0,0
0.569270,0,0,0,0
0.570823,0,0,0,0
0.572372,0,0,0,0
0.573997,0,0,0,0
0.575614,0,0,0,0
0.577169,0,0,0,0
0.578721,0,0,0,0
0.580271,0,0,0,0
0.581823,0,0,0,0
0.583373,0,0,0,0
0.584926,0,0,0,0
0.586491,0,0,0,0
0.588041,0,0,0,0
0.589593,0,0,0,0
0.591144,0,0,0,0
0.592779,0,0,0,0
0.594193,0,0,0,0
0.595596,0,0,0,0
0.596990,0,0,0,0
0.598371,0,0,0,0
0.599750,0,0,0,0
0.601127,0,0,0,0
0.602504,0,0,0,0
0.603881,0,0,0,0
0.605259,0,0,0,0
0.606678,0,0,0,0
0.608067,0,0,0,0
0.609445,0,0,0,0
0.610822,0,0,0,0
0.612197,0,0,0,0
0.613573,0,0,0,0
0.614950,0,0,0,0
0.616326,0,0,0,0
0.617704,0,0,0,0
0.619090,0,0,0,0
0.620465,0,0,0,0
0.621898,0,0,0,0
0.623325,0,0,0,0
0.624680,0,0,0,0
0.626051,0,0,0,0
0.627404,0,0,0,0
0.628758,0,0,0,0
0.630119,0,0,0,0
0.631473,0,0,0,0
0.632888,0,0,0,0
0.634242,0,0,0,0
0.635596,0,0,0,0
0.636951,0,0,0,0
0.638340,0,0,0,0
0.639681,0,0,0,0
0.641027,0,0,0,0
0.642369,0,0,0,0
0.643708,0,0,0,0
0.645047,0,0,0,0
0.646388,0,0,0,0
0.647727,0,0,0,0
0.649066,0,0,0,0
0.650405,0,0,0,0
0.651750,0,0,0,0
0.653090,0,0,0,0
0.654420,0,0,0,0
0.655722,0,0,0,0
0.657131,0,0,0,0
0.658541,0,0,0,0
0.659951,0,0,0,0
0.661360,0,0,0,0
0.662777,0,0,0,0
0.664189,0,0,0,0
0.665601,0,0,0,0
0.667012,0,0,0,0
0.668422,0,0,0,0
0.669796,0,0,0,0
0.671207,0,0,0,0
0.672618,0,0,0,0
0.673999,0,0,0,0
0.675698,0,0,0,0
0.677172,66,0,0,1818
0.678558,0,0,0,0
0.679941,0,0,0,0
0.681325,0,0,0,0
0.682707,0,0,0,0
0.684101,0,0,0,0
0.685485,0,0,0,0
0.686870,168,0,0,4406
0.688130,0,0,0,0
0.689516,0,0,0,0
0.690901,0,0,0,0
0.692286,0,0,0,0
0.693672,0,0,0,0
0.695069,0,0,0,0
0.696452,0,0,0,0
0.697875,0,0,0,0
0.699257,0,0,0,0
0.700641,0,0,0,0
0.703683,0,0,0,0
0.708765,0,0,0,0
0.710148,0,0,0,0
0.711529,0,0,0,0
0.712944,0,0,0,0
0.716410,0,0,0,0
0.718103,0,0,0,0
0.719531,0,0,0,0
0.721064,0,0,0,0
0.722456,0,0,0,0
0.723800,0,0,0,0
0.725142,0,0,0,0
0.726498,0,0,0,0
0.727838,0,0,0,0
0.729179,0,0,0,0
0.730517,0,0,0,0
0.731853,0,0,0,0
0.733193,0,0,0,0
0.734558,0,0,0,0
0.735986,0,0,0,0
0.737393,0,0,0,0
0.738782,0,0,0,0
0.740167,0,0,0,0
0.741553,0,0,0,0
0.743065,0,0,0,0
0.744614,0,0,0,0
0.746170,0,0,0,0
0.747731,0,0,0,0
0.749285,0,0,0,0
0.750881,0,0,0,0
0.752430,0,0,0,0
0.753986,0,0,0,0
0.755534,0,0,0,0
0.757082,0,0,0,0
0.758520,0,0,0,0
0.760040,0,0,0,0
0.761592,0,0,0,0
0.763143,0,0,0,0
0.764751,0,0,0,0
0.766343,0,0,0,0
0.767892,0,0,0,0
0.769332,0,0,0,0
0.770854,0,0,0,0
0.772404,0,0,0,0
0.773912,0,0,0,0
0.775431,0,0,0,0
0.776984,0,0,0,0
