elapsed_s,TSE_BE_BV_STALLS_DUETO_BR_POLY,TSE_BE_BV_STALLS_DUETO_BR,TSE_FE_BUSY_CYCLES,TSE_FE_STALL_CYCLES_VPC_US
0.001100,0,0,0,0
0.002642,0,0,0,0
0.004135,0,0,0,0
0.005617,0,0,0,0
0.007099,0,0,0,0
0.008592,0,0,0,0
0.010070,0,0,0,0
0.011721,0,0,0,0
0.013200,0,0,0,0
0.014681,0,0,0,0
0.016246,0,0,0,0
0.017705,0,0,0,0
0.019173,0,0,0,0
0.020632,0,0,0,0
0.022090,0,0,0,0
0.023610,0,0,0,0
0.025069,0,0,0,0
0.026689,0,0,0,0
0.028147,0,0,0,0
0.029614,0,0,0,0
0.031072,0,0,0,0
0.032587,0,0,0,0
0.034115,0,0,0,0
0.035850,0,0,0,0
0.037334,0,0,0,0
0.038811,0,0,0,0
0.040295,0,0,0,0
0.041771,0,0,0,0
0.043247,0,0,0,0
0.044723,0,0,0,0
0.046204,0,0,0,0
0.047660,0,0,0,0
0.049040,0,0,0,0
0.050410,0,0,0,0
0.051750,0,0,0,0
0.053094,0,0,0,0
0.054438,0,0,0,0
0.055854,0,0,0,0
0.057249,0,0,0,0
0.058845,0,0,0,0
0.060367,0,0,0,0
0.061793,0,0,0,0
0.063142,0,0,0,0
0.064495,0,0,0,0
0.065840,0,0,0,0
0.067239,0,0,0,0
0.068604,0,0,532,0
0.069948,0,0,0,0
0.071293,0,0,0,0
0.072648,0,0,0,0
0.073991,0,0,0,0
0.075380,0,0,0,0
0.076723,0,0,0,0
0.078065,0,0,627,0
0.079804,0,0,570,0
0.081248,0,0,0,0
0.082641,0,0,0,0
0.084049,0,0,0,0
0.085435,0,0,0,0
0.086819,0,0,0,0
0.088205,0,0,0,0
0.089587,0,0,0,0
0.090967,0,0,0,0
0.092345,0,0,0,0
0.093724,0,0,0,0
0.095114,0,0,0,0
0.096494,0,0,0,0
0.097874,0,0,0,0
0.102470,0,0,0,0
0.103856,0,0,0,0
0.105250,0,0,0,0
0.106679,0,0,0,0
0.108117,0,0,0,0
0.109497,0,0,0,0
0.110879,0,0,0,0
0.112312,0,0,0,0
0.113696,0,0,0,0
0.115079,0,0,0,0
0.116477,0,0,0,0
0.117856,0,0,0,0
0.119235,0,0,0,0
0.120619,0,0,0,0
0.122002,0,0,0,0
0.123388,0,0,0,0
0.124772,0,0,0,0
0.126156,0,0,0,0
0.127553,0,0,0,0
0.128972,0,0,0,0
0.130356,0,0,0,0
0.131742,0,0,0,0
0.133126,0,0,0,0
0.134512,0,0,0,0
0.135896,0,0,0,0
0.137280,0,0,0,0
0.138811,0,0,0,0
0.140363,0,0,0,0
0.141913,0,0,0,0
0.143464,0,0,0,0
0.145015,0,0,0,0
0.146568,0,0,0,0
0.148119,0,0,0,0
0.149682,0,0,0,0
0.151234,0,0,0,0
0.152783,0,0,0,0
0.154202,0,0,0,0
0.155726,0,0,0,0
0.157275,0,0,0,0
0.158826,0,0,0,0
0.160360,0,0,0,0
0.161751,0,0,0,0
0.163135,0,0,0,0
0.164519,0,0,0,0
0.165899,0,0,0,0
0.167280,0,0,0,0
0.168660,0,0,0,0
0.170166,0,0,0,0
0.171611,0,0,0,0
0.173202,0,0,0,0
0.174760,0,0,0,0
0.176352,0,0,0,0
0.177773,0,0,0,0
0.179172,0,0,0,0
0.180560,0,0,0,0
0.181961,0,0,0,0
0.183351,0,0,0,0
0.184737,0,0,0,0
0.186122,0,0,0,0
0.187698,0,0,0,0
0.189247,0,0,0,0
0.190801,0,0,0,0
0.192300,0,0,0,0
0.193726,0,0,0,0
0.195112,0,0,0,0
0.196446,0,0,0,0
0.197775,0,0,0,0
0.199151,0,0,0,0
0.200481,0,0,0,0
0.201809,0,0,0,0
0.203208,0,0,0,0
0.204538,0,0,0,0
0.205868,0,0,0,0
0.207245,0,0,0,0
0.208570,0,0,0,0
0.209874,0,0,0,0
0.211226,0,0,0,0
0.212530,0,0,0,0
0.213896,0,0,0,0
0.215253,0,0,0,0
0.216558,0,0,0,0
0.217862,0,0,0,0
0.219215,0,0,0,0
0.220520,0,0,0,0
0.221823,0,0,0,0
0.223175,0,0,0,0
0.224530,0,0,0,0
0.225893,0,0,0,0
0.227195,0,0,0,0
0.228553,0,0,0,0
0.229911,0,0,0,0
0.231320,0,0,0,0
0.232572,0,0,0,0
0.233931,0,0,0,0
0.235343,0,0,0,0
0.236701,0,0,0,0
0.238068,0,0,0,0
0.239499,0,0,0,0
0.240922,0,0,0,0
0.242338,0,0,0,0
0.243602,0,0,0,0
0.244964,0,0,0,0
0.246327,0,0,0,0
0.247684,0,0,0,0
0.249045,0,0,0,0
0.250427,0,0,0,0
0.251802,0,0,204,0
0.253189,0,0,0,0
0.254549,0,0,0,0
0.255909,0,0,0,0
0.257179,0,0,0,0
0.258592,0,0,0,0
0.260002,0,0,0,0
0.261412,0,0,0,0
0.262822,0,0,0,0
0.264247,0,0,0,0
0.265548,0,0,1197,0
0.266960,0,0,0,0
0.268326,0,0,0,0
0.269687,0,0,0,0
0.271048,0,0,0,0
0.272408,0,0,0,0
0.273661,0,0,0,0
0.275062,0,0,0,0
0.276462,0,0,0,0
0.277840,0,0,0,0
0.279528,0,0,0,0
0.280912,0,0,0,0
0.282292,0,0,0,0
0.283677,0,0,0,0
0.285058,0,0,0,0
0.286496,0,0,0,0
0.289863,0,0,0,0
0.291247,0,0,0,0
0.292627,0,0,0,0
0.294005,0,0,0,0
0.295387,0,0,0,0
0.296767,0,0,0,0
0.298146,0,0,0,0
0.299667,0,0,0,0
0.301055,0,0,0,0
0.302682,0,0,0,0
0.304293,0,0,0,0
0.305673,0,0,0,0
0.307053,0,0,0,0
0.308433,0,0,0,0
0.309812,0,0,0,0
0.311483,0,0,0,0
0.312888,0,0,0,0
0.314274,0,0,0,0
0.315801,0,0,0,0
0.317342,0,0,0,0
0.318759,0,0,0,0
0.320315,0,0,0,0
0.321870,0,0,0,0
0.323288,0,0,0,0
0.324810,0,0,0,0
0.326360,0,0,0,0
0.327913,0,0,0,0
0.329463,0,0,0,0
0.331014,0,0,0,0
0.332578,0,0,0,0
0.334128,0,0,0,0
0.335683,0,0,0,0
0.337277,0,0,0,0
0.338830,0,0,0,0
0.340381,0,0,0,0
0.341931,0,0,0,0
0.343497,0,0,0,0
0.345048,0,0,0,0
0.346601,0,0,0,0
0.348152,0,0,0,0
0.349702,0,0,0,0
0.351300,0,0,0,0
0.352852,0,0,0,0
0.354496,0,0,0,0
0.355890,0,0,0,0
0.357284,0,0,0,0
0.358804,0,0,0,0
0.360256,0,0,0,0
0.361794,0,0,0,0
0.363212,0,0,0,0
0.364745,0,0,0,0
0.366293,0,0,0,0
0.367846,0,0,0,0
0.369439,0,0,0,0
0.370885,0,0,0,0
0.372430,0,0,0,0
0.373978,0,0,0,0
0.375539,0,0,0,0
0.377088,0,0,0,0
0.378622,0,0,0,0
0.380063,0,0,0,0
0.381438,0,0,0,0
0.382835,0,0,0,0
0.384220,0,0,0,0
0.385579,0,0,0,0
0.386962,0,0,0,0
0.388294,0,0,0,0
0.389624,0,0,0,0
0.391000,0,0,0,0
0.392330,0,0,0,0
0.393659,0,0,0,0
0.395037,0,0,0,0
0.396385,0,0,0,0
0.397717,0,0,0,0
0.399050,0,0,0,0
0.400433,0,0,0,0
0.401743,0,0,0,0
0.403100,0,0,0,0
0.404409,0,0,0,0
0.405719,0,0,0,0
0.407036,0,0,0,0
0.408345,0,0,0,0
0.409652,0,0,0,0
0.410961,0,0,0,0
0.412270,0,0,0,0
0.413578,0,0,0,0
0.414957,0,0,0,0
0.416305,0,0,0,0
0.417606,0,0,0,0
0.418899,0,0,0,0
0.420189,0,0,0,0
0.421479,0,0,0,0
0.422820,0,0,0,0
0.424116,0,0,0,0
0.425410,0,0,0,0
0.426704,0,0,0,0
0.428000,0,0,0,0
0.429289,0,0,0,0
0.430628,0,0,0,0
0.431922,0,0,0,0
0.433188,0,0,0,0
0.434550,0,0,0,0
0.435910,0,0,0,0
0.437270,0,0,0,0
0.438684,0,0,0,0
0.440044,0,0,0,0
0.441456,0,0,0,0
0.442867,0,0,0,0
0.444229,0,0,0,0
0.445591,0,0,0,0
0.446952,0,0,0,0
0.448218,0,0,0,0
0.449583,0,0,0,0
0.453076,0,0,0,0
0.454581,0,0,0,0
0.456020,0,0,201,0
0.457286,0,0,0,0
0.460121,0,0,0,0
0.461519,0,0,0,0
0.462904,0,0,0,0
0.464333,0,0,0,0
0.465720,0,0,724,0
0.466967,0,0,483,0
0.468362,0,0,0,0
0.469753,0,0,0,0
0.471143,0,0,0,0
0.472543,0,0,0,0
0.473929,0,0,0,0
0.475315,0,0,0,0
0.476700,0,0,0,0
0.478090,0,0,0,0
0.479472,0,0,0,0
0.480893,0,0,0,0
0.482272,0,0,0,0
0.483881,0,0,0,0
0.485291,0,0,0,0
0.490471,0,0,0,0
0.492024,0,0,0,0
0.493408,0,0,0,0
0.494824,0,0,0,0
0.496245,0,0,0,0
0.497625,0,0,0,0
0.499148,0,0,0,0
0.500538,0,0,0,0
0.501883,0,0,0,0
0.503222,0,0,0,0
0.504561,0,0,0,0
0.505912,0,0,0,0
0.507254,0,0,0,0
0.508592,0,0,0,0
0.509927,0,0,0,0
0.511266,0,0,0,0
0.512739,0,0,0,0
0.514303,0,0,0,0
0.515858,0,0,0,0
0.517294,0,0,0,0
0.518689,0,0,0,0
0.520077,0,0,0,0
0.521462,0,0,0,0
0.522849,0,0,0,0
0.524234,0,0,0,0
0.525617,0,0,0,0
0.527135,0,0,0,0
0.528616,0,0,0,0
0.530008,0,0,0,0
0.531397,0,0,0,0
0.532782,0,0,0,0
0.534168,0,0,0,0
0.535556,0,0,0,0
0.536940,0,0,0,0
0.538457,0,0,0,0
0.539894,0,0,0,0
0.541414,0,0,0,0
0.542966,0,0,0,0
0.544562,0,0,0,0
0.546110,0,0,0,0
0.547622,0,0,0,0
0.549134,0,0,0,0
0.550566,0,0,0,0
0.552086,0,0,0,0
0.553635,0,0,0,0
0.555185,0,0,0,0
0.556650,0,0,0,0
0.558201,0,0,0,0
0.559753,0,0,0,0
0.561237,0,0,0,0
0.562799,0,0,0,0
0.564350,0,0,0,0
0.565898,0,0,0,0
0.567449,0,0,0,0
0.568998,0,0,0,0
0.570551,0,0,0,0
0.572114,0,0,0,0
0.573662,0,0,0,0
0.575214,0,0,0,0
0.576801,0,0,0,0
0.578908,0,0,0,0
0.580311,0,0,0,0
0.581699,0,0,0,0
0.583091,0,0,0,0
0.584469,0,0,0,0
0.585846,0,0,0,0
0.587223,0,0,0,0
0.588603,0,0,0,0
0.589980,0,0,0,0
0.591356,0,0,0,0
0.592786,0,0,0,0
0.594149,0,0,0,0
0.595607,0,0,0,0
0.596960,0,0,0,0
0.598312,0,0,0,0
0.599681,0,0,0,0
0.601034,0,0,0,0
0.602387,0,0,0,0
0.603764,0,0,0,0
0.605124,0,0,0,0
0.606453,0,0,0,0
0.607807,0,0,0,0
0.609184,0,0,0,0
0.610549,0,0,0,0
0.611895,0,0,0,0
0.613234,0,0,0,0
0.614573,0,0,0,0
0.615920,0,0,0,0
0.617260,0,0,0,0
0.618726,0,0,0,0
0.620068,0,0,0,0
0.621408,0,0,0,0
0.622747,0,0,0,0
0.624115,0,0,0,0
0.625526,0,0,0,0
0.626932,0,0,0,0
0.628314,0,0,0,0
0.629574,0,0,0,0
0.630939,0,0,0,0
0.632300,0,0,0,0
0.633660,0,0,0,0
0.635072,0,0,0,0
0.636486,0,0,0,0
0.637853,0,0,0,0
0.639216,0,0,0,0
0.640484,0,0,0,0
0.641845,0,0,0,0
0.643957,0,0,0,0
0.645358,0,0,0,0
0.646745,0,0,0,0
0.648437,0,0,201,0
0.649760,0,0,0,0
0.651243,0,0,0,0
0.652636,0,0,0,0
0.654016,0,0,0,0
0.655399,0,0,0,0
0.656824,0,0,0,0
0.658294,0,0,629,0
0.660237,0,0,627,0
0.661623,0,0,0,0
0.663008,0,0,0,0
0.664393,0,0,0,0
0.665780,0,0,0,0
0.667786,0,0,0,0
0.669182,0,0,0,0
0.670559,0,0,0,0
0.672040,0,0,0,0
0.673420,0,0,0,0
0.675299,0,0,0,0
0.676681,0,0,0,0
0.678060,0,0,0,0
0.682511,0,0,0,0
0.683904,0,0,0,0
0.685293,0,0,0,0
0.686890,0,0,0,0
0.688385,0,0,0,0
0.689782,0,0,0,0
0.691177,0,0,0,0
0.692570,0,0,0,0
0.693917,0,0,0,0
0.695261,0,0,0,0
0.696599,0,0,0,0
0.697937,0,0,0,0
0.699275,0,0,0,0
0.700634,0,0,0,0
